x y z sxx syy szz sxy sxz syz pp
1300.25 886.353 1749.33 -1.28755e+06 -921877 -845611 -26174.4 -278249 61175 0
1301.97 887.962 1748.13 -714084 -634689 -414227 -49530.2 106234 98182.4 111183
1302.27 882.365 1746.98 -458153 -883871 -1.10082e+06 -101000 3648.66 84022.9 240005
1302.02 885.01 1746.71 -318479 -761332 -1.0029e+06 -16553.6 -81053.5 69380.8 120124
1300.73 883.941 1748.76 -1.32739e+06 -826573 -476851 -29082.2 -25609 -10106.1 0
1305.26 883.133 1745.74 -1.16429e+06 -1.14334e+06 -1.87467e+06 -134317 -528800 63019 267592
1307.02 886.472 1748.87 -936611 -1.1237e+06 -1.52051e+06 -120345 -248727 70378.2 243817
1302.05 887.653 1747.1 -378332 -724124 -765035 -30684.3 90941.7 83992.8 233545
1301.69 885.95 1746.43 -125150 -523739 -555288 -33599.3 -65840.8 47471.1 0
1313.84 885.476 1746.19 -1.26283e+06 -1.21444e+06 -1.58843e+06 -124951 -350765 85100.2 307458
1301.1 887.918 1748.39 -1.70306e+06 -1.30096e+06 -901068 -9013.1 272510 51711.9 0
1302.12 887.629 1746.96 -372918 -732004 -872861 -89977.4 8348.18 92133.4 235361
1309.69 883.962 1746.45 -1.19876e+06 -1.12306e+06 -1.70396e+06 -122199 -449288 81317.4 283801
1304.63 885.147 1747.84 -599045 -895862 -1.0985e+06 -112883 -97868.2 72549.3 242051
1301.18 884.526 1749.24 -1.01982e+06 -701157 -320850 -16402.5 -84549.2 80638.4 0
1300.5 885.532 1749.1 -1.0491e+06 -690549 -513826 -50937.8 -156044 15738.5 0
1301.66 886.265 1747.1 -144595 -442593 -396375 -76124.9 159900 29283.7 0
1301.69 887.752 1747.19 -596291 -830152 -765009 -83899.6 149700 23049.3 57694.4
1306.74 887.656 1748.3 -1.00038e+06 -1.17546e+06 -1.64196e+06 -129972 -296255 64842.7 246966
1305.22 887.004 1749.03 -716059 -962275 -1.22743e+06 -95595.2 -93222.2 93176.4 232134
1302.85 885.343 1746.89 -721401 -1.10256e+06 -1.34277e+06 -68827.7 -58340 63983 241672
1304.16 885.353 1749.4 -897175 -1.0949e+06 -1.38966e+06 -114860 2372.86 74059.4 224108
1302.98 885.076 1747.75 -572672 -898685 -936069 -47663.7 26187.1 88600.9 234201
1301.41 883.524 1745.68 -163854 -324505 -289260 -77291.2 -114628 18793.3 0
1301.14 883.648 1748.91 -650466 -504392 -174232 -40464 -29442.6 43002.8 0
1304.66 886.946 1745.58 -1.34589e+06 -1.47461e+06 -2.05607e+06 -92865.4 -543131 59203.2 263061
1305.42 882.144 1746.06 -1.29847e+06 -1.25478e+06 -2.03552e+06 -109724 -561742 79890.8 266104
1302.24 883.205 1745.94 -352362 -658718 -631523 -62235.8 -139566 27193.7 249403
1301.61 887.816 1745.56 -449603 -375855 -302614 -36594.3 -111311 -53482.4 0
1301.53 884.977 1745.64 -537381 -883698 -838924 -36230.1 -347833 45963.6 0
1302.68 885.648 1746.2 -524799 -891236 -1.08347e+06 -59797.3 -218341 56905.1 247339
1301.97 883.322 1747.9 -623389 -801981 -689410 -95936.5 159258 56125.6 114560
1302.28 886.515 1746.75 -472562 -849882 -1.1839e+06 -75484.6 -93007.3 50981.7 239111
1301.5 887.862 1749 -888636 -659719 -424634 -48980.9 15586.1 63305.1 52679.8
1300.45 887.601 1749.46 -1.04729e+06 -637921 -697747 -85137.6 -160756 22637.3 0
1301.66 882.344 1747.48 -498313 -828602 -754717 -116639 238078 38077.7 0
1301.71 885.592 1747.29 -310704 -632936 -565766 -2848.37 146973 29558.5 0
1302.47 884.303 1747.93 -653312 -862268 -935391 -64390.2 122109 78124.6 230200
1301.17 884.672 1749.45 -616768 -440702 -257772 -66098.2 -128901 -6064.41 0
1300.51 883.968 1749.27 -973177 -606252 -449491 -26906 -178107 4761.93 0
1300.58 882.957 1749.35 -726517 -544931 -343929 -33303 -125554 -2017.83 0
1301.7 887.644 1747.22 -511308 -659470 -618442 -42385.2 167608 46911.1 57694.4
