x y z sxx syy szz sxy sxz syz pp
1296.97 882.389 1794.2 -446422 -406382 -271776 -74418.1 -228669 -5335.92 0
1297.33 885.918 1791.03 -414685 -417341 -298880 -88081.4 -233597 2651.99 0
1297.53 887.745 1791.41 -407636 -408445 -290549 -89450.7 -232962 4571.97 0
1298.75 883.982 1794.06 -442643 -405752 -274133 -75126.4 -222851 1005.9 0
1298.89 883.53 1782.35 -482966 -488360 -517134 -133618 -297108 6258.11 0
1298.69 884.441 1796.49 -391680 -336883 -152173 -64992.4 -213316 659.5 0
1298.83 887.963 1796.67 -395328 -343835 -145430 -53009.9 -216013 -4685.5 0
1295.45 882.753 1792.64 -387635 -378520 -252326 -77613.4 -229761 -2579.55 0
1298.59 887.545 1780.13 -537047 -536835 -577111 -123816 -300129 8660.83 0
1295.48 884.816 1791.14 -413623 -417540 -294043 -87330 -238065 -3138.33 0
1296.01 885.785 1798.78 -467285 -369462 -167409 -73301.3 -211847 2247.66 0
1298.87 886.209 1797.53 -354645 -284063 -111994 -63383.9 -210094 -1652.03 0
1296.06 883.339 1787.39 -475058 -469745 -396821 -113595 -298760 -10560.8 0
1295.62 884.865 1788.91 -449492 -447499 -348419 -108962 -278516 2404.96 0
1297.47 885.968 1788.8 -409455 -423009 -327733 -103069 -271793 7737.93 0
1298.32 882.007 1798.96 -424748 -372122 -158928 -83304.1 -227775 2548.22 0
1297.33 883.151 1797.74 -478564 -398609 -191737 -77566.3 -223967 -1887.25 0
1296.53 885.526 1783.36 -487087 -484877 -473471 -124403 -285251 2174.19 0
1296.01 884.053 1798.78 -494619 -400671 -175731 -74172.9 -224385 -447.763 0
1296.54 885.158 1781.56 -485498 -491069 -523310 -133057 -304571 9507.83 0
1295.06 885.546 1784.2 -447888 -458797 -431418 -120082 -280053 745.291 0
1295.78 882.709 1780.35 -553951 -547547 -564800 -107151 -240166 -7816.12 0
1296.65 886.584 1780.28 -499426 -506857 -568016 -136144 -306716 9530.03 0
1295.4 886.654 1779.4 -589310 -577630 -606913 -105230 -236282 -3255.12 0
1298.77 886.295 1784.68 -476797 -482491 -465076 -122109 -277190 10258.5 0
1297.16 887.489 1784.01 -476295 -487779 -477323 -120817 -280897 13357.2 0
1298.03 883.538 1786.09 -460564 -459367 -390290 -104840 -277880 -11359.5 0
1297.78 883.828 1781.01 -528270 -526803 -564282 -126365 -302135 9782.07 0
1297.58 887.757 1787.74 -418547 -426013 -348127 -113634 -266957 12994.2 0
1298.14 884.332 1784.03 -492336 -484376 -468068 -124822 -283928 432.638 0
1297.9 886.108 1779.56 -545093 -538144 -583893 -128281 -303736 7889.67 0
1297.51 886.651 1798.78 -371274 -293892 -118770 -56910 -205153 -1326.91 0
1297.25 882.626 1780.43 -547241 -540579 -605073 -130055 -310762 681.752 0
1295.09 882.884 1797.67 -395705 -336471 -143535 -58691.8 -210327 -3519.82 0
1298.65 884.839 1779.84 -543074 -536719 -585389 -129276 -304935 3615.44 0
1295.79 884.919 1770.93 -821590 -777089 -786126 -152371 -315677 11425 0
1295.32 884 1770.45 -825136 -777375 -798778 -154164 -317056 3315.59 0
1296.14 883.38 1770.62 -819286 -774832 -798067 -154894 -309877 -2637.85 0
1297.17 883.553 1771.18 -810204 -764519 -780202 -148315 -299634 4867.06 0
1296.23 882.038 1772.21 -806447 -770372 -772302 -151087 -301486 -3008.53 0
1295.67 882.657 1771.36 -817935 -779587 -792420 -151430 -308603 -280.561 0
1298.56 885.66 1770.63 -817724 -771930 -776629 -146604 -290297 11625.4 0
1297.02 884.542 1771.62 -811659 -773775 -776706 -147342 -296863 7470.95 0
1298.75 886.769 1770.96 -815278 -777095 -775426 -149044 -287123 21009.5 0
1297.35 882.457 1772.12 -809285 -767608 -767739 -147189 -298351 2364.71 0
1298.83 884.891 1771.36 -825520 -777909 -775179 -145320 -286707 18610.5 0
1297.75 887.687 1770.71 -828481 -786137 -786496 -145924 -289701 22535.6 0
1297.86 883.664 1770.34 -828474 -777524 -797942 -147313 -298352 4722.31 0
1295.86 887.92 1770.67 -813417 -780818 -791073 -149848 -310216 20700.5 0
1297.7 884.653 1770.77 -827406 -783311 -794022 -148049 -297343 7396.7 0
1295.08 885.664 1773 -806280 -767888 -749505 -153274 -314782 9874.67 0
1296.63 885.486 1775.54 -818806 -784211 -719998 -138537 -297110 27146.3 0
1295.36 885.096 1775.64 -816266 -773598 -698741 -137235 -306530 22012.2 0
1296.76 887.192 1770.22 -828674 -792793 -812554 -148679 -305502 20113.3 0
1296.84 887.75 1769.47 -814841 -776903 -789692 -154326 -304940 7911.54 0
1298.79 885.315 1772.76 -821123 -770350 -748324 -146058 -296257 21539.9 0
1297.45 884.189 1775.8 -780955 -751515 -702124 -153992 -296088 24757.1 0
1297.43 887.718 1775.73 -802795 -756433 -679649 -146957 -303428 39020.9 0
1298.59 882.037 1770.72 -823271 -777173 -797111 -149613 -292005 -2886.24 0
1297.58 884.898 1773.06 -813329 -763278 -731965 -148939 -300616 14821.5 0
1298.85 886.837 1773.34 -823261 -790539 -753861 -146636 -289915 32211.1 0
1295.26 883.479 1776.02 -812283 -759638 -680820 -143036 -302407 14552 0
1296.65 885.954 1773.73 -816022 -763155 -718461 -145035 -296139 12721.8 0
1296.51 882.968 1776.06 -785559 -749238 -690793 -156554 -301084 12062.1 0
1297.45 887.351 1774.08 -819474 -780319 -727676 -144865 -286533 30781.3 0
1297.43 885.421 1770.05 -824281 -783378 -810364 -150354 -301461 4596.99 0
1297.65 882.458 1773.58 -820619 -768981 -748235 -144365 -301672 6195.51 0
1296.78 886.473 1776.87 -822022 -776882 -669460 -152431 -293908 38967.6 0
1298.65 887.39 1777.65 -830925 -780842 -650855 -145889 -280603 45698.3 0
1295.68 885.644 1769.93 -817400 -775159 -795156 -154042 -321276 5534.01 0
1296.66 882.294 1777.73 -807054 -774421 -686661 -140723 -297947 25023.8 0
1295.56 886.536 1777.68 -832868 -770392 -632383 -149437 -295420 38500.9 0
1298.69 883.065 1770.5 -825617 -776534 -803597 -148826 -292927 -655.793 0
1297.88 886.114 1777.86 -833906 -774016 -639409 -145993 -280313 41099.7 0
1298.36 884.76 1777.24 -848899 -769436 -678113 -150040 -277356 26374.4 0
1298.03 883.911 1774.08 -816573 -771549 -728472 -145891 -297565 20846.6 0
1296.63 886.035 1769.89 -831309 -784590 -815654 -150625 -308253 9008.02 0
1295.45 882.462 1778.56 -812737 -758442 -638668 -145474 -292431 28943.4 0
1298.6 883.944 1778.29 -850881 -781474 -665164 -142269 -270873 36668.1 0
1297.84 882.698 1778.52 -839609 -776057 -647487 -136905 -273077 29267.3 0
1298.71 883.805 1767.82 -1.18749e+06 -1.02876e+06 -841597 -169981 -298353 45125.4 16056.5
1295.06 882.052 1762.6 -1.07708e+06 -953875 -889724 -193958 -369299 37881.4 48309.6
1296.55 887.315 1761.55 -1.082e+06 -951864 -901317 -209742 -371269 41104.9 62494.6
1298.61 882.721 1761.74 -1.1106e+06 -966378 -907992 -202604 -333450 41542.3 75294.2
1296.3 882.094 1762.17 -1.01392e+06 -930651 -892150 -199531 -367585 37702.8 59192.4
1295.72 882.442 1762.52 -1.08201e+06 -952057 -898073 -196096 -366964 42556.8 52347.6
1298.25 887.793 1761.27 -1.04192e+06 -925274 -853370 -217004 -335419 50554.5 74054.2
1298.94 883.628 1766.67 -1.19033e+06 -1.03129e+06 -854407 -172736 -293591 40439.2 27980.6
1297.64 887.995 1761.57 -1.08707e+06 -943857 -865531 -213975 -343976 58241.5 67676
1298.84 887.527 1761.7 -1.08212e+06 -943353 -827604 -199929 -318491 36046.1 73236.8
1296.35 887.679 1760.7 -970234 -892015 -881685 -226922 -368763 31434.7 69584.8
1295.91 885.202 1761.63 -1.06948e+06 -929095 -907963 -219019 -378157 45417.5 60002.9
1298.7 887.804 1764.7 -1.16945e+06 -996063 -862145 -186753 -304343 49621.1 42745.1
1296.34 886.676 1761.3 -1.07409e+06 -932576 -895038 -205316 -372226 36171.3 64346.3
1295.61 887.818 1761.37 -1.07632e+06 -941538 -933559 -216379 -367043 57260 58919.7
1295.84 883.231 1767.32 -1.19562e+06 -1.04522e+06 -895116 -171017 -331891 38043.6 5682.53
1298.22 886.748 1765.97 -1.19104e+06 -1.0372e+06 -850914 -177105 -317298 51141.9 28608.2
1295.44 885.133 1761.16 -1.00028e+06 -926795 -948828 -216960 -380392 27738.1 62105.5
1295.11 885.561 1761.06 -975681 -911288 -938788 -227358 -391504 39208.9 60968.9
1295.65 885.813 1761.91 -1.08576e+06 -955087 -910276 -207399 -373906 44194.1 55383.9
1298.71 886.994 1761.29 -1.07665e+06 -919655 -835584 -201667 -319789 31234.9 76950.9
1298.11 887.259 1760.86 -1.03107e+06 -895371 -855028 -222793 -340001 53143.6 77768.3
1295.17 886.061 1761.38 -980362 -927304 -936285 -226460 -389496 39363.7 57804.3
1295.74 883.144 1765.91 -1.15846e+06 -990139 -843896 -181616 -338313 38597.9 18988.7
