x y z sxx syy szz sxy sxz syz pp
1296.97 882.389 1794.2 -508511 -469180 -349657 -52972.4 -217346 933.983 0
1297.33 885.918 1791.03 -460116 -456093 -348263 -67808 -216568 4932.91 0
1297.53 887.745 1791.41 -456687 -450018 -345981 -69137.6 -217099 3365.03 0
1298.75 883.982 1794.06 -491317 -462521 -343388 -52206.2 -214010 4606.51 0
1298.89 883.53 1782.35 -563090 -572173 -587750 -92739.8 -259987 4354.72 0
1298.69 884.441 1796.49 -370511 -345408 -184758 -38803.9 -181622 2165.95 0
1298.83 887.963 1796.67 -368280 -348375 -178147 -35240 -181978 -3802.86 0
1295.45 882.753 1792.64 -430870 -419600 -308045 -57689.8 -216787 2143.27 0
1298.59 887.545 1780.13 -613100 -622073 -648656 -87382.3 -274593 8772.88 0
1295.48 884.816 1791.14 -457463 -453623 -343402 -66685 -220559 417.992 0
1296.01 885.785 1798.78 -525300 -432617 -249516 -50112.7 -199915 -2509.79 0
1298.87 886.209 1797.53 -349923 -303980 -164847 -48192.9 -181794 469.267 0
1296.06 883.339 1787.39 -528439 -525620 -474255 -82392.6 -255746 -6381.59 0
1295.62 884.865 1788.91 -500208 -498591 -423269 -74776.7 -245477 3612.17 0
1297.47 885.968 1788.8 -491798 -491067 -418167 -73682.4 -237192 6321.47 0
1298.32 882.007 1798.96 -435436 -390538 -199859 -51490.7 -189031 -857.759 0
1297.33 883.151 1797.74 -497324 -430784 -249721 -54157.9 -203361 -1831.11 0
1296.53 885.526 1783.36 -555581 -557139 -539219 -86791.6 -257334 3398.79 0
1296.01 884.053 1798.78 -552617 -462699 -265767 -49240.6 -207113 -4906.72 0
1296.54 885.158 1781.56 -583047 -585320 -602866 -90457.7 -267309 7596.29 0
1295.06 885.546 1784.2 -527911 -534384 -512591 -82760.5 -252455 2477.16 0
1295.78 882.709 1780.35 -606757 -615719 -626886 -86378.5 -255743 -1530.82 0
1296.65 886.584 1780.28 -593771 -600612 -634110 -88707.9 -271325 7836.73 0
1295.4 886.654 1779.4 -624667 -635257 -648761 -83668.8 -256548 2008.8 0
1298.77 886.295 1784.68 -558043 -559390 -536832 -85175.3 -255287 8867.59 0
1297.16 887.489 1784.01 -549880 -556756 -540264 -86445.1 -256887 10438.2 0
1298.03 883.538 1786.09 -522133 -519241 -468217 -79685.3 -246536 -6582.7 0
1297.78 883.828 1781.01 -603392 -609748 -632961 -92761.5 -271564 6345.19 0
1297.58 887.757 1787.74 -495145 -492524 -426186 -76845.7 -236903 7116.62 0
1298.14 884.332 1784.03 -567363 -563618 -541080 -85511.2 -257452 2603.08 0
1297.9 886.108 1779.56 -615129 -622663 -652316 -87323.5 -275249 7035.9 0
1297.51 886.651 1798.78 -417399 -347773 -187406 -36462.4 -186120 -2774.2 0
1297.25 882.626 1780.43 -609738 -617645 -654394 -90792.3 -275477 3032.51 0
1295.09 882.884 1797.67 -424932 -368213 -190325 -34564.2 -188056 -3888.67 0
1298.65 884.839 1779.84 -607502 -617039 -648232 -89026.4 -272784 3992.98 0
1295.79 884.919 1770.93 -910352 -875216 -864750 -132469 -321633 13122 0
1295.32 884 1770.45 -906817 -863275 -870360 -133583 -322918 5679.57 0
1296.14 883.38 1770.62 -901170 -857849 -868005 -134663 -318371 1939.71 0
1297.17 883.553 1771.18 -904041 -856374 -859073 -130487 -312057 7493.55 0
1296.23 882.038 1772.21 -900897 -866331 -847167 -132042 -308249 836.765 0
1295.67 882.657 1771.36 -907306 -874201 -869581 -133843 -316056 5762.76 0
1298.56 885.66 1770.63 -912086 -868343 -856665 -128353 -306574 11908.7 0
1297.02 884.542 1771.62 -908848 -873546 -858874 -129243 -308880 10581.4 0
1298.75 886.769 1770.96 -911444 -877928 -857837 -130180 -303495 20128.3 0
1297.35 882.457 1772.12 -906250 -866341 -848095 -129072 -310954 4153 0
1298.83 884.891 1771.36 -921403 -877734 -855854 -126975 -303336 18920.1 0
1297.75 887.687 1770.71 -918695 -887424 -866159 -128003 -304301 21102.2 0
1297.86 883.664 1770.34 -911567 -863609 -869445 -127982 -314295 6302.8 0
1295.86 887.92 1770.67 -907134 -883024 -872610 -131123 -319177 19417.2 0
1297.7 884.653 1770.77 -910375 -872506 -865499 -126885 -312516 8748.01 0
1295.08 885.664 1773 -895118 -859486 -812146 -132921 -317513 14367.4 0
1296.63 885.486 1775.54 -914482 -885655 -778326 -125728 -303412 32744 0
1295.36 885.096 1775.64 -901335 -869495 -756061 -120639 -301731 30248.2 0
1296.76 887.192 1770.22 -913778 -890680 -887336 -129957 -317895 19153.8 0
1296.84 887.75 1769.47 -900283 -870682 -875537 -132916 -319631 5922.12 0
1298.79 885.315 1772.76 -910482 -863587 -817747 -127135 -307967 22504.5 0
1297.45 884.189 1775.8 -889881 -855397 -765413 -137043 -302729 30628.9 0
1297.43 887.718 1775.73 -893756 -853069 -739950 -128201 -302081 42449.4 0
1298.59 882.037 1770.72 -911087 -867566 -869709 -129645 -307219 -2044.52 0
1297.58 884.898 1773.06 -906520 -861475 -808731 -130069 -309519 18003.4 0
1298.85 886.837 1773.34 -921477 -897486 -831558 -129680 -301870 31882.2 0
1295.26 883.479 1776.02 -894564 -852437 -736318 -122334 -298040 22984 0
1296.65 885.954 1773.73 -908239 -859650 -793167 -126486 -305661 16555.4 0
1296.51 882.968 1776.06 -886193 -845893 -752136 -135865 -303278 23957.9 0
1297.45 887.351 1774.08 -919449 -887575 -807134 -129135 -297747 31034.4 0
1297.43 885.421 1770.05 -905873 -869850 -880775 -129944 -315893 5876.99 0
1297.65 882.458 1773.58 -906865 -857889 -809037 -125640 -310806 9741.95 0
1296.78 886.473 1776.87 -914339 -889103 -733889 -131820 -295317 40478.8 0
1298.65 887.39 1777.65 -947837 -898914 -734273 -130782 -282266 51232.9 0
1295.68 885.644 1769.93 -903754 -867884 -873683 -133357 -327392 7247.01 0
1296.66 882.294 1777.73 -903818 -877120 -733352 -119325 -295918 34625.9 0
1295.56 886.536 1777.68 -914612 -882998 -703958 -128864 -289946 39190.6 0
1298.69 883.065 1770.5 -913119 -866252 -877045 -127672 -308688 787.38 0
1297.88 886.114 1777.86 -942631 -897787 -719107 -126897 -286661 41516.1 0
1298.36 884.76 1777.24 -939219 -869094 -742414 -136709 -285312 29580 0
1298.03 883.911 1774.08 -909314 -874037 -797636 -126137 -306581 21938.5 0
1296.63 886.035 1769.89 -909531 -871440 -883707 -130266 -320371 9343.46 0
1295.45 882.462 1778.56 -903189 -863364 -696575 -124814 -283769 37623.9 0
1298.6 883.944 1778.29 -944988 -891659 -728175 -126682 -277454 41057.2 0
1297.84 882.698 1778.52 -931711 -885032 -710840 -119908 -279011 35103.2 0
1298.71 883.805 1767.82 -1.29508e+06 -1.14302e+06 -919974 -133065 -325823 51327.5 0
1295.06 882.052 1762.6 -1.25883e+06 -1.09993e+06 -1.04407e+06 -147025 -323669 25992 0
1296.55 887.315 1761.55 -1.24803e+06 -1.10455e+06 -1.04922e+06 -153008 -330140 25784.9 0
1298.61 882.721 1761.74 -1.24727e+06 -1.0807e+06 -1.02282e+06 -162333 -316422 33150.7 0
1296.3 882.094 1762.17 -1.20685e+06 -1.07251e+06 -1.03196e+06 -148596 -329555 28032.3 0
1295.72 882.442 1762.52 -1.24112e+06 -1.09044e+06 -1.04324e+06 -146210 -325121 27849.1 0
1298.25 887.793 1761.27 -1.18622e+06 -1.06809e+06 -990631 -164632 -308318 30090.9 0
1298.94 883.628 1766.67 -1.31423e+06 -1.15664e+06 -942728 -134266 -314474 44512.6 0
1297.64 887.995 1761.57 -1.2504e+06 -1.09959e+06 -1.01478e+06 -156002 -311247 34553.5 0
1298.84 887.527 1761.7 -1.21498e+06 -1.08171e+06 -981158 -155500 -298447 20701.9 0
1296.35 887.679 1760.7 -1.19393e+06 -1.05795e+06 -1.03532e+06 -167455 -324951 12307.8 0
1295.91 885.202 1761.63 -1.25086e+06 -1.07582e+06 -1.0576e+06 -157337 -337437 27268.4 0
1298.7 887.804 1764.7 -1.26676e+06 -1.1113e+06 -951210 -142564 -333357 45645.4 0
1296.34 886.676 1761.3 -1.23792e+06 -1.08632e+06 -1.04008e+06 -159874 -330825 16324 0
1295.61 887.818 1761.37 -1.2571e+06 -1.10495e+06 -1.07338e+06 -153564 -335626 37209.6 0
1295.84 883.231 1767.32 -1.31538e+06 -1.16305e+06 -970557 -133640 -340298 47430 0
1298.22 886.748 1765.97 -1.32008e+06 -1.17338e+06 -957406 -136901 -333743 49892.6 0
1295.44 885.133 1761.16 -1.2132e+06 -1.06892e+06 -1.0819e+06 -158052 -345282 15750.6 0
1295.11 885.561 1761.06 -1.21167e+06 -1.07223e+06 -1.08109e+06 -159119 -349645 19992.9 0
1295.65 885.813 1761.91 -1.26905e+06 -1.11276e+06 -1.06227e+06 -152388 -336348 26659.4 0
1298.71 886.994 1761.29 -1.20616e+06 -1.05418e+06 -987701 -150136 -296113 14880.8 0
1298.11 887.259 1760.86 -1.1744e+06 -1.03912e+06 -996710 -162379 -308635 28971.5 0
1295.17 886.061 1761.38 -1.22063e+06 -1.094e+06 -1.07436e+06 -163032 -349330 23883.5 0
1295.74 883.144 1765.91 -1.28742e+06 -1.11078e+06 -963708 -141226 -337652 41674.6 0
1295.65 884.115 1761.71 -1.2411e+06 -1.09041e+06 -1.05515e+06 -148988 -340479 19698.5 0
1296.4 883.673 1767.92 -1.32684e+06 -1.15834e+06 -928651 -136087 -342982 51132.7 0
1295.4 885.314 1768.82 -1.36324e+06 -1.20597e+06 -927041 -127198 -343419 67891.4 0
1297.92 887.468 1765.21 -1.30277e+06 -1.14375e+06 -958111 -150064 -333406 43992.1 0
1295.89 886.352 1763.25 -1.25702e+06 -1.10779e+06 -1.02745e+06 -157201 -343394 34584.9 0
1295.05 882.08 1763.51 -1.23393e+06 -1.08014e+06 -1.0134e+06 -146200 -350419 26136.4 0
1296.34 886.265 1761.84 -1.24939e+06 -1.10241e+06 -1.0557e+06 -151700 -333132 31109.9 0
1298.31 883.048 1768.55 -1.32646e+06 -1.1673e+06 -916153 -142828 -315578 55407.5 0
1296.06 884.55 1762.1 -1.26712e+06 -1.11082e+06 -1.05955e+06 -155899 -333784 28718.7 0
1297.53 884.633 1766.47 -1.30583e+06 -1.13898e+06 -931284 -142111 -329792 48240.1 0
1297.09 884.556 1767.68 -1.31045e+06 -1.13936e+06 -920485 -133075 -333487 62539.2 0
