x y z nx ny nz state
1300.5 871.179 1746.62 0.954634 0.261825 -0.14185 1
1301.25 886.13 1745.88 0.826104 -0.426318 0.368518 1
1298.95 861.565 1745.56 0.921283 -0.375202 0.102276 1
1300.19 868.482 1747.07 0.0354455 0.270727 -0.962003 1
1300.42 873.548 1748.57 -0.603731 -0.0471861 -0.79579 1
1299.9 867.797 1747.98 0.829304 0.549853 -0.0995821 1
1299.15 862.354 1745.3 -0.0686385 -0.222212 0.972579 1
1300.67 892.546 1747.62 0.335523 -0.0217787 -0.94178 1
1299.72 897.611 1749.81 0.8234 -0.56746 -0.000779443 1
1299.66 897.608 1749.82 -0.757287 -0.644962 0.102671 2
1299.7 897.647 1749.78 0.36569 0.376676 -0.851109 1
1300.95 892.228 1747.27 0.495578 -0.670342 0.552307 1
1299.39 902.697 1748.74 -0.279614 -0.164806 0.945862 1
1299.73 902.333 1747.04 -0.153955 0.712623 0.684446 1
1299.74 902.298 1746.98 0.0824554 -0.216286 -0.972842 1
1301.06 890.271 1747.4 0.806393 -0.0701143 -0.587208 1
1301.06 890.275 1747.45 0.720155 0.038399 0.69275 1
1300.78 894.535 1746.09 -0.107712 -0.660407 0.743143 1
1299.67 865.51 1747.02 0.678524 0.256799 0.688229 1
1299.7 867.771 1748.45 0.549034 0.16799 -0.818744 1
1299.35 902.813 1748.17 0.111295 -0.38634 -0.915617 1
1299.87 876.536 1749.43 0.762189 -0.625014 -0.168599 1
1299.66 865.087 1745.85 -0.0281221 -0.425709 0.904423 1
1294.93 902.496 1745.59 -0.571027 0.3091 0.760517 1
1300.09 868.011 1746.76 -0.819573 0.507239 -0.266473 1
1300.12 867.985 1746.81 -0.0229573 -0.149579 0.988483 1
1299.81 901.298 1748.46 -0.555221 -0.124292 0.822363 1
1300.97 883.338 1748.85 -0.192043 -0.115634 0.97455 1
1300.17 899.402 1746.14 0.525172 0.796758 -0.29895 1
1300.18 899.362 1746.18 0.789054 -0.186351 0.585377 1
1301.2 887.233 1746.63 -0.894798 -0.0106404 -0.446344 1
1299.63 868.522 1748.68 -0.0494134 0.413685 0.909078 1
1296.43 884.351 1746.91 -0.602897 0.762829 0.233684 1
1296.46 884.303 1746.93 0.259037 -0.562284 0.785325 1
1300.88 874.481 1746.37 -0.0464612 -0.461928 -0.885699 1
1293.47 908.765 1746.67 0.675838 0.731955 0.0865136 1
1300.34 869.683 1745.63 0.754479 -0.183465 -0.63016 1
1300.28 869.675 1745.64 -0.77772 -0.393401 -0.490293 1
1301.28 884.752 1746.15 -0.29834 -0.613885 -0.730848 1
1301.27 884.764 1746.21 -0.492698 -0.305188 0.814929 1
1301.25 884.775 1746.17 -0.968276 -0.0186364 -0.249186 1
1300.76 894.685 1746.34 -0.0689545 0.578813 -0.81254 1
1300.32 872.311 1748.55 -0.450734 -0.112997 0.885477 1
1301.18 887.372 1747.01 0.960013 0.278543 -0.0280897 1
1300.34 882.577 1749.51 -0.451603 0.840388 0.299671 1
1300.37 882.525 1749.47 0.27215 -0.581267 -0.766853 1
1300.39 882.529 1749.51 0.845092 -0.492975 0.20687 1
1301.1 881.702 1748.42 0.513302 -0.478642 0.712336 1
1300.22 882.768 1749.48 -0.0425024 0.161104 0.986022 1
1300.2 882.728 1749.46 -0.394976 -0.875393 0.278714 1
1300.18 882.774 1749.46 -0.846951 0.313781 0.429203 1
1299.46 902.807 1745.63 0.596923 -0.802271 0.00658921 1
1301.06 876.962 1746.96 -0.0391549 -0.885219 0.463524 1
1298.5 903.722 1750.36 0.980973 0.192083 -0.0281979 1
1300.55 871.625 1747.09 0.960899 0.272914 -0.0468138 1
1300.58 883.444 1749.35 0.579605 0.149192 0.801124 1
1300.01 867.469 1746.69 -0.940897 -0.0675167 -0.331895 1
1299.07 862.85 1747.82 -0.278304 0.328968 0.902401 1
1299.1 862.863 1747.75 0.339238 0.648971 -0.680995 1
1299.06 862.815 1747.8 -0.728343 -0.555239 0.401529 1
1301.22 883.246 1747.92 -0.930034 -0.00718174 0.367404 1
1301.26 883.257 1747.94 -0.0787803 0.27093 0.95937 1
1301.24 883.28 1747.9 -0.527215 0.849067 0.0336152 1
1299.94 897.116 1749.65 -0.910113 -0.341408 -0.234809 1
1299.96 897.124 1749.69 -0.596695 -0.132706 0.791419 1
1300.75 894.209 1748.27 -0.822458 0.524901 0.219183 1
1301.17 880.332 1747.99 0.0479338 -0.985159 0.164818 1
1298.94 861.544 1746.08 -0.601358 0.654842 -0.457767 1
1298.92 861.523 1746.11 -0.939606 0.140118 0.312263 1
1300.23 898.792 1747.15 0.851305 0.524659 0.00355244 1
1299.75 901.448 1746.47 -0.0813084 -0.655543 -0.750768 1
1301.17 879.579 1747.88 -0.0993088 0.753387 0.650035 1
1296.17 895.631 1745.31 -0.873478 0.486122 -0.026872 1
1296.22 895.568 1745.3 0.173426 -0.979603 -0.101496 1
1301.15 880.563 1747.68 0.679609 -0.338804 -0.650649 1
1300.29 870.292 1745.7 -0.612457 0.333198 -0.716851 1
1299.52 902.155 1748.26 -0.10044 0.228233 0.968412 1
1299.56 902.164 1748.23 0.805416 0.438706 0.398551 1
1299.52 902.138 1748.17 -0.0453165 -0.168362 -0.984683 1
1300.45 895.2 1749.09 -0.55442 0.374877 -0.743024 1
1300.44 895.134 1748.13 -0.733541 0.66767 -0.127022 1
1299.45 867.956 1748.81 -0.700696 0.184507 0.68919 1
1299.44 867.94 1748.77 -0.933526 -0.234629 -0.27107 1
1300.13 899.195 1748.67 0.621362 0.241484 0.745382 1
1300.39 896.943 1748.75 0.788986 0.585788 0.185347 1
1300.58 894.383 1748.93 0.832935 0.553192 -0.0140752 1
1296.26 894.326 1749.43 0.359103 0.625633 0.692553 1
1300.98 877.577 1746.15 0.974132 -0.20714 -0.0903327 1
1300.97 877.589 1746.19 0.617644 0.104752 0.77945 1
1300.93 877.618 1746.14 -0.355979 0.832771 -0.423994 1
1300.96 877.605 1746.13 0.555739 0.50008 -0.664134 1
1301.25 883.235 1746.99 -0.632816 -0.670515 0.387239 1
1301.24 883.273 1746.96 -0.89142 0.245573 -0.380872 1
1300.9 876.767 1748.16 0.749861 -0.648451 0.131221 1
1299.52 864.511 1745.87 0.976611 0.0427241 -0.210724 1
1300.84 874.638 1747.16 0.943517 -0.183057 -0.276161 1
1293.23 909.539 1747.33 -0.155391 0.842384 -0.515988 1
1300.11 868.123 1746.87 -0.806859 0.360871 0.467708 1
1300.12 868.019 1745.45 0.471357 0.851136 -0.231062 1
1300.12 867.972 1745.5 0.407787 -0.282011 0.868435 1
1300.39 896.715 1748.84 -0.708038 -0.466093 -0.530508 1
1300.09 867.852 1745.71 -0.179686 0.49314 -0.851191 1
1298.79 861.026 1747.23 -0.929013 0.363719 0.0681385 1
1295.82 897.655 1745.42 0.127165 0.459119 -0.879226 1
1301.24 884.945 1747.17 -0.883872 -0.404053 0.235608 1
1300.24 868.81 1746.39 0.0777072 -0.715156 -0.694632 1
1300.36 871.24 1748.18 -0.211546 0.589974 0.779217 1
1300.71 894.481 1745.33 0.904771 -0.37554 -0.200894 1
1301.18 880.331 1747.81 -0.634181 -0.773185 -0.000276504 1
1297.33 903.915 1750.7 0.3276 0.656717 -0.679265 1
1300.55 882.862 1749.42 0.610555 0.575869 -0.543689 1
1300.49 882.841 1749.47 -0.718826 0.0715718 0.691496 1
1301.12 880.939 1748.26 -0.541884 -0.388278 -0.745388 1
1301.23 883.653 1747.95 0.692793 0.224813 -0.685198 1
1300.87 875.121 1747.86 0.198147 -0.723329 -0.661462 1
1301.04 876.497 1745.67 -0.0379019 -0.80379 0.593705 1
1301.05 876.569 1745.67 0.125188 0.833551 0.538071 1
1299.91 873.673 1749.2 -0.237532 -0.433932 0.869069 1
1296.49 884.419 1747.16 0.545593 -0.82502 0.147206 1
1296.44 884.457 1747.18 -0.738398 0.0848668 0.669003 1
1300.71 872.857 1745.87 -0.684178 0.724973 -0.0794662 1
1296.08 892.251 1747.23 -0.267428 -0.282786 0.921148 1
1295.68 896.403 1746.94 -0.410884 0.410007 0.81429 1
1300.47 897.072 1747.08 -0.546056 0.407723 0.731837 1
1300.43 897.371 1747.71 0.217826 -0.5943 0.774183 1
1301.25 882.823 1747.03 0.558508 -0.642564 0.524577 1
1296.12 894.769 1747.06 -0.072725 -0.922491 -0.379106 1
1300.17 876.329 1749.13 0.0796428 -0.969503 0.23178 1
1300.15 876.409 1749.11 -0.411874 0.878495 -0.242088 1
1301.08 878.213 1745.45 -0.286381 0.245107 0.926234 1
1301.12 878.191 1745.39 0.750441 -0.2874 -0.59518 1
1301.08 878.243 1745.42 -0.180267 0.947058 0.265678 1
1301.09 878.162 1745.41 -0.0244461 -0.999669 -0.0080581 1
1300.82 873.976 1745.73 0.511029 0.391676 -0.76514 1
1300.83 873.982 1745.78 0.559776 0.548418 0.621199 1
1301.23 885.961 1747.11 0.694203 -0.714304 0.0886154 1
1301.11 877.718 1747.06 0.116294 0.964623 0.236595 1
1301.1 877.645 1747.04 -0.025414 -0.961982 -0.27193 1
1301.1 877.707 1747.02 -0.117579 0.684876 -0.719111 1
1301.14 878.841 1747.07 0.763077 0.426695 0.485432 1
1295.8 895.746 1747.32 0.513109 -0.413256 -0.752289 1
1300.68 874.482 1748.22 -0.725689 0.594695 -0.345995 1
1300.71 874.457 1748.19 0.03298 -0.00761504 -0.999427 1
1300.72 874.492 1748.21 0.263523 0.821768 -0.505225 1
1301.26 881.59 1746.11 -0.294038 0.153647 -0.943363 1
1301.11 890.046 1747.24 -0.0490245 0.607345 0.792924 1
1300.75 894.471 1748.09 0.0594125 0.717786 -0.693724 1
1300.71 873.447 1747.82 0.13881 -0.835748 0.531279 1
1300.71 873.484 1747.84 0.161721 0.0245968 0.98653 1
1301.19 887.024 1747.98 0.795036 -0.549296 -0.257277 1
1298.66 862.212 1748.25 -0.989737 -0.00759645 -0.142699 1
1298.73 862.202 1748.22 0.535617 -0.235715 -0.810896 1
1300.19 880.656 1749.3 -0.217143 0.262238 -0.940255 1
1300.18 880.629 1749.36 -0.622544 -0.394298 0.675995 1
1300.9 893.057 1746.63 0.181714 -0.277592 -0.943357 1
1300.5 871.111 1746.45 0.918083 0.00549193 -0.39635 1
1300.16 869.34 1747.95 0.267052 -0.183789 0.945994 1
1298.73 860.54 1745.87 0.826935 0.475821 0.299622 1
1299.54 901.909 1748.15 -0.714496 -0.689906 -0.116298 1
1300.98 886.777 1748.11 -0.841426 -0.0116606 0.540247 1
1301 886.815 1748.11 -0.197039 0.923347 0.329554 1
1301.15 888.885 1746.16 0.68339 -0.656546 -0.319258 1
1300.95 892.146 1747.64 -0.302461 -0.224027 0.926461 1
1300.09 869.723 1746.24 -0.105083 -0.306431 -0.946075 1
1300.32 871.863 1748.43 -0.343379 0.923418 -0.171435 1
1300.34 871.81 1748.4 0.297042 -0.550538 -0.780176 1
1299.19 870.384 1749.27 0.60705 -0.213565 -0.765428 1
1299.17 870.375 1749.33 0.117542 -0.429122 0.895566 1
1299.18 870.355 1749.3 0.325209 -0.943804 0.0589331 1
1300.22 876.19 1749.22 -0.857808 0.296835 0.419589 1
1297.74 903.364 1750.79 -0.562183 0.81549 0.137576 1
1300.75 894.56 1747.74 -0.00947788 -0.783877 0.620844 1
1300.75 894.623 1747.7 -0.15581 0.90605 -0.393442 1
1299.67 865.176 1746.17 0.168131 0.518178 0.838584 1
1300.63 872.916 1747.95 -0.108981 0.504888 -0.856278 1
1294.7 902.891 1746.22 -0.181882 0.568051 -0.802644 1
1298.55 862.359 1748.5 0.559447 -0.488353 -0.669724 1
1299.3 904.425 1748.02 0.792605 0.343289 -0.503914 1
1300.59 893.951 1746.32 -0.566679 -0.7831 -0.256183 1
1300.45 870.401 1746.63 0.132921 0.537978 -0.832413 1
1296.14 892.061 1748.47 -0.820994 -0.274398 -0.500673 1
1300.47 872.759 1748.3 0.979497 0.2005 0.0196265 1
1300.07 883.037 1749.57 -0.327271 -0.151399 -0.932723 1
1300.41 870.258 1745.8 -0.700034 0.0523551 -0.712188 1
1300.44 870.242 1745.87 -0.00937543 -0.315921 0.948739 1
1300.44 870.276 1745.79 0.15306 0.487215 -0.859764 1
1297.55 904.001 1750.8 0.026991 -0.59811 0.800959 1
1301.25 884.225 1746.36 -0.983876 0.171732 0.049963 1
1296.52 888.891 1745.74 0.457788 0.426141 -0.780278 1
1300.61 872.205 1747.07 0.91533 0.3961 -0.07263 1
1296.25 899.718 1750.33 -0.650207 -0.521488 -0.552522 1
1300.69 894.931 1747.87 -0.714849 -0.160518 0.680606 1
1300.72 894.499 1747.77 -0.733591 -0.640996 0.225763 1
1300.54 896.743 1746.62 0.0190755 -0.254962 -0.966763 1
1300.52 896.725 1746.68 -0.424848 -0.716566 0.553206 1
1300.2 899.423 1746.41 -0.102771 0.425752 0.898985 1
1301.23 885.894 1747.27 0.656472 0.730808 -0.186988 1
1300.03 899.988 1748.46 0.984303 0.0228987 0.174997 1
1299.89 901.038 1748.65 0.106464 -0.85209 0.512453 1
1299.86 901.069 1748.65 -0.76502 -0.132956 0.630132 1
1299.61 864.845 1745.82 0.0665656 0.343108 0.936934 1
1293.85 908.586 1745.82 0.00901266 0.810708 0.585381 1
1300.74 879.465 1748.97 -0.337506 -0.756898 0.559639 1
1301.01 890.856 1747.4 -0.963332 -0.0182355 0.267691 1
1299.38 863.761 1747.12 -0.985537 -0.167859 0.0232613 1
1299.4 863.744 1747.15 -0.294462 -0.645256 0.704937 1
1300.6 872.012 1746.96 -0.893079 -0.149067 0.424487 1
1293.96 906.715 1745.73 -0.713709 0.606498 0.3504 1
1293.99 906.653 1745.72 -0.101807 -0.994625 -0.0188741 1
1294.02 906.721 1745.72 0.645791 0.763105 0.0249947 1
1299.43 903.922 1746.6 -0.657703 -0.658221 -0.366295 1
1300.58 895.867 1748.47 0.169205 -0.860915 -0.479786 1
1300.68 891.435 1749.22 0.47254 -0.307323 -0.825989 1
1300.64 891.458 1749.21 -0.431677 0.24451 -0.868257 1
1300.79 886.439 1749.23 0.461109 0.682823 -0.566685 1
1299.81 901.458 1748.03 0.96931 -0.245731 0.00735258 1
1294.13 905.871 1746.21 -0.294813 -0.416978 -0.859776 1
1301.16 880.314 1745.95 0.546337 0.488153 0.680605 1
1301.13 888.19 1748.07 -0.931736 -0.211745 0.295012 1
1301.23 882.043 1747.13 0.720642 -0.182639 0.668818 1
1299.69 866.88 1745.93 0.0528056 0.991516 0.118778 1
1301.09 883.006 1748.6 0.228169 -0.560086 -0.796393 1
1301.12 881.205 1748.35 -0.112792 0.409736 0.905204 1
1299.7 865.564 1745.91 -0.725907 0.68779 0.00198459 1
1293.52 908.463 1746.95 0.771543 -0.589252 -0.239797 1
1293.5 908.468 1747 0.171717 -0.445422 0.878699 1
1301.11 877.943 1746.78 -0.313791 0.676627 0.666116 1
1298.62 864.687 1748.91 -0.942101 -0.286952 -0.173505 1
1300.8 875.431 1748.18 -0.733957 -0.159792 0.660132 1
1301.22 887.303 1747.14 0.0241805 -0.197124 -0.98008 1
1294.93 901.653 1745.63 -0.116249 0.236477 0.964658 1
1294.96 901.649 1745.56 0.598132 0.140226 -0.789034 1
1294.96 901.679 1745.59 0.507814 0.861013 0.0279654 1
1294.97 901.621 1745.6 0.820078 -0.564445 0.094204 1
1293.3 909.343 1746.81 0.147871 0.9586 0.243353 1
1293.31 909.268 1746.79 0.262097 -0.931422 -0.252505 1
1298.79 906.975 1748.28 0.22677 0.967771 -0.109519 1
1299.66 866.522 1748.03 -0.758247 -0.0413096 -0.650657 1
1299.67 866.558 1748.04 -0.557277 0.79205 -0.249196 1
1299.65 866.514 1748.07 -0.84256 -0.229469 0.487274 1
1299.94 900.563 1748.6 -0.699011 -0.704577 -0.12229 1
1301.2 880.09 1745.35 -0.752207 -0.107095 0.650166 1
1301.23 880.132 1745.34 0.0712399 0.87401 0.480657 1
1300.79 894.501 1745.79 0.0915122 -0.419428 -0.903164 1
1300.76 894.524 1745.86 -0.704284 0.152268 0.693396 1
1301.17 879.721 1746.87 -0.611818 -0.415141 -0.673302 1
1300.87 893.177 1746.36 0.590897 0.156446 0.791432 1
1300.54 871.141 1746.75 0.0467134 0.277891 -0.959476 1
1300.45 870.307 1746.03 -0.0862905 -0.559269 -0.824483 1
1300.44 870.362 1746.08 -0.122467 0.879526 0.459821 1
1300.43 870.33 1746.1 -0.529069 0.0559265 0.846734 1
1300.44 870.291 1746.07 -0.170849 -0.980525 0.0968576 1
1300.82 887.755 1749.11 0.896109 0.438413 -0.0691568 1
1297.34 882.562 1749.41 0.950425 -0.279454 -0.13637 1
1297.31 882.607 1749.42 0.0757323 0.982088 0.172531 1
1301.09 879.851 1748.21 0.100196 0.393116 -0.914013 1
1300.94 875.198 1746.36 -0.304864 -0.561901 0.768976 1
1300.95 875.254 1746.33 -0.000595599 0.999992 0.00385173 1
1300.94 875.215 1746.3 -0.0966141 -0.0957115 -0.990709 1
1301.21 886.793 1746.76 -0.994638 0.075322 -0.0708671 1
1301.15 879.489 1747.13 0.95902 0.271625 0.0806278 1
1298.85 861.003 1745.41 0.241607 -0.304039 -0.921513 1
1301.22 882.556 1747.76 0.867712 0.469024 0.164598 1
1299.76 901.798 1747.91 -0.789146 0.101422 0.605774 1
1299.8 901.795 1747.84 0.0476421 0.0408686 -0.998028 1
1298.73 860.557 1746.59 0.715079 -0.628213 0.306611 1
1301.18 882.176 1748.08 0.926771 -0.365053 0.0885013 1
1300.16 868.382 1745.82 -0.894413 0.217846 -0.390599 1
1300.19 868.403 1745.86 -0.0311401 0.742229 0.669423 1
1300.18 868.348 1745.81 -0.304247 -0.76365 -0.56945 1
1300.19 868.364 1745.86 -0.180442 -0.306463 0.934624 1
1301.1 878.457 1745.36 0.239967 0.522993 -0.81786 1
1301.11 878.405 1745.37 0.452802 -0.799403 -0.394874 1
1301.06 878.412 1745.39 -0.765959 -0.638661 0.0736155 1
1299.9 899.246 1749.14 -0.91493 0.371626 -0.157472 1
1299.94 899.259 1749.18 -0.0919133 0.698433 0.709749 1
1299.96 899.236 1749.11 0.488105 0.13457 -0.862349 2
1300.53 894.505 1748.87 -0.901403 0.421885 -0.097392 1
1300.6 894.475 1748.86 0.906975 -0.34509 -0.241474 1
1299.93 900.693 1748.77 -0.0182877 0.926296 -0.376353 1
1301.21 879.548 1745.73 0.0801176 0.54232 0.836344 1
1300.83 893.1 1748.49 0.170458 0.241691 -0.955264 1
1300.73 874.001 1747.87 -0.9246 -0.261913 -0.276615 1
1300.76 873.37 1747.18 0.156874 -0.840348 0.51885 1
1300.77 873.442 1747.16 0.282276 0.954067 0.100383 1
1300.77 873.376 1747.13 0.222703 -0.692165 -0.68652 1
1300.37 873.494 1748.3 -0.325588 -0.602356 0.728807 1
1300.49 870.894 1745.98 0.869052 0.493418 -0.0358752 1
1300.48 870.862 1745.96 0.738958 -0.285527 -0.610258 1
1299.85 897.419 1749.68 -0.675598 -0.319994 0.664207 1
1299.91 897.443 1749.67 0.745517 0.322652 0.583181 1
1294.55 904.159 1745.62 0.29424 -0.949879 -0.105605 1
1301.04 890.438 1748.1 -0.436953 0.593775 -0.67565 1
1301.06 890.383 1748.16 -0.0393143 -0.71026 0.702841 1
1295.55 898.206 1745.44 -0.0211121 0.571334 -0.820446 1
1300.77 882.676 1749.15 0.533053 -0.112793 -0.83853 1
1300.43 891.465 1749.5 0.703394 0.0347396 0.70995 1
1300.78 873.742 1746.04 0.82601 0.422356 -0.37326 1
1301.23 882.056 1746.9 0.643525 0.662926 -0.382628 1
1296.08 892.173 1748.11 -0.187933 -0.586035 0.78819 1
1296.08 892.162 1748.05 -0.204711 -0.838559 -0.504888 1
1301.16 888.378 1746.17 0.939464 0.0244991 -0.341771 1
1300.81 874.454 1747.83 0.589045 0.361174 0.722897 1
1300.59 895.858 1746.94 -0.819956 -0.524794 -0.228612 1
1300.7 891.9 1749.09 0.191087 0.167684 0.967144 1
1300.45 870.654 1747.39 0.484467 -0.43657 -0.758089 1
1300.57 896.012 1747.51 0.924362 -0.381492 0.00445043 1
1293.41 908.996 1746.52 0.512731 0.413636 0.752338 1
1300.65 893.442 1748.97 -0.936344 0.181546 0.300502 1
1300.44 870.546 1746.22 -0.933934 -0.318282 -0.162679 1
1299.42 902.641 1748.89 -0.730028 -0.630921 -0.262676 1
1300.54 872.116 1747.65 0.847285 -0.389956 0.360614 1
1300.93 892.785 1746.21 0.105504 -0.644612 -0.757195 1
1300.81 883.481 1749.12 0.2095 -0.349904 -0.913059 1
1300.84 893.334 1747.24 -0.626237 0.768939 0.12869 1
1300.87 893.27 1747.26 0.0477716 -0.719001 0.693366 1
1300.61 874.025 1748.38 -0.0472962 -0.982996 -0.177434 1
1297.29 903.57 1750.88 -0.259673 0.964989 0.0369731 1
1300.39 872.833 1748.36 0.597117 -0.595347 -0.537599 1
1301.25 886.271 1747.21 -0.0914789 0.770865 0.630395 1
1301.24 886.208 1747.17 -0.373539 -0.88374 -0.281907 1
1300.94 877.385 1745.96 0.884554 0.08557 -0.458521 1
1300.73 884.136 1749.21 0.486245 0.652919 0.580743 1
1300.76 873.289 1747.07 0.369529 0.105 -0.923268 1
1301.04 876.692 1745.53 0.543087 -0.533878 0.648098 1
1301.04 876.73 1745.47 0.618874 0.343708 -0.7063 1
1299.95 900.299 1748.88 0.63862 -0.334645 -0.692948 1
1300.85 893.759 1746.05 -0.101809 0.982848 0.153769 1
1300.82 893.699 1746.03 -0.864186 -0.482948 -0.141225 1
1300.44 870.82 1747.62 0.9806 -0.164638 0.106386 1
1296.07 892.623 1747.32 -0.732423 0.313236 -0.604515 1
1296.07 892.621 1747.37 -0.690686 0.266081 0.672424 1
1295.5 868.117 1746.16 0.03143 0.146498 -0.988711 1
1295.49 868.082 1746.22 -0.138581 -0.777614 0.613279 1
1300.76 875.911 1748.39 0.807313 -0.442833 0.390057 1
1299.76 897.864 1749.62 -0.660856 0.738525 0.133604 1
1301.21 887.086 1746.6 0.801354 0.0414446 -0.596753 1
1301.16 887.068 1748.23 0.725682 -0.154675 0.670418 1
1300.74 873.105 1747.46 -0.0118639 0.464572 0.885456 1
1300.72 873.107 1747.41 -0.538037 0.507856 -0.672755 1
1300.26 868.944 1746.27 0.172235 0.984069 -0.0440752 1
1295.85 895.005 1746.94 0.735477 -0.296454 0.609252 1
1301.27 886.1 1745.99 -0.0848723 -0.673283 -0.734497 1
1301.24 886.14 1746.02 -0.901404 0.426323 0.0756288 1
1299.83 867.225 1745.73 -0.577902 0.579417 0.574722 1
1299.86 867.159 1745.71 -0.00822146 -0.992448 0.122388 1
1299.27 863.464 1747.61 0.172765 -0.240734 -0.955091 1
1295.82 895.433 1748.45 0.701316 0.688066 0.186333 1
1301.28 883.107 1745.78 -0.313106 0.202695 0.927836 1
1301.29 883.118 1745.71 -0.228797 0.483705 -0.844797 1
1301.1 877.787 1747.08 0.236192 -0.903306 -0.358122 1
1295.85 895.629 1747.03 -0.963438 0.156987 0.217124 1
1301.26 884.701 1746.36 0.596383 -0.54853 0.58604 1
1300.69 873.533 1747.96 0.352101 0.28395 0.89185 1
1300.33 882.13 1749.23 -0.324122 0.738702 0.590986 1
1300.71 894.666 1746.67 -0.957245 0.165887 0.236989 1
1301.23 886.056 1745.88 -0.889165 0.445499 -0.104482 1
1301.24 886.024 1745.91 -0.805989 -0.282731 0.520043 1
1301.27 886.027 1745.84 0.0415648 -0.220199 -0.974569 1
1300.77 882.823 1749.1 -0.866967 -0.350484 -0.354301 1
1300.78 882.819 1749.14 -0.661366 -0.424689 0.618251 1
1300.27 898.77 1746.57 0.396775 0.342127 0.851774 1
1298.13 909.934 1747.16 -0.840623 0.540318 -0.0375463 1
1300.49 896.658 1747.78 -0.787082 -0.0303749 0.6161 1
1294.96 901.314 1748.3 0.519203 0.525815 -0.673755 1
1300.88 892.576 1748.13 0.909342 0.24569 0.33576 1
1301.08 883.077 1748.54 0.99994 -0.00691314 0.00845699 1
1298.69 907.429 1747.21 -0.791486 -0.542919 0.280693 1
1300.28 897.824 1748.79 -0.937232 -0.337144 -0.0890563 1
1300.76 893.28 1748.78 0.290052 -0.750887 -0.593328 1
1300.74 893.34 1748.78 -0.0660819 0.781655 -0.6202 1
1298.66 907.263 1749.12 0.53186 -0.672676 -0.514424 1
1299.89 872.154 1749.01 0.171368 -0.534258 0.827769 1
1295.55 864.429 1748.92 -0.756661 0.0255362 -0.653308 1
1299.03 862.204 1745.7 0.591705 -0.735479 -0.330085 1
1300.81 893.94 1746.11 0.405506 0.89532 0.184301 1
1300.74 874.078 1747.93 -0.848641 0.25462 -0.463656 1
1300.78 874.08 1747.91 0.166505 0.311608 -0.935509 1
1301.22 882.657 1746.42 0.792793 -0.588213 -0.159638 1
1300.78 894.11 1746.75 0.833551 -0.0314008 0.55155 1
1294.6 903.354 1748.37 -0.667331 -0.549287 0.502943 1
1296.35 891.71 1748.49 -0.000844161 -0.651137 0.758959 1
1300.47 880.684 1749.15 -0.628153 -0.58236 -0.516024 1
1301.13 889.967 1745.98 -0.0601184 0.986713 0.150941 1
1301.1 889.938 1745.99 -0.836735 0.241635 0.491414 1
1301.13 889.953 1745.94 0.00685301 0.628087 -0.778113 1
1301.11 889.893 1745.96 -0.413372 -0.875258 -0.251091 1
1299.5 902.574 1748.68 0.274225 0.938793 -0.208489 1
1295.46 897.976 1747.65 -0.0377678 0.958125 0.283847 1
1295.85 895.313 1745.31 0.796207 0.0313904 0.60421 1
1294.91 902.21 1749.18 -0.0921524 0.942478 0.321313 1
1295.64 898.135 1745.4 0.882798 0.437359 0.171419 1
1295.6 898.079 1745.4 -0.132983 -0.983729 0.120798 1
1295.57 898.136 1745.39 -0.891726 0.450535 -0.0429411 1
1300.42 897.302 1746.7 -0.918925 -0.332865 -0.211607 1
1296.46 884.146 1747.75 0.898018 -0.336631 0.283271 1
1300.74 882.363 1749.11 0.876145 -0.403568 0.263634 1
1295.44 863.66 1748.88 -0.63776 -0.614837 0.463937 1
1300.96 892.114 1747.94 0.166289 -0.601038 -0.78173 1
1300.95 892.156 1748.01 0.0554281 0.372163 0.926511 1
1301.26 883.777 1746.2 -0.775506 0.424645 -0.46719 1
1300.96 876.158 1747.25 0.926554 -0.350382 -0.136855 1
1300.78 893.795 1747.83 -0.836337 -0.498592 0.227917 1
1300.79 893.808 1747.79 -0.689799 -0.197541 -0.696531 1
1300.81 893.777 1747.81 -0.149775 -0.940448 -0.305165 1
1300.61 895.669 1748.21 -0.45361 0.00341012 0.891194 1
1300.5 895.149 1748.38 -0.387592 0.86452 0.319966 1
1299.1 870.415 1749.36 -0.153259 -0.0712705 -0.985613 1
1300.4 896.835 1748.74 0.997071 -0.0764758 -0.000155866 1
1301.06 882.504 1748.59 0.22555 0.0021643 0.974229 1
1300.77 892.063 1747.52 -0.15845 0.186009 0.969688 1
1297.45 908.919 1750.52 -0.490984 0.683484 0.54017 1
1300.83 877.422 1748.51 0.201895 -0.433653 0.87817 1
1299.82 867.715 1745.87 -0.0164805 -0.103114 -0.994533 1
1300.61 881.648 1749.3 0.167926 -0.968822 -0.182165 1
1295.09 901.556 1749.25 -0.829056 0.393214 0.397553 1
1299.12 862.277 1746.87 0.0848377 0.983965 0.156894 1
1299.08 862.236 1746.86 -0.940781 -0.124538 -0.315312 1
1299.11 862.212 1746.84 -0.198996 -0.761944 -0.616313 1
1300.26 868.991 1746.23 -0.182967 0.296889 -0.937219 1
1300.94 876.866 1745.54 -0.282125 0.57159 0.770513 1
1299.97 866.961 1745.81 -0.0533078 -0.782466 -0.620408 1
1299.98 867.015 1745.87 0.100576 0.602934 0.791426 1
1300.13 872.493 1748.86 -0.10475 0.965272 0.239328 1
1294.65 902.949 1748.33 -0.0132987 -0.696326 0.717602 1
1300.38 883.652 1749.28 -0.0796635 0.0377245 -0.996108 1
