x y z nx ny nz state
1299.7 900.9 1749.36 0.492255 0.393491 -0.776434 1
1300.98 888.104 1747.49 0.435951 -0.892775 0.113581 1
1300.98 888.138 1747.44 0.439451 -0.0851482 -0.894222 1
1301.28 885.581 1746.38 0.0508081 -0.771288 -0.634456 1
1300.95 891.919 1747.02 -0.889847 0.254191 0.378893 1
1295.49 899.117 1749.19 -0.721303 0.459107 0.518597 1
1300.09 898.789 1749.02 -0.882145 0.30539 -0.358549 1
1301.13 879.639 1745.32 0.653439 0.426472 -0.625411 1
1300.62 895.823 1748.12 0.0635067 -0.503533 -0.861639 1
1300.97 891.865 1746.4 0.826965 -0.094291 0.55429 1
1298.78 861.895 1745.7 -0.189608 -0.454454 0.870356 1
1301.11 880.515 1746.7 -0.140436 -0.868605 0.475188 1
1299.46 903.592 1747.63 0.951594 0.0136629 -0.307055 1
1300.77 894.474 1745.52 0.658028 0.163765 -0.73497 1
1300.89 875.098 1747.75 0.0717877 -0.964528 -0.254032 1
1300.87 875.163 1747.79 -0.459466 0.52893 0.71353 1
1299.08 883.052 1750.12 0.826059 -0.545017 -0.143469 1
1301.27 883.367 1746.52 0.354542 0.437931 0.826145 1
1294.21 905.469 1745.84 -0.0186689 0.200735 0.979468 1
1300.44 872.553 1748.39 0.0277118 0.987595 0.154559 1
1299.94 868.129 1745.35 -0.603681 0.487451 -0.630841 1
1299.97 868.143 1745.36 0.322058 0.88636 -0.332633 1
1295.89 895.348 1747.32 0.745705 -0.243787 0.620074 1
1295.86 895.32 1747.28 0.0573299 -0.950996 -0.303841 1
1295.06 901.431 1749.11 0.503201 0.343946 -0.792773 1
1299.68 901.491 1748.5 -0.241062 0.75908 0.60472 1
1299.45 902.888 1748.5 -0.347537 -0.931576 0.106695 1
1300.94 876.709 1748.01 0.921464 -0.018278 0.388034 1
1294.22 905.53 1745.8 -0.824261 0.0309295 0.565364 1
1295.5 899.058 1745.43 0.452124 0.891929 0.00680385 1
1300.69 873.179 1747.69 0.756855 0.647953 0.0856017 1
1296.35 879.071 1745.77 0.714198 -0.499534 0.490293 1
1294.97 903.996 1749.98 -0.465892 0.326922 -0.822233 1
1300.03 867.68 1747.27 -0.784622 0.32681 0.526843 1
1300.06 867.706 1747.24 -0.0603538 0.954775 -0.29114 1
1301.11 889.714 1747.44 0.289339 0.609195 0.738353 1
1301.27 882.422 1746.85 0.313776 0.642926 0.698707 1
1300.89 893.481 1745.39 -0.114204 0.631847 -0.766633 1
1301.09 889.856 1746.92 -0.942178 -0.0978894 0.320498 1
1296.59 884.38 1747.53 0.419183 -0.777475 -0.468849 1
1300.15 869.162 1747.86 -0.903555 0.0168142 0.428141 1
1299.99 868.072 1746.37 0.0195761 -0.550449 0.834639 1
1299.97 868.112 1746.36 -0.523741 0.528084 0.668448 1
1299.51 864.228 1745.59 0.142716 0.471994 -0.869973 1
1294.34 906.035 1745.73 0.41857 -0.472832 -0.77539 1
1299.8 901.682 1746.42 -0.461214 -0.443379 0.768568 1
1299.84 901.67 1746.36 0.501928 -0.726423 -0.469444 1
1299.83 901.706 1746.34 0.33051 0.106451 -0.93778 1
1300.95 892.374 1747.37 -0.0351609 0.234222 0.971547 1
1301.09 878.534 1747.76 0.841815 -0.539176 0.0252188 1
1300.3 869.153 1745.5 0.105951 0.994247 0.015709 1
1301.17 888.206 1746.18 -0.95194 0.118291 -0.28252 1
1299.17 870.603 1749.39 -0.798754 -0.512502 0.315173 1
1301.26 883.004 1747.26 -0.533412 -0.212881 -0.818629 1
1301.13 889.304 1747.18 -0.25685 0.548243 -0.7959 1
1301.14 889.321 1747.23 -0.156569 0.961175 0.227219 1
1300.49 895.588 1748.19 -0.723646 -0.562384 -0.400076 1
1301.26 885.108 1746.53 0.635873 0.607867 -0.475566 1
1300.69 894.471 1745.88 0.700538 -0.442077 -0.560191 1
1300.4 876.921 1748.8 -0.649314 -0.547242 0.528126 1
1300.44 876.938 1748.74 0.283399 -0.115004 -0.952081 1
1300.62 871.798 1746.55 -0.0962057 -0.948486 0.30186 1
1299.92 901.304 1745.82 0.0597247 -0.883563 -0.464489 1
1300.71 894.694 1747.37 -0.716332 0.290307 -0.634501 1
1301.14 888.547 1747.92 0.520049 0.852855 -0.046774 1
1295.51 868.232 1746.14 -0.142939 -0.926193 0.348904 1
1299.49 901.982 1748.2 0.209641 -0.932046 -0.295534 1
1300.21 883.244 1749.55 0.464741 -0.674225 -0.573966 1
1299.84 900.985 1748.06 0.607033 0.200149 0.769059 1
1299.6 864.93 1745.76 0.975259 -0.163754 -0.148511 1
1300 872.333 1748.93 -0.970185 0.209175 -0.12242 1
1301.06 888.241 1748.59 -0.519639 -0.572545 -0.634167 1
1300.19 868.712 1746.01 0.881412 -0.459949 0.107518 1
1300.86 892.153 1747.65 0.0130902 0.740503 -0.671925 1
1296.28 892.67 1746.89 -0.103129 -0.387822 -0.915947 1
1299.78 867.229 1745.73 -0.71479 -0.476701 -0.511694 1
1293.19 909.814 1746.8 -0.652778 0.754326 0.0698002 1
1299.87 901.558 1746.26 0.170209 -0.949952 -0.261956 1
1300.86 877.591 1745.82 0.720519 0.690495 -0.0637867 1
1299.22 903.56 1748.09 0.155392 -0.648889 -0.744846 1
1301 891.112 1747.49 -0.619377 -0.734364 -0.277636 1
1294.07 906.914 1749.61 -0.0394649 -0.413017 0.909868 1
1299.94 866.759 1745.39 -0.052739 0.301446 -0.952023 1
1301.14 889.401 1747.36 0.0505641 0.545083 -0.836856 1
1301.14 889.361 1747.35 0.0632752 -0.39864 -0.914922 1
1300.08 869.479 1748.26 0.255408 0.921843 -0.291502 1
1300.05 869.451 1748.3 -0.449435 0.226435 0.864139 1
1300.42 897.388 1747.52 -0.733015 0.655241 0.182616 1
1299.97 882.86 1749.58 -0.0320668 0.788872 0.61372 1
1300.45 895.117 1748.01 0.863188 -0.479822 0.157088 1
1301.12 888.477 1747.49 0.127926 0.289083 0.948718 1
1296.47 870.626 1748.94 -0.966429 0.222191 -0.129021 1
1301.06 881.539 1748.49 -0.443881 -0.0420094 -0.895101 1
1300.08 867.768 1747.11 0.137789 -0.61325 -0.777778 1
1301.04 890.193 1748.24 -0.709624 -0.704478 0.0120071 1
1300.51 896.749 1747.09 0.592667 -0.269422 0.75905 1
1300.4 871.798 1748.17 -0.979405 0.147529 0.137847 1
1299.53 864.376 1745.96 -0.110548 -0.828612 -0.5488 1
1295.57 897.476 1745.41 -0.0899616 -0.60535 0.790859 1
1295.56 897.53 1745.41 -0.289979 0.627144 0.722913 1
1300.14 873.11 1748.59 -0.694648 0.713347 0.0927392 1
1300.46 873.303 1748.13 0.636812 -0.728629 0.252132 1
1296.35 891.562 1748.17 0.0162044 0.0838175 -0.996349 1
1301.13 878.952 1747.29 0.794907 0.15144 -0.587528 1
1300.29 869.351 1745.55 0.758043 0.64719 0.0807242 1
1299.86 871.993 1749.02 0.1356 -0.0583497 0.989044 1
1294.05 906.201 1745.84 -0.165633 0.380523 0.909817 1
1294.08 906.216 1745.79 0.587545 0.746969 -0.311171 1
1296.11 891.885 1748 -0.389894 0.0418839 0.919907 1
1296.14 891.911 1747.99 0.39261 0.717255 0.575675 1
1300.93 875.396 1746.77 -0.68802 0.0333529 0.724925 1
1297.48 882.955 1749.42 -0.133143 -0.645031 0.752468 1
1293.52 908.989 1746.71 -0.101646 -0.715435 0.691246 1
1293.54 909.035 1746.71 0.360016 0.520723 0.774104 1
1299.89 900.995 1748.07 -0.725114 -0.0485519 0.686915 1
1301.18 878.903 1745.38 0.00112311 -0.600158 -0.799881 1
1301.16 878.926 1745.45 -0.640564 -0.0662551 0.765041 1
1300.82 874.846 1747.87 0.667627 -0.306666 0.678402 1
1295.16 900.143 1748.73 0.206295 -0.448046 0.869884 1
1300.55 894.108 1745.8 -0.0696806 -0.186985 0.979888 1
1300.78 882.04 1749.04 0.937319 0.201389 0.284388 1
1301.16 888.465 1747.2 -0.265098 -0.755258 -0.599423 1
1295.51 898.136 1745.41 -0.742135 -0.453338 0.493681 1
1301.22 881.108 1746.2 0.794887 -0.595858 -0.114488 1
1300.51 896.067 1745.41 0.21205 0.00185416 -0.977257 1
1295.71 896.312 1747.04 0.890272 0.149241 0.430282 1
1295.69 896.339 1747.01 0.477021 0.85602 -0.199198 1
1300.49 873.43 1748.44 -0.698922 -0.699223 0.150314 1
1301.25 884.116 1746.62 -0.76761 -0.155908 -0.621665 1
1300.71 894.637 1747.16 -0.886537 -0.226234 -0.403573 1
1300.74 873.257 1746.97 -0.394018 0.881447 -0.260384 1
1300.25 898.781 1747.09 -0.790112 0.606306 -0.0900941 1
1300.51 872.661 1748.23 -0.14073 -0.779445 -0.610459 1
1301.08 878.834 1745.93 -0.59683 -0.304859 -0.742196 1
1300.64 873.756 1748.24 0.218561 0.944165 -0.246542 1
1299.52 902.243 1748.26 -0.140599 0.384451 0.912375 1
1299.83 900.747 1748.69 -0.405554 0.760451 0.507189 1
1301.09 890.199 1746.11 0.598857 0.649094 0.469091 1
1300.85 892.365 1747.85 0.234975 0.79676 0.55674 1
1301.27 881.722 1745.97 -0.0286622 0.312827 -0.949378 1
1301.27 881.692 1746.04 -0.105302 -0.466368 0.878301 1
1295.5 899.127 1745.43 0.284903 -0.953915 -0.0942113 1
1301.24 886.174 1747.2 -0.309031 -0.0752034 -0.948074 1
1301.22 886.186 1747.27 -0.730279 0.196983 0.654133 1
1300.28 882.16 1749.52 -0.896677 -0.375361 0.23468 1
1300.34 882.154 1749.53 0.714946 -0.514108 0.473862 1
1300.33 882.188 1749.55 0.340044 0.31274 0.886884 1
1300.82 873.998 1746.08 0.457935 -0.615836 0.641125 1
1300.43 870.602 1747.3 -0.796858 0.527878 0.293875 1
1300.7 872.858 1745.66 -0.904544 -0.326536 -0.274178 1
1301.22 880.151 1747.08 -0.0683176 -0.96817 0.240789 1
1301.22 880.211 1747.04 0.041016 0.600517 -0.798559 1
1300.84 874.282 1747.6 0.154952 0.37331 0.914674 1
1300.97 890.831 1748.49 -0.784893 -0.153389 0.600345 1
1299.88 897.44 1749.75 -0.0595746 0.993028 -0.101716 1
1295.65 897.11 1748.78 0.633579 0.198608 -0.747751 1
1300.26 876.485 1749.12 0.590094 0.369559 -0.717785 1
1301.23 885.692 1747.18 -0.796862 -0.250598 0.549738 1
1300.86 875.007 1747.64 0.945108 -0.0803494 0.316726 1
1299.97 867.369 1747.41 0.561545 -0.00375133 0.827438 1
1301.18 879.144 1746.33 0.210373 -0.970633 -0.116687 1
1301.19 880.072 1746.81 0.594398 0.103518 0.79748 1
1301.12 878.209 1746.43 0.45026 0.0617299 0.890761 1
1301.08 890.231 1745.83 0.729383 0.383782 -0.566315 1
1301.19 879.79 1747.32 -0.189042 -0.728552 0.658388 1
1296.43 884.843 1747.21 -0.818256 0.291659 0.495371 1
1297.22 882.678 1749.31 -0.300792 -0.0590405 0.951861 1
1301.11 889.525 1746.38 0.878356 -0.118443 0.4631 1
1301.15 889.543 1746.37 0.0356956 -0.593132 0.804313 1
1301.04 890.574 1747.6 -0.916385 0.220392 0.334165 1
1300.5 871.224 1747.49 0.684586 0.728234 -0.0318779 1
1300.37 869.995 1746.24 0.640761 -0.177233 0.747003 1
1298.86 906.666 1747.37 -0.927634 0.311158 0.206582 1
1301.25 881.634 1746.07 0.219429 0.972153 -0.0822777 1
1300.64 873.974 1748.18 -0.86528 -0.345533 -0.363178 1
1301.03 876.922 1747.63 -0.606344 0.444733 0.659211 1
1300 900.325 1748.07 0.747504 0.302036 0.591618 1
1300.83 891.904 1747.42 -0.571295 -0.627001 -0.529615 1
1301.19 881.644 1748.02 -0.645582 -0.693103 0.320673 1
1300.11 872.2 1748.78 -0.0170441 -0.404395 0.914426 1
1299.84 901.557 1748.07 0.0678149 -0.666399 -0.742505 1
1301.08 887.802 1748.52 -0.613739 -0.245414 0.750397 1
1301.25 883.449 1746.69 0.805388 0.528064 0.269256 1
1300.51 876.56 1748.65 0.880578 -0.119665 0.458545 1
1299.52 902.085 1748.42 -0.690106 0.708237 0.148844 1
1299.57 902.041 1748.44 0.588374 -0.352024 0.727939 1
1299.51 902.046 1748.42 -0.914539 -0.245442 0.321523 1
1300.39 892.374 1749.54 -0.639595 0.545435 -0.541682 1
1300.4 892.34 1749.53 -0.30368 -0.3961 -0.866535 1
1300.4 892.322 1749.57 -0.335736 -0.88529 0.321782 1
1297.25 903.924 1750.89 -0.401604 -0.91573 0.0123523 1
1300.05 896.85 1749.1 0.867663 0.365699 -0.336788 1
1301.15 879.119 1746.33 0.950119 -0.308528 0.0456619 1
1301.27 882.141 1747.05 -0.0307711 0.944084 0.328265 1
1300.61 895.355 1748.47 0.534209 0.106992 0.838554 1
1300.49 882.14 1749.43 -0.294207 -0.952644 0.0768839 1
1301.24 882.856 1748.03 -0.106684 0.643268 0.758172 1
1300.76 873.606 1746.92 0.972007 -0.178296 0.153013 1
1301.11 888.972 1748.19 -0.456347 0.880852 -0.125888 1
1299.85 901.456 1748.42 0.0401537 0.358414 -0.932699 1
1299.85 901.414 1748.43 0.103 -0.656304 -0.747433 1
1300.9 874.987 1745.7 0.701849 -0.676515 -0.223017 1
1299.17 905.314 1747.52 0.191293 -0.772356 -0.605701 1
1296.21 891.814 1748.24 0.696582 -0.245442 0.674189 1
1296.18 891.838 1748.17 -0.0844116 0.335915 -0.938102 1
1299.51 864.315 1746.12 0.102067 -0.931787 -0.34836 1
1300.94 892.455 1747.48 0.154968 -0.985899 -0.0631482 1
1300.72 893.222 1748.84 0.518339 -0.672602 0.52814 1
1300.24 898.349 1748.81 -0.249865 -0.109789 0.962036 1
1300.59 896.207 1746.71 0.254732 -0.889255 -0.379917 1
1300.58 896.243 1746.76 0.0972208 0.0332091 0.994709 1
1296.05 893.02 1747.17 -0.988424 0.138614 -0.0616774 1
1300.91 883.866 1748.91 0.832759 -0.288844 0.472316 1
1299.33 903.028 1745.71 0.0724249 0.756436 0.650045 1
1299.3 903.027 1745.69 -0.691078 0.721055 0.0499055 1
1301.15 888.22 1747.85 0.724591 0.681394 -0.103294 1
1301.23 884.501 1748.07 0.124833 -0.465613 0.87614 1
1300.68 872.646 1745.56 0.743811 0.107844 -0.659633 1
1301.09 887.925 1747.83 -0.609294 0.601158 -0.517078 1
1300.44 870.963 1747.65 0.945882 0.217003 0.241281 1
1296.38 891.658 1748.39 0.527195 0.57122 0.629105 1
1299.99 867.366 1747.17 -0.904627 0.242949 0.350179 1
1300.5 896.47 1747.82 0.961787 0.0204615 0.273034 1
1301.22 881.115 1746.67 0.645249 0.0622405 0.761432 1
1299.51 902.291 1748.33 0.0292673 0.764584 0.643859 1
1301.06 877.278 1747.58 -0.464574 -0.773352 -0.43139 1
1300.1 872.215 1748.84 -0.336395 0.767336 0.545924 1
1300.84 874.259 1747.64 -0.0798784 -0.97273 0.217753 1
1301.07 877.523 1746.35 0.773266 -0.481484 0.412594 1
1301.11 889.251 1747.94 0.716202 0.138539 0.684004 1
1295.61 898.994 1745.44 -0.56558 -0.823617 0.0421311 1
1295.64 899 1745.47 0.0483579 -0.664402 0.745809 1
1301.24 887.094 1746.34 -0.00636804 -0.217171 0.976113 1
1300.48 882.366 1749.43 0.860775 -0.499774 0.096398 1
1293.32 909.224 1746.82 -0.0236778 -0.133583 0.990755 1
1301.18 888.225 1746.61 -0.506181 -0.86232 -0.0135921 1
1300.82 894.106 1746.01 -0.207481 0.31238 0.927022 1
1300.83 894.088 1745.93 0.0817053 -0.105101 -0.991099 1
1301.13 889.363 1747.72 -0.0961623 0.676479 -0.730157 1
1299.03 862.758 1747.83 -0.0512164 0.873122 -0.484803 1
1299.98 876.41 1749.42 0.474787 0.594 0.649416 1
1295.6 897.316 1745.39 0.596388 0.520198 -0.611322 1
1300.63 881.63 1749.26 0.383811 0.501994 -0.775042 1
1300.65 895.603 1745.38 0.890222 0.15659 0.427766 1
1298.96 861.521 1745.56 -0.543304 -0.808702 -0.225438 1
1300.1 896.905 1749.08 -0.304688 -0.921044 0.242577 1
1301.23 886.115 1747.82 -0.446819 -0.882764 0.145194 1
1301.26 883.824 1746.34 0.76594 -0.420813 0.486058 1
1300.93 875.313 1745.54 0.717058 0.69606 -0.0364488 1
1301.15 879.523 1746.99 -0.926835 -0.00661639 -0.375411 1
1300.97 892.009 1746.03 -0.795526 0.183585 0.577438 1
1301.14 889.385 1747.32 0.0161069 -0.992169 -0.123856 1
1299.7 902.271 1748.11 0.479299 -0.827225 0.293208 1
1294.07 906.205 1745.89 0.830663 -0.268837 0.487572 1
1299.88 866.683 1747.37 -0.670856 0.0121172 0.741489 1
1300.11 896.858 1749.05 -0.480426 0.182021 0.857939 1
1293.22 909.66 1746.95 -0.302068 -0.922236 -0.241322 1
1296.64 884.815 1747.45 -0.801245 0.0809946 -0.592829 1
1299.68 902.356 1748.72 0.0914089 -0.883893 0.45867 1
1296.61 884.536 1747.29 -0.668222 -0.733109 0.126613 1
1300.69 872.629 1745.94 0.763575 0.607824 -0.217954 1
1301.21 879.58 1745.53 -0.0491128 0.00936483 -0.998749 1
1301.2 887.243 1746.32 -0.770306 0.319467 -0.551879 1
1295.22 901.444 1745.52 0.636017 0.767483 0.080323 1
1296.54 884.135 1747.53 -0.0201319 0.748244 -0.663118 1
1296.57 884.116 1747.56 0.966434 0.221414 0.130312 1
1296.54 884.125 1747.59 0.123764 0.474529 0.871495 1
1301.25 881.922 1746.6 0.519005 -0.750503 -0.409121 1
1300.93 875.64 1747.16 0.804352 0.28304 -0.522404 1
1300.47 870.653 1745.54 0.473862 -0.332052 0.815596 1
1301.11 880.332 1748.26 -0.276409 0.790357 -0.546748 1
1295.76 868.431 1748.11 -0.16855 0.935265 -0.311241 1
1296.03 895.835 1749.33 0.274432 -0.343025 -0.898343 1
1301.25 886.415 1747.05 0.0530394 -0.741842 -0.668474 1
1300.86 874.353 1747.12 0.259726 0.656264 0.708421 1
1299.78 866.1 1747.17 -0.777963 0.16144 -0.607216 1
1300.78 883.177 1749.09 -0.91399 0.00724294 -0.405672 1
1300.8 883.146 1749.13 -0.555169 -0.741483 0.376816 1
1297.53 909.785 1750.24 0.996073 -0.0814133 0.034785 1
1300.74 893.788 1748.57 0.831293 -0.52245 0.189731 1
1300.65 882.368 1749.28 0.619285 -0.239952 -0.747602 1
1299.06 862.361 1745.92 0.16694 0.0959903 -0.981283 1
1300.51 894.897 1748.11 -0.804831 -0.525844 0.2752 1
1300.68 894.042 1748.83 -0.120576 -0.846761 0.518129 1
1300.39 870.228 1747.23 -0.729821 0.504381 -0.461477 1
1300.05 867.526 1746.33 0.147727 -0.27886 -0.948901 1
1297.41 903.68 1750.7 -0.755298 0.370801 -0.540399 1
1299.71 897.496 1749.65 0.58236 0.662142 0.471618 1
1296.31 891.942 1747.95 0.55339 0.407622 -0.726364 1
1300.06 867.592 1745.7 0.29941 0.269681 -0.915219 1
1300.01 898.846 1749.31 0.438606 0.302874 -0.846104 1
1301.22 886.575 1746.2 -0.905283 0.396896 -0.151446 1
1300.22 868.709 1745.35 0.643367 0.399523 -0.653039 1
1300.4 897.04 1748.39 0.40647 -0.571773 -0.712641 1
1301 876.062 1746.37 0.106615 -0.800244 -0.590121 1
1300.94 875.522 1746.49 -0.408061 0.39397 -0.823574 1
1300.96 875.484 1746.49 -0.000270547 -0.484528 -0.874776 1
1301.22 880.745 1747.7 0.0770045 -0.601413 -0.795218 1
1300.47 895.286 1749.09 0.342926 0.409353 -0.845477 1
1299.5 901.913 1748.17 0.151013 -0.775489 -0.613034 1
1301.2 879.677 1747.43 -0.0594214 -0.57282 0.817525 1
1301.16 879.692 1747.38 -0.913697 -0.187761 -0.360421 1
1301.01 890.269 1748.42 -0.608473 -0.585202 0.536003 1
1300.82 874.286 1747.34 -0.679905 0.690822 -0.245955 1
1301.28 882.388 1746.41 0.0384306 -0.589814 0.806625 1
1300.97 891.524 1748.14 -0.562451 -0.083991 -0.822554 1
1300.38 870.106 1746.64 0.907814 0.207057 0.364693 1
1300.56 893.991 1745.83 0.0911694 -0.916939 -0.388472 1
1301.17 888.315 1746.83 0.902849 0.107111 -0.416403 1
1301.16 886.447 1748.42 -0.229725 0.679317 0.696962 1
1301.13 880.402 1748.16 -0.154482 -0.334865 -0.929516 1
1301.11 880.427 1748.22 -0.832817 0.289467 0.471831 1
1301.09 880.512 1747.43 0.0874314 0.995651 -0.0321841 1
1295.82 898.443 1745.41 -0.756593 -0.652848 -0.0368309 1
1298.75 861.634 1745.93 -0.612623 -0.011341 0.790294 1
1300.8 874.031 1746.71 -0.898756 -0.364742 -0.243312 1
1300.89 892.493 1748 0.864889 -0.459072 -0.203028 1
1295.58 899.741 1745.49 -0.159451 -0.541875 -0.825195 1
1299.21 862.854 1746.55 0.72209 0.683586 -0.106282 1
1299.2 862.79 1746.57 0.39875 -0.800258 0.447868 1
1300.98 876.728 1746.38 0.369592 -0.601954 -0.707851 1
1300.75 894.376 1746.29 0.884995 0.45141 -0.114075 1
1301.26 881.801 1747.05 0.114479 0.662423 0.740331 1
1301.26 881.738 1747.03 0.109479 -0.983139 0.146465 1
1300.02 899.986 1748.69 0.646917 0.420565 -0.6361 1
1299.99 899.976 1748.75 -0.192952 0.151635 0.969421 1
1300.57 871.617 1745.6 -0.763305 0.645262 -0.0316647 1
1295.81 895.204 1746.94 0.369283 -0.300706 -0.879321 1
1295.21 862.587 1748.86 -0.490863 0.618435 -0.613671 1
1299.6 897.35 1749.72 0.113029 0.0234968 0.993314 1
1301.19 887.599 1747.45 0.626803 -0.775213 0.0785054 1
1293.48 908.98 1746.75 0.835443 -0.515659 -0.190078 1
1301.23 884.08 1747.94 0.998542 -0.0349937 -0.0410967 1
1301.03 876.793 1746.66 0.617103 -0.552039 -0.560747 1
1301.01 876.779 1746.7 0.007691 -0.908102 0.418678 1
1300.29 869.326 1745.93 0.891876 0.411277 0.188172 1
1299.35 904.216 1748.53 0.547903 -0.61851 -0.563247 1
1301.25 882.452 1745.82 -0.886974 -0.429892 -0.168733 1
1301.27 882.491 1745.79 -0.283314 0.490575 -0.824056 1
1295.18 901.117 1749.38 -0.214612 -0.448672 -0.867546 1
1299.49 903.159 1748.27 -0.0389976 -0.199628 -0.979095 1
1299.48 903.127 1748.31 -0.212221 -0.97412 -0.0777926 1
1299.7 901.087 1748.88 0.293397 0.846945 0.443398 1
1301.27 886.562 1745.58 -0.0755343 -0.410417 -0.908764 1
1301.19 887.553 1748.07 -0.0783619 0.987108 0.139558 1
1300.24 873.066 1748.79 -0.253998 -0.646473 0.719415 1
1300.94 876.662 1746.39 0.736071 -0.62029 -0.270998 1
1298.82 862.039 1745.88 -0.212915 -0.810837 0.54517 1
1296.3 891.983 1747.92 0.773566 -0.633689 0.00583181 1
1295.59 865.356 1748.84 0.721694 0.212176 0.658892 1
1300.48 873.098 1748.43 0.411093 -0.495965 -0.764867 1
1300.4 870.251 1746.09 0.911264 -0.0156029 -0.411527 1
1299.82 866.206 1745.88 -0.827219 0.553658 0.0957672 1
1299.83 866.191 1745.84 -0.511722 0.171724 -0.841814 1
1298.71 866.46 1749.16 0.8115 0.340338 -0.475013 1
1295.34 899.11 1745.47 0.0657904 -0.582153 0.810413 1
1301.12 889.86 1746.05 0.28008 -0.819116 0.500604 1
1301.1 878.678 1747.93 0.510857 0.73787 -0.441103 1
1300.61 872.463 1747.88 -0.101934 0.651239 0.751995 1
1301.16 885.117 1748.07 0.600021 0.242265 -0.762419 1
1301.18 879.1 1746.42 0.172278 -0.846908 0.503057 1
1301.23 887.479 1746.41 0.0734551 0.112249 -0.990961 1
1301.19 887.494 1746.46 -0.876142 0.471871 0.0985533 1
1300.02 867.377 1746.52 0.19745 -0.579125 0.790967 1
1295.08 901.961 1745.73 0.82178 -0.0825339 -0.563795 1
1300.98 891.777 1747.67 -0.319108 0.382247 -0.867213 1
1301.26 885.19 1746.45 0.316071 0.411558 0.854821 1
1300.38 896.311 1747.41 -0.30693 -0.301823 -0.902605 1
1300.68 895.208 1747.81 0.102 0.610446 0.785463 1
1301.27 884.526 1747.36 -0.0272898 0.757669 -0.652068 1
1301.26 884.467 1747.38 -0.381311 -0.870012 -0.312539 1
1301.18 883.009 1748.24 0.410493 -0.464509 0.784683 1
1300.83 892.367 1747.92 0.146414 -0.916872 -0.371361 1
1299.9 866.791 1747.25 0.82877 0.498405 0.254427 1
1301.12 879.03 1747.8 0.529195 -0.753406 0.390297 1
1300.97 877.468 1746.09 -0.357459 -0.389417 0.848868 1
1301.06 890.92 1745.48 -0.392215 0.918714 0.0461659 1
1293.29 909.249 1747.58 -0.0196263 -0.0945712 0.995325 1
1299.03 861.961 1747.09 0.500302 -0.626677 0.597473 1
1294.12 906.003 1749.13 0.603889 0.330894 -0.72514 1
1299.89 898.432 1749.26 0.548164 0.434219 0.714822 1
1295.85 895.719 1747.18 0.381594 -0.589725 -0.711766 1
1295.24 900.915 1745.53 0.479476 -0.649508 0.590121 1
1299.91 866.855 1747.08 0.812651 -0.530469 -0.241248 1
1300.92 892.593 1747.96 -0.0554879 -0.752242 0.656546 1
1299.62 865.03 1746.68 -0.704092 -0.672064 -0.229313 1
1299.28 863.026 1746.12 -0.108662 -0.545676 -0.830921 1
1301.02 876.806 1746.43 -0.839005 0.544099 0.00519848 1
1300.29 896.685 1749.18 0.70685 0.09896 -0.700407 1
1300.3 869.186 1746 -0.057726 -0.912291 -0.405454 1
1300.3 869.26 1746 -0.122104 0.941096 -0.315322 1
1301.13 889.789 1746.05 0.0684129 -0.810735 -0.581402 1
1301.21 886.127 1745.75 0.0716188 -0.254752 -0.964351 1
1295.79 895.387 1747.44 0.279843 0.637011 -0.718265 1
1295.78 895.394 1747.5 -0.171012 0.802349 0.571832 1
1300.54 871.647 1747.66 0.364752 -0.901737 0.232005 1
1294.05 908.003 1745.78 0.604046 -0.78402 0.14297 1
1301.16 887.891 1748.2 0.160545 0.980115 -0.116621 1
1301.23 886.019 1747.65 0.721573 0.517258 -0.460192 1
1300.13 868.813 1747.76 0.997255 -0.0183712 0.0717225 1
1295.89 895.782 1747.04 -0.510736 0.848084 0.141079 1
1301.21 886.917 1746.59 -0.85912 0.445393 -0.252067 1
1301.1 889.734 1746.02 0.852492 0.488711 0.185525 1
1300.27 898.265 1748.54 0.704488 0.634579 0.317815 1
1299.64 865.01 1745.51 -0.0313725 -0.683898 0.728902 1
1297.97 905.179 1750.59 0.684954 -0.431201 -0.587284 1
1301.26 882.552 1745.6 0.682973 -0.708183 -0.178957 1
1300.89 891.592 1748.58 -0.872215 -0.468503 -0.14052 1
1299.87 898.329 1749.63 -0.760034 -0.132984 0.636132 1
1297.52 904.12 1750.81 -0.334717 0.516508 0.788152 1
1299.83 872.058 1749.07 0.743813 0.589115 0.315731 1
1301.24 885.88 1745.87 0.99718 -0.0566534 0.0492103 1
1300.88 877.481 1745.86 -0.969556 0.197448 0.144833 1
1300.34 869.737 1745.81 0.959519 -0.255586 -0.118314 1
1301.16 880.874 1746.73 -0.175722 0.415939 0.892253 1
1301.24 887.203 1746.25 0.0931825 -0.918767 0.383645 1
1299.98 867.177 1745.58 -0.629838 0.679199 0.37682 1
1299.32 902.862 1748.67 -0.0990648 0.884718 -0.455478 1
1300.44 895.102 1748.44 -0.586132 -0.110783 0.802606 1
1300.9 875.079 1747.7 0.156907 0.48476 -0.860458 1
1300.87 875.05 1747.71 -0.755668 -0.233431 -0.611945 1
1300.89 875.036 1747.77 -0.169769 -0.576813 0.79904 1
1301.07 885.37 1748.64 -0.503402 -0.0157264 -0.863909 1
1299.62 902.463 1748.94 0.0332347 -0.84653 0.531302 1
1293.22 909.6 1747.93 0.320029 0.614483 0.721104 1
1298.87 904.577 1749.73 -0.455548 0.736238 0.500429 1
1300.21 868.765 1747.47 -0.104699 -0.890467 0.442839 1
