x y z sxx syy szz sxy sxz syz pp
1296.97 882.389 1794.2 -519304 -469568 -358117 -51374.7 -215798 -3290.16 140762
1297.33 885.918 1791.03 -465267 -454892 -354652 -66609.2 -213560 1616.58 171028
1297.53 887.745 1791.41 -461824 -448274 -352506 -68146.9 -214273 -241.417 166889
1298.75 883.982 1794.06 -500838 -463164 -351433 -50759.6 -211941 710.405 150407
1298.89 883.53 1782.35 -568443 -571225 -594738 -92069.9 -258915 2181 266387
1298.69 884.441 1796.49 -378220 -344427 -189396 -37181.4 -178360 -2145.27 125883
1298.83 887.963 1796.67 -375185 -346015 -182014 -33779.1 -178687 -8982.77 122152
1295.45 882.753 1792.64 -437161 -417835 -313804 -55760.8 -214410 -1771.17 147635
1298.59 887.545 1780.13 -618498 -621191 -655784 -86478.7 -273496 7216.87 283449
1295.48 884.816 1791.14 -464481 -452429 -350473 -65441.5 -217760 -3024.3 160853
1296.01 885.785 1798.78 -539449 -435453 -257682 -48364.6 -196339 -7100.9 87969.9
1298.87 886.209 1797.53 -358608 -304734 -170648 -46643 -178530 -4249.26 115271
1296.06 883.339 1787.39 -535053 -524642 -481528 -81422 -254287 -9326.67 201937
1295.62 884.865 1788.91 -506935 -497403 -430839 -73642.1 -243834 625.757 183461
1297.47 885.968 1788.8 -497739 -490213 -425513 -72685 -235365 3382.17 193635
1298.32 882.007 1798.96 -447940 -392848 -207382 -50147.7 -186900 -5370.66 101577
1297.33 883.151 1797.74 -507365 -431370 -255245 -53131.1 -200670 -6537.01 107301
1296.53 885.526 1783.36 -560795 -556591 -546953 -86073.1 -255876 1078.78 242315
1296.01 884.053 1798.78 -567234 -466216 -274562 -47650 -203573 -9872.4 89314.1
1296.54 885.158 1781.56 -587293 -583345 -608923 -89937.9 -266590 5908.55 260288
1295.06 885.546 1784.2 -533683 -534106 -520607 -82000.1 -250958 132.849 226174
1295.78 882.709 1780.35 -613349 -615961 -634580 -85379.9 -254771 -3357.6 270033
1296.65 886.584 1780.28 -598424 -599609 -640604 -88267.1 -270678 6343.8 272286
1295.4 886.654 1779.4 -630343 -634510 -655312 -82795.7 -255836 823.196 274145
1298.77 886.295 1784.68 -564235 -558925 -544480 -84110.9 -253705 6576.02 240777
1297.16 887.489 1784.01 -554643 -555448 -547480 -85687.2 -255402 8228.05 237787
1298.03 883.538 1786.09 -527645 -517718 -475054 -78701.7 -244981 -9498.41 225102
1297.78 883.828 1781.01 -609409 -609517 -640462 -91777.9 -270553 4400.84 273385
1297.58 887.757 1787.74 -501353 -491549 -433915 -76152.9 -234855 4306.59 203203
1298.14 884.332 1784.03 -573972 -563833 -549208 -84527.1 -255907 207.363 245305
1297.9 886.108 1779.56 -621272 -622804 -660186 -86555.6 -274225 5323.93 286511
1297.51 886.651 1798.78 -430323 -350229 -195147 -34646.3 -182442 -7215.78 95345.4
1297.25 882.626 1780.43 -616113 -617796 -661985 -89948.2 -274460 1190.39 277184
1295.09 882.884 1797.67 -439260 -369850 -197994 -32235.9 -184414 -8211.89 96239.9
1298.65 884.839 1779.84 -613936 -617487 -656275 -88128.9 -271739 2231.16 288661
1295.79 884.919 1770.93 -918544 -870955 -869622 -131031 -321462 12165.9 360694
1295.32 884 1770.45 -915566 -859668 -875746 -132286 -322772 4740.56 363599
1296.14 883.38 1770.62 -910045 -854502 -873549 -133297 -318070 870.581 366847
1297.17 883.553 1771.18 -912214 -852944 -864254 -129327 -311717 6368.95 366683
1296.23 882.038 1772.21 -908778 -861806 -851936 -130614 -308058 -366.801 352793
1295.67 882.657 1771.36 -915347 -869817 -874241 -132303 -315836 4530.29 357644
1298.56 885.66 1770.63 -919483 -864488 -861498 -127256 -306091 10916 377923
1297.02 884.542 1771.62 -916302 -868801 -863322 -127996 -308526 9572.42 360819
1298.75 886.769 1770.96 -918379 -873342 -862245 -128973 -303006 19132.6 374877
1297.35 882.457 1772.12 -913747 -861764 -852600 -127863 -310636 2912.15 359335
1298.83 884.891 1771.36 -928390 -873254 -860246 -125821 -302886 17809.2 372878
1297.75 887.687 1770.71 -925395 -882422 -870562 -126943 -304011 20281.8 371272
1297.86 883.664 1770.34 -920451 -860640 -875162 -126791 -313829 5134.63 378605
1295.86 887.92 1770.67 -913961 -877771 -876553 -129881 -319077 18851.3 361340
1297.7 884.653 1770.77 -918590 -868273 -870498 -125710 -312061 7746.73 372740
1295.08 885.664 1773 -903132 -855132 -817237 -131473 -317323 13459.4 336012
1296.63 885.486 1775.54 -921592 -880401 -783798 -124601 -303107 31273.4 319514
1295.36 885.096 1775.64 -908767 -864304 -761614 -119441 -301547 28729.5 312024
1296.76 887.192 1770.22 -921573 -886144 -892106 -128574 -317556 18502.6 371093
1296.84 887.75 1769.47 -908010 -866450 -879715 -131665 -319209 5430.01 378450
1298.79 885.315 1772.76 -918645 -860332 -824024 -125966 -307393 21142.6 358603
1297.45 884.189 1775.8 -898047 -851518 -771716 -135569 -302181 28858.3 322371
1297.43 887.718 1775.73 -901466 -849126 -746516 -126996 -301727 40948.3 320261
1298.59 882.037 1770.72 -919800 -864473 -875311 -128403 -306694 -3287.82 380026
1297.58 884.898 1773.06 -914659 -857915 -814785 -128826 -309001 16528.7 349421
1298.85 886.837 1773.34 -928777 -892889 -837026 -128325 -301277 30618.4 352009
1295.26 883.479 1776.02 -902129 -847734 -741973 -121028 -297899 21226.4 309042
1296.65 885.954 1773.73 -915074 -854641 -797762 -125557 -305465 15400.7 337032
1296.51 882.968 1776.06 -894258 -841789 -758259 -134373 -302831 22044.7 315735
1297.45 887.351 1774.08 -925566 -881888 -811238 -127970 -297536 29962.8 336820
1297.43 885.421 1770.05 -914433 -866339 -886151 -128751 -315474 5032.24 377785
1297.65 882.458 1773.58 -915238 -854440 -815301 -124519 -310408 8095.45 346679
1296.78 886.473 1776.87 -921159 -883538 -739502 -130469 -294983 38830.9 306597
1298.65 887.39 1777.65 -953845 -893753 -739778 -129625 -281947 49419.9 308193
1295.68 885.644 1769.93 -912446 -864253 -879083 -132047 -327122 6403.08 369390
1296.66 882.294 1777.73 -911575 -872066 -739614 -117971 -295595 32657.5 300726
1295.56 886.536 1777.68 -921387 -877359 -709471 -127402 -289618 37502.6 292002
1298.69 883.065 1770.5 -922007 -863323 -882821 -126456 -308148 -450.617 381959
1297.88 886.114 1777.86 -948498 -891773 -724295 -125770 -286265 39716.9 302965
1298.36 884.76 1777.24 -946053 -864787 -748649 -135449 -284872 27647.6 312733
1298.03 883.911 1774.08 -916950 -869590 -803235 -124827 -306140 20347.3 342630
1296.63 886.035 1769.89 -918129 -867987 -889248 -129091 -320063 8580.54 374559
1295.45 882.462 1778.56 -910491 -858103 -702445 -123305 -283642 35587.6 285958
1298.6 883.944 1778.29 -951735 -886661 -734096 -125346 -277213 38939.7 304320
1297.84 882.698 1778.52 -938629 -879578 -716739 -118664 -278637 33057.4 298949
1298.71 883.805 1767.82 -1.30781e+06 -1.13584e+06 -924737 -131197 -325284 49573.5 407716
1295.06 882.052 1762.6 -1.27198e+06 -1.09278e+06 -1.04618e+06 -145167 -322615 23994.2 440710
1296.55 887.315 1761.55 -1.26046e+06 -1.09735e+06 -1.05143e+06 -151100 -327977 24851.4 454895
1298.61 882.721 1761.74 -1.26029e+06 -1.07451e+06 -1.02499e+06 -161108 -314958 31033.1 467694
1296.3 882.094 1762.17 -1.21972e+06 -1.06557e+06 -1.03403e+06 -146835 -328488 25953 451592
1295.72 882.442 1762.52 -1.2541e+06 -1.08352e+06 -1.04532e+06 -144500 -324101 25817.2 444748
1298.25 887.793 1761.27 -1.19806e+06 -1.0611e+06 -993253 -162813 -305900 29266.9 466454
1298.94 883.628 1766.67 -1.32671e+06 -1.14899e+06 -946476 -132374 -313784 42788.2 420381
1297.64 887.995 1761.57 -1.26231e+06 -1.09232e+06 -1.01715e+06 -154156 -308869 33786.9 460076
1298.84 887.527 1761.7 -1.227e+06 -1.07474e+06 -984060 -153795 -296095 19846 465637
1296.35 887.679 1760.7 -1.20748e+06 -1.052e+06 -1.03851e+06 -165724 -322307 11697 461985
1295.91 885.202 1761.63 -1.26446e+06 -1.06997e+06 -1.06043e+06 -155881 -335754 26133.5 452403
1298.7 887.804 1764.7 -1.27891e+06 -1.10452e+06 -955427 -140779 -332274 44707.3 435145
1296.34 886.676 1761.3 -1.2512e+06 -1.08019e+06 -1.04312e+06 -158464 -328646 15393.9 456746
1295.61 887.818 1761.37 -1.2695e+06 -1.09759e+06 -1.07523e+06 -151541 -333363 36280 451320
1295.84 883.231 1767.32 -1.32855e+06 -1.15522e+06 -974704 -131589 -340262 45949.9 397708
1298.22 886.748 1765.97 -1.33207e+06 -1.16548e+06 -961063 -134842 -332938 48602 421008
1295.44 885.133 1761.16 -1.22667e+06 -1.06281e+06 -1.08428e+06 -156469 -343436 14792.1 454505
1295.11 885.561 1761.06 -1.22509e+06 -1.06562e+06 -1.08314e+06 -157482 -347815 19014.8 453369
1295.65 885.813 1761.91 -1.28199e+06 -1.10542e+06 -1.0644e+06 -150546 -334473 25540.3 447784
1298.71 886.994 1761.29 -1.21838e+06 -1.04773e+06 -990521 -148632 -293853 14182.4 469351
1298.11 887.259 1760.86 -1.18647e+06 -1.0327e+06 -999278 -160763 -306304 28264.3 470168
1295.17 886.061 1761.38 -1.23344e+06 -1.08653e+06 -1.07619e+06 -161049 -347350 22839.9 450204
1295.74 883.144 1765.91 -1.30057e+06 -1.10379e+06 -967541 -139446 -337291 39995.2 411015
1295.65 884.115 1761.71 -1.25502e+06 -1.08425e+06 -1.05781e+06 -147481 -339030 18147.6 451039
1296.4 883.673 1767.92 -1.33986e+06 -1.15064e+06 -933340 -134009 -342926 49524.1 394464
1295.4 885.314 1768.82 -1.37505e+06 -1.19675e+06 -930492 -125034 -343493 66537.8 379066
1297.92 887.468 1765.21 -1.31496e+06 -1.13654e+06 -962169 -148055 -332515 42852 426222
1295.89 886.352 1763.25 -1.2692e+06 -1.10049e+06 -1.02999e+06 -155299 -342096 33519.5 435469
1295.05 882.08 1763.51 -1.24783e+06 -1.0738e+06 -1.01698e+06 -144399 -349655 24427.8 431785
1296.34 886.265 1761.84 -1.26192e+06 -1.09545e+06 -1.05784e+06 -149875 -331259 30041.5 451788
1298.31 883.048 1768.55 -1.33844e+06 -1.15928e+06 -920156 -140778 -315186 53461.8 399064
1296.06 884.55 1762.1 -1.27977e+06 -1.10352e+06 -1.06122e+06 -154149 -332228 27236.9 449058
1297.53 884.633 1766.47 -1.31759e+06 -1.13094e+06 -934428 -140286 -329127 46757.9 414046
1297.09 884.556 1767.68 -1.32337e+06 -1.13237e+06 -925343 -131144 -333322 61095.7 399876
1295.76 883.849 1766.49 -1.32589e+06 -1.15426e+06 -983577 -139717 -338325 33881.3 404915
1298.77 887.257 1762.61 -1.24225e+06 -1.08774e+06 -1.01456e+06 -147555 -321560 27828.3 456540
1298.88 882.797 1769.41 -1.37406e+06 -1.17816e+06 -924361 -128209 -323791 56286.2 393854
1296.85 885.911 1761.52 -1.24344e+06 -1.0699e+06 -1.03857e+06 -155740 -339318 39418.5 457929
1298.93 885.592 1768.84 -1.38201e+06 -1.1925e+06 -913064 -125471 -314791 71732.8 397504
1296.5 885.311 1761.25 -1.24279e+06 -1.05228e+06 -1.04088e+06 -160010 -343996 26582.5 459173
1297.34 885.552 1766.31 -1.32578e+06 -1.14509e+06 -949761 -131795 -331974 49030.4 413908
1295.42 885.934 1762.86 -1.25186e+06 -1.08181e+06 -1.03428e+06 -151119 -355070 22226.5 437170
1298.16 885.942 1765.5 -1.30812e+06 -1.11022e+06 -951171 -129447 -340251 40983 425922
1298.07 882.044 1768.23 -1.31557e+06 -1.12045e+06 -912034 -133652 -316557 47319 401710
1295.03 887.534 1761.03 -1.27093e+06 -1.10148e+06 -1.09229e+06 -161836 -359704 29388.1 451713
1295.51 887.568 1767.05 -1.32043e+06 -1.15922e+06 -948946 -128474 -359932 60535.2 395216
1295.71 882.47 1763.42 -1.26188e+06 -1.07688e+06 -1.0241e+06 -148336 -347751 26191 435823
1295.6 885.284 1763.54 -1.26514e+06 -1.11805e+06 -1.03233e+06 -139929 -354728 31606.9 431889
1297.05 882.202 1763.27 -1.26252e+06 -1.0836e+06 -1.01082e+06 -150203 -333666 25383.8 444674
1297.94 885.12 1761.19 -1.21794e+06 -1.05796e+06 -1.019e+06 -169489 -304950 28799.2 467647
1298.19 887.634 1763.12 -1.25195e+06 -1.0967e+06 -984296 -132791 -327689 25523.8 448150
1298.98 885.419 1763.38 -1.25505e+06 -1.10539e+06 -993650 -142123 -298229 28612.5 451516
1298.92 884.656 1763.01 -1.24097e+06 -1.06896e+06 -983863 -146143 -299844 32301.3 455417
1295.36 886.572 1760.91 -1.23745e+06 -1.0824e+06 -1.07343e+06 -173080 -347292 10526.4 455440
1297.25 883.857 1765.12 -1.2841e+06 -1.10083e+06 -967965 -134290 -338462 43355.9 426331
1297.67 882.817 1763.12 -1.25074e+06 -1.07475e+06 -1.01115e+06 -148408 -331646 26968.8 449035
1297.79 882.166 1765.46 -1.29097e+06 -1.10883e+06 -968724 -143707 -311087 30906.3 427247
1298.56 886.433 1761.69 -1.23465e+06 -1.07317e+06 -1.00381e+06 -152933 -290133 31511.4 465006
1295.98 884.51 1763.07 -1.24863e+06 -1.08007e+06 -1.03561e+06 -150550 -357801 28329.2 439158
1296.59 883.187 1765.21 -1.29989e+06 -1.10799e+06 -971588 -137607 -341183 37539.7 422535
1296.92 882.27 1765.42 -1.29089e+06 -1.10714e+06 -967877 -144041 -339143 35271 422895
1297.36 882.389 1762.11 -1.24192e+06 -1.06397e+06 -1.02086e+06 -142978 -320545 20788.6 457666
1297.77 882.803 1762.39 -1.24998e+06 -1.07659e+06 -1.01173e+06 -146456 -313128 27239.5 456825
1298.42 884.29 1761.72 -1.2291e+06 -1.05581e+06 -994363 -159202 -316554 36745.7 465629
1297.37 883.771 1763.03 -1.24987e+06 -1.07736e+06 -1.01306e+06 -145394 -331994 30016.2 447642
1295.4 886.579 1767.21 -1.32073e+06 -1.14499e+06 -938254 -132035 -360074 59256.7 393855
1297.66 883.503 1761.88 -1.23945e+06 -1.0557e+06 -1.00992e+06 -151601 -313490 24105.7 460611
1297.51 885.114 1761.64 -1.22597e+06 -1.06418e+06 -1.0184e+06 -163470 -302328 25127.8 460977
1295.19 883.102 1768.1 -1.31129e+06 -1.13402e+06 -942972 -134787 -343151 56059.7 386648
1295.75 883.544 1768.7 -1.36048e+06 -1.161e+06 -933782 -145794 -335181 53791.2 383403
1296.76 884.368 1765.89 -1.29348e+06 -1.12364e+06 -969565 -133334 -338739 35968.9 415840
1296.43 882.397 1763.77 -1.27131e+06 -1.08285e+06 -1.01158e+06 -149691 -321950 24276 436403
1297.88 884.376 1768.26 -1.35243e+06 -1.14633e+06 -921229 -120018 -333412 57614.5 398481
1296.07 885.701 1763.94 -1.28414e+06 -1.11878e+06 -1.01164e+06 -139301 -344273 41259.7 430188
1295.27 887.444 1765.24 -1.30787e+06 -1.12852e+06 -992447 -132753 -354453 37524.2 411793
1297.19 885.369 1768.3 -1.35037e+06 -1.19225e+06 -941537 -129851 -334244 67027.7 393697
1295.28 883.804 1762.21 -1.26627e+06 -1.10182e+06 -1.08385e+06 -145060 -326275 30759.4 444415
1296.87 887.853 1760.69 -1.19898e+06 -1.04632e+06 -1.02776e+06 -169457 -325152 12282.7 464724
1296.67 883.978 1763.57 -1.26403e+06 -1.08389e+06 -1.00849e+06 -138456 -329217 26699.8 438363
1295.45 884.019 1763.13 -1.26635e+06 -1.09055e+06 -1.04236e+06 -152690 -350960 32614.7 436091
1298.03 884.775 1763.01 -1.26128e+06 -1.07634e+06 -994299 -151057 -331127 27654.2 450574
1297.07 884.371 1764.1 -1.28723e+06 -1.10652e+06 -996482 -146587 -323987 29790.9 435019
1295.25 884.528 1761.27 -1.2369e+06 -1.0711e+06 -1.0882e+06 -162754 -342241 15470.5 452880
1297.28 885.941 1767.44 -1.32706e+06 -1.14304e+06 -929658 -134123 -337918 47713.2 402122
1297.78 884.165 1763.56 -1.27228e+06 -1.09956e+06 -1.00251e+06 -153425 -328202 33106.1 444299
1295.81 882.526 1766.74 -1.31594e+06 -1.14039e+06 -975092 -128762 -338407 50120.3 403808
1296.84 885.726 1764.86 -1.29545e+06 -1.1261e+06 -994115 -143548 -340944 31560.1 425288
1296.58 885.287 1765.73 -1.30689e+06 -1.14535e+06 -995439 -131963 -343901 50838.8 415702
1298.38 884.723 1761.29 -1.24914e+06 -1.06398e+06 -1.03095e+06 -165420 -308436 32446.8 469362
1298.44 882.892 1765.32 -1.27523e+06 -1.09524e+06 -965893 -139799 -308824 35798.7 431521
1298.94 883.147 1763.76 -1.27903e+06 -1.09483e+06 -982743 -153245 -308750 26973.1 449338
1296.7 887.702 1764.54 -1.27783e+06 -1.11007e+06 -987899 -136629 -355593 47075.1 426157
1298.09 885.538 1763.38 -1.26521e+06 -1.10021e+06 -990434 -141060 -330125 41416.5 446674
1297.49 887.136 1764.54 -1.2771e+06 -1.11402e+06 -987961 -135440 -339049 37060.1 430825
1295.25 886.489 1766.05 -1.32274e+06 -1.16296e+06 -979140 -127000 -347385 49040.5 404447
1297.6 886.283 1764.68 -1.27721e+06 -1.10961e+06 -985931 -140821 -338659 34333.4 430667
1298.98 882.72 1766.19 -1.30506e+06 -1.10328e+06 -944374 -128426 -313624 39186.7 425991
1296.06 887.772 1762.91 -1.27246e+06 -1.11512e+06 -1.02477e+06 -140990 -352836 20992.6 438600
1297.88 884.611 1762.1 -1.2417e+06 -1.0749e+06 -1.0146e+06 -147506 -309382 26404.3 458835
1297.17 887.537 1761.13 -1.24621e+06 -1.0764e+06 -1.03251e+06 -148899 -335012 19109.9 462240
1297.37 884.083 1762.22 -1.25259e+06 -1.08285e+06 -1.01855e+06 -150065 -313377 21886.1 455307
1296.75 884.33 1761.8 -1.21765e+06 -1.0698e+06 -1.03436e+06 -153585 -330252 25649.8 455928
1295.03 887.888 1760.56 -1.27897e+06 -1.08245e+06 -1.08806e+06 -180391 -335648 10084.7 456092
1296.69 883.811 1761.44 -1.21224e+06 -1.05472e+06 -1.04316e+06 -148610 -328168 21321.9 459566
1298.51 883.754 1764.16 -1.29062e+06 -1.10869e+06 -975212 -137382 -306241 27983.6 442590
1298.73 883.288 1761.63 -1.2491e+06 -1.05817e+06 -1.01788e+06 -158675 -317331 27678.7 468958
1296.05 886.106 1764.8 -1.29363e+06 -1.11823e+06 -976008 -141759 -356596 37421.5 421362
1296.09 883.629 1761.45 -1.24004e+06 -1.07239e+06 -1.05712e+06 -153301 -340538 17377.4 456369
1298.26 882.397 1762.15 -1.24917e+06 -1.06944e+06 -1.02265e+06 -155642 -312544 30465.3 462094
1298.51 882.604 1763.25 -1.24011e+06 -1.06294e+06 -968413 -142105 -303990 24689.1 452439
1298.73 882.281 1762.58 -1.26388e+06 -1.08178e+06 -1.00817e+06 -139977 -282822 26605.6 460456
1296.36 885.706 1768.78 -1.3802e+06 -1.19669e+06 -939564 -121234 -330224 70333 384234
1298.22 883.666 1765.19 -1.28662e+06 -1.1077e+06 -974935 -132800 -311498 34958.8 430966
