x y z sxx syy szz sxy sxz syz pp
1304.54 887.794 1747.4 -901255 -1.11816e+06 -1.35925e+06 -78784.2 -167632 78691.6 636278
1301.51 885.755 1746.72 -804656 -974168 -1.12071e+06 -73407.8 -229751 88377.6 0
1302.67 886.457 1745.88 -1.21605e+06 -1.28166e+06 -1.51714e+06 -50611.5 -374924 61243.5 642187
1301.86 883.448 1748.56 -1.1287e+06 -1.0117e+06 -1.09087e+06 -83631.7 -34804 24827.3 307577
1301.95 883.47 1745.78 -694804 -785658 -1.03622e+06 -168753 -317521 103513 160991
1301.49 886.29 1746.48 -773628 -876720 -1.05996e+06 -84428.4 -308885 12719.9 0
1301.43 885.76 1746.75 -436935 -691360 -667011 -138243 -202381 50954.7 0
1302.94 885.398 1747.74 -824429 -1.03759e+06 -1.31011e+06 -122825 -92686.3 40792.2 626173
1303.75 883.412 1745.7 -831466 -915619 -983863 -45052.5 -190636 26510.6 652108
1301.02 887.858 1748.41 -1.52429e+06 -1.21435e+06 -1.00741e+06 -88469.1 119991 -27154 0
1300.27 884.444 1749.18 -1.31177e+06 -916254 -975637 20051.6 -275489 -11732.9 0
1301.32 882.552 1748.6 -803146 -678841 -580708 -57141.4 -154348 -30184 0
1300.71 885.334 1748.98 -1.81875e+06 -1.18366e+06 -972804 -9720.35 -276768 -26762.9 0
1301.42 886.342 1746.45 -792946 -884769 -1.06472e+06 -59541.1 -308243 14213.8 0
1301.44 884.894 1745.84 -906150 -846200 -960205 -72455.2 -538226 42307.2 0
1300.59 885.685 1749.12 -1.56087e+06 -970499 -941217 -34246.2 -341160 -26568.4 0
1302.71 883.423 1746.5 -862793 -985959 -1.14779e+06 -42981.3 -201767 29189.8 638678
1302.13 882.943 1747.26 -700065 -734874 -878082 -50951.9 -103581 -1586.65 628439
1300.58 885.686 1749.02 -1.4564e+06 -973197 -900412 -38880.5 -224052 -9623.1 0
1301.18 885.373 1749.34 -1.27991e+06 -872987 -758383 -19841.7 -344625 -55802.1 0
1303.4 887.88 1748.87 -1.01008e+06 -1.00865e+06 -1.2369e+06 -169259 -76652.7 54756.1 615601
1300.38 885.392 1749.14 -1.5569e+06 -986613 -1.0073e+06 5646.29 -305460 5235.9 0
1300.7 883.215 1749.3 -1.64894e+06 -1.11561e+06 -1.02134e+06 27524.6 -338591 22778 0
1304.99 885.271 1748.01 -1.14049e+06 -1.33517e+06 -1.6842e+06 -114070 -179346 59802.6 634599
1306.56 887.297 1748.32 -1.16129e+06 -1.32579e+06 -1.64453e+06 -88780.1 -264923 74835.1 638460
1301.05 882.72 1748.47 -870430 -712381 -690735 -59852.6 -50431.6 -67884.9 0
1301.95 883.33 1748.65 -1.16914e+06 -1.00328e+06 -1.11758e+06 -69044.7 -32645.5 575.478 460421
1300.66 886.044 1748.91 -1.64536e+06 -1.00914e+06 -938018 -55925.9 -215087 -20560.8 0
1301.38 885.816 1746.68 -498698 -649013 -587920 -97093.2 -160437 16432.4 0
1301.61 885.709 1748.44 -1.06268e+06 -820448 -666903 -115254 -62654 -3434.41 0
1301.5 883.223 1746.94 -642525 -738062 -837714 -72156.1 6869.95 7897.21 0
1302.79 882.933 1748.69 -1.04932e+06 -1.02824e+06 -1.14831e+06 -116307 -2472.2 4902.32 617952
1301.58 887.739 1747.15 -253470 -492111 -584385 -93137.2 6576.27 6058.29 0
1301.91 883.201 1748.6 -1.10715e+06 -980945 -974481 -65653.3 -67763.9 55980.3 460791
1301.75 887.689 1748.34 -1.01924e+06 -965488 -754408 -64890.2 -1333.72 -16482.6 153042
1303.66 884.148 1745.95 -769507 -943399 -1.03297e+06 -39690.7 -155236 14114.6 648639
1301.51 885.824 1746.63 -505658 -566460 -656089 -67891.8 -141840 27560.6 0
1301.75 884.476 1748.73 -891594 -802411 -707606 -72308.2 -141831 -7044.29 305346
1300.74 885.63 1749.22 -1.31141e+06 -791425 -801727 -21834.3 -343740 -21996.2 0
1303.11 885.507 1747.75 -910168 -1.08611e+06 -1.41396e+06 -125799 -94187.6 32957.6 626974
1301.09 884.951 1748.36 -889324 -760677 -647170 -74229 -561.256 -51199 0
1303.93 882.033 1746.62 -732025 -857681 -1.00302e+06 -45714.5 -123477 16428.8 645082
1304.91 887.024 1749.11 -1.04661e+06 -1.14862e+06 -1.35063e+06 -78451.3 -98359.4 56665.2 622089
1301.42 882.906 1747.57 -449235 -402795 -512438 -83790.7 -40469.1 -34645.5 0
1301.68 886.14 1747.07 -626801 -993158 -1.18437e+06 -38972.3 -32397.1 96243.7 0
