x z szz sxx pp state
1296.13 1748.66 -115582 -28183.7 0 4
1255.63 1743.8 -849154 -544412 0 4
1301.91 1746.9 -349913 -45260.3 0 4
1296.77 1748.62 3357.64 33635 0 12
1301.31 1747.68 -359083 -135486 0 4
1301.45 1748.37 -359265 -183866 0 4
1305.46 1745.95 -1.78124e+06 -850369 0 4
1295.09 1744.81 -1.14421e+06 -770129 0 4
1302.43 1745.26 -1.45928e+06 -1.04472e+06 0 4
1290.08 1746.6 -1.40011e+06 -633587 0 4
1300.89 1750.47 -239681 -430088 0 4
1294.16 1744.78 -1.29233e+06 -577968 0 4
1301.56 1747.28 -382532 -106293 0 4
1300.72 1748.8 -296099 -284985 0 4
1303.01 1747.9 -1.07025e+06 -323835 0 4
1303.28 1748.21 -844913 -236841 0 4
1301.62 1750.48 -430977 -443433 0 4
1285.13 1755.41 -1.00742e+06 -540157 0 4
1297.91 1750.15 -86040.4 -358675 0 4
1278.94 1750.23 -1.04882e+06 -588666 0 4
1302.03 1748.77 -608460 -314685 0 4
1304.91 1750.89 -1.12407e+06 -389406 0 4
1301.62 1746.38 -282648 -3576.86 0 4
1301.01 1750.88 -409892 -536633 0 4
1302.88 1749.16 -876303 -330655 0 4
1295.04 1748.78 -498869 -229028 0 4
1300.63 1749.94 -153503 -330151 0 4
1298.2 1754.99 -502354 -659741 0 4
1300.07 1750.49 -144187 -456793 0 4
1298.63 1749.93 -100045 -597015 0 4
1302.15 1748.28 -419770 -147345 0 4
1299.19 1750.46 -56417.7 -412602 0 4
1306.17 1745.16 -1.63186e+06 -854362 0 4
1303.92 1750.91 -1.05982e+06 -403082 0 4
1296.42 1750.32 -549890 -700800 0 4
1297.15 1749.64 -375163 -652729 0 4
1304.8 1746.74 -1.97953e+06 -687656 0 5
1304.84 1759.18 -792186 -524690 0 4
1295.61 1745.95 -551894 -74564.4 0 4
1286.22 1748.55 -1.2079e+06 -651403 0 4
1297.67 1753.01 -477316 -754132 0 4
1301.3 1748.11 82710.6 47678.7 0 12
1303.62 1748.55 -1.26724e+06 -400974 0 4
1292.1 1746.13 -1.52806e+06 -554411 0 0
1302.42 1748.17 -1.04295e+06 -360392 0 4
1293.01 1745.83 -1.58312e+06 -506485 0 4
1324.75 1750.75 -1.21957e+06 -659206 0 0
1283.69 1748.26 -1.16831e+06 -632947 0 4
1297.4 1750.46 -399850 -775277 0 4
1310.7 1754.4 -1.1462e+06 -531977 0 5
1302.12 1755.32 -650366 -578785 0 4
1309.86 1760.21 -887231 -506331 0 4
1293.14 1752.62 -1.05028e+06 -583807 0 0
1301.44 1744.7 -642046 -304211 0 4
1295.12 1744.94 -1.08574e+06 -541346 0 4
1309.41 1750.35 -1.2795e+06 -566915 0 5
1301.39 1745.98 -183719 -5373.49 0 4
1301.38 1747.1 -45011.9 -4377.37 0 4
1301.58 1745.15 -100438 61762.5 0 12
1295.77 1747.63 -685332 -211037 0 4
1299.5 1749.54 -124441 -611325 0 4
1294.67 1748.84 -957493 -490605 0 4
1297.13 1749.38 -419621 -579618 0 4
1294.06 1747.94 -857004 -248413 0 4
1302.16 1745.96 -784495 -176446 0 4
1305.69 1753.52 -1.04082e+06 -471589 0 4
1300.55 1749.4 -64103.2 -173331 0 4
1301.34 1750.27 -401435 -428861 0 4
1296.31 1745.08 -492880 -71392.7 0 4
1301.58 1748.16 -302924 -134968 0 4
1296.55 1753.55 -651842 -708463 0 4
1296.29 1748.5 -822264 -446374 0 4
1301.56 1748.35 -351075 -190225 0 4
1301.62 1747.45 -194017 -33491.2 0 4
1301.37 1746.63 2571.19 41376.6 0 12
1302.26 1751.72 -641300 -493301 0 4
1301.11 1748.78 32763 -19690.1 0 4
1301.36 1747.49 -81886.4 -18346.4 0 4
1301.56 1747.84 -180118 -59213.3 0 4
1295.46 1744.51 -958285 -731480 0 4
1297.98 1750.13 -103663 -446611 0 4
1295.97 1744.82 -1.36906e+06 -799545 0 4
1296.26 1744.55 -485691 -279669 0 4
1306.78 1750.32 -1.37556e+06 -514793 0 0
1299.49 1749.55 -71591.2 -459165 0 12
1301.14 1748.21 -299114 -169276 0 4
1300.75 1748.86 -199514 -185821 0 4
1300.86 1748.63 -416553 -404213 0 4
1289.1 1746.52 -1.33476e+06 -651318 0 4
1298.49 1749.61 -116238 -596962 0 4
1301.76 1745.48 -91391 66828.4 0 12
1301.42 1745.24 -763349 -151165 0 4
1298.29 1750.95 -179843 -579055 0 4
1294.33 1746.25 -745328 -134386 0 4
1302.26 1750.54 -572297 -408350 0 4
1300.68 1748.86 -199365 -277723 0 4
1293.92 1744.83 -1.26039e+06 -511214 0 4
1316.5 1758.5 -1.03882e+06 -541616 0 4
1290.97 1753.87 -1.09628e+06 -559536 0 4
1303.95 1744.98 -1.87236e+06 -1.04305e+06 0 4
1301.12 1748.36 -151969 -89460.2 0 4
1305.13 1744.89 -1.74465e+06 -949994 0 0
1301.38 1746.35 -156782 13711.8 0 4
1297.8 1749.45 -68107.4 -265449 0 4
1299.41 1749.59 -32017.3 -372394 0 4
1302.22 1748.08 -440422 -109443 0 4
1288.6 1752.42 -1.13069e+06 -583289 0 4
1311.07 1748.9 -1.29488e+06 -652640 0 4
1294.05 1749.4 -1.38096e+06 -679388 0 4
1299.69 1750.28 -108195 -500204 0 4
1301.97 1746.25 -368234 -24094 0 4
1303.92 1745.48 -1.89713e+06 -809684 0 5
1300.89 1755.58 -621296 -643018 0 4
1301.9 1748.46 -404572 -205822 0 4
1299.27 1749.93 16494.6 -283693 0 4
1301.53 1748.21 -249522 -132631 0 4
1286.88 1744.93 -1.29193e+06 -669045 0 5
1313.34 1745.82 -1.35383e+06 -764102 0 4
1297.86 1750.67 -334011 -881821 0 4
1301.15 1748.38 90083.6 54747 0 12
1301.17 1751.96 -419740 -553971 0 4
1295.42 1756.27 -673812 -573463 0 4
1301.35 1747.94 -191124 -78739.3 0 4
1298.62 1749.83 -36525.1 -402379 0 4
1301.9 1758.29 -662414 -553837 0 4
1312.9 1757.05 -1.06682e+06 -524698 0 0
1286.7 1749.14 -1.19079e+06 -632939 0 4
1295.98 1758.28 -713864 -568105 0 4
1295.86 1750.25 -698481 -710564 0 4
1299.73 1751.69 -276978 -643544 0 4
1301.56 1747.76 -446937 -143495 0 4
1299.94 1750.05 -88763.5 -404411 0 4
1281.1 1746.06 -1.16877e+06 -638560 0 4
1306.66 1744.99 -1.58368e+06 -880203 0 4
1295.77 1746.04 -450463 -38635.7 0 4
1299.93 1749.48 -17296.4 -235874 0 4
1299.99 1749.39 -142981 -394969 0 12
1301.21 1748.16 -39358.6 -25710.5 0 4
1322.22 1753.33 -1.16123e+06 -612431 0 4
1280.89 1752.65 -1.01809e+06 -564275 0 4
1297.26 1750.43 -301496 -654214 0 4
1301.75 1747.68 -262873 -82736.5 0 4
1306.14 1748.88 -1.44002e+06 -526439 0 5
1293.29 1744.78 -1.34192e+06 -560298 0 0
1294.88 1745.03 -1.02364e+06 -473237 0 4
1301.94 1748.51 -425933 -171199 0 4
1295.42 1744.65 -500948 -281430 0 4
1276.2 1759.54 -804108 -473506 0 4
1299.14 1749.74 56488.9 -155415 0 4
1300.01 1749.51 -96429.9 -414722 0 4
1295.75 1749.91 -618062 -552771 0 4
1295.46 1747.17 -476281 -79478.3 0 4
1301.02 1748.4 -314650 -204065 0 4
1301.94 1749 -459646 -263063 0 4
1300.82 1748.67 -368981 -351576 0 4
1296.58 1748.22 -683437 -306878 0 4
1288.73 1746.83 -1.31343e+06 -673908 0 4
1299.96 1749.7 -74028.7 -344773 0 4
1296.29 1754.79 -623422 -622969 0 4
1291.76 1746.55 -1.55508e+06 -579903 0 4
1301.39 1747.21 -31481.2 9840.68 0 4
1299.68 1749.8 -23254.1 -356605 0 4
1300.91 1748.57 -337312 -226328 0 4
1296.21 1745.98 -431690 -37325.6 0 4
1300.23 1750 -176132 -527987 0 4
1301.38 1751.42 -488580 -551588 0 4
1297.75 1750.24 -237143 -700499 0 4
1302.89 1749.68 -740536 -320995 0 4
1302.66 1751.25 -738589 -452601 0 4
1301.61 1752.14 -561889 -569596 0 4
1301.09 1748.33 80670.3 68864.6 0 12
1302.49 1751.71 -803158 -558572 0 4
1296.61 1748.45 -430836 -224238 0 4
1302.64 1744.91 -1.37218e+06 -1.16913e+06 0 4
1308.26 1746.72 -1.4612e+06 -740846 0 0
1293.35 1748.92 -1.33653e+06 -534958 0 4
1302.09 1747.59 -640126 -153488 0 4
1297.29 1749.09 -253990 -289883 0 4
1300.86 1748.75 -207262 -187109 0 4
1299.73 1749.44 -207122 -685602 0 4
1301.11 1748.45 76132.5 29156.7 0 12
1295.82 1749.75 -727180 -661070 0 4
1288.69 1752.77 -1.1194e+06 -578543 0 4
1302.46 1749.61 -834741 -440536 0 4
1300.85 1748.84 52284.9 34273.9 0 12
1289.5 1754.24 -1.08259e+06 -554372 0 4
1295.71 1752.91 -691348 -679861 0 4
1303.93 1746.62 -2.09168e+06 -615726 0 5
1301.81 1748.58 -320605 -170486 0 4
1301.4 1747.04 -140977 -17852.8 0 4
1301.44 1747.95 -361417 -164558 0 4
1301.5 1746.14 -232878 12289.9 0 4
1298.28 1750.69 -114509 -475421 0 4
1301.72 1749.41 -365900 -297054 0 4
1298.82 1750.65 -79158.6 -450281 0 4
1303.6 1748.82 -1.25513e+06 -401212 0 4
1295.44 1749.67 -559541 -405066 0 4
1298.01 1753.6 -495335 -745947 0 4
1301.82 1751.65 -517790 -504844 0 4
1301.86 1746.71 -280279 -27337.5 0 4
1292.63 1756.17 -918478 -550485 0 0
1297.12 1752.55 -459447 -706712 0 4
1300.45 1753.14 -455629 -698419 0 4
1301.16 1750.36 -367840 -488630 0 4
1295.34 1745.32 -488724 -61048.4 0 4
1290.9 1747.36 -1.45271e+06 -673263 0 4
1295.69 1752.77 -704353 -689631 0 0
1309.87 1745.58 -1.40734e+06 -797592 0 4
1303.35 1747.94 -1.11063e+06 -327425 0 4
1295.64 1746.28 -455466 -40617.4 0 4
1299.79 1749.46 23204.3 -148925 0 12
1301.07 1749.28 -212228 -280198 0 4
1292.05 1748.17 -1.62897e+06 -662186 0 0
1293.41 1748.25 -1.80573e+06 -616295 0 4
1297.41 1749.25 -226127 -451951 0 4
1300.9 1748.55 -224869 -163929 0 4
1301.68 1745.63 -334240 -30545.8 0 4
1298.52 1749.61 -83952.9 -558132 0 4
1299.17 1750.12 -108804 -606801 0 4
1301.37 1746.55 42132.7 57343.5 0 4
1298.85 1749.67 28342.1 -238485 0 12
1301.91 1749.81 -459689 -342380 0 4
1298.28 1754.04 -496554 -727253 0 4
1301.46 1747.95 -124335 -43147.1 0 4
1302.97 1751.56 -750194 -440189 0 4
1304.08 1750.35 -1.17774e+06 -421731 0 4
1295.25 1744.8 -1.18357e+06 -614862 0 4
1295.18 1744.42 -971019 -673146 0 4
1295.95 1748.76 -1.11312e+06 -629621 0 4
1293.69 1746.39 -1.71325e+06 -470034 0 4
1300.08 1749.96 -106032 -389194 0 4
1296.45 1752.36 -563873 -699666 0 4
1294.64 1754.48 -848817 -607566 0 0
1297.02 1749.8 -179037 -291453 0 4
1294.52 1750.32 -1.08103e+06 -706545 0 4
1301.07 1753.43 -512154 -642195 0 4
1299.57 1751.05 -139756 -526824 0 4
1295.97 1750.5 -545504 -572118 0 4
1257.31 1758.38 -562206 -459281 0 4
1304.61 1749.94 -1.22592e+06 -380416 0 5
1297.74 1750.22 -253971 -714564 0 4
1283.36 1748.08 -1.16136e+06 -631998 0 5
1294.9 1751.95 -890101 -660941 0 4
1299.39 1749.86 -101860 -587956 0 4
1296.66 1750.71 -469371 -685476 0 4
1305.05 1745.94 -1.84405e+06 -807940 0 4
1302.11 1745.16 -1.24817e+06 -738112 0 4
1320.26 1751.34 -1.20887e+06 -634647 0 4
1295.54 1749.99 -532530 -463203 0 4
1276.49 1745.58 -1.12039e+06 -628487 0 0
1292.1 1749.65 -1.37055e+06 -646770 0 4
1295 1750.89 -843117 -689040 0 4
1299.24 1752.28 -291712 -677079 0 4
1301.65 1751.91 -569495 -573354 0 4
1291.45 1753.07 -1.12863e+06 -583454 0 0
1301.04 1748.31 -236692 -156785 0 4
1293.65 1744.72 -1.39653e+06 -620653 0 0
1302.49 1745.64 -1.21586e+06 -383940 0 4
1296.69 1749.56 -518109 -602981 0 4
1302.41 1748.32 -515898 -131968 0 4
1303.16 1748.81 -872640 -293311 0 4
1301.03 1748.36 -215289 -114091 0 4
1298.26 1749.86 -134492 -567294 0 4
1296.94 1760.66 -658752 -484763 0 4
1298.96 1749.89 -115154 -663341 0 4
1299.86 1749.45 -207179 -511498 0 4
1298.45 1749.64 -112013 -582180 0 4
1301.36 1748.46 -458626 -298077 0 4
1302.34 1749.88 -534213 -301422 0 4
1303.15 1747.54 -758201 -159288 0 4
1292.13 1745.1 -1.42203e+06 -555833 0 4
1292.73 1744.9 -1.45863e+06 -607013 0 5
1303.95 1754.26 -843334 -533430 0 4
1301.38 1747.19 -232063 -74295.5 0 4
1296.59 1752.48 -473286 -679556 0 4
1290.62 1744.6 -1.43317e+06 -648441 0 4
1299.35 1749.67 -3451.88 -330087 0 12
1323.96 1746.39 -1.31958e+06 -730564 0 4
1301.77 1745.92 -189878 4838.12 0 4
1300.65 1751.94 -337132 -577100 0 4
1302.58 1746.77 -550383 -69078.5 0 5
1296.2 1748.17 -139339 -32.0937 0 4
1301.42 1746.12 -127984 47007.1 0 4
1298.32 1752.42 -305582 -678476 0 4
1296.68 1750.77 -470894 -705395 0 4
1301.42 1747.33 -57830.7 -16621 0 4
1302.61 1751.42 -685846 -441769 0 4
1298.99 1752.59 -309563 -677532 0 4
1305.46 1750.67 -1.20238e+06 -389626 0 5
1295.92 1751.09 -628538 -713454 0 4
1296.57 1750.38 -495375 -687362 0 4
1301.2 1751.6 -373951 -511341 0 4
1290.85 1756.13 -985686 -531185 0 4
1290.94 1751.91 -1.20941e+06 -602496 0 4
1300.83 1751.64 -395213 -606995 0 4
1301.32 1748.92 -175041 -166518 0 4
1302.2 1755.69 -703513 -600923 0 4
1295.78 1745.36 -307434 2994.93 0 4
1300.35 1749.16 -153054 -288225 0 4
1304.48 1750.02 -1.1824e+06 -367660 0 5
1302.03 1748.87 -685375 -389120 0 4
1303.24 1753.25 -795659 -513125 0 4
1296.2 1745.4 -356175 -19193.3 0 4
1305.99 1751.53 -1.20007e+06 -457306 0 5
1296.49 1759.96 -685213 -534066 0 4
1301.78 1752.11 -524262 -530744 0 4
1304.12 1744.85 -1.78265e+06 -1.0009e+06 0 0
1301.95 1747.78 -206237 -6366.92 0 4
1302.14 1752 -601847 -519584 0 4
1292.4 1750.38 -1.32047e+06 -633738 0 4
1299.29 1749.6 -86698.4 -523976 0 4
1306.84 1752.4 -1.14785e+06 -440540 0 5
1296.18 1746.15 -177867 45643.2 0 4
1291.51 1751.53 -1.1846e+06 -593625 0 4
1301.23 1747.93 -198200 -62421 0 4
1296.09 1745.42 -283878 -6034.86 0 4
1302.7 1746.18 -305003 6787.71 0 4
1302.72 1747.94 -711167 -186214 0 4
1289.8 1746.87 -1.36432e+06 -670247 0 4
1296.08 1744.99 -1.091e+06 -314688 0 4
1294.63 1745.71 -1.26381e+06 -334919 0 4
1296.31 1747.52 -384438 -66525.6 0 4
1295.68 1746.02 -672594 -115030 0 4
1299.2 1749.88 -42519.9 -433118 0 4
1301.37 1747.19 -27129.3 -2635.62 0 4
1291.35 1746.87 -1.47445e+06 -629981 0 0
1302.27 1747.01 -726902 -177707 0 4
1302.27 1748.51 -420318 -143272 0 4
1302.48 1744.84 -365406 -239958 0 4
1301.6 1745.19 -266172 -15362.3 0 4
1300.95 1748.51 -363255 -305283 0 4
1301.56 1745.07 -701363 -252046 0 4
1296.24 1746.23 -204267 34089.8 0 4
1300.26 1749.29 -150360 -389192 0 4
1295.66 1748.28 -690844 -282902 0 4
1291.36 1746.94 -1.47811e+06 -604083 0 4
1301.83 1745.19 -93701.7 30035.4 0 12
1342.92 1760.5 -1.03803e+06 -598329 0 4
1302.39 1747.08 -748863 -145240 0 4
1300.11 1751.58 -273655 -611432 0 4
1300.95 1750.15 -296666 -458638 0 4
1296.05 1752.94 -684488 -702987 0 4
1302.14 1754.07 -656390 -585023 0 4
1302.74 1748.71 -651598 -215363 0 4
1301.22 1748 -132357 -77187.9 0 4
1301.13 1749.2 -246835 -292293 0 4
1286.13 1745.82 -1.25891e+06 -653454 0 4
1300.69 1748.87 -474282 -436483 0 4
1295.74 1744.34 -1.00145e+06 -842008 0 4
1301.79 1746.41 -267600 -28531.2 0 4
1295.17 1748.02 -613104 -187409 0 4
1298.4 1752.92 -341633 -690316 0 4
1301.79 1748.28 -629516 -303762 0 4
1299.07 1751.01 -166014 -606523 0 4
1298.39 1749.56 -115268 -559521 0 4
1297.6 1749.56 -155705 -378516 0 4
1291.68 1747.47 -1.5269e+06 -628010 0 4
1295.35 1752.5 -754964 -659278 0 4
1301.31 1748.09 72066.6 51589.1 0 4
1301.49 1746.21 -165798 19404.7 0 4
1301.05 1750.94 -324076 -500627 0 4
1299.31 1751.32 -211903 -621418 0 4
1299.66 1750.18 -67716.4 -426468 0 4
1301.65 1747.56 -4291.61 33699.5 0 4
1282.99 1752.65 -1.04162e+06 -571459 0 0
1299.56 1750.02 -83264.9 -484267 0 4
1301.82 1748.58 -334208 -186280 0 4
1302.31 1746.67 -725792 -130592 0 4
1297.45 1749.25 -347665 -558837 0 4
1300.16 1750.41 -130892 -463978 0 4
1300.74 1749.42 -129967 -236437 0 4
1301.4 1749.41 -169773 -180846 0 4
1300.53 1749.46 -242529 -489882 0 4
1296.69 1748.56 -539207 -364015 0 4
1297.25 1750.5 -319700 -684334 0 4
1294.81 1745.95 -820680 -169003 0 4
1299.56 1749.54 -50198.6 -408123 0 4
1307.03 1749.91 -1.32993e+06 -494357 0 5
1302.71 1747.34 -580649 -98614.6 0 4
1301.39 1746.78 -150017 715.001 0 4
1293.16 1744.43 -1.40647e+06 -610160 0 4
1299.32 1750.54 -103513 -461221 0 4
1294.51 1751.11 -929749 -654769 0 4
1295.54 1744.87 -674342 -201327 0 4
1302.2 1747.19 -478293 -99472.4 0 4
1295.63 1750.59 -702366 -664786 0 4
1302.55 1747.77 -515432 -86384.4 0 4
1299.95 1751.73 -232261 -554434 0 4
1301.51 1746.03 -706100 -142579 0 4
1315.02 1746.27 -1.34465e+06 -751883 0 4
1301.72 1746.7 -301280 -44545 0 4
1296.64 1748.99 -123928 -129864 0 4
1297.86 1749.76 -105747 -403282 0 4
1297.35 1749.5 -131361 -273057 0 4
1301.33 1747.53 47832.5 10524.6 0 4
1298.06 1757.65 -591111 -597891 0 4
1301.39 1745.97 -169528 22299.3 0 4
1297.04 1749.34 -211819 -306906 0 4
1297.47 1749.45 -12495.5 -117458 0 4
1299.87 1752.97 -409443 -735174 0 4
1301.3 1748.04 87507.2 47929.7 0 12
1302.06 1744.7 -146983 -101105 0 4
1301.77 1746.89 -251566 -30205.7 0 4
1301.08 1752.67 -470474 -616297 0 4
1287.6 1752.05 -1.13358e+06 -595852 0 0
1300.37 1749.43 -40633.3 -176292 0 4
1296.28 1745.85 -240268 25075.6 0 4
1300.94 1749.8 -228547 -390989 0 4
1295.52 1749.27 -710182 -505229 0 4
1302.13 1748.04 -568633 -148225 0 4
1298.89 1749.62 -81120.4 -564752 0 4
1294.1 1746.04 -1.33161e+06 -342722 0 4
1327.13 1747.37 -1.30429e+06 -715530 0 4
1291.47 1752.25 -1.20605e+06 -596558 0 4
1301.31 1749.3 -319615 -342399 0 4
1296.06 1755 -659658 -633693 0 4
1302.16 1746.16 -525496 -78411.6 0 4
1294.55 1744.74 -1.15595e+06 -631112 0 4
1298.2 1749.54 -91495 -457237 0 4
1301.97 1746.33 -418775 -42785.2 0 4
1302.29 1748.62 -800674 -341722 0 4
1266.39 1745.2 -992859 -599792 0 0
1297.61 1753.7 -424747 -685774 0 4
1292.78 1760.13 -781068 -505148 0 4
1301.19 1748.04 -16723.7 32817.3 0 4
1306.72 1750.74 -1.32889e+06 -490267 0 0
1301.38 1745.09 -265877 13733.7 0 4
1304.19 1745.91 -2.07203e+06 -860072 0 5
1296.25 1744.8 -770728 -343729 0 4
1297.05 1749.42 -377690 -486725 0 4
1301.47 1745.43 -208780 35853.6 0 4
1300.91 1749.94 -174137 -328940 0 4
1299.98 1749.31 -165485 -486003 0 4
1308.7 1754.67 -1.09165e+06 -488145 0 5
1299.39 1750.03 -109595 -575129 0 4
1301.68 1745.72 -559699 -135369 0 4
1297.37 1757.02 -616570 -618522 0 4
1299.57 1752.49 -300974 -650093 0 4
1301.18 1751.44 -404944 -528008 0 4
1301.47 1746.26 -353565 -39387.8 0 4
1302.13 1747.66 -996712 -299045 0 4
1302.04 1747.81 -158070 -7619.23 0 4
1297.01 1755.65 -668751 -661336 0 4
1294.44 1745.04 -1.16721e+06 -514605 0 4
1295.02 1746.56 -854934 -177439 0 4
1299.29 1749.98 -44648.8 -438229 0 4
1301.57 1753.24 -579400 -621075 0 4
1298.34 1753.43 -413791 -744616 0 4
1295.21 1745.33 -299571 -550.864 0 4
1294.28 1744.42 -1.23727e+06 -629011 0 0
1300.81 1749.25 -106044 -223951 0 4
1292.6 1747.26 -1.67155e+06 -550376 0 4
1301.32 1747.9 -105748 -25867.9 0 4
1301.67 1751.38 -503879 -504271 0 4
1299.71 1749.43 -99812.4 -461797 0 12
1301.49 1744.8 -803094 -393400 0 4
1294.99 1758.91 -713228 -526433 0 4
1300.23 1749.26 -48143 -164132 0 4
1287.72 1753.84 -1.08552e+06 -564100 0 4
1298.72 1749.68 -46308.1 -459304 0 4
1295.55 1745.36 -24266.2 86061.9 0 12
1293.06 1749.72 -1.29735e+06 -567965 0 4
1303.14 1749.04 -1.08346e+06 -434853 0 4
1302.14 1745.25 -243263 -20679.3 0 4
1293.19 1746.63 -1.59461e+06 -423958 0 4
1303.31 1750.48 -969745 -411376 0 4
1301.43 1747.59 72635.7 60076.7 0 12
1300.81 1748.71 -347803 -254516 0 4
1299.25 1752.51 -290726 -658370 0 4
1300.85 1750.09 -206849 -397347 0 4
1295.56 1751.09 -607661 -626277 0 4
1295.52 1747.38 -482220 -110294 0 4
1301 1751.61 -392725 -549826 0 4
1301.59 1745.87 -219502 24523 0 4
1289.72 1752.59 -1.16718e+06 -587003 0 0
1297.69 1749.32 -196336 -474636 0 4
1299.16 1750.26 -102045 -559498 0 4
1296.31 1749.17 -290271 -219044 0 4
1296.12 1744.66 -772787 -393192 0 4
1301.52 1745.18 -628774 -208882 0 4
1294.61 1744.54 -1.131e+06 -634359 0 4
1302.48 1746.1 -853922 -181186 0 4
1301.38 1747.2 -313418 -102461 0 4
1296.58 1751.04 -419363 -622809 0 4
1301.85 1747.83 -71989.3 17194 0 4
1296.39 1748.05 -652902 -224436 0 4
1296.26 1746.46 -608110 -102110 0 4
1301.08 1751.26 -413774 -564677 0 4
1301.03 1753.79 -558593 -651234 0 0
1305.43 1747.51 -1.69472e+06 -625419 0 4
1302.95 1746.01 -902169 -239953 0 5
1302.66 1751.37 -690194 -445246 0 4
1299.53 1749.79 -96076.4 -554917 0 4
1302.73 1751.61 -785276 -487668 0 4
1299.43 1749.81 -20004.3 -376345 0 4
1302.04 1746.49 -313588 -2298.49 0 4
1303.95 1745.14 -1.75251e+06 -891548 0 4
1302.81 1749.27 -750387 -303423 0 4
1301.84 1755.92 -644639 -596568 0 4
1296.64 1751.38 -407070 -617391 0 4
1300.26 1749.44 -224776 -478015 0 4
1301.44 1745.84 -205817 29961.8 0 4
1301.23 1747.95 -480515 -199478 0 4
1299.37 1750.5 -121397 -585889 0 4
1299.81 1749.5 31627.3 -146771 0 12
1300.96 1748.48 -169054 -88797.5 0 12
1296.54 1751.46 -479177 -669801 0 4
1301.38 1747.05 -146053 -31428.8 0 4
1296.22 1746.88 -457556 -65034.1 0 4
1301.59 1745.71 -71851.1 67488.3 0 12
1298.12 1754.08 -515194 -740148 0 4
1295.65 1745.76 -296181 -2513.59 0 4
1276.75 1744.43 -1.14651e+06 -639873 0 5
1301.8 1748.14 -273178 -102553 0 4
1298.37 1750.31 -182740 -718370 0 4
1298.92 1750.89 -136243 -579358 0 4
1301.51 1745.08 -171808 -4081.68 0 4
1295.72 1745.26 -317785 2645.09 0 4
1291.05 1746.72 -1.44758e+06 -629187 0 4
1301.77 1745.9 -213022 7756.08 0 4
1300.57 1753.62 -460355 -666550 0 4
1296.28 1744.69 -384800 -107377 0 4
1334.83 1753.74 -1.17685e+06 -636018 0 4
1284.62 1755.27 -1.01249e+06 -543472 0 4
1301.42 1746.5 -139703 4122.98 0 4
1296.26 1746.37 -311200 1633.38 0 4
1295.77 1744.85 -881752 -528998 0 4
1297.03 1749.67 -192859 -334428 0 4
1301.38 1747.29 -157117 -44272.4 0 4
1302.58 1748.27 -616975 -172395 0 4
1300.08 1750.71 -134846 -458391 0 4
1295.09 1744.55 -1.06176e+06 -745510 0 4
1299.9 1750.48 -104713 -442823 0 4
1301.28 1748.46 -286424 -204950 0 4
1306.41 1746.07 -1.63855e+06 -844026 0 4
1301.51 1746.76 -206349 -17553.3 0 4
1300.83 1748.66 -349269 -281275 0 12
1297.23 1750.45 -250819 -450610 0 4
1301.02 1748.57 -96231.5 -84366 0 4
1301.18 1748.67 -114545 -113522 0 4
1295.42 1754.19 -739730 -634264 0 4
1301.33 1748.2 -97472.7 -44362.7 0 4
1316.18 1745.89 -1.33819e+06 -751733 0 4
1313.23 1761.06 -934204 -533735 0 4
1314.52 1753.39 -1.17083e+06 -574755 0 4
1301.52 1746.87 -104814 1719.95 0 4
1298.92 1751.28 -176443 -626719 0 4
1287.6 1745.86 -1.29115e+06 -659409 0 4
1300.34 1759.75 -668438 -569601 0 4
1297.75 1749.37 -190252 -456908 0 4
1309.53 1755.91 -1.01667e+06 -467995 0 0
1300.24 1749.24 -107472 -299704 0 4
1296.08 1744.48 -1.09162e+06 -715215 0 4
1295.29 1746.08 -473657 -53431.6 0 4
1302.25 1745.36 -196697 14538.2 0 4
1300.81 1750.01 -291358 -491966 0 4
1301.42 1745.48 -77379.5 72095.4 0 12
1294.93 1754.75 -848809 -627579 0 4
1304.51 1745.31 -1.82703e+06 -952368 0 4
1296.16 1755.29 -618603 -619194 0 4
1298.54 1749.66 -107854 -603206 0 4
1303.02 1746.07 -1.6827e+06 -582214 0 5
1300.61 1749.59 -268600 -473272 0 4
1309.48 1746.38 -1.40844e+06 -774505 0 4
1298 1751.29 -200371 -539848 0 4
1301.36 1749.02 -240056 -234825 0 4
1306.03 1749.02 -1.49899e+06 -527350 0 5
1295.31 1750.21 -636114 -510374 0 4
1295.04 1747.2 -259098 -10268.8 0 4
1319.66 1746.12 -1.33939e+06 -744518 0 4
1301.6 1746.04 -174689 28467 0 12
1302.2 1747.89 -795423 -253813 0 4
1300.5 1749.77 -212351 -499638 0 4
1298.99 1749.72 37696.2 -215960 0 12
1292.99 1752.37 -1.08795e+06 -599190 0 0
1305 1747.27 -1.809e+06 -591022 0 5
1301.67 1745.78 -148207 20925.6 0 4
1301.41 1746.28 -112157 54351.7 0 12
1298.8 1749.93 -132192 -708299 0 4
1298.89 1750.06 -14125.2 -367299 0 4
1301.95 1746.13 -214055 4302.16 0 4
1301.58 1745.88 -286431 5232.31 0 4
1305.67 1746.74 -1.65258e+06 -719920 0 4
1301.28 1750.67 -385278 -465109 0 4
1299.44 1750.13 -64691.5 -448301 0 4
1302.35 1746.52 -208058 43799 0 4
1294.4 1744.9 -1.11445e+06 -497592 0 4
1294.17 1744.39 -1.24152e+06 -645009 0 4
1297.6 1749.47 55535.9 -14318.6 0 12
1302.02 1744.89 -1.42163e+06 -1.2465e+06 0 4
1300.14 1749.31 -217053 -463478 0 4
