x z szz sxx pp state
1301.88 1751.61 -596692 -530919 0 4
1301.51 1745.34 -457538 -62978.8 0 4
1295.61 1744.73 -854590 -377508 0 4
1292.91 1754.67 -1.00257e+06 -572015 0 0
1297.31 1751.41 -389043 -721216 0 4
1300.3 1749.13 -198403 -382226 0 4
1297.1 1749.93 -374158 -643361 0 4
1301.67 1747.27 -212936 -37426.3 0 4
1301.38 1748.9 -435676 -398500 0 4
1301.14 1751.13 -407421 -546492 0 4
1299.63 1751.17 -194816 -572666 0 4
1294.9 1748.89 -774221 -403693 0 4
1302.61 1750.73 -732815 -421550 0 4
1301.34 1749.46 -197160 -217615 0 4
1292.19 1745.79 -1.57501e+06 -584760 0 4
1302.33 1746.52 -298895 9296.54 0 4
1293.66 1745.72 -1.43812e+06 -409202 0 4
1298.27 1750.08 -42330.4 -363335 0 4
1294.57 1745.15 -860214 -227887 0 4
1294.5 1746.22 -1.3509e+06 -362886 0 4
1301.64 1747.41 -641515 -198408 0 4
1292.32 1745.31 -1.42885e+06 -533277 0 4
1284.08 1746.92 -1.1935e+06 -647101 0 0
1298.85 1749.93 -89523.1 -592627 0 4
1302.11 1746.19 -225770 25182.1 0 4
1301.59 1747.9 -69569.1 -2781.18 0 4
1294.05 1751.43 -980089 -628518 0 4
1307.97 1758.57 -931218 -510989 0 4
1296.27 1746.22 -251007 25721.4 0 4
1295.08 1749.08 -751714 -433577 0 4
1301.77 1750.05 -438565 -407150 0 4
1252.71 1756.97 -552878 -546704 0 0
1300.7 1748.9 -30149.4 -49887.4 0 4
1300.09 1749.37 -88584.9 -355680 0 4
1305.53 1754.04 -955299 -463446 0 0
1303.72 1745.2 -1.82306e+06 -1.00394e+06 0 4
1298.09 1750.37 -197045 -652524 0 4
1304.64 1747.39 -1.6593e+06 -443132 0 5
1295.34 1753.38 -792073 -661111 0 4
1293.88 1752.05 -1.03159e+06 -635398 0 4
1299.29 1751.42 -143386 -532468 0 4
1301.9 1747.08 -404306 -66216.4 0 4
1299.2 1752.03 -275288 -680717 0 4
1305.72 1751.79 -1.17855e+06 -455132 0 5
1297.87 1750.4 -158387 -532917 0 4
1304.81 1753.09 -971718 -447870 0 0
1301.61 1746.58 -145821 5642.6 0 4
1303.67 1750.22 -1.08653e+06 -413118 0 4
1298.52 1750.07 -87373.4 -539439 0 4
1299.05 1753.52 -450122 -744832 0 4
1302.13 1747.88 -572883 -183090 0 4
1294.39 1749.74 -1.07303e+06 -616189 0 4
1298.63 1749.65 -5121.29 -298724 0 4
1301.33 1750.11 -353584 -456013 0 4
1295.32 1745.31 -962316 -248606 0 4
1300.38 1750.26 -186171 -489413 0 4
1296.34 1744.57 -210005 -29640.5 0 4
1301.34 1748.17 -118756 -87307.3 0 4
1298.39 1749.72 5688.77 -254569 0 4
1309.58 1750.77 -1.2868e+06 -583683 0 4
1296.38 1748.11 -43557.9 33427.6 0 4
1301.56 1748.3 -7182.62 -15323.6 0 4
1309.64 1748.86 -1.32312e+06 -618323 0 0
1298.1 1751.12 -222875 -626024 0 4
1299.96 1749.88 -114316 -453398 0 4
1298.78 1754.21 -529046 -745089 0 0
1300.81 1748.83 44821.6 -10727.5 0 4
1303.52 1746.2 -1.10569e+06 -263044 0 5
1302.13 1747.49 -194988 -15831.9 0 4
1300.86 1748.63 -431992 -324590 0 4
1301.61 1748.05 -87441.5 -32778.7 0 4
1301.46 1745.78 -109745 55034.5 0 4
1301.19 1753.23 -484128 -622628 0 4
1300.52 1751.31 -322319 -577309 0 4
1301.07 1751.94 -386096 -541750 0 4
1296.67 1753.4 -659307 -741794 0 0
1302.54 1751.2 -641768 -427611 0 4
1298.05 1753.44 -415749 -709502 0 4
1302.57 1750.6 -660247 -403032 0 4
1293.77 1745.45 -1.18907e+06 -332290 0 5
1298.63 1752.72 -343333 -709688 0 4
1294.93 1745.05 -871591 -273224 0 4
1301.91 1745.97 -677320 -164650 0 4
1302.6 1745.43 -593694 -271853 0 5
1299.45 1752.06 -298216 -676071 0 4
1301.16 1748.1 -472812 -252713 0 4
1303.34 1749.23 -961107 -354137 0 4
1295.44 1747.92 -766653 -264209 0 4
1294.62 1750.59 -866104 -605952 0 4
1301.71 1748.55 -451071 -270408 0 4
1295.21 1747.52 -916924 -268188 0 4
1294.06 1752.49 -1.02801e+06 -615653 0 0
1298.56 1757.52 -620831 -612021 0 4
1297.4 1751.48 -399574 -762693 0 4
1296.42 1748.04 -5441.22 55770.3 0 12
1292.39 1757.06 -921090 -537877 0 0
1311.74 1755.98 -1.06748e+06 -495683 0 4
1301.06 1749.11 -183446 -195014 0 4
1302.59 1746.06 -936108 -221914 0 4
1292.46 1749.44 -1.41031e+06 -617792 0 0
1292.3 1744.83 -1.46504e+06 -626106 0 0
1272.57 1744.94 -1.09058e+06 -618367 0 5
1294.48 1752.8 -872018 -608189 0 0
1296.27 1745.22 -158982 45076.9 0 4
1302.41 1745.85 -548736 -102033 0 4
1299.16 1749.72 3.07076 -320536 0 4
1306.61 1753.21 -1.0856e+06 -459776 0 4
1296.13 1748.18 -249208 -65538.7 0 4
1300.57 1752.84 -506252 -709840 0 4
1290.33 1756.16 -1.02464e+06 -536974 0 4
1296.62 1750.73 -427956 -624908 0 4
1292.28 1745.21 -1.50047e+06 -566802 0 4
1306.64 1748.39 -1.47347e+06 -610185 0 0
1301.17 1748.14 -467303 -247930 0 4
1295.17 1755.29 -753537 -594268 0 0
1306.88 1745.85 -1.49452e+06 -818416 0 4
1300.8 1752.49 -397275 -597583 0 4
1296.83 1748.77 -839791 -605729 0 4
1298.13 1749.52 -43110.6 -279308 0 4
1299.57 1750.2 -98082.4 -452418 0 4
1300.09 1749.33 -17562.5 -184350 0 4
1299.64 1750.21 -102367 -460817 0 4
1301.78 1748 30364.8 43196.8 0 12
1287.92 1744.48 -1.34043e+06 -665986 0 4
1302.92 1746.17 -1.19983e+06 -315128 0 5
1303.26 1747.91 -1.15542e+06 -340524 0 4
1302.18 1749.84 -549793 -362853 0 4
1299.79 1753.34 -444289 -744603 0 0
1322.03 1749.66 -1.26035e+06 -672885 0 0
1308.13 1756.99 -940489 -489472 0 4
1302.03 1746.95 -469405 -95751.7 0 4
1300.1 1752.03 -279767 -572607 0 4
1303.06 1748.44 -1.0962e+06 -370379 0 4
1300.57 1751.47 -330999 -574510 0 4
1296.89 1750.02 -418681 -691969 0 4
1299.76 1750.31 -88941.9 -435849 0 4
1299.56 1750.24 -82646.6 -444445 0 4
1295.87 1745.32 -144236 55670.6 0 4
1303.73 1747.14 -1.47617e+06 -382996 0 5
1297.02 1750.41 -291954 -521016 0 4
1296.12 1745.91 -361224 -17234.3 0 4
1300.41 1751.02 -237082 -518920 0 4
1301.39 1747.22 4549.37 11995.3 0 4
1301.47 1747.22 -283025 -80772.1 0 4
1293.27 1746.49 -1.50422e+06 -395872 0 4
1303.09 1747.21 -1.29879e+06 -333844 0 4
1301.92 1752.91 -569530 -576507 0 4
1300.17 1749.33 -200065 -376773 0 4
1298.03 1751.3 -195961 -541446 0 4
1301.1 1754.02 -531862 -626542 0 4
1296.51 1748.33 -235298 -63578.7 0 4
1303.16 1745.58 -821107 -241574 0 5
1296.96 1750.07 -466748 -732589 0 4
1301.03 1748.59 9138.96 -13748.4 0 4
1302.46 1752.74 -654769 -520660 0 4
1300.75 1753.96 -469718 -640501 0 0
1296.21 1744.57 -477484 -262174 0 4
1314.51 1751.71 -1.20947e+06 -599857 0 4
1296.25 1745.73 -192911 41626 0 4
1307.93 1748.31 -1.40407e+06 -642032 0 4
1296.06 1752.01 -598907 -691640 0 4
1295.87 1752.11 -619847 -672722 0 4
1296.27 1745.28 -203708 35315.3 0 4
1299.93 1749.63 -47444.9 -287021 0 4
1313.83 1760.19 -957755 -515032 0 4
1301.82 1747.7 -485116 -155100 0 4
1301.48 1748.18 -355161 -207034 0 4
1296.08 1750.75 -573043 -648971 0 4
1301.42 1745.62 -174968 41597.1 0 4
1300.9 1748.69 -29551.6 -55744.2 0 4
1300.08 1749.33 -96952.2 -306409 0 12
1301.04 1749.06 -196450 -249903 0 4
1295.01 1756.14 -813772 -615492 0 4
1301.43 1748.3 -296259 -161864 0 4
1301.97 1751.21 -594879 -496614 0 4
1295.18 1746.48 -1.15963e+06 -281396 0 4
1295.33 1745.84 -496285 -56279.8 0 4
1295.02 1745.9 -1.26018e+06 -318307 0 4
1299.23 1750.22 -40007.8 -368369 0 4
1295.22 1751.65 -809111 -695417 0 4
1299.7 1749.51 -95700.9 -465088 0 4
1301.7 1747.23 43765.3 61412.3 0 4
1301.17 1749.4 -302146 -344518 0 4
1323.48 1751.45 -1.21187e+06 -648145 0 4
1314.36 1751.49 -1.21821e+06 -602031 0 4
1294.01 1752.35 -977871 -608861 0 4
1293.83 1745.86 -1.38868e+06 -375867 0 5
1301.3 1750.98 -376960 -459367 0 4
1295.92 1745.37 -769210 -157483 0 4
1303.91 1747.32 -1.6415e+06 -443034 0 5
1293.98 1749.1 -1.56304e+06 -744269 0 4
1302.48 1748.39 -930969 -344952 0 4
1298.82 1752.6 -317399 -679931 0 4
1293.97 1748.89 -1.05035e+06 -415928 0 4
1299.65 1749.57 -13606.6 -291546 0 4
1300.03 1749.97 -74655.1 -361994 0 4
1289.19 1748.1 -1.31182e+06 -658347 0 4
1301.66 1745.38 -86933.3 70591.5 0 12
1301.34 1748.11 41225.7 22852.5 0 4
1300.85 1749.93 -188618 -334440 0 4
1296.1 1744.94 -797673 -339065 0 4
1302.5 1747.61 -945306 -246216 0 4
1302.44 1745.95 -616886 -120706 0 5
1301.46 1747.3 -57812.2 2294.29 0 4
1296.94 1749.25 -349584 -388313 0 4
1297.56 1749.9 -170962 -459627 0 4
1277.27 1748.68 -1.05438e+06 -593730 0 4
1301.75 1745.67 -399931 -56219.4 0 4
1303.16 1753.55 -732288 -504156 0 4
1302.51 1747.59 -369013 -43584 0 4
1311.82 1750.98 -1.26213e+06 -592700 0 5
1303.28 1745.27 -990443 -399048 0 4
1297.18 1750.83 -278262 -539680 0 4
1301.39 1746.62 -279112 -36452.9 0 4
1297.83 1749.45 -183817 -474294 0 4
1295.45 1749.64 -741907 -553258 0 4
1302.16 1750.88 -552090 -434432 0 4
1305.79 1751.13 -1.17615e+06 -410523 0 5
1300.37 1750.22 -191431 -504302 0 4
1300.51 1749.18 11311.5 -20561.8 0 4
1296.35 1749.13 -565797 -477155 0 4
1302.18 1746.61 -796652 -152587 0 4
1306.97 1746.99 -1.4739e+06 -734075 0 4
1282.64 1759.96 -871241 -497964 0 4
1301.1 1749.24 -116531 -167480 0 4
1296.11 1744.55 -82323.4 6587.94 0 4
1301.28 1747.96 -322270 -121033 0 4
1297.97 1751.17 -271373 -710713 0 4
1302.99 1748.37 -874600 -278824 0 4
1298.79 1759.82 -662916 -561671 0 4
1298.2 1749.64 -55371.4 -369194 0 4
1303.16 1748.43 -1.26671e+06 -430813 0 4
1297.03 1749.74 -190686 -327233 0 4
1302.56 1745.27 -1.45437e+06 -1.04991e+06 0 4
1301.4 1748.31 -364561 -213183 0 4
1303.47 1747.09 -1.14565e+06 -276125 0 5
1301.87 1745.93 -112680 34921.6 0 4
1302.73 1750.61 -755300 -422980 0 4
1294.54 1747.72 -792427 -223879 0 4
1292.61 1756.16 -912032 -547333 0 4
1294.69 1746.19 -910674 -201043 0 4
1321.42 1759.46 -1.01854e+06 -543422 0 0
1300.11 1749.31 -143189 -369257 0 4
1301.48 1747.05 -76200.5 11144.3 0 4
1296.15 1746.76 -318268 -7493.08 0 4
1300.2 1749.5 -55047.8 -236868 0 4
1316.48 1748.99 -1.26231e+06 -675382 0 4
1294.22 1746.87 -1.16957e+06 -290098 0 4
1306.35 1749.86 -1.33885e+06 -486359 0 5
1301.64 1750.67 -461607 -435896 0 4
1302.55 1744.99 -317942 -104945 0 5
1301.88 1749.57 -495633 -353665 0 4
1300.07 1749.33 -83645.9 -332223 0 12
1296.88 1748.95 4968.83 14934.2 0 12
1305.23 1745.23 -1.75903e+06 -928360 0 4
1273.56 1746.79 -1.04922e+06 -600254 0 0
1289.12 1747.27 -1.30966e+06 -663156 0 4
1301.56 1746.42 -147386 9743.46 0 4
1301.11 1748.46 83570.6 60173.6 0 12
1321.79 1752.62 -1.18888e+06 -620582 0 0
1302.02 1745.82 -420675 -68309 0 4
1293.56 1753.42 -1.00882e+06 -607605 0 4
1296.28 1747.88 -213991 -41243 0 4
1306.12 1750.09 -1.36708e+06 -483833 0 5
1299 1752.42 -299724 -687454 0 4
1301.25 1748.22 88377.3 39931.3 0 12
1301.41 1747.31 51759.3 42023.8 0 4
1302.99 1746.45 -1.46096e+06 -373794 0 4
1281.87 1749.4 -1.11644e+06 -611299 0 4
1302.47 1749.77 -605739 -318801 0 4
1300.36 1749.58 -61283.4 -207653 0 4
1300.41 1749.57 -18495.8 -125898 0 4
1343.91 1750.41 -1.22231e+06 -703550 0 4
1304.69 1747.5 -1.75797e+06 -485506 0 5
1298.9 1749.81 -51359.8 -482495 0 4
1304.71 1747.29 -1.73336e+06 -474606 0 5
1304.55 1747.43 -1.80537e+06 -523179 0 5
1304.51 1747.14 -2.03146e+06 -615160 0 5
1299.88 1752.13 -310560 -617707 0 4
1301.46 1746 -289585 -12854.4 0 4
1301.35 1747.77 72092.4 49725.3 0 12
1305.82 1749.62 -1.3245e+06 -441139 0 0
1302.24 1751.85 -673594 -543019 0 4
1301.69 1752.47 -548314 -561183 0 4
1301.32 1747.83 -150293 -47431.3 0 4
1301.68 1750.8 -492733 -458724 0 4
1299.99 1750.04 -86327 -364758 0 4
1296.15 1745.09 -105406 65941.6 0 4
1297.89 1749.73 -77692.7 -352597 0 4
1315.82 1749.59 -1.25493e+06 -650255 0 4
1300.86 1749.28 -199287 -297662 0 4
1296.14 1751.44 -611093 -733342 0 4
1297.04 1749.14 -61474.9 -101276 0 4
1283.33 1747.23 -1.17361e+06 -639032 0 5
1306.91 1749.44 -1.39986e+06 -571868 0 5
1294.94 1746.75 -285527 10511.3 0 4
1298.09 1749.91 -186985 -660739 0 4
1300.12 1749.48 -53432.8 -290443 0 4
1310.14 1751.49 -1.23739e+06 -554625 0 5
1301.81 1747.9 -86086.1 -10856.6 0 4
1301.43 1753.02 -549432 -631937 0 4
1298.03 1750.07 -188194 -588114 0 4
1296 1748.51 -520618 -256377 0 4
1296.08 1751.77 -698545 -753818 0 4
1300.08 1749.44 -15875.7 -197108 0 4
1301.61 1746.99 -190763 -31188.8 0 4
1289.12 1747.76 -1.29382e+06 -648721 0 4
1300.7 1749.26 -207956 -340635 0 4
1309.28 1745.97 -1.40584e+06 -787583 0 0
1297.46 1749.68 -246635 -563647 0 4
1300.1 1750.17 -145028 -502569 0 4
1302.27 1749.61 -727946 -436870 0 4
1300.75 1749.25 -255786 -367430 0 4
1295.79 1744.86 -37907.7 78305.4 0 4
1298.72 1749.62 -12201.3 -336580 0 4
1301.83 1745.94 -691436 -157529 0 4
1285.31 1747.36 -1.20284e+06 -655666 0 4
1299.32 1749.76 19299.2 -266816 0 4
1299.36 1751.84 -214523 -577613 0 4
1299.79 1753.01 -354892 -656017 0 4
1286.11 1748.15 -1.20676e+06 -652379 0 4
1296.15 1744.4 -1.348e+06 -1.14304e+06 0 4
1300.31 1749.95 -146610 -399173 0 4
1302.07 1750.89 -562614 -453692 0 4
1301.4 1745.8 -129237 38274.4 0 4
1297.96 1751.36 -277692 -684219 0 4
1300.15 1753.44 -488431 -709804 0 4
1300.47 1753.92 -534070 -694302 0 4
1304.29 1749.57 -1.29701e+06 -401182 0 4
1299.55 1752.57 -374394 -720389 0 4
1296.06 1748.73 -824864 -475007 0 4
1292.97 1748.26 -1.69119e+06 -615093 0 4
1303.67 1745.79 -1.65459e+06 -552770 0 5
1296.3 1748.1 -816893 -288945 0 4
1295.46 1760.16 -689251 -487746 0 4
1302.78 1747.86 -1.1286e+06 -335580 0 4
1297.05 1751.42 -362262 -627814 0 4
1297.03 1749.02 -4892.27 -13129.2 0 4
1294.38 1746.01 -923389 -192568 0 4
1299.38 1749.67 -32484.6 -358602 0 4
1294.44 1746.06 -940943 -206785 0 4
1297.66 1749.33 -316440 -611267 0 4
1289.74 1750.34 -1.22679e+06 -626890 0 4
1303.03 1746.07 -1.08654e+06 -290851 0 5
1293.67 1746.15 -1.32978e+06 -335151 0 4
1300.45 1749.87 -155958 -380950 0 4
1301.6 1749.57 -308939 -278591 0 4
1296.83 1757.04 -642815 -602796 0 4
1295.39 1749.93 -740225 -595360 0 4
1301.64 1752.73 -551212 -617731 0 4
1309.17 1747.46 -1.37553e+06 -712768 0 4
1301.75 1747.96 -448144 -170714 0 4
1301.26 1748.6 -451349 -325127 0 4
1302.75 1750.62 -739959 -409930 0 4
1312.69 1746.67 -1.33538e+06 -740221 0 4
1298.14 1749.53 -129712 -523954 0 4
1296.51 1750.01 -343238 -453167 0 4
1304.11 1745.89 -2.02654e+06 -814120 0 5
1301.57 1748.09 -380462 -156977 0 4
1298.04 1749.56 73505.9 -29676.7 0 4
1296.2 1747.86 -422638 -115722 0 4
1298.2 1751.46 -328278 -778396 0 4
1303.4 1745.85 -1.12314e+06 -355157 0 5
1296.14 1744.86 -243214 -40467.6 0 4
1299.76 1750.76 -138727 -493693 0 4
1283.73 1749.49 -1.1288e+06 -611529 0 0
1302.75 1746.19 -705518 -136485 0 4
1311.19 1750.81 -1.25246e+06 -583337 0 4
1301.4 1746.23 -167134 35835.1 0 12
1296.43 1749.61 -366646 -394197 0 4
1296.01 1746.56 -583238 -98694.1 0 4
1301.66 1748.79 -610623 -391076 0 4
1305.34 1751.67 -1.08502e+06 -404636 0 5
1323.58 1747 -1.31237e+06 -727433 0 0
1296.78 1749.47 -165875 -212031 0 4
1295.74 1744.64 -224364 -70786 0 4
1303.15 1751.05 -816989 -419785 0 4
1280.25 1759.63 -846969 -486235 0 4
1301.45 1746.75 -47966.4 23535 0 4
1303.06 1751.22 -752628 -408879 0 4
1301.31 1749.19 -241531 -241225 0 4
1296.17 1744.9 -574873 -225000 0 4
1297.69 1750.74 -317378 -776856 0 4
1300.84 1748.77 -309916 -307205 0 4
1301.39 1750 -431065 -461933 0 4
1294.54 1748.28 -677096 -242539 0 4
1293.76 1750.21 -1.20052e+06 -612696 0 4
1302.14 1746.26 -585548 -88365.8 0 4
1301.65 1748.3 -89085.1 -30576.5 0 4
1301.94 1747.79 -151805 24.0026 0 4
1300.28 1749.21 -257632 -466551 0 4
1299.86 1750.22 -116498 -492452 0 4
1264.21 1745.76 -937124 -582984 0 4
1297.08 1749.24 -279787 -398579 0 4
1297.68 1756.35 -611727 -648379 0 4
1302.84 1746.46 -1.22406e+06 -304472 0 4
1300.17 1752.15 -371100 -685761 0 4
1292.39 1749.9 -1.39085e+06 -635931 0 4
1294.75 1752.16 -881103 -673082 0 4
1300.71 1751.88 -340932 -560583 0 4
1297.86 1749.84 -194344 -633980 0 4
1301.54 1751.65 -525234 -548909 0 4
1310.97 1754.04 -1.13793e+06 -519389 0 5
1303.67 1746.26 -1.19447e+06 -314875 0 5
1293.78 1750.26 -1.18056e+06 -624150 0 4
1311.24 1753.89 -1.14186e+06 -516026 0 5
1298.21 1750.79 -219719 -655032 0 4
1291.94 1753.92 -1.05048e+06 -557875 0 4
1292.09 1745.79 -1.54931e+06 -576298 0 4
1301.99 1745.73 -902225 -254677 0 4
1293.34 1750.5 -1.2211e+06 -612475 0 4
1288.11 1744.56 -1.33929e+06 -665436 0 0
1295.91 1751.02 -688906 -767895 0 4
1307.49 1750.01 -1.32448e+06 -529944 0 5
1297.62 1752.75 -391953 -694202 0 4
1303.69 1748.6 -1.07432e+06 -319654 0 4
1292.86 1746.1 -1.51242e+06 -486843 0 4
1299.22 1751.07 -185575 -655801 0 4
1303.97 1751.01 -1.01376e+06 -402622 0 0
1293.91 1746.25 -1.50989e+06 -400814 0 4
1300.95 1749.29 -154896 -245161 0 4
1300.8 1749.79 -156911 -298866 0 4
1302.03 1751.81 -617201 -558730 0 4
1294.9 1745.52 -463005 -55776.2 0 4
1303.95 1747.83 -1.58323e+06 -440187 0 5
1270.22 1750.58 -905095 -548119 0 4
1285.33 1746.07 -1.24489e+06 -656543 0 4
1299.78 1758.37 -670436 -615728 0 4
1302.42 1748.71 -927782 -409860 0 4
1297.1 1749.28 -513405 -687099 0 4
1306.63 1745.6 -1.58429e+06 -865736 0 4
1293.83 1745.87 -1.38534e+06 -382005 0 4
1296.12 1744.56 -652929 -385664 0 4
1301.45 1746.64 -184139 -14059.8 0 4
1293.9 1744.54 -1.10968e+06 -466637 0 4
1299.27 1749.97 -102373 -595944 0 4
1298.67 1750.9 -121656 -509273 0 4
1302.59 1748.76 -832144 -323531 0 4
1301.44 1748.8 -158939 -108663 0 4
1301.64 1745.9 -189980 11979.8 0 4
1299 1749.82 -21121.7 -391621 0 4
1292.07 1751.54 -1.17598e+06 -591362 0 4
1301.46 1747.73 -172108 -37624.3 0 4
1301.37 1746.7 -162009 -28286.7 0 4
1301.8 1746.07 -225478 -439.121 0 4
1302.93 1755.02 -710984 -548253 0 4
1307.42 1750.43 -1.29517e+06 -521874 0 5
1301.48 1747.33 65179.3 50243.2 0 12
1310.67 1758.66 -966490 -514263 0 4
1301.23 1748.88 -274890 -211362 0 4
1301.45 1744.82 -641936 -172715 0 4
1298.7 1749.8 -50680.3 -467480 0 4
1298.69 1749.73 -28943.9 -391342 0 4
1298.61 1750.09 -16816.6 -356745 0 4
1263.82 1758.46 -685932 -441012 0 4
1291.83 1744.54 -1.38308e+06 -560524 0 4
1302.81 1750.4 -856543 -452192 0 4
1301.4 1745.78 -157070 47812.8 0 4
1299.76 1749.85 -14669.1 -287635 0 4
1298.23 1750.58 -213478 -750619 0 4
1257.18 1755.68 -621562 -495878 0 4
1301.4 1745.94 -139596 42286.1 0 12
1305.73 1752.9 -1.02512e+06 -421042 0 4
1298.41 1750.95 -172184 -594940 0 4
1295.84 1754.09 -656124 -645439 0 4
1301.08 1751.33 -358327 -513817 0 4
1296.22 1744.94 -392667 -24834.5 0 4
1294.37 1745.25 -1.0992e+06 -375258 0 4
1296.16 1745.05 -314294 -15850.8 0 4
1299.56 1750.87 -167425 -567707 0 4
1301.62 1746.49 -216894 -10973.2 0 4
1298.55 1750.98 -141503 -540498 0 4
1296.26 1747.88 -338866 -94616 0 4
1300.25 1749.59 -222968 -553812 0 4
1300.3 1749.67 -163050 -405816 0 4
1298.72 1751.04 -217773 -709128 0 4
1301.4 1746.85 65316.2 54959.1 0 12
1296.8 1749.03 -481491 -513446 0 4
1297.52 1750.72 -248284 -566750 0 4
1299.65 1749.56 17310.1 -205481 0 4
1302.85 1749.92 -870046 -435413 0 4
1282.66 1746.9 -1.17756e+06 -644707 0 4
1298.87 1749.58 12592.9 -297168 0 12
1305.56 1745.67 -1.63789e+06 -854809 0 0
1311.31 1753.22 -1.18192e+06 -545073 0 0
1297.31 1749.75 -126906 -300616 0 4
1297.17 1750.98 -323487 -635125 0 4
1302.37 1750.09 -690278 -428368 0 4
1303.67 1755.98 -777920 -552795 0 4
1295.9 1749.69 -678115 -614558 0 4
1301.96 1746.07 -571876 -110853 0 4
1300.53 1751.08 -220822 -486088 0 4
1294.08 1753.34 -979218 -616865 0 4
1299.01 1750.16 -107138 -639422 0 4
1301.44 1754.41 -623666 -644007 0 4
1299.95 1749.44 -147691 -409846 0 4
1297.17 1749.17 -67446.4 -131475 0 4
1298.46 1750.63 -92156.6 -464145 0 4
1303.59 1747.23 -1.13876e+06 -276441 0 5
1295.05 1745.6 -294324 11373.6 0 4
1299.34 1749.7 -8288.29 -332159 0 4
1306.11 1745.98 -1.54657e+06 -808762 0 4
1304.17 1749.8 -1.26803e+06 -419469 0 4
1292.24 1746.72 -1.50828e+06 -546526 0 4
1304.39 1745.15 -1.69761e+06 -845739 0 4
1303.35 1752.82 -863101 -520815 0 4
1298.5 1749.98 -38768.7 -396156 0 4
1298.05 1750.22 -169511 -628880 0 4
1300.9 1749.04 -254169 -338131 0 4
1304.21 1751.27 -1.10886e+06 -431000 0 5
1302.87 1746.34 -761095 -145503 0 4
1302.82 1746.46 -1.15072e+06 -275114 0 4
1303.93 1747.19 -1.72493e+06 -466052 0 5
1293.78 1745.03 -1.41769e+06 -533479 0 4
1292.11 1753.1 -1.11313e+06 -577991 0 4
1290.99 1744.84 -1.44653e+06 -632186 0 0
1301.42 1748.71 -239404 -182789 0 4
1293.46 1746.03 -1.44887e+06 -397247 0 4
1301.32 1747.69 -301369 -146052 0 4
1299.65 1757.82 -642138 -610960 0 0
1291.1 1760.19 -848795 -517894 0 4
1301.32 1748.73 -506948 -402052 0 4
1301.39 1746.68 -65941.4 39742.3 0 4
1301.45 1746.65 -104181 13863 0 4
1297.13 1749.32 -500020 -684075 0 4
1293.61 1749.6 -1.2295e+06 -580517 0 4
1291.32 1759.95 -852124 -513390 0 4
1300.75 1749.01 -309086 -359153 0 4
1291.4 1745.19 -1.41142e+06 -580411 0 0
1296.73 1749.1 -484584 -527639 0 4
1301.57 1750.18 -374546 -383291 0 4
1295.36 1749.18 -473402 -263080 0 4
1293.01 1754.01 -1.02476e+06 -578159 0 4
1302.58 1747.71 -649196 -140042 0 4
1296.3 1748.25 -257085 -105131 0 4
1294.28 1749.96 -1.10803e+06 -660911 0 4
1294.15 1744.34 -1.21266e+06 -622029 0 4
1294.39 1745.69 -961164 -232003 0 4
1297.32 1751.35 -410418 -786975 0 4
1299.09 1750.13 -34417.6 -425367 0 4
1300.85 1749.51 -317854 -455676 0 4
1300.08 1749.96 -111707 -416041 0 4
1300.59 1749.41 -113262 -227649 0 4
1301.37 1749.02 -243257 -236782 0 4
1293.8 1747.96 -1.64729e+06 -546433 0 4
1301.48 1747.18 -184196 -34629.3 0 4
1301.81 1751.35 -505282 -498123 0 4
1301.41 1746.86 -66175.2 1972.77 0 4
1298.39 1749.98 -2661.72 -265488 0 4
1294.03 1749.28 -1.40677e+06 -657394 0 4
1301.42 1750.06 -379836 -428558 0 4
1296.58 1748.7 3316.75 39506.3 0 12
1289.43 1746.86 -1.34685e+06 -656264 0 4
1296.29 1745.49 -290711 2640.35 0 4
1302.77 1749.51 -715479 -302888 0 4
1303.6 1760.06 -716912 -526594 0 4
1295.42 1746.15 -633876 -113106 0 4
1301.92 1747.38 -651204 -177557 0 4
1301.82 1747.37 -308652 -69094.8 0 4
1300.12 1753.42 -410790 -670945 0 4
1292.07 1745.41 -1.42212e+06 -521490 0 4
1297.57 1750.62 -240080 -517004 0 4
1284.11 1746.18 -1.22077e+06 -653589 0 0
1298.01 1749.6 -61280.3 -334407 0 4
1301.5 1750.84 -398420 -455653 0 4
1301.78 1745.09 -101074 42090.2 0 12
1299.76 1754.56 -519737 -703621 0 4
1298.64 1751.59 -235518 -673898 0 4
1294.94 1748.06 -778935 -260067 0 4
1294.62 1745.91 -671922 -111747 0 4
1296.93 1754.45 -561731 -672571 0 4
1295.79 1750.99 -687778 -704771 0 4
1301.5 1754.74 -645570 -649483 0 4
1302.68 1745.52 -569536 -118498 0 5
1296.88 1749.13 -394647 -453395 0 4
1283.38 1747.38 -1.17e+06 -635567 0 0
1320.84 1748.74 -1.27631e+06 -686431 0 4
1300.76 1749.16 -172294 -274966 0 4
1294.21 1751.49 -1.10656e+06 -704849 0 4
1304.1 1749.13 -1.16862e+06 -358879 0 4
1292.71 1754.56 -1.02186e+06 -576998 0 4
1302.58 1748.97 -696172 -285152 0 4
1298.4 1750.25 -164114 -722874 0 4
1302.29 1745.41 -1.04096e+06 -430385 0 5
1308.21 1755.51 -1.0162e+06 -484071 0 4
1295.36 1745.42 -1.0815e+06 -288845 0 4
1296.5 1749.26 -357443 -345549 0 4
1304.31 1754.25 -913718 -522814 0 4
1304.68 1754.42 -903721 -503141 0 0
