x y z sxx syy szz sxy sxz syz pp
1304.54 887.794 1747.4 -882033 -1.11226e+06 -1.34372e+06 -83285.9 -166663 76582 47677.7
1301.51 885.755 1746.72 -746496 -924747 -1.40317e+06 93089.7 -421142 -31768.6 0
1302.67 886.457 1745.88 -1.25726e+06 -1.35015e+06 -1.49374e+06 10853.4 -362860 49559.4 53586.7
1301.86 883.448 1748.56 -1.17049e+06 -1.06327e+06 -1.1283e+06 -27799.8 -97618.4 60530.7 13276.7
1301.95 883.47 1745.78 -718734 -824870 -991105 -178952 -288855 20410.1 13840.9
1301.49 886.29 1746.48 24639.6 -25700.6 -149944 10804.7 -59425.7 -28464.9 0
1301.43 885.76 1746.75 -706781 -851496 -1.56717e+06 144536 160623 -229168 0
1302.94 885.398 1747.74 -881132 -1.02024e+06 -1.28365e+06 -126246 -109078 27210.5 37573.2
1303.75 883.412 1745.7 -826934 -915948 -955717 -42646.5 -205532 15216.1 63507.6
1301.02 887.858 1748.41 -1.75808e+06 -2.28444e+06 -1.34083e+06 -35578.1 5675.49 -672228 0
1300.27 884.444 1749.18 -1.32936e+06 -983810 -1.17912e+06 28361.6 -274930 31361.1 0
1301.32 882.552 1748.6 -793371 -721788 -616440 -23452.4 -193387 -4199.19 0
1300.71 885.334 1748.98 -1.85656e+06 -1.23502e+06 -1.19201e+06 -2273.91 -328059 -21373.8 0
1301.42 886.342 1746.45 -571395 -1.40929e+06 -1.04828e+06 169530 21825.8 -148256 0
1301.44 884.894 1745.84 -809633 -1.03777e+06 -1.21543e+06 128106 -113401 244686 0
1300.59 885.685 1749.12 -1.58687e+06 -1.02049e+06 -1.08646e+06 -36258.9 -367119 -37469.9 0
1302.71 883.423 1746.5 -872675 -1.00379e+06 -1.12475e+06 -34306.2 -209657 6892.99 50078.1
1302.13 882.943 1747.26 -727579 -756021 -846437 -25396.5 -131720 -18400.9 39838.8
1300.58 885.686 1749.02 -1.50406e+06 -1.051e+06 -1.07473e+06 -38013.3 -266071 -12632.4 0
1301.18 885.373 1749.34 -1.29341e+06 -868868 -881057 -12348.1 -412117 -62966.4 0
1303.4 887.88 1748.87 -1.00734e+06 -1.01397e+06 -1.21688e+06 -179674 -66814.2 40853.4 27001.1
1300.38 885.392 1749.14 -1.57406e+06 -1.04359e+06 -1.18874e+06 9513.8 -319220 9772.86 0
1300.7 883.215 1749.3 -1.6387e+06 -1.16098e+06 -1.10665e+06 45871.5 -357785 70294.8 0
1304.99 885.271 1748.01 -1.14565e+06 -1.32669e+06 -1.66815e+06 -117572 -183691 56560.4 45999.1
1306.56 887.297 1748.32 -1.15683e+06 -1.3239e+06 -1.63834e+06 -93526.3 -267832 74799.8 49859.5
1301.05 882.72 1748.47 -841378 -759679 -741533 -29153.2 -90096.6 -35016.5 0
1301.95 883.33 1748.65 -1.1874e+06 -1.03724e+06 -1.13532e+06 -21226.3 -88671.4 27395 18970.9
1300.66 886.044 1748.91 -1.6634e+06 -1.07979e+06 -1.04951e+06 -71440.7 -267933 -14684.6 0
1301.38 885.816 1746.68 -1.70108e+06 -2.5719e+06 -2.97106e+06 474852 13374.9 75353 0
