x y z sxx syy szz sxy sxz syz pp
1297.84 886.122 1761.37 -1.19434e+06 -1.05809e+06 -994348 -147610 -314916 18292.9 0
1298.27 883.665 1761.54 -1.21691e+06 -1.05439e+06 -999007 -163932 -320976 31437.9 0
1298.75 886.434 1762.56 -1.22014e+06 -1.06951e+06 -987061 -151528 -320993 33885.7 0
1296.35 883.219 1764.16 -1.27397e+06 -1.12316e+06 -1.00918e+06 -145762 -324700 33663 0
1297.97 886.712 1767.25 -1.30158e+06 -1.15161e+06 -932869 -136578 -336415 60350 0
1296.86 885.322 1764 -1.28195e+06 -1.12746e+06 -998551 -142143 -327026 38984.5 0
1298.08 885.708 1761.08 -1.18045e+06 -1.03372e+06 -995865 -157065 -312549 20349.2 0
1295.94 883.022 1761.56 -1.22104e+06 -1.06361e+06 -1.04529e+06 -150772 -339696 27959.8 0
1296.85 886.322 1760.98 -1.22726e+06 -1.06421e+06 -1.01971e+06 -162136 -341052 29175.4 0
1297.17 887.624 1762.91 -1.24395e+06 -1.09935e+06 -997535 -163925 -335511 36074.9 0
1297.71 887.151 1763.52 -1.27417e+06 -1.12937e+06 -987424 -142754 -322608 32641.5 0
1297.62 885.878 1763.82 -1.27529e+06 -1.12132e+06 -1.00349e+06 -140441 -324425 39331.4 0
1296.53 887.289 1762.4 -1.23073e+06 -1.08158e+06 -1.0125e+06 -156766 -355753 24812.8 0
1295.63 883.292 1763.82 -1.26282e+06 -1.11731e+06 -1.02147e+06 -149352 -347681 35467.9 0
1297.95 886.046 1762.71 -1.23438e+06 -1.0741e+06 -970374 -154622 -328065 27462.6 0
1298.76 887.955 1763.63 -1.26334e+06 -1.11733e+06 -949160 -147274 -311995 40235.3 0
1296.82 883.014 1768.59 -1.33914e+06 -1.16885e+06 -924764 -122937 -343698 58609.6 0
1298.61 887.066 1767.96 -1.35251e+06 -1.1768e+06 -921512 -148595 -311262 63896.8 0
1297.01 882.824 1761.65 -1.21555e+06 -1.06503e+06 -1.04257e+06 -155201 -320526 22609 0
