x y z fx fy fz
1296.72 887.879 1744.98 5512.52 1044.61 -1197.08
1296.42 890.82 1749.16 -1751.18 -145.408 -3151.71
1296.14 890.923 1746.63 46.7361 -315.347 -1444.97
1299.81 886.893 1750.1 497.205 -2831.88 -362.899
1299.13 888.975 1750.36 431.619 -1284.06 276.265
1294.62 902.861 1748.3 -286.898 398.882 887.463
1294.36 904.305 1748.83 -426.979 -77.0601 -804.564
1295.95 897.633 1745.34 -5012.27 1165.19 11.1218
1296.21 889.916 1745.99 7.57337 531.402 -1274.51
1296.07 891.892 1748.36 -50.6347 613.628 573.64
1297.8 898.208 1750.74 1948.79 1519.18 -266.307
1293.84 906.786 1747.21 -675.519 2169.1 2631.9
1296.28 888.854 1745.29 1477.1 1262.05 1259.04
1297.76 888.014 1750.15 12068 4319.13 -17150.2
1297.32 890.055 1750.05 595.952 1971.44 1490.9
1297.99 886.835 1750.18 -1778.64 -1031.81 -1139.75
1295.99 898.669 1749.99 866.081 94.1749 1554.04
1296.05 893.986 1749.05 -1121.45 -1247.12 -2106.33
1299.31 898.993 1750.23 -1531.51 -713.068 1204.3
1293.56 908.118 1746.07 273.027 -1904.8 -10080.8
1295.74 899.197 1749.81 2828.66 -1064.53 2798.03
1297.58 891.094 1750.26 3824.55 1350.11 1574.81
1294.17 905.4 1745.94 79.5724 -833.522 1133.15
1301.05 890.398 1748.51 -371.552 -25.0063 2348.56
1301.27 886.841 1747.39 -11984.1 220.691 -31.4593
1300.15 895.966 1749.64 1833.07 11.3864 -2433.24
1301.15 890.105 1746.91 -138.845 1407.26 -2490.57
1301.24 888.284 1746.18 210.767 2557.73 -2688.59
1301.16 889.592 1747.76 151.66 -1771.27 3973.47
1300.95 892.745 1747.71 -7375.06 -2346.86 175.815
1301.21 886.012 1748.41 84.6234 1732.93 -1246.26
1301.3 885.41 1747.33 509.846 -1870.85 10914.8
1301.2 887.528 1748.35 -4936.11 -578.005 -5164.27
1300.7 890.18 1749.34 3456.87 2755.98 -5120.53
1300.77 891.152 1749.17 1800.12 3482.6 -2731.67
1301.27 887.427 1746.64 430.363 2542.45 -4146.61
1301.24 888.077 1746.97 -2794.86 679.262 1444.14
1300.99 891.638 1748.44 -357.355 269.351 -955.201
1300.34 896.377 1749.28 58.9448 1161.98 -394.73
1299.78 898.544 1749.8 -2655.39 -1983.28 3710.69
1300.51 892.683 1749.46 27.8744 -1112.07 -73.6469
1300.77 891.384 1749.14 814.422 -1411.92 -685.151
1301.2 889.271 1746.44 -6.86441 -883.886 -4320.03
1300.11 897.484 1749.49 741.225 -714.083 -1316.54
1300.7 891.922 1749.22 1598.75 807.993 -2538.84
1300.85 891.9 1748.91 1138.54 802.498 -2036.92
1300.52 892.451 1749.46 -8886.98 -3832.56 11559.9
1301.2 889.129 1747.05 106.157 -781.287 5032.69
1300.95 892.133 1748.52 -142.28 -1893.48 984.954
1301.15 890.036 1746.64 5.44121 -991.657 -263.456
1301.16 889.151 1748.22 33.6074 -1222.11 4213.4
1301.18 889.274 1747.34 -211.607 259.413 -2813.38
1301.22 888.497 1747.14 -933.497 -57.9463 504.826
1300.59 888.638 1749.54 -3263.38 -456.719 4838.21
1301.24 887.667 1747.83 3942.24 -764.074 -2889.32
1301.04 886.966 1748.87 1013.78 -511.286 -655.616
1301.06 887.394 1748.82 -3796.11 -3508.03 10651.4
1300.6 890.455 1749.47 -3874.5 -833.455 5130.87
1300.62 890.377 1749.45 -1720.58 185.16 2540.36
1300.78 893.848 1748.66 798.301 2168.54 -2334.53
1301.22 888.429 1747.55 -7803.32 -5625.79 -1822.05
1300.65 895.302 1748.68 -1028.99 -614.795 4286.82
1301.02 891.962 1747.36 6141.2 -5306.26 7014.41
1301.06 891.023 1748.21 101.911 -51.3835 -2906.34
1301.08 887.8 1748.73 1363.12 -880.096 -768.386
1301.18 889.416 1747.18 104.578 1283.09 -296.795
1300.56 895.406 1748.97 -550.068 -1836.63 2722.73
1300.8 891.006 1749.12 1085.61 -3122.44 -2451.42
1301.12 890.509 1747.36 -242.038 -311.045 -1193.32
1301.11 889.551 1748.42 -858.844 -2568.29 5881.81
1300.64 887.013 1749.48 3247.83 1724.03 -2739.65
1301.21 888.533 1747.99 -8969.01 -53.1217 -785.232
1301.13 890.409 1747.08 14.6417 -546.099 2765.68
1301.17 889.838 1746.44 257.387 -2211.86 -823.519
1300.1 896.937 1749.59 2929.89 618.921 -4658.4
1301.13 888.873 1748.48 292.509 1931.59 -3808.58
1300.92 892.847 1748.34 -205.467 2161.62 -3057.88
1301.31 884.958 1747.53 -164.222 234.996 2341.15
1301.27 887.633 1746.39 -39.8805 -1929.97 6827.44
1301.07 885.823 1748.82 -2059.75 -95.5654 4762.23
1300.59 888.053 1749.54 471.697 -1002.75 -286.715
1300.81 885.382 1749.26 463.189 1305.63 -743.132
1300.94 885.145 1749.06 1246.46 -1375.77 -2140.68
1301.29 886.602 1746.97 -289.599 -1329.91 -3569.76
1301.29 886.754 1746.65 401.571 -1286.09 790.876
1301.05 891.499 1747.39 -6315.3 -4121.32 -1866.64
1301.3 885.789 1747.51 618.018 1166.8 -6788.08
1301.19 889.312 1747.07 70.8607 -983.344 -3990.07
1300.22 896.013 1749.53 2618.18 1231.22 -4270.86
1301.07 886.167 1748.82 2235.63 3515.09 -4524.34
1300.65 886.224 1749.47 1561.89 -1371.34 -1705.37
1300.88 887.983 1749.16 -5903.93 -2850.15 11456.9
1301.28 887.162 1746.7 305.23 -1505.41 5179.47
1300.87 887.694 1749.17 157.536 1003.72 328.746
1300.34 894.702 1749.51 2805.92 -83.6082 -4619.44
1301.25 887.65 1747.58 11258.7 -85.0464 -6012.65
1300.78 893.62 1748.74 -762.419 -1573.38 3312.85
1300.52 893.284 1749.39 2281.46 -201.606 -3371.82
1300.45 895.953 1749.11 129.522 1350.59 -994.82
1300.93 889.999 1748.95 -1074.15 -2677.84 2174.93
1301.23 888.178 1747.4 -3293.64 627.209 -1197.58
1300.96 892.454 1748.21 -535.45 -985.48 -5017.4
1300.34 894.062 1749.58 -160.757 1415.83 206.793
1301.24 888.054 1747.27 2390.45 3721.13 -1127.52
1301.06 890.494 1748.44 -1023.96 -1835.86 6445.36
1301.14 890.229 1747.25 -141.149 132.27 -3231.35
1301.07 891.015 1748.12 -103.326 2582.29 -2088.61
1301.15 889.795 1748.01 400.663 1625.31 -1862.67
1301.2 888.221 1748.21 -12138 -2669.23 5104.79
1301.32 885.174 1746.35 -611.784 863.373 -3368.69
1301.21 888.937 1746.99 57.6308 1758.53 -1437.16
1301.04 891.532 1747.76 -7018.06 -6536.69 939.529
1300.91 891.149 1748.85 1080.41 2845.85 -2282.94
1300.95 892.686 1747.98 -10095.4 111.965 1930.21
1300.77 894.4 1748.48 -959.755 -1491.8 5562.49
1301.22 887.693 1748.21 -2263.25 624.431 6191.08
1301.31 885.89 1746.25 24.8688 -1050.9 3543.92
1300.66 886.061 1749.46 1732.49 2456.38 -1704.03
1301.17 889.648 1747.04 184.938 1065.28 -2165.32
1301.28 887.048 1746.5 437.091 -2361.52 -6891.7
1301.25 887.421 1747.97 698.383 -4436.15 -5789.93
1300.9 893.383 1747.83 -707.382 689.732 -3149.75
1301.32 885.559 1746.01 -66.3478 -528.953 -537.575
1301.09 891.021 1747.33 1734.51 207.332 -4516.22
1301.02 890.466 1748.63 -1235.6 -2731.03 6522.13
1301.02 890.466 1748.63 455.307 -967.437 -850.614
1300.62 889.286 1749.49 3386.96 4854.31 -4099.32
1301.15 889.955 1747.6 -16.7844 -1699.89 2227.97
1301.23 888.011 1747.88 5692.1 8206.19 576.743
1301.29 886.017 1747.45 -447.014 -3175.67 15196.4
1301.11 890.508 1747.64 137.356 -2990.73 6209.29
1301.05 891.205 1748.2 -659.73 -1153.78 5156.72
1301.26 887.352 1747.38 -28550.4 614.509 4768.55
1301.19 889.305 1747 -151.713 1044.43 -3468.36
1301.17 889.461 1747.55 184.164 -455.13 339.836
1301.31 886.267 1745.55 290.474 1397.87 -2038.52
1301.32 886.471 1745.14 978.305 -1531.45 6888.05
1301.32 886.282 1745.46 312.391 -1244.55 -1902.73
1301.32 885.824 1745.62 -5.73985 -1187.24 -624.452
1301.3 886.817 1745.43 1.03428 505.638 4162.28
1301.28 887.223 1745.95 522.519 35.3849 3229.85
1301.26 888.033 1745.6 170.809 2074.47 -1579.51
1301.27 887.877 1745.61 174.005 747.475 -3133.03
1301.32 885.867 1745.69 -4.14996 -28.4394 5075.16
1301.32 886.263 1745.3 501.823 -1708.47 -2137.2
1301.34 884.827 1745.28 459.054 3388.84 -3224.9
1301.33 885.246 1745.51 550.764 1997.14 -5355.93
1301.28 887.533 1745.57 415.806 3431.78 -4550.3
1301.29 887.235 1745.87 198.177 -2403.37 4763.06
1301.29 886.999 1745.84 346.798 -2940.79 -6640.07
1301.29 887.225 1745.79 40.1648 -411.885 3653.83
1301.31 886.779 1745.11 1161.73 -76.9439 2297.42
1301.3 886.978 1745.22 139.654 -342.892 -3591.05
1301.33 884.91 1745.85 23.6359 1019.92 1275.71
1301.32 886.214 1745.03 -1253.78 1862.74 -1748.46
1301.32 886.082 1745.27 41.4888 2110.07 -4895.15
1301.33 885.715 1745.25 224.431 -162.138 -4767.93
1301.3 886.722 1745.45 146.001 -599.751 -181.295
1301.25 888.343 1745.78 -18.3365 -227.644 -5156.99
1301.31 886.644 1745.32 343.286 -1413.41 -2650.63
1301.34 885.122 1745.05 -395.831 3084.88 -1909.67
1301.34 885.462 1744.99 2402.36 -1438.82 4746.25
1301.31 886.278 1745.96 114.74 -1914.43 299.184
1301.31 886.472 1745.81 499.498 -3238.83 9440.99
1301.28 887.572 1745.71 260.14 -1380.32 6715.58
1301.33 885.101 1745.54 20.1801 1175.73 -538.893
1301.3 887.025 1745.3 126.17 3644.44 -6308.8
1301.31 886.513 1745.43 698.795 2687.45 -4791.73
1301.26 888.091 1745.82 191.898 533.573 -629.639
1301.3 887.128 1745.32 644.196 -1238.24 -1306.29
1301.21 886.011 1744.97 796.454 1600.11 -697.889
1301.3 887.01 1745.61 384.048 2065.84 -5553.18
1301.22 888.895 1745.94 404.071 3355.21 -2671.12
1301.28 887.559 1745.41 643.151 2495.66 -1943.81
1301.34 884.999 1744.99 -850.029 893.822 3164.97
1301.28 887.298 1745.92 -48.8345 138.102 1770.11
1301.32 886.082 1745.6 187.847 2299.51 -5518.76
1301.3 886.759 1745.63 401.099 -690.216 985.903
1301.33 885.467 1745.54 226.07 418.501 2471.71
1301.33 885.166 1745.84 475.108 705.238 -2614.93
1301.33 885.566 1745.36 281.912 1122.04 -1485.04
1301.34 885.269 1745.08 85.7527 -974.499 -3259.9
1301.34 885.145 1745.19 149.02 836.247 -2943.16
1301.34 885.064 1745.21 275.13 1612.55 -64.6822
1301.33 885.435 1745.39 431.39 -9.40094 749.282
1301.32 885.489 1745.87 78.499 1976.67 376.262
1301.34 884.981 1745.43 229.823 -2457.83 3392.07
1301.34 884.99 1745.24 397.793 -1817.02 2305.68
1301.28 887.449 1745.79 379.355 1025.22 -3932.28
1301.28 887.392 1745.58 -12.1703 20.7268 -2145.92
1301.31 886.696 1745.11 1242.86 292.033 -1206.7
1301.32 886.12 1745.01 -2707.49 -338.279 -6702.87
1301.31 886.273 1745.75 173.463 674.54 -742.218
1301.32 885.949 1745.52 272.242 -119.31 -636.417
1301.26 887.859 1746.03 507.243 -3489.88 10693.6
1301.25 888.256 1745.87 83.1457 -1736.11 6691.06
1301.23 888.78 1745.99 260.099 891.558 -2850.95
1301.33 885.551 1744.99 4656.6 -1333.53 2341.14
1301.31 886.196 1745.9 -26.3354 1394.47 -3816.03
1301.31 886.546 1745.54 348.904 -9.72157 -7114.49
1301.24 888.614 1745.84 222.547 -558.749 4305.19
1301.34 885.252 1745.19 174.153 1380.37 -4009.14
1301.27 887.856 1745.82 -15.8831 2247.57 -3094.08
1301.31 886.599 1745.44 771.163 107.996 -5189.68
1301.24 888.557 1746 365.385 -227.427 1615.38
1301.33 885.523 1745.6 448.364 -1659.45 4247.54
1301.29 887.085 1745.71 -6.27436 3165.39 -2371.25
1301.3 887.091 1745.46 353.377 -43.5497 -2628.08
1301.24 888.431 1745.79 410.216 1850.54 -3465.42
1301.24 888.454 1745.87 494.237 -1693.61 -2527.71
1301.3 887.102 1745.25 653.579 1717.91 -2188.9
1301.31 886.116 1745.9 -14.2552 1356.27 -4525.36
1301.22 888.853 1746.03 135.244 373.081 -4454.09
1301.31 886.441 1745.9 192.021 1096.78 -3029.22
1301.3 886.708 1745.54 214.601 -770.52 8655.29
1301.31 886.163 1745.75 440.058 956.908 -6373.5
1301.28 887.514 1745.66 436.196 -813.255 -5050.03
1301.3 886.641 1745.85 119.332 -1898.34 12880.3
1301.33 885.66 1745.31 385.494 -1347.58 -5937.98
1301.27 887.71 1745.54 211.84 -1494.88 2109.28
1301.18 885.565 1744.95 2448.31 2812.99 -419.706
1301.32 886.165 1745.4 335.081 1075.07 -5479.88
1301.32 885.971 1745.75 62.7416 -405.741 4959.88
1301.22 889.005 1746.05 251.192 -936.895 2236.6
1301.3 886.89 1745.4 238.13 144.721 -306.23
1296.06 875.76 1746.77 -24.559 -333.404 -132.764
1299.87 901.06 1748.97 423.729 407.476 -1292.9
1296.24 868.395 1749.14 -1539.7 -276.629 -636.401
1299.17 901.804 1750.05 -4279.11 -2114.99 5456.37
1301.16 890.399 1745.23 693.854 1172.37 2506.57
1298.7 883.018 1750.17 -12233 -1466.96 -937.057
1296.56 884.692 1748.74 222.213 905.415 2275.65
1298.96 904.579 1745.65 8143.55 2203.24 -4223.54
1295.02 865.744 1748.09 -103.36 -174.785 168.454
1298.94 906.458 1748.68 -14.1645 363.566 -597.814
1299.7 902.885 1745.74 267.391 558.84 -424.131
1300.92 893.615 1745.29 3314.74 513.513 2561.86
1300.65 880.237 1749.21 3641.92 1990.03 -3693.83
1294.7 865.267 1746.91 -146.455 228.607 -333.303
1300.12 872.017 1748.85 2202.95 -1448.45 -2731.67
1295.85 871.411 1748.29 -589.573 689.912 -785.997
1301.11 876.721 1744.81 -370.224 -2306.93 11413.9
1295.66 871.666 1745.93 16.0075 -43.0641 54.3449
1300.03 868.302 1748.06 -311.546 937.748 1579.52
1294.99 866.847 1744.38 8.59969 -73.8394 466.423
1297.37 875.066 1749.61 -1991.94 -137.316 -743.425
1300.97 875.061 1746.36 -230.208 -781.852 1101.79
1299.75 865.306 1744.73 53.6274 -1400.64 -1691.87
1295.18 868.049 1747.38 -204.84 -255.563 194.266
1296.35 881.877 1747.21 -22.0234 46.2168 -213.312
1294.92 866.479 1745.68 -54.326 -356.81 -322.409
1299.07 861.802 1745.15 638.232 1047.29 -7030.13
1299.83 867.648 1744.28 1962.85 543.911 -960.652
1295.35 869.269 1746.82 -66.47 -181.186 -519.965
1294.14 862.406 1747.06 -223.06 -453.682 -386.408
1297.72 907.56 1750.57 156.297 254.53 27.9142
1298.14 863.914 1749.18 304.06 -1142.92 -396.614
1300.36 870.053 1747.86 -287.546 -1717.86 -245.686
1300.94 874.57 1745.43 332.691 -563.447 7141.72
1299.91 867.163 1747.89 1492.22 2359.47 -4212.64
1300.84 894.234 1746.94 -190.217 1200.63 -3365.5
1300 867.259 1747.59 765.304 -851.775 -5714.51
1300.19 880.071 1749.62 -851.281 -161.078 531.223
1294.77 865.589 1745.66 -69.1636 -485.976 -433.719
1296.84 868.555 1749.46 1499.28 97.1517 694.669
1295.51 868.432 1748.29 -233.756 356.635 -57.9774
1301.31 884.252 1747.74 -261.838 -3194.57 11482.2
1295.44 869.859 1745.42 78.426 -55.8938 33.9196
1297.34 867.81 1749.59 -2377.41 -121.944 -318.048
1299.4 863.518 1747 -425.497 -1608.98 -1897.84
1298.57 906.456 1745.72 7674.45 -617.698 -5258.44
1301.3 883.893 1747.93 424.517 3510.83 -5066.96
1295.78 872.694 1746.02 13.0744 358.29 -31.7036
1299.7 902.85 1745.63 -1236.25 -338.44 -2100.47
1300.59 896.763 1745.73 362.779 -689.684 692.943
1296.2 873.952 1744.46 6993.05 -3064.16 -367.126
1301.21 889.197 1745.92 70.1898 -1331.05 -2170.19
1295.64 871.537 1747.07 -138.551 11.4839 -477.76
1299.2 905.324 1747.99 39.5825 -329.858 1511
1299.49 876.066 1749.74 729.964 828.821 -267.726
1300.84 873.664 1747.18 -290.458 -1756.81 -1527.88
1295.05 867.273 1747.22 -156.457 -402.1 294.619
1300.61 872.681 1748.1 1234.9 -1342.51 -3440.52
1301.26 880.404 1747.29 36.6823 -1151.09 6466.49
1299.74 865.269 1744.5 101.151 -1930.89 7449.15
1298.26 909.697 1746.65 -54.7778 1482.24 218.424
1298.86 907.161 1745.96 227.355 487.323 15.0428
1300.96 892.93 1746.29 19.4166 1901.13 -3231.15
1299.37 874.383 1749.67 4666.18 551.672 -2154.96
1295.12 866.242 1748.13 -179.439 -517.213 579.087
1297.87 869.815 1749.68 1427.21 361.628 97.0552
1296.1 874.201 1744.46 -4381.74 2060.01 -577.754
1301.03 875.668 1744.74 -480.011 -3791.63 9194
1299.46 869.122 1749.06 1452.75 -400.786 -1231.98
1298.97 863.945 1748.5 1308.86 1539.15 -1035.36
1300.96 880.284 1748.76 3562.17 3922.4 -6576.81
1300.93 893.274 1746.5 180.401 1024.9 -1930.63
1301.3 884.201 1747.97 123.858 537.528 -1074.96
1300.8 873.058 1745.55 111.977 -417.092 -6715.92
1301.24 879.675 1746.45 189.015 -704.608 719.081
1298.15 909.789 1749.09 914.14 222.885 -1752.42
1295.94 873.069 1744.42 6735.78 -421.287 20.5063
1298.86 872.139 1749.68 2728.37 -506.603 -637.453
1300.02 866.961 1745.05 -618.964 -1666.96 3365.53
1298.52 869.716 1749.6 -2219.76 -233.275 916.321
1298.74 861.09 1747.78 168.099 1404.57 470.805
1295.64 871.378 1744.75 109.15 406.552 301.933
1300.4 895.817 1745.33 -2973.52 1418.13 -985.679
1300.02 880.691 1749.76 5104.91 1598.78 -3086.2
1299.09 861.924 1746.2 218.751 -835.872 -1188.41
1299.74 865.303 1745.71 -918.579 -3703.26 -1290.09
1295.62 871.336 1746.72 -41.0304 89.1569 -35.0959
1300.84 876.347 1748.45 -2814.66 -483.08 6361.26
1301.07 876.651 1747.58 71.3961 2119.14 -6036.44
1300.1 867.595 1747.21 745.711 1523.99 -2665.8
1299.89 866.492 1747.54 -203.297 -97.6947 976.827
1296.38 881.307 1748.12 -112.674 107.506 478.181
1297.2 869.377 1749.57 825.65 -476.553 284.265
1300.65 896.263 1745.81 521.211 143.81 -1048.8
1299.71 865.072 1744.3 274.118 -583.188 -1123.19
1300.23 899.243 1748.04 3.9151 831.259 -1349.85
1295.02 867.099 1746.19 6.99218 -227.295 -53.4605
1301.1 876.873 1746.7 27.8162 799.398 2287.84
1301.33 883.211 1745.94 -43.8156 722.988 2919.25
1300.19 868.131 1746.09 -108.057 132.058 -5486.16
1300.32 869.032 1746.13 -271.167 -578.582 -7139.12
1301.2 878.573 1746.19 -3431.64 -1763.12 -1410.47
1299.9 866.251 1745.61 1399.87 427.209 -5607.13
1296.37 884.455 1746.93 2494.65 2158.89 -4410.99
1295.9 873.878 1747.53 -159.447 40.8945 -124.623
1295.99 874.721 1745.37 37.2547 67.3376 -153.79
1301.21 879.13 1747.26 -47.4986 -735.93 4983.8
1301.22 889.238 1745.24 30.8714 3223.38 -3996.83
1294.46 863.923 1744.52 45.6584 -260.775 -78.5345
1300.08 867.389 1745.33 -1484.95 -172.655 8161.75
1296.33 880.57 1745.98 -11.1306 163.225 -294.407
1296.29 879.17 1744.85 41.1451 -252.772 -442.75
1300.55 896.75 1747.96 -3.33684 800.086 765.992
1296.52 863.916 1749.42 371.599 -574.229 197.655
1301.27 883.666 1748.14 -439.754 1487.8 2557.21
1301.15 883.166 1748.58 -2231.37 -197.387 6239.84
1296.48 880.771 1748.49 159.148 1615.01 916.283
1300 899.794 1749.14 -35.9724 -1673.47 811.478
1299.72 865.156 1745.03 -539.15 -2988.15 6660.94
1300.25 874.198 1749.03 -3444.59 -2725.13 3631.97
1301.02 892.43 1745.32 -174.147 1656.49 -4156.02
1296.61 864.769 1749.43 22.7776 -135.408 200.592
1300.55 896.75 1747.88 132.505 -429.965 555.318
1295.93 872.029 1744.38 -1116.23 2202.73 -701.471
1300.77 894.91 1747.11 123.309 -1181.09 2664.29
1296.91 883.354 1749.26 1148.33 432.171 1779.45
1296.93 873.465 1749.38 1089.06 -380.948 1069.34
1300.55 896.466 1748.57 784.417 -1080.62 -3106.13
1299.46 863.835 1746.98 -692.331 -3090.77 4416.31
1296.01 869.147 1748.86 -66.4737 278.582 280.704
1296.82 878.545 1749.14 -3506.93 153 -3903.21
1295.69 871.817 1745.28 9.54126 164.93 63.1601
1299.25 862.647 1744.45 -117.074 -1818.49 -3645.5
1301.34 884.279 1745.18 260.453 1507.14 -3787.64
1299.07 880.919 1750.08 -2250.45 -385.134 338.144
1298.25 909.409 1749.08 -266.217 445.141 1521.76
1300.27 899.041 1747.27 23.7519 -611.428 806.338
1298.12 874.022 1749.82 2479.62 -947.919 474.739
1298.83 907.105 1747.84 -82.3398 344.608 488.746
1295.95 906.356 1751 -775.639 132.316 115.432
1297.22 866.906 1749.56 168.645 -867.641 277.855
1295.92 872.683 1748.15 -139.683 291.6 404.812
1300.77 894.96 1746.38 -20.7635 493.744 926.926
1295.97 893.186 1746.64 81.4603 -271.692 -6.83035
1294.68 903.466 1745.55 -6924.3 -1265.49 -1423.04
1299.6 889.653 1750.24 3780.44 2846.52 479.319
1293.2 909.574 1746.35 414.342 -189.218 3627.22
1296.15 890.837 1746.6 -62.2215 -493.851 -682.122
1295.57 900.701 1749.94 -649.24 1244.87 615.058
1295.61 896.579 1746.5 28.1183 -212.438 244.302
1296.08 897.488 1749.87 -4389.95 -1118.1 -5359.51
1298.29 901.437 1750.69 2853.11 1689.35 -1230.24
1295.75 896.873 1745.31 -21109.9 434.421 -1101.14
1298.86 889.251 1750.4 5580.09 -147.101 -461.909
1295.24 906.043 1750.71 1363.16 624.68 1574.27
1295.62 897.754 1745.34 5142.98 -5226.49 -1061.05
1294.86 903.503 1749.75 -2091.26 97.7734 -2360.51
1297.83 898.541 1750.75 213.421 -145.386 -714.208
