x y z fx fy fz
1297.21 893.146 1750.24 -6955.76 -3759.46 -2014.46
1296.63 891.427 1749.56 880.724 3353.97 3728.66
1295.47 897.52 1748.01 -132.137 -10415.6 -5248.76
1294.04 905.877 1747.38 -1731.13 9103.23 14613.2
1295.99 892.962 1746.62 955.862 5386.39 2638.29
1300.52 885.184 1749.58 6527.47 -3633.1 -7209.84
1296.4 885.201 1748.24 1007.04 7288.09 11449.3
1295.86 895.822 1749.12 -9674.88 -4311.57 -17099.4
1299.95 895.658 1749.9 6134.87 5037.53 -7503.84
1298.91 885.809 1750.28 1464.61 -1785.22 292.535
1296.66 890.88 1749.53 -8153.57 -232.298 -7825.34
1293.16 909.602 1749.03 -993.515 -524.001 692.501
1296.35 893.982 1749.57 -6462.24 -1825.47 -8116.79
1296.34 886.727 1746.7 343.249 3229.77 4456.43
1294.51 903.529 1747.66 -470.156 3759.68 -6007.27
1296.72 887.879 1744.98 22171.2 6288.24 1974.51
1296.42 890.82 1749.16 -9925.68 -2880.6 -16013.5
1296.14 890.923 1746.63 387.631 -1593.68 -15359.8
1299.81 886.893 1750.1 2241 -6117.53 -1289.04
1299.13 888.975 1750.36 2307.53 -1997.89 443.644
1294.62 902.861 1748.3 -3206.1 667.84 -1914.14
1294.36 904.305 1748.83 -1537.26 -493.968 -5254.63
1295.95 897.634 1745.34 -24443.5 3496.16 8483.34
1296.22 889.916 1745.99 -49.0616 1515.52 -11495.9
1296.07 891.892 1748.36 2.00717 0.330323 -5.95428
1297.8 898.208 1750.74 3777.97 1508.99 1041.68
1293.84 906.786 1747.21 -4032.14 11872.2 12994.1
1296.28 888.854 1745.29 2610.63 6235.77 10614.8
1297.76 888.014 1750.15 17409.9 6227.25 -13836.9
1297.32 890.055 1750.05 2409.13 6020.99 4428.74
1297.99 886.835 1750.18 -2249.4 -2477.15 -762.915
1295.99 898.669 1749.99 2280.5 408.972 5684.86
1296.05 893.986 1749.05 -6759.82 -6310.81 -10938.9
1299.31 898.992 1750.23 -920.663 -502.754 892.217
1293.56 908.118 1746.07 2834.29 -10948.1 -48902.7
1295.74 899.197 1749.81 10341.4 -4841.07 10364.2
1297.58 891.094 1750.26 8346.24 2171.61 4601.06
1294.17 905.4 1745.94 1819.34 -4592.74 9317.63
1301.05 890.398 1748.51 -2683.43 886.212 13709.7
1301.28 886.841 1747.38 2178.84 -1764.04 373.307
1300.15 895.966 1749.64 4515.58 1386.93 -6729.26
1301.15 890.105 1746.91 -1636.16 10217.6 -12425.5
1301.24 888.284 1746.18 -257.792 12469.2 -11834.9
1301.16 889.592 1747.76 -947.471 -6716.09 23688.2
1300.95 892.744 1747.71 -10011.4 -8956.23 26606.4
1301.21 886.012 1748.41 -114.413 10406.9 -5088.93
1301.3 885.41 1747.33 -36.7707 -3140.2 22232.2
1301.2 887.528 1748.35 146.069 -6769.97 -2398.58
1300.7 890.179 1749.34 12052.2 12625.3 -19095.4
1300.77 891.152 1749.17 4796.44 11917 -9799.81
1301.27 887.426 1746.64 -2980.71 13483.9 -15863.5
1301.24 888.077 1746.97 -12308.7 2485.03 9985.92
1300.99 891.638 1748.44 -1415.41 4346.09 -6768.19
1300.34 896.377 1749.28 -501.896 5679.3 -1126.04
1299.78 898.544 1749.8 -8373.36 -3953.57 10968.5
1300.51 892.683 1749.46 -5844.49 -5836.99 6326.69
1300.77 891.384 1749.14 292.033 -7333.34 -819.471
1301.2 889.271 1746.44 -633.712 -5356.65 -21391.1
1300.11 897.484 1749.49 672.8 -2356.77 -9147.78
1300.7 891.922 1749.22 3349.7 3927 -9887.53
1300.85 891.9 1748.91 2804.5 4849.84 -8946.84
1300.52 892.451 1749.46 -2699.07 1499.95 15773.5
1301.2 889.129 1747.05 -669.618 -2646.02 25610.9
1300.95 892.133 1748.52 -1798.99 -7728.5 6414.92
1301.15 890.036 1746.64 -690.335 -6091.24 3370.21
1301.16 889.151 1748.22 -2481.03 -4281.87 29801
1301.18 889.273 1747.34 -597.307 3886.81 -16142.3
1301.22 888.496 1747.14 -7151.43 1506.83 3360.2
1300.59 888.638 1749.54 -11545.3 -122.413 15195.9
1301.24 887.666 1747.83 2041.14 -991.441 -1853.86
1301.04 886.966 1748.87 2443.98 235.751 -5573.79
1301.06 887.394 1748.82 -17111.3 -13529 44417.2
1300.6 890.455 1749.47 -12950.8 -1598.55 16405.7
1300.62 890.377 1749.45 -5270.65 2067.06 7290.45
1300.78 893.848 1748.66 1101.94 9015.91 -7419.55
1301.22 888.429 1747.55 1504.9 -3121.51 -3757.53
1300.65 895.302 1748.68 -7135.47 -3681.45 14308.3
1301.02 891.962 1747.36 4120.97 -9299.78 18516.3
1301.06 891.023 1748.21 -785.289 1128.11 -14727.1
1301.08 887.8 1748.73 951.721 -2410.47 -3915.96
1301.18 889.416 1747.18 -541.307 6806.26 -640.279
1300.56 895.406 1748.97 -5653.19 -7717.94 16525.2
1300.8 891.005 1749.12 4104.39 -9559.75 -9386.24
1301.12 890.509 1747.36 -3664.42 -719.668 -5556.08
1301.11 889.551 1748.42 -5024.5 -9879.27 27043.6
1300.64 887.013 1749.48 11291.9 8782.23 -11411.6
1301.21 888.533 1747.99 1795.87 1026.53 -1127.18
1301.13 890.408 1747.08 -1812.26 -1678.56 17645.9
1301.17 889.838 1746.44 -781.404 -9460.92 -2101.24
1300.1 896.937 1749.59 7205.84 2364.12 -16613.1
1301.13 888.873 1748.48 3537.03 10099.6 -17745.1
1300.92 892.847 1748.34 76.2935 8707.06 -12188.4
1301.31 884.957 1747.53 -1914.79 1402.23 12045
1301.27 887.633 1746.39 -1420.26 -8392.11 33817.7
1301.07 885.823 1748.82 -10279.7 -426.104 20863.2
1300.59 888.052 1749.54 914.952 -3123.92 -1725.08
1300.81 885.382 1749.26 1066.4 5535.16 -2341.48
1300.94 885.145 1749.06 4328.8 -4138.71 -8106.42
1301.29 886.602 1746.97 1462.22 -6767.74 -18118.4
1301.29 886.753 1746.65 331.953 -5741.9 5393.01
1301.05 891.499 1747.39 -14602.4 -9389.16 -14760.3
1301.3 885.789 1747.5 194.854 -3359.27 23370.7
1301.19 889.311 1747.07 294.014 -6039.59 -19873.8
1300.22 896.013 1749.53 7184.87 5005.62 -12268.5
1301.07 886.167 1748.82 7789.63 13222.3 -16938.5
1300.65 886.224 1749.47 4722.8 -3343.7 -6079.98
1300.88 887.983 1749.15 454.673 -2052.66 3288.18
1301.28 887.162 1746.7 -754.628 -7786.13 28881.1
1300.87 887.694 1749.17 -3624.98 -122.295 5103.74
1300.34 894.702 1749.51 8675.99 -355.76 -14143.2
1301.25 887.65 1747.58 9326.45 1413.14 -1847.07
1300.78 893.619 1748.74 -5092.12 -5561.71 18013.9
1300.52 893.284 1749.39 7095.44 630.242 -11814.1
1300.45 895.953 1749.11 -1572.41 7209.12 -4118.27
1300.93 889.999 1748.95 -4156.51 -9954.1 8144.64
1301.23 888.177 1747.4 -796.038 -8886.49 6568.25
1300.96 892.454 1748.21 -186.268 -7583.75 -18931.5
1300.34 894.062 1749.58 -804.078 4712.05 660.94
1301.24 888.054 1747.27 1634.51 3484.82 40.9415
1301.06 890.494 1748.44 -1984.15 -6559.37 29949.4
1301.14 890.229 1747.25 -1654.39 -492.296 -16304.8
1301.07 891.015 1748.12 -1723.02 15916.1 -11120.4
1301.15 889.795 1748.01 488.703 6693.79 -7606.03
1301.2 888.221 1748.21 25.2695 9.45925 -57.2448
1301.32 885.174 1746.35 -4278.77 5332.19 -16080.2
1301.21 888.937 1746.99 -522.926 9123 -5825.26
1301.04 891.532 1747.76 616.604 -481.043 -1304.85
1300.91 891.149 1748.85 2943.94 12387.8 -10100.6
1300.95 892.685 1747.98 -13124.9 6606.04 8628.05
1300.77 894.399 1748.48 7545.43 -742.135 10909.8
1301.22 887.693 1748.21 -1970.96 -1669.62 2211.61
1301.31 885.89 1746.25 -146.699 -2919.4 18213.1
1300.66 886.061 1749.46 6058.26 11448.4 -6585.79
1301.17 889.648 1747.04 603.207 7431.48 -11940.5
1301.28 887.048 1746.5 1713.81 -9183.8 -26029.9
1301.25 887.421 1747.97 -66.4217 3045.07 -6477.74
1300.9 893.383 1747.83 -2081.66 5190.31 -17310.6
1301.32 885.559 1746.01 -281.646 -834.081 -1483.21
1301.09 891.021 1747.33 2729.95 -8194.33 -17927.9
1301.02 890.466 1748.63 -4497.13 -9251.45 29762.9
1301.02 890.466 1748.63 3360.09 -3576.46 -3969.62
1300.62 889.286 1749.49 11326.3 14760.6 -14397.1
1301.15 889.954 1747.6 -638.575 -7931.05 13479
1301.23 888.01 1747.88 3156.23 5923.96 -932.472
1301.29 886.017 1747.45 7750.01 -1387.36 4160.08
1301.11 890.508 1747.64 -2691.22 -14051.2 33978
1301.05 891.205 1748.2 13382.9 -2720.75 11244.9
1301.26 887.352 1747.38 321.6 -317.924 268.916
1301.19 889.305 1747 -721.782 4991.57 -17054
1301.17 889.461 1747.55 -744.18 -772.682 1490.6
1301.31 886.266 1745.55 183.648 7146.86 -7703.72
1301.32 886.471 1745.14 5154.86 -6924.2 37034.8
1301.32 886.282 1745.46 882.443 -5025.43 -7813.82
1301.32 885.824 1745.62 -625.627 -5706.38 -1918.9
1301.3 886.816 1745.43 -234.653 3407.03 21963.2
1301.28 887.222 1745.95 1541.86 525.806 14043.1
1301.26 888.033 1745.6 552.218 9626.31 -3348.84
1301.27 887.877 1745.61 -1111.88 4099.23 -12804.2
1301.32 885.867 1745.69 -22.9089 -297.39 22373.4
1301.32 886.262 1745.3 2399.15 -7940.42 -9380.01
1301.34 884.827 1745.28 3260.24 16566.9 -14986.5
1301.33 885.246 1745.51 1989.9 9399.48 -25587.2
1301.28 887.533 1745.57 1023.21 14427.1 -16283.6
1301.29 887.235 1745.87 476.077 -10870 22046.1
1301.29 886.998 1745.84 595.704 -12127.4 -20633
1301.29 887.224 1745.79 -200.968 -1573.14 16796
1301.31 886.779 1745.11 6121.68 -747.609 13000.7
1301.3 886.977 1745.22 713.751 -704.865 -15381.5
1301.33 884.91 1745.85 -555.018 5507.06 6354.48
1301.32 886.214 1745.03 -5220.28 9324.01 -8023.98
1301.32 886.081 1745.27 224.633 11260.6 -22081.3
1301.33 885.715 1745.25 1220.78 -1392.25 -22757.9
1301.31 886.722 1745.45 442.183 -2169.53 967.64
1301.25 888.343 1745.78 -260.224 -685.535 -21022
1301.31 886.644 1745.32 1652.74 -7222.55 -11636.6
1301.34 885.122 1745.05 -1425.43 15365.8 -8442.17
1301.34 885.462 1744.99 11998.2 -7831.05 23211.1
1301.31 886.278 1745.96 -1040.49 -8185.19 4587.76
1301.31 886.472 1745.81 7290.63 -9556.24 40515.7
1301.28 887.572 1745.71 4637.55 -6491.76 35345.8
1301.33 885.101 1745.54 -535.764 6348.5 -988.764
1301.3 887.025 1745.3 520.305 17875.9 -27572.7
1301.31 886.513 1745.43 3111.74 13819.4 -20696.2
1301.26 888.09 1745.82 -1876.02 1317.31 268.374
1301.3 887.128 1745.32 3012.61 -6081.06 -4739.87
1301.21 886.011 1744.97 2780.62 5993.4 -1221.2
1301.3 887.01 1745.61 1556.91 10379 -23231.4
1301.22 888.895 1745.94 1139.05 14674.6 -9459.31
1301.28 887.559 1745.41 2822.6 11872.8 -7988.61
1301.34 884.999 1744.99 -3668.08 2463.5 16519.8
1301.28 887.298 1745.92 -820.842 827.179 8471.61
1301.32 886.081 1745.6 -819.424 11713.3 -23403.2
1301.3 886.759 1745.63 1852.69 -2877.51 8036.51
1301.33 885.466 1745.54 558.108 3972.56 13745.3
1301.33 885.166 1745.84 -760.028 2801.08 -9061.05
1301.33 885.565 1745.36 1122.31 5751.42 -6441.73
1301.34 885.268 1745.08 933.82 -6371.68 -15904.6
1301.34 885.145 1745.19 632.271 5494.39 -13260.5
1301.34 885.064 1745.21 1577.66 7956.03 340.118
1301.33 885.434 1745.39 2204.51 1061.59 4678.94
1301.32 885.488 1745.87 -1456.69 8465.33 4794.45
1301.34 884.981 1745.43 1721.36 -12159.5 17927.5
1301.34 884.99 1745.24 2560.92 -8065.65 13217.3
1301.28 887.448 1745.79 1235.26 5255.35 -16939.5
1301.29 887.391 1745.58 -54.1765 786.323 -9863.26
1301.31 886.696 1745.11 5793.87 656.605 -4249.5
1301.33 886.12 1745.01 -11590.5 -862.544 -30275.5
1301.31 886.273 1745.75 -1209.88 1314.9 1937.89
1301.32 885.948 1745.52 236.627 -277.855 -2250.77
1301.26 887.859 1746.03 11104.5 -10885.3 38911.4
1301.25 888.255 1745.87 -94.893 -8405.25 37801.1
1301.23 888.78 1745.99 232.695 5882.42 -15164.8
1301.33 885.551 1744.99 21927.6 -7805.19 10699.1
1301.31 886.196 1745.9 -836.942 4871.43 -12548.3
1301.31 886.545 1745.54 1194.78 1391.46 -31036.1
1301.24 888.613 1745.84 256.532 -1813.05 20511.1
1301.34 885.252 1745.19 751.937 5924.21 -19799.8
1301.27 887.856 1745.82 -977.11 12003.7 -12294.2
1301.31 886.599 1745.44 3760.16 -138.398 -23657.6
1301.24 888.557 1746 1486 -256.485 8035.21
1301.33 885.522 1745.6 2020.72 -6570.62 22818.3
1301.29 887.084 1745.71 -195.684 14237.6 -10621.9
1301.3 887.091 1745.46 1522.79 -389.316 -11650.4
1301.24 888.431 1745.79 1906.38 8686.68 -15612.6
1301.24 888.454 1745.87 1621.42 -8480.57 -10907.7
1301.3 887.102 1745.25 3226.2 7603.5 -9156.53
1301.31 886.116 1745.9 62.159 7228.09 -20782.1
1301.22 888.853 1746.03 -8.50498 493.247 -18471.8
1301.31 886.44 1745.9 -2668.51 4870.29 -3581.86
1301.3 886.708 1745.54 1124.01 -4037.64 40784.5
1301.31 886.163 1745.75 181.026 1813.19 -20969.5
1301.28 887.514 1745.66 1419.6 -3285.45 -19318.8
1301.3 886.641 1745.85 89.4799 1380.76 1182.1
1301.33 885.66 1745.31 2198.57 -5118.3 -27717.8
1301.28 887.709 1745.54 480.214 -8399.9 14541.5
1301.18 885.564 1744.95 10561.9 11183.6 -208.166
1301.32 886.165 1745.4 515.378 4767.14 -25423.8
1301.32 885.971 1745.75 428.68 -184.332 25542.4
1301.22 889.005 1746.05 -253.504 -4278.2 12630.5
1301.3 886.89 1745.4 1145.65 820.42 -289.285
1296.06 875.761 1746.77 905.778 2705.01 16426.2
1299.87 901.06 1748.97 1780.83 1863.8 -6683.26
1296.24 868.395 1749.14 -14959.3 -1164.42 -9178.98
1299.17 901.804 1750.05 -9354.15 -3741.63 11023.8
1301.16 890.399 1745.23 -1041.89 2720.36 20819
1298.7 883.018 1750.17 -25201.5 -3683.94 -1487.45
1296.56 884.692 1748.74 1838.16 4132.02 9588.03
1298.96 904.578 1745.65 23778.9 4887.86 -16544.4
1295.02 865.744 1748.09 1157.23 -3990.16 3449.18
1298.94 906.458 1748.68 -102.514 1740.02 -7814.33
1299.7 902.884 1745.74 18616.5 7643.53 6576.17
1300.92 893.614 1745.29 13639.7 -1976.98 12563.8
1300.65 880.237 1749.21 10791.6 9163.07 -13471
1294.7 865.267 1746.91 -803.44 1093.94 -780.015
1300.12 872.017 1748.85 33472.7 -14396.2 22360.7
1295.85 871.411 1748.29 -5501.56 1761.05 -9608.36
1301.11 876.721 1744.81 -2627.38 -12014.7 62523.7
1295.67 871.667 1745.93 -460.049 3821.78 9532.72
1300.03 868.302 1748.06 -1985.76 4163.86 7088.09
1294.99 866.847 1744.38 88.0637 -2410.63 6117.79
1297.37 875.066 1749.61 -6493.43 -1722.19 -2508.22
1300.97 875.061 1746.35 -2031.39 -1508.45 5214.97
1299.75 865.306 1744.73 -101.633 -3299.9 -3200.8
1295.18 868.049 1747.38 -1009.72 -3468.48 7330.65
1296.35 881.877 1747.21 -60.2213 -66.6506 -3901.97
1294.92 866.479 1745.68 -731.151 -4497.07 -3236.88
1299.07 861.802 1745.15 815.683 3320.35 -16025.2
1299.83 867.648 1744.28 21134.7 1879.61 -3509.2
1295.35 869.269 1746.82 -436.199 -1087.5 -7627.03
1294.14 862.406 1747.06 -854.074 -2674.59 -2244.51
1297.72 907.56 1750.57 2145.01 -120.08 -722.473
1298.14 863.914 1749.18 1184.76 -5650.72 -2068.71
1300.36 870.053 1747.86 -2049.44 -5144.3 239.281
1300.94 874.57 1745.43 236.953 -2865.26 31854.4
1299.91 867.163 1747.89 5000.63 10594.3 -15260.6
1300.84 894.234 1746.94 -2993.72 16641.1 -27357.3
1300 867.259 1747.59 1990.93 -2071.88 -17688.1
1300.19 880.071 1749.62 -2666.8 692.497 -99.3537
1294.77 865.59 1745.66 -494.444 -4129.98 -2934.72
1296.84 868.555 1749.46 12176.3 4838.12 4393.54
1295.51 868.432 1748.29 -46.6601 4847.78 -150.529
1301.31 884.252 1747.74 7796.29 -8928.27 13410.5
1295.44 869.859 1745.42 1111.27 -1612.38 7384.65
1297.34 867.81 1749.59 -17383.1 -2459.9 -3189.32
1299.4 863.518 1747 -1267.54 -3649.4 -4627.7
1298.57 906.456 1745.72 23042.4 -5353.66 -19577.7
1301.3 883.893 1747.93 1219.48 15642 -22075.6
1295.78 872.694 1746.02 1562.81 5778.38 6260.2
1299.7 902.85 1745.63 45511.4 19429.7 -26224.8
1300.59 896.763 1745.73 2338.55 -7551.09 8559.8
1296.2 873.952 1744.46 39916 -18205 -570.076
1301.21 889.197 1745.92 510.441 -7726.43 -9583.62
1295.64 871.537 1747.07 -735.14 -1290.32 -11527.8
1299.2 905.324 1747.99 17.4514 -2510.89 23074.9
1299.49 876.066 1749.74 2189.25 3911.99 -850.048
1300.84 873.664 1747.18 -2283.61 -6485.86 -1678.04
1295.05 867.273 1747.22 1414.14 -5152.23 6785.99
1300.61 872.681 1748.1 3199.78 -3694.88 -12416
1301.26 880.404 1747.29 301.393 138.843 -170.922
1299.74 865.269 1744.5 -93.2016 -4786.97 19639.6
1298.26 909.697 1746.65 6988.16 -947.968 2960.13
1298.86 907.161 1745.96 3292.06 -1962.55 199.658
1300.96 892.93 1746.29 -1149.99 11105.8 -16277.8
1299.37 874.383 1749.67 16127.3 3378.83 -7073.3
1295.12 866.242 1748.13 1408.54 -7946.72 9449.16
1297.87 869.816 1749.68 8365.1 4319.93 658.262
1296.1 874.201 1744.46 -25914.7 10216.6 -2264.86
1301.04 875.668 1744.74 -2025.29 -11299.9 33709.2
1299.46 869.122 1749.06 4974.52 -280.318 -4534.32
1298.97 863.945 1748.5 3667.37 7871.12 -3892.14
1300.96 880.284 1748.76 11603.1 13662.4 -22353.7
1300.93 893.274 1746.5 -1353.43 7128.55 -11987.7
1301.3 884.201 1747.97 -732.936 2853.22 -3821.57
1300.8 873.058 1745.55 -520.129 349.649 -22449.8
1301.25 879.675 1746.45 2232.18 -3526.04 3730.8
1298.15 909.789 1749.09 889.59 3398.08 -11381.6
1295.94 873.069 1744.42 40990.9 -6043.6 -790.587
1298.86 872.139 1749.68 12654.6 -289.026 -2770.67
1300.02 866.961 1745.05 -1093.44 -3918.96 8421.52
1298.52 869.716 1749.6 -11316.3 1131.19 3883.15
1298.74 861.089 1747.78 382.737 4376.88 959.364
1295.64 871.378 1744.75 -616.207 1175.62 4690.57
1300.4 895.817 1745.33 -13120.6 3343.17 -5093.93
1300.02 880.691 1749.76 15539.6 6686.57 -10553.4
1299.09 861.924 1746.2 -10542.6 1980.18 -1228.03
1299.74 865.303 1745.71 -2421.35 -9096.02 -3020.7
1295.62 871.336 1746.72 -729.315 -2582.76 5684.76
1300.84 876.347 1748.45 -11315.4 -1455.04 25889.9
1301.07 876.651 1747.58 759.365 8805.97 -17812.5
1300.1 867.595 1747.21 1889.8 5438.03 -7846.49
1299.89 866.492 1747.54 -614.467 761.895 3574.7
1296.38 881.307 1748.12 4630.3 -2824.52 984.821
1297.2 869.377 1749.57 5305.71 -3258.61 2885.48
1300.65 896.263 1745.81 504.072 -657.901 2176.9
1299.71 865.071 1744.3 -199.367 -851.308 -2451.97
1300.23 899.243 1748.04 664.971 7222.82 -12237.7
1295.02 867.099 1746.19 13179 -7880.11 1485.82
1301.1 876.873 1746.7 -668.382 3806.87 12690.5
1301.33 883.211 1745.94 1314.45 4337.07 12871.7
1300.19 868.131 1746.09 -4476.77 1368.44 -10550.3
1300.32 869.032 1746.13 -1253.21 -1141.21 -21174.8
1301.2 878.573 1746.19 -4883.53 -7767.05 -3765.44
1299.9 866.251 1745.61 2131.14 1215.02 -10937.4
1296.37 884.455 1746.94 -1305.87 1780.7 -858.587
1295.9 873.879 1747.53 -7.80731 1981.5 3961.1
1295.99 874.721 1745.37 900.923 3131.23 -3540.57
1301.21 879.13 1747.26 -1130.67 -3001.88 22076.1
1301.22 889.238 1745.24 590.802 18511.8 -20633.2
1294.46 863.923 1744.52 254.172 -2168.18 -51.5099
1300.08 867.389 1745.33 -1342.94 -882.1 21544.3
1296.33 880.57 1745.98 208.599 922.728 -762.924
1296.29 879.17 1744.85 302.267 -2849.49 -9025.73
1300.55 896.75 1747.96 -8230.49 6513.74 7991.16
1296.52 863.917 1749.42 7944.59 -12383.2 -4688.45
1301.27 883.666 1748.14 -2710.33 6968.85 12266.8
1301.15 883.166 1748.58 -10655.6 -285.647 26038.8
1296.48 880.771 1748.49 1834.1 8323.64 8325.59
1300 899.793 1749.14 -4730.72 -7161.25 3114.38
1299.72 865.156 1745.03 -1100.05 -7296.13 17681.5
1300.25 874.198 1749.03 -11379.7 -7243.15 11050.7
1301.02 892.43 1745.32 -168.576 9631.31 -23903.3
1296.61 864.77 1749.43 -2980.29 1124.98 -808.672
1300.55 896.75 1747.88 -2477.36 -4368.34 3493.23
1295.93 872.029 1744.38 -7626.4 12582 -3657.65
1300.77 894.909 1747.11 -805.726 -6816.17 18444.1
1296.91 883.354 1749.26 4551.96 2982.74 7268.56
1296.93 873.465 1749.38 8496.55 -2431.29 7165.67
1300.55 896.466 1748.57 7142.3 -6927.24 1887.88
1299.47 863.835 1746.98 -1928.77 -6499.31 10693.8
1296.01 869.147 1748.86 1155.2 1918.72 2663.99
1296.82 878.545 1749.14 -20309.1 -1649.13 -23142.1
1295.69 871.817 1745.28 -69.6834 1181.49 6020.57
1299.25 862.647 1744.45 -325.09 -4630.94 -9584.88
1301.34 884.279 1745.18 168.336 6770.28 -14065.8
1299.07 880.919 1750.08 -4271.68 -211.575 978.464
1298.24 909.409 1749.08 -1037.44 -1397.91 6743.24
1300.27 899.041 1747.27 -905.42 -3399.82 12907.9
1298.12 874.022 1749.82 12795 -3083.3 2146.79
1298.83 907.104 1747.84 -484.23 2015.27 5931.56
1295.95 906.356 1751 -7239.46 -269.938 385.895
1297.22 866.906 1749.56 485.163 -5007.41 1556.95
1295.92 872.683 1748.15 3732.07 1045.7 4613.85
1300.78 894.959 1746.38 -774.115 3305.3 9222.42
1295.97 893.186 1746.65 22428.9 -4371.95 -1913.5
1294.68 903.466 1745.56 -28592.2 -7166.71 -2045.13
1299.6 889.653 1750.24 8243.62 6824.85 -1015.76
1293.91 909.753 1750.53 -1477.17 516.722 1397.76
