zid x y z sxx syy szz sxy sxz syz
236473 1263.25 967.175 1647.86 -2.34477e+06 -2.85424e+06 -4.12479e+06 -373279 -411321 198380
236584 1288.93 856.298 1643.66 -2.82675e+06 -3.13692e+06 -4.75761e+06 -342602 -376567 198875
236759 1215.53 971.371 1648.61 -2.2712e+06 -2.38672e+06 -3.3029e+06 -477721 -376084 138818
236948 1386.11 754.501 1716 -1.76295e+06 -2.296e+06 -4.35687e+06 -255512 -389208 154072
237100 1189.65 933.054 1608.69 -3.14249e+06 -3.12022e+06 -4.12292e+06 -533877 -371727 210831
237222 1272.7 831.707 1614.49 -3.52748e+06 -3.69711e+06 -5.53064e+06 -351106 -369970 260207
237367 1382.18 1046.66 1648.67 -2.32159e+06 -3.57948e+06 -5.9543e+06 67878.3 -426873 312318
237484 1314.1 839.6 1692.43 -1.95057e+06 -2.29382e+06 -3.86839e+06 -318206 -389707 148469
237647 1286.39 1040.25 1654.21 -2.13887e+06 -2.87038e+06 -4.61245e+06 -59013.7 -459745 193223
237842 1291.67 906.613 1663.93 -2.17183e+06 -2.70384e+06 -4.03835e+06 -320187 -406085 159132
238014 1185.45 956.603 1643.43 -2.35059e+06 -2.28018e+06 -3.03134e+06 -522438 -353944 113622
238130 1258.68 883.704 1692.7 -1.71847e+06 -1.85023e+06 -2.91979e+06 -358430 -358308 90898.4
238242 1208.15 819.291 1606.29 -3.76531e+06 -3.38077e+06 -5.03111e+06 -418826 -351036 231486
238383 1336.65 876.258 1650.03 -2.66577e+06 -3.3304e+06 -5.14083e+06 -284031 -397655 220231
238531 1301.24 994.401 1666.47 -2.07047e+06 -2.77024e+06 -4.53013e+06 -171317 -459619 187643
238648 1409.57 833.107 1645.42 -2.91074e+06 -3.88315e+06 -6.25388e+06 -196395 -370831 270729
238765 1345.3 772.065 1629.71 -3.44919e+06 -3.94254e+06 -6.21427e+06 -298380 -363820 278222
238965 1309.59 804.607 1685.78 -2.18306e+06 -2.44388e+06 -4.15891e+06 -303031 -368396 146874
239124 1300.09 834.658 1706.58 -1.65081e+06 -1.86447e+06 -3.3088e+06 -302487 -375652 111835
239297 1165.1 790.16 1672.8 -2.50682e+06 -1.79759e+06 -3.10979e+06 -398135 -263831 115636
239440 1291.07 870.649 1680.91 -2.00957e+06 -2.35265e+06 -3.70203e+06 -320655 -379618 131800
239609 1153 886.434 1648.61 -2.55457e+06 -2.17002e+06 -3.08186e+06 -504905 -309181 126273
239776 1409.24 859.003 1646.97 -2.82358e+06 -3.86578e+06 -6.20205e+06 -171769 -384375 271760
239913 1325.33 824.873 1643.72 -2.94235e+06 -3.41974e+06 -5.35938e+06 -316143 -381777 229472
240109 1268.05 840.157 1687 -2.06869e+06 -2.09226e+06 -3.46392e+06 -322393 -362348 122296
240257 1150.4 760.978 1683.75 -2.39813e+06 -1.58329e+06 -2.91014e+06 -353328 -243302 104190
240428 1354.04 911.933 1660.74 -2.26524e+06 -3.19637e+06 -4.99334e+06 -177046 -423279 216017
240645 1215.88 801.148 1635.65 -3.24443e+06 -2.82389e+06 -4.41024e+06 -375355 -335939 193544
240770 1336.89 1017.63 1674.4 -1.92542e+06 -2.78328e+06 -4.89607e+06 -18259.9 -484057 199875
240879 1252.99 806.003 1601.98 -3.91388e+06 -3.85416e+06 -5.76764e+06 -356173 -363331 271425
240999 1229.68 753.341 1664.82 -2.83524e+06 -2.35234e+06 -4.03536e+06 -336303 -304298 163719
241129 1298.67 1021.5 1623.67 -2.92107e+06 -3.682e+06 -5.69099e+06 -135162 -431113 279673
241270 1253.41 1028.8 1661.44 -2.05983e+06 -2.46572e+06 -3.85569e+06 -214694 -452342 160353
241451 1271.06 769.57 1688.04 -2.2998e+06 -2.16352e+06 -3.86956e+06 -265203 -326933 131860
241576 1243.65 860.347 1688.53 -1.96174e+06 -1.8617e+06 -3.01399e+06 -366405 -350205 97853.7
241736 1199.11 869.374 1654.11 -2.5328e+06 -2.2397e+06 -3.32858e+06 -439452 -329880 124447
241924 1213.01 784.764 1690.07 -2.22491e+06 -1.65142e+06 -2.99308e+06 -324575 -286407 92650.8
242063 1273.58 863.352 1622.91 -3.17104e+06 -3.45935e+06 -5.09754e+06 -370895 -371397 231936
242217 1408.77 810.405 1662.73 -2.63563e+06 -3.55508e+06 -5.87268e+06 -229730 -376181 249400
242346 1335.15 1021.88 1632.79 -2.75974e+06 -3.68257e+06 -5.91759e+06 -45235.1 -438883 289955
242490 1224.88 895.653 1635.93 -2.80466e+06 -2.84015e+06 -3.98573e+06 -444135 -363848 178743
242646 1255.27 873.623 1653.47 -2.54745e+06 -2.7104e+06 -4.04291e+06 -373813 -373019 175075
242829 1367.76 813.836 1605.16 -3.80875e+06 -4.52193e+06 -6.86143e+06 -296796 -367858 323664
242996 1201.17 877.061 1631.86 -2.98813e+06 -2.77118e+06 -3.94177e+06 -459430 -357747 175399
243077 1351.59 1045.66 1628.68 -2.7837e+06 -3.88829e+06 -6.15047e+06 -21955.3 -441225 325853
243302 1260.6 756.97 1614.05 -3.90964e+06 -3.7147e+06 -5.82299e+06 -313454 -356408 267402
243410 1359.42 847.258 1701.78 -1.72173e+06 -2.35344e+06 -4.11221e+06 -268679 -422020 135904
243631 1191.58 952.291 1666.27 -1.96916e+06 -1.91285e+06 -2.54918e+06 -531687 -362234 72043.9
243786 1245.82 833.052 1654.44 -2.70125e+06 -2.62657e+06 -4.11672e+06 -360959 -348607 167863
243914 1293.9 862.96 1635.22 -2.98087e+06 -3.35606e+06 -5.02454e+06 -349042 -390745 220771
244064 1192.04 985.832 1610.83 -2.9765e+06 -3.07209e+06 -4.00029e+06 -534577 -390197 215918
244148 1370.43 865.108 1704.91 -1.58681e+06 -2.35469e+06 -4.17274e+06 -216582 -443442 149702
244347 1194.18 783.708 1611.3 -3.79974e+06 -3.27658e+06 -4.98309e+06 -411291 -328256 234517
244542 1324.99 776.278 1686.49 -2.29401e+06 -2.57595e+06 -4.47555e+06 -274126 -364182 154911
244700 1263.58 849.913 1648.39 -2.76937e+06 -2.87551e+06 -4.38526e+06 -360428 -361568 173302
244842 1447.24 849.857 1625.74 -3.29991e+06 -4.58037e+06 -7.2212e+06 -123403 -344888 343660
244984 1231.37 784.472 1607.06 -3.91482e+06 -3.59894e+06 -5.49017e+06 -389787 -358821 263687
245094 1433.48 866.011 1612.77 -3.52762e+06 -4.77299e+06 -7.38392e+06 -123572 -364909 351597
245175 1168.68 1024.89 1611.43 -2.75135e+06 -2.8788e+06 -3.55965e+06 -520336 -394534 199490
245313 1248.86 1023.54 1617.21 -2.87634e+06 -3.45002e+06 -4.90769e+06 -244022 -424674 249379
245459 1323.92 782.209 1704.07 -1.87149e+06 -2.15724e+06 -3.93547e+06 -265389 -365727 136998
245614 1184.37 834.076 1646.27 -2.87429e+06 -2.37497e+06 -3.64299e+06 -411606 -318589 157888
245770 1319.86 960.702 1624.15 -2.8624e+06 -3.75073e+06 -5.53045e+06 -197624 -415830 269067
245872 1250.89 1028.03 1657.61 -2.08591e+06 -2.49587e+06 -3.88437e+06 -213429 -444259 160626
246060 1221.32 766.495 1718.76 -1.77395e+06 -1.12744e+06 -2.41438e+06 -295593 -279439 62046.9
246214 1164.46 814.639 1647.64 -2.95294e+06 -2.32946e+06 -3.64768e+06 -426001 -302267 158225
246347 1351.53 1031.2 1615.65 -3.12417e+06 -4.17228e+06 -6.53941e+06 -34190.1 -423463 332958
246459 1374.09 860.662 1656.32 -2.55673e+06 -3.43036e+06 -5.50217e+06 -223677 -403714 233713
246631 1416.62 927.211 1609.74 -3.33689e+06 -4.71407e+06 -7.13788e+06 -41047.9 -371509 369191
246763 1197.43 784.875 1653.83 -2.93246e+06 -2.35568e+06 -3.83786e+06 -366771 -303546 154586
246953 1388.12 968.064 1635.66 -2.76289e+06 -3.9609e+06 -6.22128e+06 -7767.15 -413495 323077
247092 1386.05 943.192 1634.92 -2.70371e+06 -3.96216e+06 -6.0636e+06 -42062.7 -410657 295774
247242 1392.44 841.042 1619.37 -3.4265e+06 -4.3823e+06 -6.72806e+06 -242858 -369985 318502
247392 1299.72 758.726 1657.37 -3.01798e+06 -3.09955e+06 -5.17547e+06 -270118 -356337 211926
247521 1182.57 818.353 1607.08 -3.77032e+06 -3.27025e+06 -4.83539e+06 -441926 -332902 235948
247684 1244.14 816.898 1693.06 -2.00593e+06 -1.77719e+06 -3.1227e+06 -314682 -331481 106105
247763 1175.94 805.282 1711.92 -1.80155e+06 -1.04252e+06 -2.04726e+06 -379610 -266675 51464.5
247877 1353.6 873.148 1677.86 -2.06908e+06 -2.82997e+06 -4.63181e+06 -246834 -412287 177689
248022 1392.2 912.255 1640.69 -2.7667e+06 -3.90885e+06 -6.0661e+06 -123905 -395210 286439
248241 1375.31 888.946 1625.03 -3.11105e+06 -4.13249e+06 -6.30237e+06 -189846 -391120 284743
248426 1309.88 958.462 1661.72 -2.09984e+06 -2.90724e+06 -4.39116e+06 -217155 -444343 196702
248562 1439.87 808.182 1663.69 -2.64109e+06 -3.71223e+06 -6.23423e+06 -196239 -368086 253503
248745 1413.8 926.666 1621.08 -3.12429e+06 -4.47094e+06 -6.83432e+06 -42059.4 -381944 342971
248924 1164.73 978.84 1622.74 -2.67569e+06 -2.62143e+06 -3.33894e+06 -574962 -363962 152404
249037 1394.38 854.896 1669.86 -2.34155e+06 -3.26477e+06 -5.42401e+06 -194128 -412864 227654
249193 1276.53 1034.46 1665.33 -1.9684e+06 -2.59241e+06 -4.21574e+06 -111334 -480285 174028
249376 1231.9 797.442 1711.63 -1.80418e+06 -1.33844e+06 -2.57841e+06 -287359 -311681 82061.8
249491 1361.17 810.721 1638.86 -3.08298e+06 -3.7523e+06 -5.89089e+06 -291770 -369296 256896
249620 1376.34 855.706 1685.33 -1.98462e+06 -2.82246e+06 -4.7767e+06 -213465 -423375 174937
249833 1182.45 825.421 1614.24 -3.59181e+06 -3.12372e+06 -4.58754e+06 -441123 -339855 221331
250094 1293.95 818.018 1705.36 -1.7211e+06 -1.87695e+06 -3.36419e+06 -295874 -361346 106600
250230 1348.68 934.439 1674.4 -1.91311e+06 -2.86795e+06 -4.48809e+06 -152454 -444538 182363
250380 1343.79 990.538 1646.95 -2.48917e+06 -3.42589e+06 -5.54226e+06 -54674.9 -447453 262455
250532 1259.04 779.604 1649.85 -3.05254e+06 -2.87724e+06 -4.69762e+06 -312260 -343203 190013
250698 1168.73 891.831 1664.44 -2.23006e+06 -1.89543e+06 -2.70241e+06 -487451 -319768 99691.3
250837 1190.02 786.215 1614.18 -3.73894e+06 -3.18837e+06 -4.86915e+06 -405409 -333742 241864
250980 1347 933.091 1690.15 -1.60294e+06 -2.52356e+06 -4.05446e+06 -132720 -476257 152575
251190 1164.47 850.666 1689.99 -1.98892e+06 -1.41023e+06 -2.24969e+06 -455222 -266514 65364.9
251402 1185.02 791.536 1675.46 -2.46076e+06 -1.79356e+06 -3.13261e+06 -375198 -282393 110749
251553 1198.51 954.397 1618.29 -2.89468e+06 -2.94711e+06 -3.87362e+06 -519634 -368914 198202
251723 1303.24 964.388 1654.66 -2.21551e+06 -3.00508e+06 -4.53683e+06 -223176 -431857 212426
251860 1442.61 806.829 1611.24 -3.75227e+06 -4.88255e+06 -7.61703e+06 -205364 -343191 346994
252061 1186.94 794.35 1671.11 -2.54796e+06 -1.90476e+06 -3.2422e+06 -374632 -292701 124131
252299 1184.83 931.806 1612.78 -3.09781e+06 -3.0107e+06 -3.97222e+06 -536412 -361319 201486
252434 1396.6 912.949 1696.73 -1.55529e+06 -2.68377e+06 -4.65557e+06 -74052 -458808 176271
252560 1243.36 1023.25 1616.93 -2.92791e+06 -3.38306e+06 -4.84105e+06 -274661 -420118 252241
252750 1287.57 956.072 1623.54 -2.85249e+06 -3.56439e+06 -5.05101e+06 -302617 -404180 254241
252960 1273.91 824.83 1707.3 -1.73764e+06 -1.70312e+06 -3.05733e+06 -296954 -356010 89487.2
253065 1396.16 1032.26 1606.78 -3.3023e+06 -4.66548e+06 -7.22086e+06 32779.3 -400726 388502
253241 1219.56 979.974 1655.46 -2.13795e+06 -2.26981e+06 -3.19972e+06 -440160 -385610 120118
253380 1445.35 1019.11 1646.05 -2.48081e+06 -4.08004e+06 -6.72605e+06 141553 -388450 361400
253577 1317.13 869.809 1672.8 -2.1535e+06 -2.64918e+06 -4.21903e+06 -285027 -385870 161392
253701 1254.08 814.372 1683.1 -2.2706e+06 -2.11055e+06 -3.57931e+06 -327391 -350998 125148
253866 1354.06 943.895 1606.1 -3.2996e+06 -4.41567e+06 -6.35848e+06 -158087 -393763 336694
254114 1391.85 940.052 1633.78 -2.77672e+06 -4.04704e+06 -6.19408e+06 -57776.5 -408654 291211
254302 1347.95 857.219 1706.36 -1.56674e+06 -2.17973e+06 -3.81309e+06 -258163 -429163 132236
254456 1157.13 793.511 1712.36 -1.83954e+06 -1.02237e+06 -2.00478e+06 -374473 -226434 52934.3
254599 1209.84 827.929 1629.13 -3.25315e+06 -2.91072e+06 -4.38149e+06 -406966 -346706 198924
254723 1263.49 967.123 1680.65 -1.72293e+06 -2.18538e+06 -3.25151e+06 -365204 -434145 117303
254877 1403.87 760.426 1601.32 -4.04262e+06 -4.87236e+06 -7.51089e+06 -276571 -340672 344055
255073 1202.64 1042.41 1662.3 -1.85232e+06 -2.03671e+06 -2.84579e+06 -322739 -447074 103949
255249 1285.86 1002.16 1661.19 -2.22721e+06 -2.78065e+06 -4.47553e+06 -192704 -472301 171426
255349 1380.1 1003.78 1607.52 -3.33351e+06 -4.55495e+06 -7.04197e+06 10778.4 -399520 372568
255522 1206.37 1018.64 1626.94 -2.5955e+06 -2.81397e+06 -3.82943e+06 -405652 -406652 196206
255670 1170.82 846.299 1700.28 -1.84445e+06 -1.25763e+06 -2.04696e+06 -439357 -269772 60601.8
255772 1308.66 1026.72 1670.93 -1.89743e+06 -2.6133e+06 -4.56194e+06 -52958.4 -485323 159938
255958 1376.38 909.094 1650.71 -2.55208e+06 -3.60843e+06 -5.61933e+06 -163741 -419973 249791
256131 1421.07 933.071 1630.46 -2.90775e+06 -4.31401e+06 -6.67367e+06 -624.924 -384946 335853
256313 1373.07 1036.45 1675.13 -1.80205e+06 -2.92619e+06 -5.22164e+06 61491.4 -467844 223344
256530 1235.35 819.392 1685.17 -2.20319e+06 -1.91263e+06 -3.22517e+06 -354069 -314237 103800
256665 1436.57 827.985 1686.06 -2.11259e+06 -3.16905e+06 -5.56913e+06 -132873 -393745 228930
256813 1280.41 898.058 1637.64 -2.74133e+06 -3.16725e+06 -4.6262e+06 -349775 -377419 209415
256978 1425.92 1003.67 1616.28 -3.19674e+06 -4.6673e+06 -7.3263e+06 78186 -391584 391208
257102 1425.84 888.179 1658.37 -2.49434e+06 -3.73577e+06 -6.11528e+06 -97524.1 -397564 261170
257261 1228.21 865.958 1701.4 -1.73922e+06 -1.52165e+06 -2.43281e+06 -382378 -335475 78508.1
257424 1335.6 826.595 1647.82 -2.83976e+06 -3.3977e+06 -5.34579e+06 -320769 -382392 219039
257586 1346.95 920.718 1651.33 -2.40205e+06 -3.34127e+06 -5.09002e+06 -184338 -415184 223738
257746 1345.94 880.442 1696.66 -1.72804e+06 -2.4011e+06 -4.0282e+06 -259807 -434311 140168
257905 1224.73 984.621 1661.99 -2.033e+06 -2.22377e+06 -3.15714e+06 -464837 -413367 116236
258071 1380.56 1004.3 1622.36 -3.02944e+06 -4.20003e+06 -6.66417e+06 31096.2 -408850 335335
258260 1191.04 951.005 1660.93 -2.05321e+06 -2.0113e+06 -2.67645e+06 -528162 -343932 96554.6
258454 1396.7 937.625 1687.6 -1.62813e+06 -2.88048e+06 -4.84057e+06 -9808.33 -454508 184697
258579 1258.06 878.07 1654.4 -2.54961e+06 -2.69268e+06 -4.02608e+06 -386683 -380280 161136
258797 1260.07 766.793 1620.75 -3.71392e+06 -3.55374e+06 -5.60153e+06 -316307 -354357 261660
258983 1419.72 864.766 1630.14 -3.11848e+06 -4.29176e+06 -6.74306e+06 -133779 -365155 319879
259181 1305.41 751.857 1689.01 -2.3458e+06 -2.42093e+06 -4.39953e+06 -234612 -353937 152436
259288 1435.29 760.881 1678.69 -2.48876e+06 -3.38452e+06 -5.87453e+06 -239417 -374228 230906
259432 1380.35 960.478 1675.5 -1.91019e+06 -3.01388e+06 -5.03395e+06 -9330.82 -447620 218476
259618 1302.95 901.312 1685.91 -1.7885e+06 -2.28096e+06 -3.62233e+06 -297039 -415360 132798
259847 1226.55 908.543 1671.6 -2.04794e+06 -2.05547e+06 -2.95861e+06 -442820 -352786 94694.9
260009 1370.49 933.236 1641.19 -2.63035e+06 -3.74903e+06 -5.69076e+06 -129190 -407267 271724
260145 1359.35 897.456 1624.68 -3.0719e+06 -4.08159e+06 -6.06167e+06 -216599 -387866 287270
260300 1276.27 777.758 1707.23 -1.87149e+06 -1.75635e+06 -3.36833e+06 -255236 -345072 100901
260447 1274.57 813.727 1696.71 -1.99888e+06 -1.95749e+06 -3.44398e+06 -280156 -364928 119492
260648 1264.26 849.41 1683.26 -2.06567e+06 -2.10743e+06 -3.4565e+06 -335495 -355541 111038
260810 1391.49 934.584 1634.18 -2.74925e+06 -4.00707e+06 -6.16019e+06 -42779.2 -409142 296592
260976 1290.72 753.054 1691.73 -2.28752e+06 -2.24873e+06 -4.12931e+06 -236718 -344627 137774
261120 1221.95 803.34 1660.18 -2.74639e+06 -2.33775e+06 -3.81761e+06 -358039 -317982 164376
261295 1195.68 832.6 1611.11 -3.58401e+06 -3.20216e+06 -4.70156e+06 -428924 -347393 217385
261463 1281.3 946.838 1653.47 -2.21669e+06 -2.82383e+06 -4.09615e+06 -305039 -411430 173453
261695 1417.99 883.773 1619.82 -3.33448e+06 -4.51514e+06 -7.00218e+06 -138103 -365430 334887
261926 1277.97 1019.07 1657.3 -2.22026e+06 -2.81068e+06 -4.46393e+06 -183131 -462322 185773
262126 1427.34 902.292 1658.73 -2.44173e+06 -3.72913e+06 -6.10484e+06 -59513.8 -398060 270851
262251 1334.28 839.622 1708.95 -1.60918e+06 -2.05203e+06 -3.64768e+06 -283396 -408968 126210
262536 1377.2 812.049 1681.67 -2.20787e+06 -2.88436e+06 -4.92208e+06 -251070 -392910 189526
262659 1273.56 961.702 1681.77 -1.65919e+06 -2.18512e+06 -3.31927e+06 -350397 -444227 110249
262856 1191.83 750.345 1673.5 -2.65416e+06 -1.94656e+06 -3.44095e+06 -342169 -273751 127687
263039 1292.86 796.444 1666.81 -2.6521e+06 -2.78226e+06 -4.5882e+06 -315776 -369189 172422
263255 1260.52 755.217 1630.17 -3.5194e+06 -3.34475e+06 -5.36514e+06 -294749 -342557 238199
263357 1176.33 909.253 1678.8 -1.98198e+06 -1.6867e+06 -2.29356e+06 -520376 -331971 60986.9
263498 1442.62 793.247 1637.82 -3.22482e+06 -4.31278e+06 -6.94665e+06 -227826 -347364 300330
263625 1335.31 786.375 1692.77 -2.0807e+06 -2.45777e+06 -4.31681e+06 -273384 -370236 150128
263821 1275.43 923.097 1642.39 -2.47019e+06 -3.00638e+06 -4.27557e+06 -364380 -384510 200772
264064 1312.21 996.072 1677.29 -1.87119e+06 -2.53999e+06 -4.39108e+06 -120107 -474004 145876
264168 1303.96 973.326 1609.55 -3.18703e+06 -4.0182e+06 -5.85107e+06 -258992 -410388 301742
264317 1400.09 773.069 1721.79 -1.53114e+06 -2.23386e+06 -4.26959e+06 -254283 -413613 145755
264447 1405.33 860.42 1637.03 -3.0067e+06 -4.06769e+06 -6.41105e+06 -168535 -380688 297349
264596 1197.89 906.135 1686.06 -1.78556e+06 -1.57437e+06 -2.21925e+06 -451314 -321253 52398.4
264734 1395.95 1010.98 1602.25 -3.47535e+06 -4.75785e+06 -7.37547e+06 29031.7 -390147 381706
264911 1406.45 835.816 1650.72 -2.76033e+06 -3.76239e+06 -6.05763e+06 -190150 -377362 263477
265095 1374.76 1028.75 1673.4 -1.86258e+06 -2.95478e+06 -5.2956e+06 71174.9 -465636 223424
265205 1157.28 1049.22 1604.81 -2.89452e+06 -3.01662e+06 -3.70658e+06 -516774 -405764 217107
265301 1326.29 1005.39 1609.74 -3.26468e+06 -4.19012e+06 -6.41172e+06 -114834 -418338 337000
265488 1325.36 758.052 1656.07 -2.99557e+06 -3.26898e+06 -5.44247e+06 -272511 -355585 210636
265680 1369.31 975.653 1663.41 -2.11727e+06 -3.1973e+06 -5.30111e+06 2946.89 -454142 236195
265824 1448.58 800.753 1630.17 -3.40243e+06 -4.51842e+06 -7.24211e+06 -190851 -345617 331833
265952 1284.56 1010.82 1648.4 -2.4503e+06 -3.04261e+06 -4.8123e+06 -195370 -450704 212084
266106 1436.33 972.917 1682.77 -1.70188e+06 -3.2094e+06 -5.63176e+06 154967 -441156 229293
266337 1320.86 991.021 1665.02 -2.10254e+06 -2.95057e+06 -4.81521e+06 -134379 -467872 184650
266491 1272 812.604 1710.86 -1.74417e+06 -1.64707e+06 -3.03282e+06 -271857 -352988 100644
266656 1375.75 879.255 1624.85 -3.16686e+06 -4.15463e+06 -6.33423e+06 -218514 -383964 290532
266806 1170.81 854.709 1627.86 -3.14778e+06 -2.70961e+06 -3.94893e+06 -471289 -333371 183942
266993 1371.1 967.867 1615.6 -3.16072e+06 -4.31832e+06 -6.51985e+06 -71483.7 -406939 339061
267133 1272.1 1007.49 1676.56 -1.80339e+06 -2.28552e+06 -3.79111e+06 -207083 -472156 129565
267272 1341.33 876.775 1612.54 -3.38377e+06 -4.18114e+06 -6.1979e+06 -271904 -375635 302108
267441 1242.85 937.376 1635.47 -2.63777e+06 -2.93767e+06 -4.05401e+06 -426519 -387500 186362
267635 1352.02 763.657 1667.69 -2.70436e+06 -3.15006e+06 -5.30652e+06 -264033 -368054 215155
267841 1321.12 886.758 1601.46 -3.56956e+06 -4.23171e+06 -6.09341e+06 -305622 -378697 314298
268017 1281.75 850.84 1664.55 -2.41656e+06 -2.65097e+06 -4.1636e+06 -336694 -375545 165395
268135 1165.75 914.872 1687.98 -1.83309e+06 -1.50396e+06 -1.95587e+06 -546474 -330440 50976.6
268273 1273.54 853.416 1675.83 -2.19441e+06 -2.35275e+06 -3.75448e+06 -336490 -369685 141219
268541 1233.11 807.078 1652.83 -2.88054e+06 -2.59141e+06 -4.13925e+06 -359231 -321575 182269
268769 1318.33 905.957 1660.67 -2.2442e+06 -2.90811e+06 -4.43296e+06 -258596 -410502 194642
268948 1263.76 961.276 1672.63 -1.85917e+06 -2.27281e+06 -3.38313e+06 -352307 -426649 130703
269100 1257 967.288 1631.97 -2.66334e+06 -3.17843e+06 -4.44291e+06 -387490 -405732 225066
269231 1235.6 916.17 1620.62 -3.02947e+06 -3.24429e+06 -4.44518e+06 -442724 -385890 216335
269377 1185.37 947.826 1646.3 -2.3093e+06 -2.25122e+06 -2.98394e+06 -520630 -363386 124348
269666 1314.6 994.661 1680.84 -1.81629e+06 -2.47511e+06 -4.34717e+06 -130749 -479391 132209
269834 1399.66 767.962 1692.96 -2.11389e+06 -2.83935e+06 -5.02399e+06 -260774 -373783 186008
269953 1403.01 930.545 1601.85 -3.47097e+06 -4.8095e+06 -7.14885e+06 -67128.8 -372179 369205
270105 1388.78 1008.97 1667.94 -2.06598e+06 -3.21258e+06 -5.61246e+06 73542.7 -451361 256455
270314 1155.27 761.849 1658.99 -2.89303e+06 -2.11148e+06 -3.60551e+06 -379081 -263798 145990
270435 1413.37 1012.01 1649.89 -2.40224e+06 -3.77553e+06 -6.32041e+06 96762.8 -416635 311794
270568 1311.3 898.424 1695.38 -1.61231e+06 -2.14129e+06 -3.44367e+06 -281897 -419885 119778
270726 1263.87 983.118 1680.67 -1.78027e+06 -2.13402e+06 -3.3919e+06 -341784 -456388 101883
270920 1428.67 903.927 1637.33 -2.90221e+06 -4.20989e+06 -6.67406e+06 -61736.1 -377861 315651
271097 1296.7 853.741 1661.93 -2.48162e+06 -2.78439e+06 -4.37513e+06 -322454 -384659 169219
271244 1200.34 1008.96 1659.08 -1.96655e+06 -2.08471e+06 -2.8198e+06 -444601 -415495 110929
271344 1357.78 851.014 1692.24 -1.90025e+06 -2.57119e+06 -4.3725e+06 -270289 -417333 151653
271488 1300.54 766.861 1641.07 -3.28635e+06 -3.42862e+06 -5.54543e+06 -286596 -348508 228040
271601 1404.87 827.694 1606.89 -3.72898e+06 -4.71173e+06 -7.19431e+06 -216281 -355440 348456
271829 1284.79 1029.54 1635.65 -2.63926e+06 -3.3473e+06 -5.14159e+06 -148741 -444570 244083
271978 1322.88 870.355 1602.66 -3.61776e+06 -4.24408e+06 -6.1808e+06 -322001 -382402 304846
272197 1226.99 994.134 1661.45 -1.96795e+06 -2.19929e+06 -3.21339e+06 -405596 -413263 116690
272449 1290.23 961.244 1654.16 -2.2131e+06 -2.93202e+06 -4.33849e+06 -278585 -429072 180032
272581 1377.57 763.643 1689.62 -2.20301e+06 -2.78508e+06 -4.91886e+06 -259976 -383448 185275
272831 1283.51 814.95 1709.77 -1.71515e+06 -1.73816e+06 -3.17845e+06 -298192 -352867 105826
273076 1300.49 857.872 1699.09 -1.71366e+06 -1.99961e+06 -3.37574e+06 -306121 -387069 110900
273282 1245.03 1036.03 1610.38 -2.96086e+06 -3.49792e+06 -5.0063e+06 -215043 -435838 247892
273390 1231.51 821.222 1707.49 -1.77741e+06 -1.39547e+06 -2.53207e+06 -345962 -312109 62118.1
273581 1296.46 967.774 1667.54 -2.00616e+06 -2.72475e+06 -4.14908e+06 -249290 -450227 163654
273742 1330.5 965.803 1686.15 -1.61559e+06 -2.49585e+06 -4.09504e+06 -123665 -471333 138446
273843 1194.09 970.802 1637.23 -2.47971e+06 -2.48766e+06 -3.30992e+06 -508738 -372222 139964
274014 1304.03 799.654 1613.21 -3.70569e+06 -4.00837e+06 -6.10838e+06 -326336 -364676 274155
274169 1211.66 814.381 1701.37 -1.91683e+06 -1.40581e+06 -2.52677e+06 -348911 -297155 79643.9
274309 1342.09 882.666 1699.17 -1.64146e+06 -2.32899e+06 -3.89815e+06 -241836 -437239 142161
274557 1326.77 910.059 1649.44 -2.50235e+06 -3.28086e+06 -4.90161e+06 -260851 -394260 232974
274730 1210.77 919.677 1687.62 -1.76216e+06 -1.68391e+06 -2.34264e+06 -466907 -348461 57896.9
274853 1318.07 947.284 1610.49 -3.09501e+06 -4.05357e+06 -5.74245e+06 -214984 -399892 293003
274998 1254.53 831.784 1649.86 -2.82881e+06 -2.8094e+06 -4.35514e+06 -364261 -350435 167708
275160 1210.74 824.138 1677.06 -2.26843e+06 -1.86172e+06 -3.09104e+06 -377203 -300624 104157
275357 1346.6 1049.71 1626.79 -2.79203e+06 -3.89155e+06 -6.13152e+06 -1581.94 -438611 326353
275536 1308.04 912.561 1643.85 -2.52842e+06 -3.22327e+06 -4.73399e+06 -293333 -407863 215693
275684 1292.51 966.528 1656.4 -2.20986e+06 -2.83502e+06 -4.36561e+06 -268898 -427950 190688
275825 1187.37 831.32 1685.55 -2.11605e+06 -1.595e+06 -2.61531e+06 -399932 -276538 75835.6
275991 1343.53 856.502 1660.27 -2.48567e+06 -3.15265e+06 -4.99889e+06 -295205 -396750 199683
276197 1203.88 968.438 1605.59 -3.13151e+06 -3.24898e+06 -4.28368e+06 -522360 -384872 228071
276351 1240.76 798.386 1652.72 -2.94082e+06 -2.67592e+06 -4.30135e+06 -351969 -347098 172731
276450 1225.68 777.404 1693.85 -2.16945e+06 -1.629e+06 -3.06207e+06 -313145 -296523 87020.6
276646 1169.94 813.96 1667.53 -2.5167e+06 -1.90598e+06 -3.13913e+06 -415616 -275612 118473
276824 1446.39 1004.45 1646.57 -2.51978e+06 -4.09371e+06 -6.74475e+06 135853 -391408 353431
276965 1252.8 989.788 1664.59 -2.00881e+06 -2.34216e+06 -3.6001e+06 -328904 -427000 130963
