zid x y z sxx syy szz sxy sxz syz
64337 1375.09 988.074 1853.45 -34080 -33814.8 -573472 58551.2 12242.6 37179.7
64357 1250.8 931.951 1773.84 -282449 -349145 -373194 -122348 -174739 -43030.2
64379 1279.28 1018.03 1820.72 -40012.6 59739.7 -245140 14997.8 -28252.7 18929.3
64400 1312.26 972.706 1823.25 -66255.8 26137 -282285 -26226 -25586.1 18861.8
64423 1290.48 942.9 1797.96 -231662 -249608 -319429 -62081.9 -132455 -34567.2
64443 1388.43 1041.82 1875.98 12389.4 53264.5 -245566 27903.3 5031.12 4109.79
64467 1211.8 1006.53 1759.78 -318457 -199003 -424399 -105820 -232422 -72180.9
64489 1409.69 1008.14 1871.99 -1392.56 -51454.5 -656423 83481.1 30967 23927
64511 1203.7 989.908 1752.02 -375075 -259913 -460892 -153910 -272112 -110550
64535 1363.25 841.578 1844.35 -104443 -99542.2 -398461 -38061.6 -95790.5 23820.3
64558 1422.31 849.438 1867.71 -74145.3 -73917.5 -502653 26332.2 -23795.9 26434
64579 1277.65 977.397 1796.27 -313015 -144270 -534992 -71912.6 -132839 -11299.1
64600 1325.99 976.079 1824.41 -107907 -48212.7 -531974 18134.9 -42790.4 32630.1
64624 1360.95 1043.19 1849.52 -18532 -27967 -639452 90125.1 1705.08 39073
64648 1410.29 976.222 1873.99 -2356.46 47605.4 -304417 4703.61 16153.6 32429.5
64672 1440.28 833.008 1881.69 -35520.1 -43415.1 -393661 7171.51 -15456.1 12247.5
64695 1315.22 1027.14 1823.75 -180994 -67177.3 -770191 84025.5 -25945.6 34510
64717 1442.84 814.418 1888.22 -36692.5 -32438.2 -312036 -11881.6 -27022.4 9960.14
64740 1416.23 1036.63 1893.98 15887.9 50263.4 -109105 35648.7 -3280.38 4372.64
64762 1366.22 972.752 1838.02 -101625 -111491 -651303 82648.1 -20757.3 51525.6
64787 1403.1 951.1 1862.94 -45388.3 -8705.91 -304721 39225.6 -7961.96 20567.7
64812 1249.12 932.429 1767.04 -472759 -487761 -617149 -136438 -223120 -50266.2
64835 1402.27 953.005 1867.7 -10308 -3650.24 -215081 5801.71 -10755 33563.2
64858 1396.49 941.018 1862 -19189.5 986.409 -229385 8020.02 -9407.27 11834.9
64880 1300.47 972.339 1808.77 -159932 -96443.6 -514954 -24728.5 -84293.7 14244
64903 1405.29 998.106 1884.08 -3167.77 47407.7 -225069 12405.4 -7768.03 16278.8
64925 1322.5 1041.91 1850.55 3381.82 66399.5 -164346 20154.5 -16545.1 2228.17
64950 1252.43 1005.11 1792.75 -209229 42769.6 -346455 -40752.5 -99407.1 -9901.62
64971 1307.79 1044.82 1833.94 -38489.2 43982.8 -319031 54771.5 -10901.8 14287.2
64997 1430.3 966.925 1886.06 -17500.7 38316 -242080 22066.5 941.732 22579.6
65021 1402.72 981.522 1859.56 -41764.5 -93400.7 -676102 94198.8 9808.63 42851.5
65047 1343.03 1023.32 1845.69 -37220 -11605.9 -599520 70431.2 -3488.65 33517.4
65071 1443.89 982.166 1882.94 -4848.68 -73304.9 -616334 91618.4 36350.1 30965.6
65096 1382.71 884.343 1855.97 -51397.7 -20996.8 -253735 3892.67 -19068.9 221.156
65122 1303.8 1017.53 1839.2 -2860.28 72255.3 -206371 -2155.91 5902.44 -1192.15
65144 1397.14 916.477 1863.3 -19310.5 12980.2 -216398 -759.16 -18671.6 3288.49
65173 1231.3 937.842 1753.29 -478263 -512625 -646306 -140494 -196701 -47816.5
65197 1180.15 1048.15 1745.12 -198658 -103420 -319019 -42710.6 -251593 -21515.6
65228 1347.15 1040.25 1862.21 14645.5 62438.6 -179704 22026.9 -6218.31 -714.51
65250 1402.55 902.076 1853.28 -79849.1 -110932 -579449 64612.8 -27515.9 40064.3
65280 1437.32 1048.89 1874.91 -13112.3 -158667 -788586 130758 19570.7 58746
65306 1356.46 990.274 1858.45 -6715.14 56897.2 -220335 -5110.81 -8454.56 22711.1
65329 1370.12 988.666 1864.38 -2379.49 51940.3 -210334 -872.79 -1368.31 25739.2
65358 1389.63 906.895 1845.36 -125783 -144676 -596262 59817 -42405.1 45718.7
65382 1442.49 937.297 1873.79 -66984.8 -95339.1 -636000 114027 -4405.17 68333.9
65413 1269.21 944.929 1786.18 -334738 -302542 -363444 -133713 -162241 -56643.4
65439 1334.69 1048.32 1837.84 -43328.1 -18188.7 -605982 100829 -23113.2 43553.1
65461 1379.08 878.152 1848.89 -50830.7 -52783.7 -396561 9108.64 -39541 26596.8
65486 1360.83 953.2 1823.87 -262789 -318824 -712038 39821 -72163.5 44152.8
65515 1320.64 910.953 1805.38 -331762 -367824 -554572 -30722.8 -126181 28229
65545 1330.13 983.772 1847.36 5002.07 53110.3 -125875 -17678.1 -11992.2 14214.3
65571 1287.01 960.027 1794.26 -247161 -258524 -522003 -76247.9 -147977 -2192.17
65601 1403.93 991.242 1876.84 -7086.91 48112.3 -322156 14539.9 5184.04 35917.3
65629 1336.55 1001.35 1836.14 -101608 487.97 -657157 62676.2 -2657.78 48623.3
65652 1430.56 1022.88 1872.71 -4873.5 -83164.8 -678283 109204 15062.6 36963.4
65678 1337.59 935.089 1808.15 -372189 -441820 -723707 -5822.07 -120192 45473.8
65705 1320.73 989.086 1840.56 12874.5 51929.4 -223282 -17863.3 -8072.47 19625.7
65729 1406.81 943.644 1864.3 -83833 -38218.9 -320625 67919.9 -11580.8 34380.7
65760 1396.57 1020.88 1884 11918.8 54136.9 -182841 28236.1 10017 25951.8
65788 1392.13 915.519 1864.58 -35658.3 8784.6 -157262 -1414.36 -40141.5 -12501.7
65828 1404.19 830.858 1860.69 -81300.4 -60163.5 -422674 11308.4 -26756.2 14623.1
65858 1384.68 993.857 1859.61 -25826.1 -32794.6 -591237 62340 11863.1 35055.3
65885 1435.04 1033.89 1876.37 -7884.53 -115369 -758471 123459 9968.93 58861.5
65930 1434.11 925.212 1868.91 -59655 -108468 -622674 105317 -3362.66 59773.7
65960 1367.24 972.082 1859.04 -16251.3 27494.1 -137049 -1034.98 -16084.8 26890.7
65992 1300.55 1004 1818.97 -161701 -5279.62 -648492 22602.8 -35012.4 39284.2
66034 1197.37 1021.4 1750.45 -360254 -269329 -437065 -116576 -226318 -76787
66071 1421 990.158 1892.81 6570.28 50702.8 -154117 28177.5 -2983.52 24263.5
66104 1357.46 978.388 1835.96 -103302 -80839.4 -648966 68230.1 -16667.1 48567.6
66141 1431.79 984.475 1895.44 6529.04 48583.1 -174652 27732.5 -3747.52 21980.9
66175 1378.64 1014.14 1856.24 -51035 -36127.1 -711517 87144.1 7633.46 45960.1
66211 1192.85 1023.86 1747.58 -237070 -248996 -358474 -104959 -174155 -72728.1
66258 1270.75 958.664 1793.96 -143390 -65142 -264019 -94094.6 -138873 -43662.4
66294 1341.56 1026.68 1836.68 -140589 -51301.7 -767682 99522.5 -8199.09 33708.8
66333 1214.39 1032.02 1757.29 -318326 -245161 -547721 -46583.3 -253187 -13878.7
66379 1204.89 976.078 1751.4 -363776 -325662 -507996 -147773 -271629 -127248
66432 1257.87 1019.71 1803.19 -92244.9 37797.4 -233418 4368.92 -50216.2 10409
66469 1212.45 1009.4 1750.52 -489149 -373192 -691497 -118378 -310046 -63022.7
66515 1416.66 968.954 1858.36 -76092.3 -152687 -738240 122967 2851.63 60187.9
66558 1439.38 858.783 1875.94 -51274.1 -50899.6 -518261 50920.9 -13111.2 39535.8
66619 1422.58 881.77 1862.25 -90966.7 -95624.2 -626503 82598.8 -19344.3 34368.7
66660 1383.39 987.011 1869.8 -7111.49 42486.5 -219802 7640.99 983.485 39472.2
66715 1289.06 1004.86 1827.5 -39361.4 59119.5 -217932 634.491 -13717.4 19731.6
66759 1207.85 963.579 1752.04 -329136 -353302 -361454 -191513 -207273 -108879
66813 1279.79 980.897 1814.5 -3048.67 25853.9 -112583 -32234.8 -10586.1 14168.1
66861 1297.05 933.386 1790.6 -341848 -415969 -547549 -83531.7 -161257 8689.4
66914 1347.62 1041.79 1839.96 -73497.2 -44574.6 -724355 120694 -16563.7 41858.7
66970 1408.93 1040.6 1890.59 15000.7 48204.8 -95279 36213.8 5276.78 4663.56
67030 1394.92 1040.25 1883.92 17101.1 50824.1 -158362 28924.6 -906.607 8011.43
67111 1370.94 934.928 1850.7 -28852.5 -7706.08 -158303 -6352.33 -37222.3 -927.433
67182 1386.63 978.999 1846.86 -130819 -139194 -744829 103579 1595.24 54650
67246 1332.19 949.728 1807.12 -306325 -410765 -715777 -13406 -126647 34008
67303 1307.63 999.54 1838.76 3510.91 58424.8 -217961 -13875.4 3266.51 20196.1
67361 1276.92 1031.38 1823.11 6271.22 65187 -151351 5421.23 -21327.9 2333.44
67463 1312.85 963.293 1807.22 -225508 -260387 -611789 -26297.5 -91497.8 15502.5
67582 1326.54 991.27 1824.52 -193812 -116570 -732075 15077.4 -42820.8 32603.9
67651 1424.46 922.703 1862.47 -52378.8 -110054 -630154 95176.9 -4955.59 58835.6
67750 1241.61 1049.89 1796.71 -42648.2 48678.8 -121823 14730.2 -33749 20219.3
67830 1383.87 971.597 1867.95 -8349.03 32178.8 -147070 3792.49 -11931.7 24133.3
67912 1437.75 847.446 1875.63 -64806.9 -56860.8 -491597 29470.2 -18533.7 30356
68024 1270.27 1031.26 1813.92 -65166.9 59614.7 -238475 31438 -32184.5 23725.3
68123 1444.68 898.381 1896.92 -21020 34367.1 -131826 9239.73 -19591.6 11427.3
68239 1280.5 1034.6 1805.38 -198819 -55500.9 -661085 69411.1 -69054.2 43113.2
68374 1310.49 949.941 1800.41 -235037 -328916 -547783 -50049.9 -131809 16959
68548 1410.33 907.045 1875.9 -31100.7 30947.1 -158462 -161.872 -28910 2860.49
68652 1355.32 995.534 1838.64 -138813 -71967.4 -737244 69616.2 -2648.3 51994.4
68761 1271.36 1035.72 1794.99 -337676 -170952 -758880 46843.7 -93825.8 39191.2
68949 1269.12 1010.57 1796.83 -230656 -71117.1 -619777 -9519.91 -115691 8545.38
69123 1249.94 956.173 1779.4 -248162 -287297 -320955 -156252 -193499 -78133.5
69252 1237.81 950.076 1758.63 -420101 -492002 -623430 -113595 -282334 -72218
69422 1256.62 956.399 1770.72 -373747 -438991 -578337 -146242 -216250 -41923.3
69613 1340.89 898.501 1833.03 -34432.5 -32250.3 -200021 -14114.2 -46888.7 14506.4
69769 1228.29 970.951 1751.63 -579920 -506987 -757517 -147140 -270622 -60783.8
69990 1279.36 1004.9 1800.29 -292259 -128419 -729207 -3691.05 -104930 6329.86
70254 1352.37 1041.14 1837.98 -115000 -82347.4 -816272 129430 -6599.25 46348.2
70394 1361.55 903.389 1834.08 -146507 -169397 -485144 15692.1 -62917.3 38327.5
70523 1372.56 986.647 1868.96 -241.29 54764.7 -146173 1694.54 -13218.8 22699.3
70716 1282.44 1011.75 1827.46 -489.996 65973.5 -113762 -9572.9 -3775.1 1090.46
70941 1273.14 1001.66 1794.79 -352697 -173827 -740364 -27787.2 -113445 6271.65
71245 1275.96 958.424 1783.59 -300478 -336318 -550529 -126900 -180162 -27262.1
71497 1308.12 994.331 1840.98 7473 68190.4 -147191 -14343.7 -12393.9 7293.94
71728 1359.1 901.798 1829.74 -227947 -232190 -562105 10886.8 -81410.9 32784.9
72058 1241.59 1015.11 1770.68 -450160 -296148 -709079 -49237.8 -210258 -13368.2
72393 1430.27 857.547 1887.67 -30267.4 14574.2 -134603 -13748 -34418.8 -7516.4
72664 1395.11 920.56 1842.69 -194602 -231954 -707359 82169.5 -52476.7 50066.6
73058 1259.45 1036.71 1785.48 -354550 -223543 -754839 42946.7 -143457 31117.2
73527 1424.86 1026.59 1899.26 30702.7 48284 -95890.5 31863.8 3082.31 -3725.45
73869 1224.62 983.739 1755.53 -442747 -393000 -652384 -132768 -280596 -77125.7
74212 1289.53 972.469 1798.33 -243928 -187815 -591008 -67714.5 -132795 -12466.3
74618 1229.97 1031.91 1776.8 -241063 -26947.4 -330183 -9376.86 -146721 12629.9
75056 1408.79 894.712 1854.02 -149454 -147946 -658708 71398.3 -31229.5 38098.2
75722 1446.5 1047.63 1873.97 3546.83 -146245 -745922 133859 1207.94 34217
76015 1438.34 908.312 1869.19 -84943.5 -106615 -672188 112947 -10875.9 52103.9
76542 1203.92 1046 1747.65 -382354 -368827 -623227 -56531 -232895 -24003.3
77204 1368 919.571 1827.8 -296655 -316642 -695603 36599.6 -71981.6 44840.5
77824 1403.47 869.996 1853.89 -139796 -121580 -586935 42870.2 -27940.9 31036.9
78475 1449.19 846.597 1879.02 -50251.9 -61936.4 -540820 53884.8 -2893.59 27930.7
79075 1305.92 945.882 1793.19 -384457 -459578 -673768 -68376.1 -157452 6989.9
79502 1283.48 1000.37 1825.84 5507.87 64436.5 -128953 -19979.6 -7532.95 7793.23
79851 1202.32 1037.58 1748.89 -360587 -325063 -575008 -55695 -259792 -13309
80204 1190.23 1041.28 1734.48 -393054 -431763 -759350 -38253.4 -239912 -45812.8
80474 1233.33 1023.96 1765 -491451 -355462 -742132 -46716 -215655 -18150.4
80860 1388.28 956.314 1839.39 -161414 -244771 -740919 93122.4 -39316.1 51469
81145 1238.53 978.97 1780.97 -140076 -14939.9 -209531 -95811.5 -141474 -43540.1
81516 1251.29 1004.63 1777.66 -426321 -237487 -712170 -55229.9 -181976 -17892.2
83365 1226.84 1041.53 1764.49 -407518 -274589 -645052 -8342.44 -190235 14081
83387 1247.26 941.373 1770.59 -427629 -488873 -483074 -189249 -229130 -53919.7
83409 1359 882.573 1846.8 -65202 -49481.1 -204254 12989.5 -39916.8 17129.4
83430 1238.17 975.037 1766.25 -370370 -310256 -555622 -130367 -249621 -57230.5
83454 1259.98 984.202 1785.79 -332682 -202532 -547924 -138056 -145571 -28222.7
83474 1385.19 854.579 1853.82 -85422.6 -57328.7 -375022 -14770 -36430.7 10973.2
83499 1448.34 917.638 1873.99 -82398.6 -108733 -697082 121365 7085.73 66350
83522 1359.18 929.798 1823.84 -254237 -272201 -632405 29007.6 -88840.5 43276
83543 1179.49 1038.7 1740.09 -332332 -242287 -449578 -53112.3 -296486 -53770
83568 1355.17 999.722 1849.04 -21680.5 -9192.97 -550501 49502.6 10537.7 30143.9
83595 1315.4 962.933 1812.07 -142402 -197268 -523443 -11021.8 -84766.3 34836.8
83620 1323.24 932.349 1800.19 -395299 -478574 -708266 -16100 -154286 32075.8
83642 1192.58 1042.57 1739.28 -358348 -357772 -667462 -41737 -258346 -26006.5
83666 1423.29 969.973 1869.54 -40885 -79034.9 -607498 89361.5 -4159.49 40382.2
83710 1391.01 1011.44 1856.85 -66012.7 -72183.9 -767338 102828 11453.3 51091.2
83755 1442.84 999.803 1899.72 30869 52606.9 -208508 24902.8 10647.8 23063.6
83801 1326.93 981.074 1839.94 3109.49 41455.8 -218541 -21451.8 -14710.1 22991.6
83882 1288.27 1039.55 1806.04 -281523 -144219 -777350 91460.9 -64161.9 46442.9
84199 1253.87 1042.43 1785.87 -314797 -143577 -646130 61780.9 -131015 41253.7
86002 1339 885.077 1820.42 -300713 -268167 -532061 -28450.1 -96813.6 37255.3
86041 1294.29 1045.31 1813.07 -175226 -49541.4 -670722 100169 -53801.3 50460
87051 1348.8 935.292 1711.24 -1.53783e+06 -2.19161e+06 -3.50447e+06 -113522 -447400 119128
87077 1362.72 970.15 1693.6 -1.9662e+06 -2.70056e+06 -4.39919e+06 -28806.9 -482008 167665
87104 1306.03 831.386 1720.59 -1.63515e+06 -1.75773e+06 -3.0449e+06 -229134 -381118 113541
87131 1381.06 952.204 1741.84 -1.01588e+06 -1.80153e+06 -3.20027e+06 50475.7 -448915 92737.1
87155 1447.65 892.635 1740.89 -1.44867e+06 -2.33213e+06 -4.27112e+06 -15591.9 -447319 164947
87181 1382.22 950.182 1747.04 -959755 -1.71438e+06 -3.1055e+06 47025.9 -463075 81455
87205 1272.18 811.455 1761.72 -939172 -799831 -1.67883e+06 -172131 -291786 56667
87233 1332.81 1025.05 1731.24 -1.19065e+06 -1.63537e+06 -3.38782e+06 27472.2 -442181 92768.1
87260 1226.75 960.869 1704.58 -1.33443e+06 -1.40085e+06 -1.97694e+06 -349756 -388156 15034
87284 1409.58 760.684 1757.63 -1.37598e+06 -1.77061e+06 -3.45685e+06 -200069 -391745 144019
87308 1189.32 958.603 1696.01 -1.43701e+06 -1.30454e+06 -1.7361e+06 -389981 -383158 3865.42
87335 1367.2 1040.43 1726.68 -1.26901e+06 -1.88897e+06 -3.8537e+06 83737.8 -428558 139352
87360 1231.55 963.634 1706.2 -1.29284e+06 -1.3897e+06 -1.99346e+06 -324140 -382518 21483.3
87385 1233.58 892.736 1708.79 -1.46262e+06 -1.42114e+06 -2.14572e+06 -281011 -367600 59493.7
87411 1391.43 793.72 1732.44 -1.69331e+06 -2.12885e+06 -3.84476e+06 -216261 -438188 161862
87436 1415.3 762.505 1738.74 -1.72696e+06 -2.19058e+06 -4.03253e+06 -213904 -430274 170113
87459 1441.27 799.326 1729.7 -1.83577e+06 -2.50702e+06 -4.50078e+06 -179386 -450756 177773
87484 1412.52 795.897 1734.88 -1.7147e+06 -2.22899e+06 -4.02856e+06 -200859 -448887 168492
87509 1167.59 796.882 1718.2 -1.56159e+06 -992037 -1.87213e+06 -278015 -228741 61649
87533 1309.9 804.083 1723.19 -1.67985e+06 -1.75838e+06 -3.15423e+06 -223003 -381143 114071
87559 1386.66 860.468 1755.45 -1.08826e+06 -1.54833e+06 -3.01366e+06 -165073 -407596 102503
87584 1428.38 762.182 1762.23 -1.29445e+06 -1.81715e+06 -3.55838e+06 -199891 -400036 144708
87608 1189.42 907.371 1696.91 -1.50727e+06 -1.33288e+06 -1.899e+06 -364117 -339984 22974.7
87634 1433.18 896.908 1738.64 -1.40444e+06 -2.21015e+06 -4.07882e+06 -7855.91 -447385 143062
87658 1314.03 994.402 1739.39 -950628 -1.30236e+06 -2.76149e+06 -46213.6 -448728 1034.19
87691 1330.61 935.671 1739.55 -1.01121e+06 -1.54723e+06 -2.51708e+06 -138184 -416146 67245
87719 1198.78 932.668 1697.31 -1.4408e+06 -1.36665e+06 -1.85843e+06 -362312 -348811 10613.7
87746 1413.25 1030.47 1690.7 -2.11168e+06 -3.06633e+06 -5.28289e+06 85225 -461132 283963
87770 1315.48 1039.33 1681.02 -2.08813e+06 -2.65278e+06 -4.40405e+06 -44685.3 -489473 186549
87797 1249.09 915.362 1726.52 -1.1334e+06 -1.19819e+06 -1.77619e+06 -301582 -348689 16226.3
87823 1445.43 781.081 1780.33 -946875 -1.54094e+06 -3.24896e+06 -171798 -402080 115884
87845 1261.71 787.31 1766.63 -927710 -646941 -1.56794e+06 -161041 -279046 41948
87872 1315.74 993.468 1718.97 -1.39832e+06 -1.82491e+06 -3.35319e+06 -93227.1 -446285 90669.9
87895 1281.33 902.126 1704.53 -1.55327e+06 -1.79893e+06 -2.82923e+06 -262777 -407358 93731.3
87920 1412.23 1013.76 1723.58 -1.50213e+06 -2.31869e+06 -4.47458e+06 147678 -437457 190871
87948 1431.91 876.603 1731.89 -1.59537e+06 -2.36249e+06 -4.27018e+06 -66795.1 -449854 166407
87971 1206.96 1049.83 1678.58 -1.57403e+06 -1.69437e+06 -2.53614e+06 -220137 -470587 74013.4
87994 1294.01 1019.26 1700.14 -1.66956e+06 -2.07751e+06 -3.60905e+06 -77466.4 -470225 116871
88017 1232.31 812.771 1731.9 -1.40068e+06 -1.03883e+06 -1.94831e+06 -226785 -297178 53797.4
88046 1394 963.731 1740.73 -1.09877e+06 -1.88689e+06 -3.55044e+06 43285.5 -452506 96591.3
88070 1366.2 835.796 1758.83 -1.00081e+06 -1.35278e+06 -2.66462e+06 -191792 -371021 85870.5
88096 1417.04 797.037 1751.08 -1.39699e+06 -1.87036e+06 -3.61428e+06 -183929 -428697 142360
88121 1360.8 793.955 1731.3 -1.60891e+06 -1.91605e+06 -3.4829e+06 -225216 -403032 141758
88146 1297.33 847.351 1748.21 -1.08654e+06 -1.1566e+06 -2.10632e+06 -220075 -335823 71164.3
88174 1426.08 775.088 1737.03 -1.71631e+06 -2.30131e+06 -4.16103e+06 -203743 -439248 176732
88202 1449.54 867.136 1758.61 -1.11277e+06 -1.9448e+06 -3.81371e+06 -43209.2 -444630 115001
88229 1401.6 967.063 1701.9 -1.91748e+06 -2.76826e+06 -4.68056e+06 33134.7 -480994 208028
88256 1333.69 856.568 1740.52 -1.25544e+06 -1.51985e+06 -2.73279e+06 -238081 -377674 103718
88285 1333.37 839.597 1762.94 -924394 -1.11563e+06 -2.17149e+06 -225872 -339222 75138.6
88310 1418.5 806.728 1745.55 -1.43106e+06 -1.99439e+06 -3.75511e+06 -177221 -425353 148964
88337 1321.54 947.354 1741.47 -909966 -1.45578e+06 -2.33054e+06 -131103 -400176 34247.5
88363 1355 1014.27 1732.15 -1.21973e+06 -1.7444e+06 -3.60959e+06 38777.6 -436741 79172.3
88384 1426.64 981.8 1733.71 -1.33888e+06 -2.23296e+06 -4.29086e+06 144186 -442121 156108
88408 1390.54 778.929 1751.49 -1.37178e+06 -1.74373e+06 -3.34109e+06 -206700 -401243 139386
88436 1409.82 861.176 1729.65 -1.61621e+06 -2.27591e+06 -4.03072e+06 -123252 -448462 164215
88460 1355.46 926.091 1748.36 -941618 -1.51049e+06 -2.62581e+06 -99699.6 -415837 74241.1
88481 1339.86 1005.5 1732.42 -1.202e+06 -1.64222e+06 -3.35779e+06 9092.56 -419249 57084.6
88511 1263.37 892.932 1745.33 -961460 -991780 -1.59855e+06 -239253 -314163 36883.2
88535 1169.59 821.18 1720.5 -1.42597e+06 -898001 -1.64451e+06 -289161 -228783 59009.9
88559 1221.45 1024 1679.69 -1.67455e+06 -1.82707e+06 -2.71191e+06 -236142 -459515 73687.5
88581 1435.36 860.805 1764.43 -1.04228e+06 -1.71304e+06 -3.45355e+06 -89077.7 -438531 101011
88609 1354.4 816.015 1721.01 -1.72441e+06 -2.07147e+06 -3.61289e+06 -221083 -413049 140102
88638 1394.17 879.257 1712.65 -1.8754e+06 -2.52354e+06 -4.27934e+06 -135510 -473415 165604
88671 1427.15 954.894 1699.21 -2.03017e+06 -2.98492e+06 -5.00574e+06 58358.5 -470255 230945
88695 1166.26 761.838 1742.24 -1.29947e+06 -635060 -1.41692e+06 -238231 -212463 38328.7
88721 1287.48 981.958 1732.55 -996432 -1.3153e+06 -2.38419e+06 -210631 -424228 28924.7
88745 1368.12 816.865 1742.32 -1.37536e+06 -1.71895e+06 -3.2003e+06 -203263 -403330 132188
88778 1285.73 790.887 1744.4 -1.30767e+06 -1.20992e+06 -2.42585e+06 -175648 -338079 93375.4
88804 1292.3 818.325 1755.5 -1.05397e+06 -1.02649e+06 -2.03992e+06 -190672 -326503 79022.6
88839 1280.14 874.627 1710.76 -1.5479e+06 -1.67061e+06 -2.7421e+06 -265505 -384586 87010.3
88865 1432.57 978.601 1714.78 -1.72208e+06 -2.70393e+06 -4.82048e+06 130475 -447450 229394
88893 1201.13 1025.21 1682.52 -1.55409e+06 -1.68929e+06 -2.31512e+06 -303175 -445381 42853.2
88928 1243.18 785.093 1743.34 -1.27768e+06 -933258 -1.92642e+06 -215011 -287100 60402.7
88962 1233.41 959.055 1690.4 -1.52548e+06 -1.67828e+06 -2.41589e+06 -334684 -405482 48337.3
88990 1237.61 761.686 1750.34 -1.3035e+06 -800947 -1.80144e+06 -189142 -280248 62401.4
89016 1309.75 842.3 1738.22 -1.28298e+06 -1.41989e+06 -2.54235e+06 -224726 -353199 86921.7
89052 1351.05 925.852 1714.08 -1.48774e+06 -2.09988e+06 -3.41899e+06 -106271 -439308 118641
89078 1424.85 1023.9 1733.87 -1.24016e+06 -2.13357e+06 -4.3408e+06 159433 -417495 176533
89109 1429.19 875.587 1760.65 -1.07139e+06 -1.74664e+06 -3.46433e+06 -43656.7 -447480 113524
89131 1403.18 974.726 1718.29 -1.60595e+06 -2.47185e+06 -4.33607e+06 83304.8 -456860 175699
89164 1299.24 892.378 1721.41 -1.3787e+06 -1.62456e+06 -2.62905e+06 -242495 -387755 86637.6
89193 1341.59 847.303 1734.22 -1.37941e+06 -1.67264e+06 -3.02601e+06 -224705 -389070 112267
89220 1403.33 965.496 1740.39 -1.12489e+06 -1.91351e+06 -3.65993e+06 102332 -442595 104187
89254 1279.59 872.326 1751.28 -953846 -997265 -1.6898e+06 -248624 -315739 57966.6
89285 1286.26 817.95 1765.77 -927860 -830690 -1.70337e+06 -169431 -306277 65044.7
89312 1364.34 911.053 1731.59 -1.29894e+06 -1.90042e+06 -3.24633e+06 -113640 -428971 107207
89345 1406.12 796.405 1775.96 -926940 -1.3234e+06 -2.81304e+06 -167309 -366095 107336
89374 1444.76 889.196 1722.13 -1.82928e+06 -2.70211e+06 -4.72312e+06 -36600.4 -458775 192410
89403 1354.48 992.928 1740.88 -1.07335e+06 -1.52364e+06 -3.23936e+06 17496.5 -426348 42385.1
89434 1419.42 1009.97 1694.78 -2.11963e+06 -3.02951e+06 -5.27312e+06 86134.8 -461203 261971
89461 1422.17 844.234 1720.38 -1.85385e+06 -2.55183e+06 -4.44251e+06 -134472 -468216 186405
89486 1229.65 902.337 1726.45 -1.12656e+06 -1.09895e+06 -1.54391e+06 -331825 -318324 17554.3
89519 1444.63 1000.23 1721.46 -1.56806e+06 -2.58376e+06 -4.84282e+06 167240 -433591 218225
89553 1348.08 795.389 1761.56 -1.03261e+06 -1.25094e+06 -2.52551e+06 -212091 -343899 91591.9
89581 1375.5 1005.42 1687.16 -2.2414e+06 -2.95908e+06 -4.98968e+06 7904.78 -478805 207119
89614 1399.94 866.425 1762.55 -978428 -1.51271e+06 -3.00331e+06 -138007 -415696 101347
89639 1342.81 991.802 1737.69 -1.11945e+06 -1.60456e+06 -3.2051e+06 -15226.5 -437990 57018.7
89672 1447.12 756.858 1785.13 -939243 -1.46204e+06 -3.19163e+06 -187980 -377155 115254
89701 1371.44 853.123 1738.76 -1.35189e+06 -1.77826e+06 -3.26836e+06 -184213 -420190 128504
89729 1183.98 928.829 1703.29 -1.36445e+06 -1.19333e+06 -1.59081e+06 -405943 -354973 -3119.75
89761 1308.05 838.076 1741.71 -1.21638e+06 -1.3368e+06 -2.44129e+06 -236568 -343548 78532.1
89791 1404.18 768.147 1761.78 -1.19837e+06 -1.61759e+06 -3.23325e+06 -200446 -380414 125406
89817 1346.59 879.417 1720.78 -1.52049e+06 -1.98126e+06 -3.37142e+06 -195113 -414459 125222
89841 1412.37 1002.92 1734.11 -1.31887e+06 -2.12135e+06 -4.20553e+06 143082 -440326 157721
89873 1399.05 865.374 1735.9 -1.45674e+06 -2.02162e+06 -3.70889e+06 -134898 -442621 141333
89904 1349.83 823.778 1732.63 -1.50456e+06 -1.80269e+06 -3.23355e+06 -212043 -403168 125294
89937 1308.7 768.707 1765.55 -1.04317e+06 -1.02659e+06 -2.26322e+06 -152769 -322377 86135.3
89975 1427.78 1023.8 1716.16 -1.6177e+06 -2.59789e+06 -4.83305e+06 135265 -423856 227218
90001 1299.66 846.262 1754.03 -1.00389e+06 -1.07581e+06 -1.99538e+06 -220553 -334172 71109.4
90030 1439.36 911.722 1752.41 -1.13697e+06 -1.98158e+06 -3.83898e+06 25279.7 -451500 120555
90061 1367.89 864.518 1718.15 -1.75327e+06 -2.21547e+06 -3.79419e+06 -183639 -452770 146549
90088 1220.45 800.939 1750.68 -1.1087e+06 -643276 -1.38192e+06 -223483 -254473 38058.8
90124 1424.28 1019.28 1688.1 -2.2675e+06 -3.26421e+06 -5.49259e+06 80039.1 -451994 296683
90154 1226.57 803.687 1724.1 -1.54794e+06 -1.17033e+06 -2.15449e+06 -240494 -305204 73705.9
90196 1181.6 899.878 1709.18 -1.3765e+06 -1.14551e+06 -1.56739e+06 -382592 -325030 21486.7
90227 1334.38 763.537 1776.5 -937619 -985123 -2.23487e+06 -155860 -312572 85529.7
