x y z dx dy dz
1278.57 937.489 1800.49 -0.086686 0.072311 -0.0212868
1278.45 913.058 1802.38 -0.0854324 0.0761897 -0.0210681
1277.25 949.092 1801.64 -0.0882357 0.0701527 -0.0220832
1269.3 943.464 1795.71 -0.0869675 0.0701142 -0.0206038
1268.05 954.943 1797.45 -0.0885103 0.0684593 -0.022033
1270.24 931.284 1795.89 -0.0853138 0.0722402 -0.0200473
1260.02 949.803 1790.96 -0.086559 0.0683015 -0.0203446
1252.33 931.123 1786.34 -0.0833652 0.0705987 -0.0185273
1253.04 919.488 1788.95 -0.0817422 0.0723123 -0.0188907
1253.77 908.542 1792.24 -0.0811852 0.0743541 -0.0195623
1254.58 897.715 1795.85 -0.0811167 0.0759969 -0.0199976
1245.54 890.874 1793.65 -0.0787352 0.0757853 -0.0206837
1255.27 886.549 1799.5 -0.0807762 0.0773802 -0.0204645
1246.14 879.489 1797.35 -0.07882 0.077301 -0.02096
1255.74 875.187 1803.04 -0.0810435 0.0787451 -0.0206801
1246.8 867.949 1801.01 -0.0793039 0.0788529 -0.0211498
1247.5 856.469 1804.54 -0.0798911 0.0803921 -0.0213201
1263.56 904.505 1797.85 -0.0822893 0.0759379 -0.020674
1265.28 882.142 1804.97 -0.082903 0.0790309 -0.0203106
1262.38 914.611 1794.65 -0.082119 0.0739582 -0.0203483
1264.8 893.717 1801.44 -0.0830947 0.0776699 -0.0200848
1275.13 902.031 1803.46 -0.084753 0.077046 -0.0209609
1279.18 925.389 1800.94 -0.0857207 0.0744276 -0.0206134
1251.36 943.67 1785.04 -0.0845447 0.068797 -0.0190118
1260.92 937.425 1790.57 -0.0847859 0.0701553 -0.0201026
1261.73 925.535 1792.11 -0.0833311 0.0722746 -0.0201934
1271.25 919.382 1797.83 -0.0844436 0.074601 -0.0212858
1270.88 910.241 1799.57 -0.083667 0.0756656 -0.0210487
1279.01 849.672 1795.54 -0.0811791 0.0814033 -0.0205511
1268.73 846.087 1790.72 -0.0790914 0.0806047 -0.021296
1271.67 857.387 1790.19 -0.0792703 0.0796549 -0.0209968
1261.34 853.871 1785.54 -0.0772738 0.0790412 -0.0216683
1264.24 865.156 1785.12 -0.0774142 0.0781229 -0.0212091
1253.88 861.726 1780.63 -0.0757058 0.0776693 -0.0217916
1251.03 850.382 1780.79 -0.0755223 0.0786953 -0.021995
1246.4 869.696 1775.9 -0.0740408 0.0764322 -0.0215969
1282.06 860.904 1794.69 -0.0813182 0.0804362 -0.0202842
1319.89 894.057 1803.49 -0.0878596 0.082513 -0.0171064
1323.05 905.217 1801.64 -0.0881712 0.0820418 -0.0170624
1312.82 901.504 1797.25 -0.0861799 0.0805409 -0.0179805
1315.82 912.588 1795.73 -0.0865024 0.0800397 -0.0179701
1305.56 909.255 1791.38 -0.0845031 0.0786089 -0.0188906
1248.68 944.227 1758.77 -0.0736302 0.0684323 -0.0207245
1258.51 947.715 1764.16 -0.0771334 0.0688114 -0.0208931
1255.88 936.001 1763.74 -0.0750383 0.069983 -0.0204488
1265.86 939.42 1768.34 -0.0783124 0.0703941 -0.0204565
1263.09 927.598 1768.95 -0.0773027 0.0709469 -0.0211726
1273.37 930.914 1772.93 -0.0794314 0.0719904 -0.0210581
1269.76 918.952 1774 -0.0781508 0.0726735 -0.0217116
1302.47 898.022 1793.19 -0.0841554 0.0792074 -0.0189657
1308.28 920.582 1790.27 -0.0849251 0.0780406 -0.0189239
1252.13 924.329 1764.83 -0.0740035 0.0707678 -0.0206514
1275.65 942.844 1773.31 -0.0811542 0.0713604 -0.0210244
1318.02 923.433 1794.84 -0.0869264 0.0795658 -0.0179553
1295.12 905.926 1787.56 -0.0825695 0.0773488 -0.0197707
1291.88 894.596 1789.6 -0.0823114 0.0779767 -0.0198443
1299.19 886.833 1795.29 -0.0839454 0.0797789 -0.0191747
1283.26 934.295 1777.14 -0.081309 0.0730793 -0.0214114
1285.04 946.146 1778.57 -0.0830714 0.0723492 -0.0214268
1310.61 932.209 1790.4 -0.0857746 0.0776162 -0.018921
1277.13 954.374 1775.93 -0.0829769 0.0705507 -0.0219186
1284.42 902.568 1784.27 -0.080854 0.0762068 -0.0207186
1281.1 891.183 1786.32 -0.080531 0.0768641 -0.0209753
1273.59 899.185 1781.24 -0.0791887 0.0751883 -0.0212383
1331.54 946.388 1802.59 -0.0906384 0.0807784 -0.0166657
1302.89 868.135 1803.33 -0.0855986 0.0824303 -0.0185235
1270.32 887.77 1783.06 -0.0785705 0.0762492 -0.0210103
1262.83 895.732 1778.16 -0.0773528 0.0747231 -0.0212932
1287.67 914.088 1782.35 -0.0811348 0.0755055 -0.0206946
1294.14 949.452 1784.13 -0.0849797 0.0735741 -0.0208133
1300.71 929.13 1785.62 -0.0837869 0.0761563 -0.0198849
1277.78 879.848 1788.05 -0.0800808 0.0777499 -0.0208045
1299.59 856.957 1804.9 -0.085504 0.0834619 -0.0188802
1259.6 884.296 1779.53 -0.0763834 0.0758838 -0.0209522
1331.16 934.415 1801.15 -0.0897809 0.0812842 -0.0167646
1266.13 907.248 1776.07 -0.0778536 0.0735578 -0.0217084
1255.32 903.554 1772.95 -0.0756126 0.0733191 -0.0206607
1323.83 942.378 1797.89 -0.0889351 0.079432 -0.017456
1258.53 915.198 1770.54 -0.0756002 0.0720681 -0.0206716
1246.87 911.661 1766.59 -0.0729405 0.0714762 -0.0210384
1302.91 941.167 1787.04 -0.0851874 0.0756884 -0.0198764
1267.95 951.223 1769.88 -0.0805355 0.0697974 -0.0212175
1276.99 910.706 1779.11 -0.0795054 0.0744198 -0.0211776
1288.55 883.326 1791.64 -0.0820567 0.0787157 -0.0200851
1306.28 879.281 1801.37 -0.0857182 0.0817597 -0.0182797
1309.62 890.399 1799.25 -0.0858567 0.0811039 -0.0180733
1335.27 921.857 1804.51 -0.0903353 0.0829829 -0.0162598
1326.22 916.686 1800.44 -0.0885821 0.0815986 -0.017028
1295.82 875.656 1797.33 -0.0837815 0.0805572 -0.0192473
1280.34 922.426 1777.47 -0.0799164 0.0736205 -0.0215729
1298.11 917.387 1786.03 -0.0830123 0.0767499 -0.0198211
1322.07 952.371 1799.48 -0.0897124 0.0786094 -0.0175887
1313.87 944.821 1793.23 -0.0874155 0.0773957 -0.0185638
1289.29 853.282 1800.27 -0.0833391 0.0823817 -0.0197303
1249.28 880.939 1775.61 -0.0740547 0.0753324 -0.0214816
1292.48 864.476 1799.04 -0.0835205 0.0814027 -0.0196766
1285.24 872.099 1793.39 -0.0817712 0.0794724 -0.0202007
1245.62 933.034 1759.14 -0.0724369 0.0691774 -0.0213644
1274.71 868.606 1789.37 -0.0796083 0.0787109 -0.0208576
1267.2 876.433 1784.35 -0.0780803 0.0774295 -0.0207163
1290.61 925.811 1781.29 -0.0819462 0.0748272 -0.020906
1292.91 937.74 1781.76 -0.083237 0.0742747 -0.0208631
1256.72 873.044 1780.31 -0.0756607 0.0767203 -0.0213577
1252.39 892.063 1774.8 -0.0749424 0.0743881 -0.0210171
1303.37 953.258 1790.24 -0.0868101 0.0749873 -0.0196425
1326.07 925.806 1798.87 -0.0885371 0.0808449 -0.0171692
1245.71 898.893 1770.09 -0.0727433 0.0730822 -0.0211602
1320.01 933.461 1795.23 -0.087625 0.0791929 -0.0178695
1342.3 847.115 1769.82 -0.0816601 0.0832103 -0.0166924
1334.49 854.317 1768.14 -0.0802772 0.0818639 -0.017279
1345.38 858.312 1767.72 -0.0816998 0.0825404 -0.0164721
1336.77 865.823 1765.99 -0.0802155 0.0810886 -0.0171273
1347.85 869.634 1765.62 -0.0817516 0.0818889 -0.0163053
1338.86 877.239 1763.88 -0.0802155 0.0804192 -0.0169653
1350.07 881.031 1763.54 -0.0817536 0.0812429 -0.0161059
1341.59 888.747 1761.83 -0.0803087 0.0798356 -0.0167159
1352.59 892.524 1761.51 -0.0818736 0.0806933 -0.0158615
1344.11 900.458 1759.78 -0.0804222 0.0793048 -0.0164629
1345.83 911.917 1757.81 -0.0804798 0.0787925 -0.0162527
1333.45 906.839 1758.24 -0.0787815 0.0778471 -0.017206
1336.65 919.619 1756.1 -0.0790621 0.0774137 -0.0168808
1325.55 915.991 1756.19 -0.0775743 0.0765035 -0.0177615
1327.83 927.621 1754.23 -0.0777358 0.0760769 -0.0174727
1316.43 923.854 1754.02 -0.0761863 0.0751439 -0.0184305
1318.82 935.405 1752.09 -0.0764262 0.0747052 -0.018127
1307.81 931.481 1751.45 -0.0748287 0.0737496 -0.0191795
1309.87 942.97 1749.54 -0.0750443 0.0733449 -0.0187836
1298.88 938.898 1748.24 -0.0729971 0.0721978 -0.0200506
1300.87 950.336 1746.5 -0.0732952 0.07188 -0.0196565
1289.99 945.964 1744.43 -0.0714601 0.0709443 -0.0202019
1321.01 947.044 1750.24 -0.0767084 0.0743625 -0.0177341
1314.6 912.487 1756.08 -0.0761069 0.0756723 -0.0186048
1287.22 933.457 1746.54 -0.0710656 0.0713775 -0.020532
1281.35 953.895 1740.24 -0.069669 0.0696251 -0.0204741
1325.63 861.751 1766.35 -0.0788239 0.080489 -0.0179199
1250.03 858.891 1755.13 -0.0687587 0.0756115 -0.0225282
1245.27 869.083 1751.22 -0.067693 0.0740913 -0.02249
1254.96 848.721 1759 -0.0698205 0.0766169 -0.0221884
1256.39 869.416 1755.71 -0.0695419 0.0748781 -0.0220491
1251.71 879.665 1752.07 -0.0685251 0.0735791 -0.022144
1263.06 880.114 1755.84 -0.070188 0.0742282 -0.0215368
1258.58 890.478 1752.15 -0.0691803 0.0730849 -0.0216485
1267.91 869.566 1759.02 -0.0712218 0.0754025 -0.0215173
1274.67 880.201 1758.49 -0.0716126 0.0747378 -0.0214017
1279.65 869.42 1761.3 -0.0727816 0.0761737 -0.0209563
1286.44 879.832 1760.28 -0.0732923 0.0757726 -0.0205587
1281.5 890.908 1757.35 -0.0723072 0.0744048 -0.0208756
1245.11 923.117 1734.28 -0.0651898 0.0690112 -0.0220724
1329.18 885.439 1761.99 -0.078648 0.0789174 -0.0176265
1247.03 941.564 1728.35 -0.0650006 0.0678321 -0.0218026
1291.45 868.955 1762.82 -0.0742769 0.0771023 -0.0202308
1284.72 858.799 1763.92 -0.0737794 0.0775411 -0.0206728
1298.25 879.073 1761.51 -0.0748095 0.076761 -0.0197728
1339.11 931.574 1754.14 -0.0792917 0.0770472 -0.016532
1296.48 858.33 1765.25 -0.0752294 0.0784402 -0.0199314
1289.91 848.372 1766.55 -0.0748032 0.0789153 -0.0203848
1278.08 848.66 1764.88 -0.0733119 0.0780554 -0.0211368
1352.71 947.339 1751.96 -0.0811168 0.0778453 -0.0152015
1249.44 906.589 1743.33 -0.066721 0.0708823 -0.0219763
1313.19 847.948 1768.46 -0.0776381 0.0806639 -0.0188076
1253.34 952.136 1729.01 -0.0659935 0.0676147 -0.0212227
1257.93 941.898 1733.21 -0.0666813 0.0686012 -0.0212414
1264.3 952.176 1733.82 -0.0672967 0.0684651 -0.0204765
1268.46 942.024 1737.64 -0.0681754 0.0693623 -0.0206045
1262.68 932.159 1738.41 -0.0675212 0.0696719 -0.0209289
1274.04 932.456 1742.63 -0.068875 0.0703654 -0.0209252
1267.17 922.539 1743.74 -0.0682242 0.0707692 -0.0211706
1279.09 922.402 1747.55 -0.0702771 0.0715907 -0.0208485
1271.76 912.284 1749.05 -0.0696373 0.0717955 -0.0212752
1283.8 912.02 1752.02 -0.0714737 0.0726795 -0.0209422
1276.69 901.736 1753.72 -0.0709596 0.0729528 -0.0213116
1288.49 901.212 1755.84 -0.0727974 0.0740589 -0.0205121
1295.6 911.346 1754.23 -0.0734523 0.0738684 -0.0200219
1300.36 900.652 1757.3 -0.0744697 0.0752019 -0.0196322
1265.38 902.246 1750.79 -0.0695928 0.072434 -0.0213323
1293.35 890.223 1758.9 -0.0738991 0.075451 -0.0200818
1305.27 889.402 1760.01 -0.0754129 0.0764993 -0.0192948
1309.79 877.709 1762.53 -0.0763012 0.0778204 -0.0190011
1312.81 900.669 1758.29 -0.076109 0.0763203 -0.0187485
1291.21 921.441 1750.8 -0.0721639 0.0725462 -0.0205687
