x z dx dz dmag
1296.69 1748.94 -4.52134e-09 -5.84649e-08 5.86395e-08
1296.79 1749.01 -8.73603e-09 -6.28136e-08 6.34181e-08
1300.99 1748.21 1.2934e-08 -1.22431e-07 1.23112e-07
1296.52 1747.52 4.74557e-09 -1.22439e-07 1.22531e-07
1301.12 1746.9 -5.16792e-09 -1.34775e-07 1.34874e-07
1301.27 1747.06 -9.24025e-09 -7.54436e-08 7.60074e-08
1301.28 1745.87 1.05468e-08 -6.46167e-08 6.54717e-08
1298.88 1750.09 -2.52484e-11 -3.79006e-08 3.79007e-08
1301.02 1746.2 -5.1308e-09 -1.43981e-07 1.44072e-07
1296.58 1748.72 -5.91186e-09 -4.55512e-08 4.59333e-08
1301.27 1747.1 1.26091e-10 -7.13781e-08 7.13782e-08
1300.52 1749.3 1.45451e-08 -7.02634e-08 7.1753e-08
1296.51 1745.28 -3.31667e-09 -7.7776e-08 7.78467e-08
1301.01 1748.52 1.45313e-08 -9.69954e-08 9.80778e-08
1296.49 1745.11 -5.14395e-09 -6.08902e-08 6.11071e-08
1301.26 1745.94 9.55106e-09 -8.91696e-08 8.96796e-08
1299.11 1749.91 1.04547e-09 -2.30675e-08 2.30912e-08
1299.26 1749.92 1.75184e-09 -3.23512e-08 3.23986e-08
1301 1747.89 5.95783e-10 -1.42728e-07 1.42729e-07
1300.55 1749.16 1.86586e-08 -6.99216e-08 7.23683e-08
1300.72 1749.22 2.27998e-09 -6.61348e-08 6.61741e-08
1300.18 1749.47 1.52736e-08 -4.00441e-08 4.28581e-08
1296.82 1749.17 -5.00757e-09 -3.7899e-08 3.82284e-08
1300.47 1749.38 1.25886e-08 -6.20189e-08 6.32836e-08
1296.42 1747.26 1.1045e-10 -8.94401e-08 8.94402e-08
1297.25 1749.36 -1.66705e-08 -5.80556e-08 6.04017e-08
1296.66 1748.81 -7.02685e-09 -6.6087e-08 6.64595e-08
1300.73 1748.94 2.37024e-08 -7.97879e-08 8.32341e-08
1296.51 1748.55 -2.52965e-09 -9.09613e-08 9.09965e-08
1300 1749.87 5.28841e-09 -4.74755e-08 4.77691e-08
1296.78 1744.99 -1.24756e-10 -6.16639e-08 6.1664e-08
1297.17 1749.41 -1.25633e-08 -5.45131e-08 5.59421e-08
1296.47 1747.57 7.62871e-09 -1.04167e-07 1.04446e-07
1301.03 1744.99 4.23878e-09 -5.59691e-08 5.61294e-08
1300.98 1748.91 4.55673e-09 -6.03793e-08 6.0551e-08
1297.55 1749.51 -1.04402e-08 -3.76622e-08 3.90825e-08
1297.12 1749.16 -2.26684e-08 -6.48648e-08 6.87117e-08
1297.02 1749.23 -1.70289e-08 -6.46087e-08 6.68151e-08
1299.81 1749.72 5.28741e-09 -4.16738e-08 4.20079e-08
1301.05 1745.26 2.34204e-09 -8.41848e-08 8.42173e-08
1296.41 1748.1 8.98602e-09 -6.16656e-08 6.23169e-08
1301.22 1745.58 2.7293e-09 -9.55391e-08 9.5578e-08
1296.67 1747.33 7.48784e-09 -1.49878e-07 1.50065e-07
1300.54 1749.1 2.00541e-08 -6.53083e-08 6.83179e-08
1299.06 1750.19 -3.53731e-10 -2.78908e-08 2.78931e-08
1301 1746.77 -1.16747e-09 -1.51264e-07 1.51268e-07
1301.03 1745.49 -1.55541e-09 -1.14952e-07 1.14962e-07
1300.36 1749.4 1.64356e-08 -4.97877e-08 5.24303e-08
1300.08 1749.63 9.0573e-09 -5.28735e-08 5.36437e-08
1300.17 1749.47 1.33491e-08 -3.75118e-08 3.98163e-08
1300.72 1748.97 2.21723e-08 -8.07514e-08 8.37401e-08
1299.9 1749.82 5.72758e-09 -4.69668e-08 4.73147e-08
1296.52 1744.96 -7.68237e-09 -5.14521e-08 5.20224e-08
1296.52 1746.69 3.22289e-09 -1.34542e-07 1.34581e-07
1301.2 1748.32 -1.52991e-09 -5.39074e-08 5.39292e-08
1296.58 1748.25 -9.10235e-09 -1.08178e-07 1.0856e-07
1296.68 1748.12 -1.00709e-08 -1.28695e-07 1.29088e-07
1301.27 1747.72 -6.95364e-09 -9.33893e-08 9.36479e-08
1301.05 1748.55 1.25901e-08 -9.09234e-08 9.17909e-08
1296.58 1747.5 4.72909e-09 -1.37332e-07 1.37413e-07
1296.8 1748.81 -1.8553e-08 -8.57617e-08 8.77455e-08
1296.56 1748.44 -6.07124e-09 -8.66412e-08 8.68536e-08
1296.57 1747.48 5.21238e-09 -1.33601e-07 1.33702e-07
1296.73 1744.9 -2.26217e-09 -3.27316e-08 3.28097e-08
1300.06 1749.73 9.41836e-09 -5.45311e-08 5.53384e-08
1301.2 1746.17 1.48503e-10 -1.10653e-07 1.10653e-07
1296.68 1745.03 -3.44479e-09 -6.65621e-08 6.66512e-08
1299.1 1750.08 1.3685e-09 -3.55386e-08 3.55649e-08
1301.13 1747.49 -2.98827e-09 -1.34211e-07 1.34245e-07
1297.7 1749.63 -7.63421e-09 -4.30417e-08 4.37135e-08
1296.58 1745.98 6.53318e-09 -1.34274e-07 1.34432e-07
1301.04 1748.09 7.29943e-09 -1.29265e-07 1.29471e-07
1301.23 1745.32 5.52262e-09 -7.27757e-08 7.29849e-08
1296.61 1747.35 4.24982e-09 -1.43028e-07 1.43091e-07
1301.21 1746.97 -5.17403e-09 -1.10231e-07 1.10353e-07
1301.22 1747.56 -1.28876e-09 -9.8565e-08 9.85734e-08
1296.86 1748.83 -2.11198e-08 -8.59621e-08 8.85186e-08
1298.22 1750.06 -2.21153e-09 -4.66376e-08 4.669e-08
1301.07 1747.11 7.20509e-10 -1.48891e-07 1.48893e-07
1296.69 1746.26 3.59939e-09 -1.47977e-07 1.4802e-07
1301.1 1748.21 6.2402e-09 -1.05668e-07 1.05852e-07
1301.29 1745.17 9.03276e-09 -4.66592e-08 4.75255e-08
1296.67 1746.31 5.30445e-09 -1.53029e-07 1.53121e-07
1301.12 1746.15 1.53996e-11 -1.28848e-07 1.28848e-07
1300.16 1749.8 -3.7697e-11 -3.00917e-08 3.00917e-08
1296.58 1748 -1.12552e-09 -1.21105e-07 1.2111e-07
1301.27 1746.76 1.22671e-08 -6.12626e-08 6.24787e-08
1300.38 1749.59 1.02942e-08 -5.48282e-08 5.57862e-08
1296.63 1746.95 6.81797e-09 -1.50259e-07 1.50413e-07
1301.08 1747.95 9.23686e-10 -1.33195e-07 1.33199e-07
1300.62 1748.98 1.95515e-08 -7.04501e-08 7.31128e-08
1296.68 1748.32 -1.38263e-08 -1.1127e-07 1.12126e-07
1299.51 1749.91 4.61945e-09 -3.64298e-08 3.67215e-08
1296.57 1748.14 -7.86137e-09 -1.11306e-07 1.11583e-07
1300.77 1749 1.90237e-08 -7.70177e-08 7.93324e-08
1301.16 1745.34 9.67999e-10 -9.21129e-08 9.2118e-08
1296.7 1745.39 1.58791e-09 -1.14413e-07 1.14424e-07
1298.73 1749.96 -6.96755e-10 -3.40019e-08 3.40091e-08
1296.53 1744.91 -4.47581e-09 -2.97486e-08 3.00834e-08
1301.3 1745.43 1.53642e-09 -5.0188e-08 5.02115e-08
1301.08 1745.62 -4.07982e-10 -1.22303e-07 1.22304e-07
1301.12 1746.63 -4.14804e-09 -1.33539e-07 1.33604e-07
1296.94 1749.01 -1.79681e-08 -7.42015e-08 7.6346e-08
1296.84 1749.03 -1.20771e-08 -7.00613e-08 7.10946e-08
1301.28 1746.14 1.54854e-09 -5.90739e-08 5.90942e-08
1296.58 1746.67 6.46953e-09 -1.43341e-07 1.43487e-07
1296.69 1748.09 -1.13037e-08 -1.2732e-07 1.27821e-07
1297.09 1749.2 -1.90903e-08 -6.35827e-08 6.63868e-08
1301.16 1748.15 5.11846e-09 -9.28071e-08 9.29482e-08
1301.29 1746.01 6.45571e-09 -5.72225e-08 5.75855e-08
1301.07 1748.17 6.45834e-09 -1.14831e-07 1.15012e-07
1296.46 1747.32 6.80878e-09 -1.10703e-07 1.10912e-07
1296.4 1747.48 -1.72128e-09 -6.09728e-08 6.09971e-08
1300.33 1749.6 9.01486e-09 -4.35327e-08 4.44563e-08
1300.91 1748.65 1.68597e-08 -9.81735e-08 9.96107e-08
1301.29 1745.76 1.0987e-08 -5.44667e-08 5.55638e-08
1299.98 1749.77 8.65819e-09 -5.24199e-08 5.31301e-08
1297.92 1749.8 -6.04478e-09 -3.88111e-08 3.9279e-08
1298.77 1750.2 3.39674e-10 -2.95253e-08 2.95273e-08
1296.58 1746.39 9.79501e-09 -1.41507e-07 1.41846e-07
1296.43 1744.98 -2.21897e-09 -2.92738e-08 2.93577e-08
1301.27 1746.96 -6.85399e-09 -7.40169e-08 7.43335e-08
1297.12 1749.2 -2.21892e-08 -6.2091e-08 6.59368e-08
1296.52 1747.7 4.67135e-09 -1.18813e-07 1.18905e-07
1296.49 1745.87 6.90056e-09 -1.09962e-07 1.10178e-07
1300.83 1749.14 1.42697e-09 -4.44224e-08 4.44453e-08
1301.24 1745.55 -2.66676e-09 -9.27506e-08 9.2789e-08
1301 1747.35 -5.41096e-09 -1.58748e-07 1.58841e-07
1301.3 1745.24 3.11065e-10 -4.63444e-08 4.63455e-08
1299.89 1749.84 5.70145e-09 -4.84446e-08 4.87789e-08
1296.94 1749.29 -4.32499e-09 -4.31293e-08 4.33456e-08
1299.13 1750.17 1.59552e-09 -3.62096e-08 3.62448e-08
1297.01 1749.14 -1.77083e-08 -6.94359e-08 7.16584e-08
1296.45 1748.29 -5.63648e-09 -5.57304e-08 5.60147e-08
1300.47 1749.18 1.73201e-08 -5.52224e-08 5.78748e-08
1300.95 1748.94 1.24093e-08 -6.01537e-08 6.14203e-08
1301.2 1746.12 -1.28154e-09 -1.07777e-07 1.07784e-07
1301.16 1745.89 -1.22428e-09 -1.17556e-07 1.17562e-07
1300.64 1749.05 2.11538e-08 -7.61561e-08 7.90394e-08
1296.47 1748.32 -1.3179e-09 -8.83432e-08 8.8353e-08
1300.92 1748.53 1.82862e-08 -1.06688e-07 1.08244e-07
1299.65 1749.9 4.90142e-09 -4.13437e-08 4.16332e-08
1301 1745.11 1.00554e-11 -6.6731e-08 6.6731e-08
1301.11 1748.38 4.533e-09 -9.6777e-08 9.68831e-08
1299.51 1749.97 4.36493e-09 -4.23524e-08 4.25767e-08
1300.96 1748.25 1.21352e-08 -1.21522e-07 1.22127e-07
1298.06 1749.89 -4.73278e-09 -4.10706e-08 4.13423e-08
1297.72 1749.72 -7.97325e-09 -4.06746e-08 4.14487e-08
1301.02 1747.83 -8.75162e-10 -1.43217e-07 1.4322e-07
1300.38 1749.29 1.81623e-08 -5.72245e-08 6.00376e-08
1301.25 1745.08 2.28685e-09 -4.18949e-08 4.19573e-08
1296.68 1746.93 5.44633e-09 -1.52182e-07 1.52279e-07
1299.4 1749.87 1.15516e-09 -2.71618e-08 2.71864e-08
1296.76 1745.18 -2.36782e-10 -8.63223e-08 8.63226e-08
1296.84 1744.98 -3.2584e-09 -6.46197e-08 6.47018e-08
1301.09 1746.08 -1.98569e-09 -1.35264e-07 1.35279e-07
1296.74 1745 -1.12583e-09 -6.36624e-08 6.36723e-08
1301.17 1746.38 -4.19212e-09 -1.24254e-07 1.24325e-07
1300.79 1749.15 8.10462e-09 -5.92696e-08 5.98212e-08
1299.65 1749.88 4.85183e-09 -4.23882e-08 4.2665e-08
1296.42 1745.31 -3.94081e-09 -4.17927e-08 4.19781e-08
1297.98 1750.04 -3.56586e-10 -3.86771e-08 3.86787e-08
1296.42 1745.8 1.90612e-09 -7.23711e-08 7.23962e-08
1301.2 1747.96 3.96537e-09 -9.11175e-08 9.12037e-08
1301.18 1747.77 3.07793e-09 -1.14392e-07 1.14433e-07
1300.85 1748.67 2.32747e-08 -9.7569e-08 1.00307e-07
1301.06 1748.59 1.50621e-08 -8.59749e-08 8.72843e-08
1299.6 1749.82 3.12071e-09 -3.5719e-08 3.58551e-08
1301.08 1747.28 -4.38079e-09 -1.49387e-07 1.49451e-07
1298.03 1749.78 -1.12606e-09 -2.77245e-08 2.77473e-08
1297.63 1749.6 -9.10016e-09 -3.20478e-08 3.33148e-08
1301.23 1748.08 -3.46542e-09 -8.3196e-08 8.32682e-08
1296.5 1745.21 -2.57847e-09 -6.95201e-08 6.95679e-08
1299.21 1750.07 1.69785e-09 -3.6878e-08 3.6917e-08
1296.48 1746.05 6.18408e-09 -1.04528e-07 1.04711e-07
1296.53 1748.17 -7.45361e-09 -9.79332e-08 9.82164e-08
1299.12 1750.21 -6.28371e-10 -2.99222e-08 2.99288e-08
1296.63 1745.18 -1.66771e-09 -8.82852e-08 8.8301e-08
1296.5 1745.91 1.41785e-08 -1.18261e-07 1.19107e-07
1296.69 1746.35 6.309e-09 -1.58476e-07 1.58602e-07
1297.85 1749.7 -3.51082e-09 -3.03449e-08 3.05474e-08
1301.02 1745.28 2.52491e-09 -9.95322e-08 9.95642e-08
1298.62 1750 -1.07209e-09 -3.50604e-08 3.50768e-08
1296.78 1745.06 -1.41707e-09 -7.63511e-08 7.63643e-08
1297.63 1749.89 -5.10847e-10 -3.23941e-08 3.23981e-08
1296.4 1747.05 -8.81523e-09 -6.25622e-08 6.31802e-08
1296.69 1745.63 4.69473e-09 -1.283e-07 1.28386e-07
1296.66 1745.11 -1.41466e-09 -7.52269e-08 7.52402e-08
1300.97 1748.41 1.54052e-08 -1.12372e-07 1.13423e-07
1296.84 1748.63 -1.91497e-08 -9.55264e-08 9.74269e-08
1300.07 1749.78 5.43324e-09 -4.04128e-08 4.07764e-08
1299.91 1749.95 -4.5498e-10 -2.94004e-08 2.9404e-08
1300.95 1748.45 1.71888e-08 -1.083e-07 1.09656e-07
1299.59 1749.92 4.92944e-09 -4.15581e-08 4.18495e-08
1297.96 1749.89 -4.68046e-09 -4.46466e-08 4.48913e-08
1299.91 1749.74 7.64926e-09 -4.91338e-08 4.97257e-08
1300.99 1748.63 1.74039e-08 -9.24451e-08 9.40691e-08
1297.16 1749.35 -1.58413e-08 -5.72106e-08 5.93633e-08
1296.63 1747.26 5.03318e-09 -1.45535e-07 1.45622e-07
1298.51 1749.94 -5.52589e-10 -2.81676e-08 2.8173e-08
1300.32 1749.6 8.99819e-09 -4.45123e-08 4.54127e-08
1296.63 1744.9 -2.97009e-09 -3.1102e-08 3.12435e-08
1299.14 1749.96 1.78772e-09 -3.63886e-08 3.64325e-08
1296.65 1746.19 4.99241e-09 -1.5448e-07 1.54561e-07
1298.62 1750.21 -2.86394e-11 -2.99094e-08 2.99094e-08
1301.06 1747.04 -6.5838e-09 -1.48598e-07 1.48744e-07
1301.28 1746.92 -4.00173e-09 -6.92941e-08 6.94096e-08
1296.56 1746.69 6.72949e-09 -1.38205e-07 1.38368e-07
1301.19 1747.19 -1.17445e-08 -1.26094e-07 1.26639e-07
1296.62 1745.64 3.81584e-09 -1.29251e-07 1.29307e-07
1296.52 1748.26 -7.21732e-09 -9.58823e-08 9.61535e-08
1296.48 1748.07 -5.84225e-09 -9.85211e-08 9.86942e-08
1299.44 1750.13 -2.35982e-10 -3.01861e-08 3.0187e-08
1296.53 1745.21 -2.53519e-09 -7.84487e-08 7.84896e-08
1296.5 1746.99 5.38533e-09 -1.15557e-07 1.15682e-07
1296.95 1748.9 -2.36825e-08 -7.85398e-08 8.20327e-08
1301.11 1748.37 1.35705e-08 -8.81007e-08 8.91397e-08
1297.69 1749.84 -5.43601e-09 -4.0655e-08 4.10168e-08
1296.56 1747.53 5.5535e-09 -1.33758e-07 1.33873e-07
1300.35 1749.43 1.55399e-08 -5.95887e-08 6.15817e-08
1301.09 1747.06 -4.35138e-09 -1.44554e-07 1.44619e-07
1299.63 1749.97 3.89132e-09 -4.69688e-08 4.71298e-08
1301.14 1745.34 1.41236e-09 -9.59568e-08 9.59672e-08
1298.17 1750.12 8.12624e-10 -3.18883e-08 3.18987e-08
1296.64 1748.03 -5.69918e-09 -1.30969e-07 1.31093e-07
1296.45 1748.14 -1.17334e-08 -7.3923e-08 7.48484e-08
1296.59 1748.55 -8.64629e-09 -9.38648e-08 9.42622e-08
1300.43 1749.41 1.47701e-08 -6.08188e-08 6.25866e-08
1297.8 1750 3.80932e-10 -3.22704e-08 3.22727e-08
1300.16 1749.65 1.00225e-08 -4.40577e-08 4.51833e-08
1296.8 1748.52 -2.03849e-08 -1.00327e-07 1.02377e-07
1296.42 1745.71 -5.32188e-09 -6.12678e-08 6.14985e-08
1296.41 1746.06 -4.83709e-09 -1.12356e-07 1.1246e-07
1300.53 1749.5 6.23278e-09 -5.29065e-08 5.32723e-08
1300.88 1745.15 5.51522e-10 -8.37628e-08 8.37646e-08
1297.51 1749.6 -1.18874e-08 -4.58467e-08 4.73628e-08
1296.88 1749.06 -1.39071e-08 -6.90477e-08 7.04343e-08
1301.12 1748 7.31529e-10 -1.21026e-07 1.21029e-07
1299.2 1750.02 2.01351e-09 -3.55429e-08 3.55999e-08
1296.9 1749.24 -9.41172e-09 -5.85679e-08 5.93193e-08
1296.51 1745.64 1.98621e-09 -1.01981e-07 1.02e-07
1301.28 1746.61 -3.10676e-09 -6.73244e-08 6.73961e-08
1300.74 1748.92 2.27678e-08 -8.30646e-08 8.61284e-08
1296.65 1744.9 -1.86928e-09 -4.47965e-08 4.48354e-08
1296.61 1748.23 -1.03544e-08 -1.14503e-07 1.1497e-07
1296.43 1745.2 -4.26492e-09 -4.80207e-08 4.82097e-08
1299.33 1749.96 3.24618e-09 -3.58701e-08 3.60167e-08
1298.09 1750.11 1.46342e-09 -3.39938e-08 3.40253e-08
1296.64 1747.01 7.42738e-09 -1.48662e-07 1.48848e-07
1301.15 1744.95 2.61942e-09 -2.65644e-08 2.66932e-08
1301.29 1746.06 8.08103e-09 -6.37138e-08 6.42242e-08
1301.09 1745.06 4.96414e-09 -6.42233e-08 6.44149e-08
1296.44 1748.26 -1.52507e-08 -6.9041e-08 7.07054e-08
1299.34 1750.14 2.52324e-10 -2.93948e-08 2.93959e-08
1300.97 1748.06 8.59008e-09 -1.3589e-07 1.36161e-07
1296.48 1747.69 2.69482e-09 -1.03406e-07 1.03441e-07
1296.57 1745.24 -2.08258e-09 -8.62358e-08 8.62609e-08
1297.91 1749.88 -5.07116e-09 -4.32808e-08 4.35769e-08
1301.14 1745.52 -2.14377e-09 -1.08429e-07 1.08451e-07
1296.57 1746.07 6.315e-09 -1.32187e-07 1.32338e-07
1301.06 1747.16 -1.24057e-09 -1.50449e-07 1.50454e-07
1301.01 1747.23 -2.04684e-09 -1.53323e-07 1.53337e-07
1301 1747.1 -6.53073e-09 -1.57677e-07 1.57812e-07
1301.15 1746.94 -6.59738e-09 -1.31523e-07 1.31689e-07
1301.22 1748.19 6.98524e-09 -6.27414e-08 6.3129e-08
1300.93 1745 2.80245e-09 -5.0512e-08 5.05897e-08
1299.8 1749.8 4.5778e-09 -4.49677e-08 4.52001e-08
1296.74 1748.77 -1.4772e-08 -8.50329e-08 8.63065e-08
1300.79 1748.88 2.00521e-08 -8.52652e-08 8.75913e-08
1299.73 1750.02 -8.56569e-10 -3.28544e-08 3.28656e-08
1296.64 1745.1 -2.46524e-09 -7.61772e-08 7.6217e-08
1296.41 1747 -9.98445e-09 -5.9919e-08 6.07452e-08
1296.66 1747.38 7.27793e-09 -1.51511e-07 1.51686e-07
1301.17 1745.91 -1.20107e-09 -1.16526e-07 1.16533e-07
1298.13 1749.89 -4.42474e-09 -4.03725e-08 4.06142e-08
1299.95 1749.62 9.74543e-09 -3.11632e-08 3.26515e-08
1301.09 1746.55 -5.08563e-09 -1.40465e-07 1.40557e-07
1296.68 1745.26 -2.45339e-09 -9.74235e-08 9.74544e-08
1300.59 1749.33 1.10274e-08 -6.10263e-08 6.20146e-08
1299.02 1750.11 9.43813e-10 -3.62403e-08 3.62526e-08
1301.08 1748.39 7.16334e-09 -9.97463e-08 1.00003e-07
1301.21 1745.53 2.46039e-09 -1.00254e-07 1.00284e-07
1301.15 1746 -8.64914e-11 -1.25767e-07 1.25767e-07
1300.86 1748.84 1.60455e-08 -8.47184e-08 8.62245e-08
1301.25 1746.34 -5.51679e-09 -9.2106e-08 9.2271e-08
1296.42 1746.1 -7.62461e-09 -5.75267e-08 5.80298e-08
1296.41 1746.73 6.60168e-09 -7.95155e-08 7.97891e-08
1301.27 1744.95 6.92055e-09 -2.66326e-08 2.75171e-08
1299.75 1749.89 4.9911e-09 -4.98993e-08 5.01483e-08
1301.11 1745.84 -4.10334e-10 -1.28218e-07 1.28219e-07
1296.95 1749.08 -1.66187e-08 -7.0634e-08 7.25627e-08
1301.23 1746.55 -2.75509e-09 -9.96225e-08 9.96605e-08
1301.09 1745.33 3.59929e-10 -1.00198e-07 1.00199e-07
1296.47 1747.5 5.78124e-09 -1.04372e-07 1.04532e-07
1301.22 1745.61 2.34019e-09 -1.03835e-07 1.03862e-07
1298.59 1750.03 -1.62675e-09 -3.53941e-08 3.54314e-08
1301.29 1745.73 3.71976e-09 -9.42372e-08 9.43106e-08
1300.52 1749.42 1.12283e-08 -5.50638e-08 5.6197e-08
1296.58 1746.09 4.25059e-09 -1.40573e-07 1.40638e-07
1296.7 1745.33 -3.88487e-09 -1.09401e-07 1.0947e-07
1298.35 1750.18 2.22009e-10 -3.23571e-08 3.23579e-08
1296.41 1747.5 1.03079e-09 -8.9319e-08 8.93249e-08
1299.52 1750.05 2.25696e-09 -4.09252e-08 4.09874e-08
1296.53 1747.1 4.72021e-09 -1.29085e-07 1.29171e-07
1296.63 1748.42 -1.2142e-08 -1.0235e-07 1.03068e-07
1297.17 1749.43 -1.01304e-08 -5.30095e-08 5.39688e-08
1300.94 1748.65 1.47681e-08 -9.94442e-08 1.00535e-07
1301.06 1747.66 -3.62622e-09 -1.40442e-07 1.40488e-07
1301.24 1744.99 4.71214e-09 -3.2485e-08 3.2825e-08
1301.08 1745.23 1.87953e-10 -9.08668e-08 9.0867e-08
1296.51 1745.87 5.11468e-09 -1.10464e-07 1.10582e-07
1296.71 1748.65 -1.35832e-08 -9.23998e-08 9.33929e-08
1301.29 1745.61 8.04606e-09 -9.1336e-08 9.16897e-08
1301.21 1746.59 -1.26063e-09 -1.07478e-07 1.07486e-07
1298.81 1750.14 -3.92693e-10 -3.81644e-08 3.81664e-08
1301.27 1745.48 -2.52993e-09 -7.97196e-08 7.97597e-08
1296.55 1745.14 -5.74505e-10 -7.12351e-08 7.12374e-08
1299.56 1749.89 4.48885e-09 -3.58944e-08 3.6174e-08
1300.22 1749.52 1.4927e-08 -4.47621e-08 4.71854e-08
1301.1 1747.35 -6.89407e-09 -1.46933e-07 1.47094e-07
1298.69 1750.11 -1.00518e-09 -3.69585e-08 3.69722e-08
1300.3 1749.36 1.53876e-08 -5.21099e-08 5.43343e-08
1297.46 1749.79 -4.90154e-10 -3.74768e-08 3.748e-08
1300.42 1749.46 1.18503e-08 -6.18283e-08 6.29537e-08
1301.08 1745.9 1.18971e-10 -1.3795e-07 1.3795e-07
1298.54 1749.92 -6.64755e-10 -2.66349e-08 2.66432e-08
1296.73 1748.87 -1.37038e-08 -7.45213e-08 7.57708e-08
1299.08 1750.06 1.03175e-09 -3.9438e-08 3.94515e-08
1298.45 1749.9 -1.06861e-09 -2.22348e-08 2.22604e-08
1296.52 1747.12 4.50666e-09 -1.20914e-07 1.20998e-07
1300.51 1749.54 7.11626e-10 -3.82916e-08 3.82982e-08
1296.71 1748.72 -1.28751e-08 -8.93805e-08 9.03031e-08
1301.2 1747.12 -1.37308e-08 -1.18519e-07 1.19311e-07
1296.4 1747.77 -6.11441e-09 -6.2318e-08 6.26173e-08
1296.66 1748.16 -1.22481e-08 -1.23951e-07 1.24555e-07
1298.89 1750.02 2.94112e-10 -3.57707e-08 3.57719e-08
1301.23 1745.51 8.55377e-09 -9.28861e-08 9.32791e-08
1300.84 1748.57 2.41808e-08 -9.85458e-08 1.01469e-07
1301.15 1745.03 3.2752e-09 -4.89789e-08 4.90882e-08
1301.12 1747.85 -1.46492e-09 -1.23562e-07 1.2357e-07
1296.99 1749.18 -1.39521e-08 -6.94096e-08 7.0798e-08
1296.61 1747.14 6.08611e-09 -1.42777e-07 1.42907e-07
1301.2 1745.88 -4.33651e-10 -1.04204e-07 1.04205e-07
1296.68 1746.74 4.862e-09 -1.54455e-07 1.54532e-07
1301.22 1744.97 5.41569e-09 -4.25325e-08 4.28759e-08
1296.51 1746.88 7.41631e-09 -1.26237e-07 1.26454e-07
1301.08 1745.55 -1.60551e-09 -1.13791e-07 1.13802e-07
1296.67 1747.46 5.42556e-09 -1.49072e-07 1.49171e-07
1296.73 1749.01 -3.59299e-09 -4.23667e-08 4.25188e-08
1296.58 1748.24 -8.23806e-09 -1.05515e-07 1.05836e-07
1299.72 1750.05 -4.06685e-10 -3.24964e-08 3.24989e-08
1296.78 1744.92 -3.16091e-09 -3.95187e-08 3.96449e-08
1299.58 1750 3.91577e-09 -4.24384e-08 4.26187e-08
1301.08 1747.92 8.16845e-10 -1.3199e-07 1.31993e-07
1301.14 1745.1 1.93014e-09 -5.9594e-08 5.96253e-08
1301.07 1745.65 -1.56483e-09 -1.24002e-07 1.24012e-07
1297.83 1749.9 -3.88798e-09 -4.38119e-08 4.3984e-08
1296.65 1748.26 -1.29974e-08 -1.13003e-07 1.13748e-07
1299.35 1750 2.71342e-09 -4.07752e-08 4.08654e-08
1296.69 1745.61 4.46647e-09 -1.28748e-07 1.28826e-07
1299.61 1750.01 3.07655e-09 -4.1069e-08 4.11841e-08
1300.51 1749.42 1.03837e-08 -6.06688e-08 6.1551e-08
1299.83 1749.86 4.99089e-09 -4.37421e-08 4.40259e-08
1296.61 1748.36 -9.60368e-09 -1.0474e-07 1.0518e-07
1301.29 1745.96 4.385e-09 -5.77888e-08 5.79549e-08
1296.66 1745.86 6.24825e-09 -1.44129e-07 1.44265e-07
1296.99 1748.89 -2.48459e-08 -7.24186e-08 7.65622e-08
1296.47 1745.96 4.77436e-09 -1.09046e-07 1.09151e-07
1301.1 1745.3 -7.6394e-10 -9.65518e-08 9.65548e-08
1301.05 1748.22 1.03631e-08 -1.14391e-07 1.14859e-07
1296.6 1746.79 9.4806e-09 -1.50006e-07 1.50306e-07
1296.41 1746.74 -1.16961e-08 -6.7057e-08 6.80693e-08
1296.68 1745.17 6.39816e-10 -8.38297e-08 8.38321e-08
1301.26 1746.97 -1.74174e-09 -9.57698e-08 9.57857e-08
1301 1745.07 1.51315e-09 -5.9573e-08 5.95922e-08
1296.75 1748.61 -1.90233e-08 -9.80479e-08 9.98763e-08
1298.95 1750 1.14214e-09 -3.45614e-08 3.45803e-08
1297.27 1749.49 -1.15147e-08 -5.41222e-08 5.53335e-08
1301.3 1745.36 6.27891e-09 -7.58448e-08 7.61043e-08
1301.19 1747.91 -5.53027e-09 -1.00188e-07 1.0034e-07
1296.57 1748.3 -5.97008e-09 -9.67381e-08 9.69221e-08
1296.58 1748.37 -4.0863e-09 -1.08609e-07 1.08686e-07
1298.76 1749.93 -7.87747e-12 -2.56032e-08 2.56032e-08
1296.49 1748.18 -3.58621e-09 -9.28574e-08 9.29266e-08
1296.59 1746.32 5.83131e-09 -1.45255e-07 1.45372e-07
1301.09 1745.82 -8.7293e-10 -1.31331e-07 1.31334e-07
1297.31 1749.49 -1.31877e-08 -5.3545e-08 5.51452e-08
1301.29 1745.19 -5.83402e-10 -6.05181e-08 6.05209e-08
1296.85 1745.07 6.14915e-10 -6.89869e-08 6.89897e-08
1301.29 1746.03 9.31771e-09 -5.92996e-08 6.00271e-08
1296.46 1747.19 3.66995e-09 -1.00489e-07 1.00556e-07
1297.06 1749.43 -3.28913e-09 -3.49466e-08 3.51011e-08
1301.2 1745.08 2.55634e-09 -5.60725e-08 5.61307e-08
1297.64 1749.6 -5.4044e-09 -3.16318e-08 3.20902e-08
1298 1749.94 -3.86015e-09 -4.32503e-08 4.34223e-08
