x z dx dz dmag
1296.51 1746.88 8.20064e-09 -1.25162e-07 1.25431e-07
1296.4 1747.24 4.94634e-09 -6.28437e-08 6.3038e-08
1297.69 1749.86 -5.18667e-09 -4.58025e-08 4.60953e-08
1301.23 1745.78 2.63083e-09 -9.27276e-08 9.27649e-08
1301.01 1747.15 -7.84885e-10 -1.52353e-07 1.52355e-07
1300.65 1749.38 9.19933e-09 -3.48607e-08 3.60541e-08
1300.92 1749.02 8.17667e-09 -4.18142e-08 4.26062e-08
1301.08 1748.22 8.16649e-09 -1.1115e-07 1.1145e-07
1299.59 1749.86 4.64649e-09 -3.74059e-08 3.76934e-08
1296.53 1745.45 2.02524e-09 -9.7682e-08 9.7703e-08
1301.1 1745.79 -1.74346e-09 -1.31258e-07 1.31269e-07
1301.19 1748.01 7.60838e-09 -9.57807e-08 9.60825e-08
1301.06 1748.29 7.43752e-09 -1.0934e-07 1.09592e-07
1299.05 1750.03 1.02059e-09 -3.49148e-08 3.49297e-08
1301.14 1746.9 -4.56044e-09 -1.3669e-07 1.36766e-07
1301.16 1747.25 -3.90903e-09 -1.22969e-07 1.23031e-07
1296.79 1748.47 -2.30129e-08 -1.01739e-07 1.04309e-07
1299.65 1749.92 4.87993e-09 -4.62599e-08 4.65166e-08
1296.49 1746.33 6.25852e-09 -1.14264e-07 1.14436e-07
1296.89 1749.03 -1.52853e-08 -7.46582e-08 7.62069e-08
1298.5 1749.97 -2.61108e-09 -3.46168e-08 3.47151e-08
1296.55 1746.8 7.57218e-09 -1.38865e-07 1.39072e-07
1296.56 1748.11 -6.39024e-09 -1.10583e-07 1.10768e-07
1296.52 1747.08 8.41608e-09 -1.27738e-07 1.28015e-07
1301.02 1748.46 1.14996e-08 -1.0719e-07 1.07805e-07
1300.97 1748.31 1.44379e-08 -1.1647e-07 1.17362e-07
1299.77 1749.71 4.60304e-09 -3.68485e-08 3.71349e-08
1296.51 1745.63 2.56073e-09 -1.06245e-07 1.06276e-07
1301.08 1747.7 -7.96643e-09 -1.36892e-07 1.37124e-07
1296.66 1747.14 8.65759e-09 -1.5501e-07 1.55252e-07
1299.87 1749.84 6.92879e-09 -5.05677e-08 5.10402e-08
1301.18 1745.93 -2.03592e-09 -1.17898e-07 1.17916e-07
1297.63 1749.7 -9.73869e-09 -4.10284e-08 4.21684e-08
1298.57 1749.99 -1.28218e-09 -3.24403e-08 3.24656e-08
1301.29 1745.34 -5.96371e-09 -7.61633e-08 7.63964e-08
1296.48 1747.96 4.97637e-10 -1.06509e-07 1.0651e-07
1296.77 1748.61 -1.90642e-08 -9.70049e-08 9.88605e-08
1301.25 1745.21 1.51204e-09 -6.54547e-08 6.54721e-08
1299.33 1749.87 1.09334e-09 -2.48194e-08 2.48435e-08
1296.68 1745.84 3.26954e-09 -1.39798e-07 1.39836e-07
1298.64 1750.19 2.14334e-10 -2.98516e-08 2.98523e-08
1300.49 1749.38 1.50382e-08 -5.95131e-08 6.13837e-08
1299.49 1750.07 2.63364e-09 -3.75023e-08 3.75946e-08
1301.23 1746.08 -1.26431e-09 -9.9314e-08 9.9322e-08
1298.68 1750.15 8.30383e-12 -3.79504e-08 3.79504e-08
1301.19 1745.25 2.31419e-09 -8.0652e-08 8.06852e-08
1298.76 1749.94 -8.64283e-10 -2.71469e-08 2.71606e-08
1299.06 1750.08 1.10461e-09 -3.642e-08 3.64367e-08
1299.89 1749.9 3.66132e-09 -4.39018e-08 4.40542e-08
1297.04 1749.41 -8.22061e-09 -3.95177e-08 4.03636e-08
1296.64 1748.78 -1.00533e-08 -7.74969e-08 7.81462e-08
1301.24 1748.08 4.95805e-09 -7.75213e-08 7.76797e-08
1296.79 1745.09 1.27508e-09 -7.94295e-08 7.94398e-08
1301.15 1748.49 2.60525e-09 -6.18943e-08 6.19491e-08
1299.78 1749.87 5.53088e-09 -4.34259e-08 4.37767e-08
1298.89 1750.01 -7.6123e-10 -3.80913e-08 3.80989e-08
1297.02 1749.21 -1.44559e-08 -6.82355e-08 6.97499e-08
1301.13 1746.75 1.97432e-10 -1.31171e-07 1.31171e-07
1296.69 1748.53 -1.29519e-08 -9.81243e-08 9.89754e-08
1296.47 1748.37 -6.84882e-09 -4.59318e-08 4.64396e-08
1301.07 1747.13 -9.4537e-09 -1.47325e-07 1.47628e-07
1297.29 1749.35 -1.80367e-08 -5.55236e-08 5.83798e-08
1296.39 1747.63 -3.89235e-09 -6.49103e-08 6.50269e-08
1299.9 1749.66 3.02396e-09 -3.63321e-08 3.64577e-08
1300.85 1748.71 2.28236e-08 -9.57776e-08 9.84595e-08
1299.31 1750.04 3.57077e-09 -4.17728e-08 4.19251e-08
1301.23 1748.16 1.22833e-09 -8.09548e-08 8.09641e-08
1296.39 1747.48 -4.81908e-09 -6.46106e-08 6.479e-08
1301.26 1746.65 -2.6806e-09 -1.00189e-07 1.00225e-07
1298.75 1750.18 -1.68592e-10 -3.92282e-08 3.92286e-08
1301.27 1746.81 -2.40579e-09 -8.69927e-08 8.7026e-08
1296.7 1745.48 6.5421e-10 -1.23773e-07 1.23775e-07
1298.9 1750.14 -4.38069e-11 -3.44767e-08 3.44767e-08
1301.28 1746.78 -2.78687e-09 -9.53361e-08 9.53768e-08
1297.36 1749.53 -1.22156e-08 -5.05214e-08 5.19773e-08
1301.21 1745.14 2.72987e-09 -6.74301e-08 6.74853e-08
1297.68 1749.74 -7.22621e-09 -4.64773e-08 4.70357e-08
1301.15 1744.96 2.54361e-09 -3.02435e-08 3.03503e-08
1296.46 1747.96 -8.55964e-11 -9.60825e-08 9.60825e-08
1296.43 1745.56 -1.06732e-09 -6.59092e-08 6.59178e-08
1296.85 1748.74 -2.53873e-08 -8.97114e-08 9.32344e-08
1296.54 1746.3 5.03642e-09 -1.4121e-07 1.413e-07
1301.15 1746.93 -6.44025e-09 -1.28015e-07 1.28177e-07
1296.55 1745.39 -4.34191e-10 -9.62096e-08 9.62105e-08
1296.58 1745.39 1.93207e-09 -1.0133e-07 1.01349e-07
1298.98 1750.18 1.47321e-10 -3.24301e-08 3.24304e-08
1301.12 1746.8 -4.96609e-09 -1.35409e-07 1.355e-07
1300.2 1749.46 1.38056e-08 -4.23341e-08 4.45283e-08
1301.09 1746.16 -2.85065e-09 -1.36391e-07 1.36421e-07
1301.07 1746.96 -4.68819e-09 -1.45885e-07 1.45961e-07
1300.89 1745.09 7.72595e-11 -6.01081e-08 6.01081e-08
1301.01 1746.59 -5.1009e-09 -1.4947e-07 1.49557e-07
1299.89 1749.74 6.50824e-09 -4.34878e-08 4.39721e-08
1300.62 1749.19 1.31841e-08 -7.16795e-08 7.28819e-08
1296.62 1746.51 5.39919e-09 -1.41028e-07 1.41132e-07
1301.24 1748.13 -1.22427e-09 -7.57576e-08 7.57674e-08
1296.68 1746.83 5.99354e-09 -1.50688e-07 1.50807e-07
1297.48 1749.61 -9.74917e-09 -5.01445e-08 5.10835e-08
1296.54 1746.58 6.50852e-09 -1.23528e-07 1.237e-07
1301.18 1747.7 -2.91746e-09 -1.07811e-07 1.0785e-07
1300.03 1749.8 3.61171e-09 -5.19591e-08 5.20845e-08
1296.39 1747.57 -7.0222e-09 -6.26956e-08 6.30876e-08
1297.45 1749.66 -8.90564e-09 -4.861e-08 4.94191e-08
1296.69 1746.09 5.15542e-09 -1.45271e-07 1.45362e-07
1296.59 1746.87 7.82612e-09 -1.42909e-07 1.43124e-07
1298.2 1749.99 -3.15635e-09 -4.20363e-08 4.21546e-08
1301 1747.68 -4.51825e-09 -1.49937e-07 1.50005e-07
1299.26 1750.16 -5.6991e-10 -3.17598e-08 3.17649e-08
1296.5 1748.43 -8.30502e-09 -4.7915e-08 4.86295e-08
1301.17 1748.43 1.10942e-08 -5.01943e-08 5.14057e-08
1296.65 1748.68 -7.02769e-09 -8.09447e-08 8.12492e-08
1296.5 1745.03 -4.05546e-09 -5.12203e-08 5.13806e-08
1299.19 1750.05 2.0333e-09 -3.80814e-08 3.81357e-08
1298.61 1749.99 -1.02464e-09 -3.18516e-08 3.18681e-08
1296.72 1745.13 1.5309e-10 -8.04472e-08 8.04473e-08
1301.12 1748.37 8.18303e-09 -8.89347e-08 8.93104e-08
1299.18 1750.1 1.4833e-09 -4.15813e-08 4.16077e-08
1301.03 1745.42 1.75872e-09 -1.06785e-07 1.068e-07
1298.35 1750.15 2.14377e-10 -3.09216e-08 3.09224e-08
1297.95 1750.02 1.60074e-10 -3.40798e-08 3.40802e-08
1296.45 1745.08 -3.38241e-09 -5.35662e-08 5.36729e-08
1301.12 1747.37 -7.47846e-09 -1.40631e-07 1.4083e-07
1298.81 1750.03 -1.52583e-10 -3.63027e-08 3.6303e-08
1301.22 1747.44 4.20882e-10 -1.00155e-07 1.00156e-07
1297.65 1749.8 -5.32335e-09 -4.5069e-08 4.53823e-08
1301.29 1745.75 1.03589e-09 -6.17815e-08 6.17902e-08
1296.63 1748.2 -9.84288e-09 -1.18765e-07 1.19172e-07
1296.6 1746.67 3.70404e-09 -1.48526e-07 1.48572e-07
1301.01 1747.83 -1.76811e-09 -1.39756e-07 1.39767e-07
1301.28 1746.52 1.94868e-10 -6.3199e-08 6.31993e-08
1301.03 1748.69 8.76588e-09 -6.90737e-08 6.96277e-08
1296.69 1748.55 -1.26331e-08 -9.8088e-08 9.88981e-08
1296.51 1747.53 7.37889e-09 -1.17313e-07 1.17545e-07
1296.47 1748.41 -2.37933e-09 -6.46159e-08 6.46597e-08
1298.39 1750.08 -2.3537e-09 -3.82909e-08 3.83631e-08
1297.42 1749.62 -1.04726e-08 -5.02498e-08 5.13295e-08
1301.13 1746.24 -4.19508e-09 -1.30738e-07 1.30805e-07
1299.15 1750.08 1.41478e-09 -3.95301e-08 3.95554e-08
1296.86 1749.2 -6.32162e-09 -4.95044e-08 4.99064e-08
1296.56 1746.62 6.40395e-09 -1.45541e-07 1.45682e-07
1296.85 1744.95 -4.09234e-09 -5.27418e-08 5.29003e-08
1296.77 1744.96 -3.1123e-09 -4.93355e-08 4.94336e-08
1300.95 1748.36 1.36025e-08 -1.1812e-07 1.18901e-07
1296.7 1745.25 -8.31128e-10 -9.66151e-08 9.66186e-08
1300.09 1749.85 3.07181e-10 -5.0448e-08 5.04489e-08
1297.01 1748.97 -2.09535e-08 -7.01658e-08 7.32277e-08
1301.03 1745.77 -1.333e-09 -1.32906e-07 1.32913e-07
1301.03 1745.59 -1.45477e-09 -1.21608e-07 1.21617e-07
1300.96 1748.82 5.45544e-09 -7.67388e-08 7.69325e-08
1301.1 1746.14 -3.16198e-09 -1.33752e-07 1.33789e-07
1298.38 1750.18 1.1309e-10 -3.27387e-08 3.27389e-08
1301.03 1745.45 -2.14038e-10 -1.13767e-07 1.13767e-07
1301.28 1745.78 2.60286e-09 -6.59957e-08 6.6047e-08
1297.06 1749.13 -1.99373e-08 -6.59392e-08 6.88874e-08
1301.12 1747.81 -7.43777e-10 -1.32426e-07 1.32428e-07
1296.41 1746.41 -4.48613e-09 -6.56584e-08 6.58115e-08
1301.09 1748.02 5.87477e-09 -1.23216e-07 1.23356e-07
1297.2 1749.53 -4.52118e-09 -4.45793e-08 4.48079e-08
1301.2 1748.23 9.92001e-09 -8.10961e-08 8.17006e-08
1298.08 1749.84 -3.6798e-09 -3.3808e-08 3.40077e-08
1296.52 1748.2 -9.41085e-09 -9.75796e-08 9.80324e-08
1298.94 1749.94 -2.63172e-10 -3.35732e-08 3.35742e-08
1301.21 1746.64 -2.46809e-09 -1.04746e-07 1.04775e-07
1300.95 1745.02 1.77471e-09 -4.68283e-08 4.68619e-08
1296.93 1748.84 -2.45847e-08 -8.14422e-08 8.5072e-08
1299.2 1750.18 4.14736e-10 -3.16925e-08 3.16952e-08
1300 1749.6 4.16107e-09 -4.84338e-08 4.86122e-08
1296.5 1748.44 -2.97573e-09 -6.07096e-08 6.07825e-08
1298.68 1750.07 -1.35487e-10 -3.72465e-08 3.72467e-08
1301.07 1746.42 -4.78505e-09 -1.39613e-07 1.39695e-07
1296.84 1748.69 -1.81033e-08 -9.45001e-08 9.62185e-08
1301.23 1746.22 -7.32699e-10 -9.5912e-08 9.59148e-08
1296.58 1748.67 -1.99181e-08 -6.84137e-08 7.12542e-08
1296.67 1747.22 7.34168e-09 -1.56546e-07 1.56718e-07
1296.47 1747.84 -1.72543e-09 -1.05732e-07 1.05747e-07
1296.4 1747.82 -5.73327e-09 -6.34576e-08 6.37161e-08
1296.67 1745.19 -2.65673e-09 -8.89666e-08 8.90062e-08
1296.41 1746.26 1.30734e-09 -9.85777e-08 9.85863e-08
1297.19 1749.57 -3.71494e-09 -4.38787e-08 4.40357e-08
1297.57 1749.62 -9.84754e-09 -4.2278e-08 4.34097e-08
1301.05 1748.1 9.89546e-09 -1.25535e-07 1.25924e-07
1299.47 1749.92 3.71388e-09 -3.50031e-08 3.51995e-08
1298.46 1749.98 -2.07692e-09 -3.4141e-08 3.42041e-08
1300.84 1748.76 1.84702e-08 -9.06378e-08 9.25006e-08
1301.03 1745.38 1.77605e-09 -1.0752e-07 1.07534e-07
1300.86 1748.84 1.52771e-08 -8.6555e-08 8.78929e-08
1301.15 1747.42 5.08991e-10 -1.26549e-07 1.2655e-07
1301.14 1747.34 -9.83489e-09 -1.38094e-07 1.38444e-07
1300.26 1749.47 1.49603e-08 -5.18066e-08 5.39234e-08
1300.99 1747.86 -2.86482e-10 -1.44114e-07 1.44114e-07
1299.96 1749.77 6.23229e-09 -4.79749e-08 4.83781e-08
1296.4 1747.63 1.77988e-09 -6.63303e-08 6.63542e-08
1298.92 1750.19 -3.84826e-10 -2.91334e-08 2.9136e-08
1301.3 1745.44 5.97629e-09 -5.25245e-08 5.28634e-08
1296.4 1746.77 2.8408e-09 -5.85469e-08 5.86158e-08
1300.95 1748.2 1.23937e-08 -1.24472e-07 1.25087e-07
1296.69 1745.67 4.99045e-09 -1.34893e-07 1.34985e-07
1298.77 1750.11 2.79678e-10 -3.88697e-08 3.88707e-08
1296.55 1748.09 -7.35221e-09 -1.09385e-07 1.09632e-07
1296.47 1746.77 6.05384e-09 -1.04038e-07 1.04214e-07
1301.18 1745.38 -3.80527e-10 -9.59316e-08 9.59323e-08
1297.06 1749.46 -9.89553e-09 -4.67767e-08 4.7812e-08
1301.15 1745.89 -2.24907e-09 -1.23636e-07 1.23656e-07
1296.63 1748.48 -1.19534e-08 -9.33758e-08 9.41378e-08
1301.01 1746.19 -2.01369e-09 -1.44852e-07 1.44866e-07
1297.86 1749.85 -6.01199e-09 -4.05067e-08 4.09504e-08
1296.55 1745.07 -4.15303e-09 -6.19076e-08 6.20467e-08
1297.17 1749.44 -1.01346e-08 -5.15926e-08 5.25786e-08
1296.42 1746.21 -9.00974e-09 -9.03653e-08 9.08134e-08
1297.06 1749.44 -2.76893e-09 -3.29012e-08 3.30175e-08
1301.26 1747.63 2.66094e-09 -6.63416e-08 6.63949e-08
1297.46 1749.59 -1.19043e-08 -4.83042e-08 4.97494e-08
1298.31 1750.14 -6.62485e-10 -3.52911e-08 3.52973e-08
1297.05 1749.04 -2.23611e-08 -6.71099e-08 7.07373e-08
1296.55 1745.43 1.05147e-09 -9.98449e-08 9.98504e-08
1301.15 1746.67 -2.65751e-09 -1.23851e-07 1.2388e-07
1301.06 1745.23 2.73292e-09 -9.28549e-08 9.28951e-08
1297.49 1749.52 -1.30462e-08 -4.39298e-08 4.58261e-08
1296.52 1744.9 -3.51941e-09 -2.7747e-08 2.79693e-08
1301.01 1748.42 1.11289e-08 -1.12332e-07 1.12882e-07
1296.67 1748.42 -8.20003e-09 -1.11422e-07 1.11723e-07
1298.27 1749.88 -1.89133e-09 -3.43316e-08 3.43836e-08
1300.6 1749.32 1.30183e-08 -6.04846e-08 6.18698e-08
1296.8 1745.04 -1.11819e-09 -7.10285e-08 7.10373e-08
1297.23 1749.3 -2.10475e-08 -5.73855e-08 6.11236e-08
1297.01 1748.94 -2.56097e-08 -7.05478e-08 7.50523e-08
1300.74 1749.04 1.34411e-08 -7.70654e-08 7.82288e-08
1296.42 1745.05 -4.4598e-09 -3.14722e-08 3.17866e-08
1300.21 1749.63 1.06028e-08 -5.81922e-08 5.91502e-08
1299.04 1749.95 7.39965e-10 -2.67776e-08 2.67878e-08
1300.81 1749.05 1.06976e-08 -6.51791e-08 6.60511e-08
1300.76 1749.03 1.43342e-08 -7.59993e-08 7.73392e-08
1301.23 1744.95 3.01574e-09 -2.34138e-08 2.36072e-08
1296.44 1747.33 8.76529e-09 -1.04163e-07 1.04531e-07
1300.74 1749.28 -1.02229e-09 -4.08765e-08 4.08893e-08
1296.67 1748.37 -1.00128e-08 -1.17462e-07 1.17888e-07
1298.02 1749.98 -3.27227e-09 -4.27495e-08 4.28745e-08
1298.97 1750.1 3.50551e-10 -3.6401e-08 3.64027e-08
1301.04 1746.04 -7.3107e-10 -1.42111e-07 1.42113e-07
1301.03 1748.45 1.10453e-08 -1.07813e-07 1.08377e-07
1296.59 1747.32 8.43331e-09 -1.40623e-07 1.40876e-07
1297.02 1749.28 -1.48672e-08 -5.85268e-08 6.03856e-08
1296.44 1748.26 4.92833e-09 -5.15915e-08 5.18264e-08
1296.48 1746.24 -6.92885e-09 -9.75226e-08 9.77684e-08
1300.29 1749.5 1.36288e-08 -5.98452e-08 6.13774e-08
1297.88 1750.03 8.5606e-10 -3.38626e-08 3.38734e-08
1296.55 1746.24 1.90198e-09 -1.34258e-07 1.34272e-07
1297.57 1749.61 -8.88569e-09 -4.61165e-08 4.69648e-08
1300.05 1749.6 6.61481e-09 -4.97612e-08 5.0199e-08
1296.61 1745.62 3.99417e-09 -1.25087e-07 1.25151e-07
1297.87 1749.91 -4.78699e-09 -4.26442e-08 4.2912e-08
1300.85 1748.53 2.44042e-08 -1.01733e-07 1.04619e-07
1298.56 1750.15 -5.84522e-10 -3.68513e-08 3.6856e-08
1301.06 1747.8 -3.16229e-09 -1.35101e-07 1.35138e-07
1296.62 1745.39 8.20296e-10 -1.05083e-07 1.05086e-07
1296.4 1747.19 1.068e-09 -7.13146e-08 7.13226e-08
1299 1749.99 7.74271e-10 -4.26886e-08 4.26956e-08
1296.52 1748.52 1.84635e-09 -4.07234e-08 4.07652e-08
1301.21 1745.16 9.90167e-10 -6.16704e-08 6.16783e-08
1296.45 1745.78 1.8599e-09 -9.01012e-08 9.01204e-08
1298.22 1749.94 -4.39497e-09 -3.89544e-08 3.92016e-08
1301.28 1745.7 3.2059e-09 -8.30815e-08 8.31433e-08
1296.67 1747.08 5.80311e-09 -1.5689e-07 1.56997e-07
1297.56 1749.69 -8.1659e-09 -4.83557e-08 4.90404e-08
1296.45 1747.67 4.93459e-09 -9.65781e-08 9.67041e-08
1300.87 1745.13 2.38961e-09 -9.04695e-08 9.0501e-08
1300.96 1745.09 1.4299e-09 -6.65534e-08 6.65687e-08
1301.25 1748.06 4.9201e-09 -5.46363e-08 5.48574e-08
1300.95 1745.08 1.36245e-09 -8.04325e-08 8.04441e-08
1296.66 1748.2 -1.23757e-08 -1.17643e-07 1.18292e-07
1299.95 1749.74 5.91576e-09 -5.09766e-08 5.13187e-08
1296.4 1747.86 -3.72682e-09 -6.23761e-08 6.24874e-08
1298.65 1749.92 -7.88897e-10 -2.58845e-08 2.58965e-08
1298.1 1749.97 -3.96773e-09 -3.96723e-08 3.98702e-08
1301.11 1747.26 -8.08405e-09 -1.43264e-07 1.43492e-07
1296.8 1748.63 -2.01664e-08 -9.67459e-08 9.88254e-08
1296.68 1745.93 5.54947e-09 -1.48597e-07 1.487e-07
1301.29 1745.3 -6.94011e-09 -6.52089e-08 6.55772e-08
1300.56 1749.39 1.27809e-08 -5.36943e-08 5.51944e-08
1296.61 1747.99 -4.403e-09 -1.25236e-07 1.25313e-07
1300.02 1749.83 3.17571e-09 -3.91646e-08 3.92932e-08
1299.87 1749.67 4.81305e-09 -3.44828e-08 3.48171e-08
1297.58 1749.54 -4.38152e-09 -3.82853e-08 3.85352e-08
1301.11 1747.78 -3.40937e-09 -1.31003e-07 1.31047e-07
1296.48 1748.14 -1.9702e-09 -8.9859e-08 8.98806e-08
1300.16 1749.64 8.53888e-09 -5.59137e-08 5.65619e-08
1301.19 1747.82 2.80604e-09 -1.04933e-07 1.04971e-07
1301.21 1747.69 -3.09271e-09 -1.10613e-07 1.10656e-07
1296.41 1746.46 7.63775e-09 -1.03078e-07 1.03361e-07
1299.97 1749.77 7.73667e-09 -4.4286e-08 4.49568e-08
1296.42 1746.55 3.95174e-09 -1.09573e-07 1.09644e-07
1301.06 1747.47 -4.08038e-10 -1.54423e-07 1.54424e-07
1296.62 1745.25 -2.02762e-09 -9.3192e-08 9.3214e-08
1301.22 1746.46 -3.44609e-09 -9.78661e-08 9.79268e-08
1297.72 1749.65 -8.11687e-09 -2.94953e-08 3.05918e-08
1296.61 1747.17 9.24962e-09 -1.46948e-07 1.47239e-07
1298.49 1750.05 -1.75466e-09 -3.6437e-08 3.64792e-08
1296.76 1745.18 3.27967e-10 -8.10404e-08 8.10411e-08
1301.09 1745.79 -2.00808e-09 -1.30603e-07 1.30618e-07
1301.3 1745.28 1.2384e-08 -4.76858e-08 4.92676e-08
1297.5 1749.81 -2.66898e-09 -4.46613e-08 4.4741e-08
1296.43 1745.43 -4.4603e-09 -5.05184e-08 5.07149e-08
1300.7 1749.21 1.03566e-08 -6.37342e-08 6.45701e-08
1300.56 1749.13 1.66338e-08 -6.86891e-08 7.06745e-08
1298.31 1750.14 -4.59287e-10 -3.13133e-08 3.13166e-08
1299.91 1749.77 6.33906e-09 -4.3586e-08 4.40445e-08
1300.01 1749.88 1.34904e-09 -3.99389e-08 3.99617e-08
1296.6 1747.3 8.45903e-09 -1.4229e-07 1.42541e-07
1301.09 1745.9 -1.009e-09 -1.33965e-07 1.33968e-07
1301.01 1746.51 -2.95641e-09 -1.49476e-07 1.49505e-07
1300.51 1749.21 1.56752e-08 -6.53491e-08 6.72028e-08
1296.52 1745.53 3.61005e-09 -9.86144e-08 9.86804e-08
1298.62 1750.19 -3.89266e-11 -2.98606e-08 2.98607e-08
1301 1746.73 -1.81369e-09 -1.48177e-07 1.48188e-07
1296.58 1745.11 -3.3749e-09 -7.72634e-08 7.73371e-08
1301.22 1748.18 3.40669e-09 -7.69517e-08 7.70271e-08
1296.58 1747.23 6.79063e-09 -1.40104e-07 1.40268e-07
1296.58 1748.61 -9.6872e-09 -7.78588e-08 7.84591e-08
1298.5 1750.19 4.61968e-10 -2.84971e-08 2.85008e-08
1299.98 1749.74 6.99604e-09 -4.29683e-08 4.35341e-08
1301.1 1745.26 2.39325e-09 -8.95684e-08 8.96003e-08
1300.9 1749.05 -2.18287e-09 -4.6068e-08 4.61197e-08
1297.3 1749.45 -1.32077e-08 -5.61562e-08 5.76884e-08
1296.62 1745.71 4.47885e-09 -1.28914e-07 1.28992e-07
1296.47 1745.57 7.63894e-09 -8.42055e-08 8.45513e-08
1296.68 1746.33 4.64271e-09 -1.53838e-07 1.53908e-07
1296.59 1747.32 8.9306e-09 -1.45293e-07 1.45568e-07
1300.74 1749.26 1.45176e-09 -6.00951e-08 6.01126e-08
1301.29 1745.51 1.45548e-08 -6.17744e-08 6.34659e-08
1296.57 1747.4 5.02527e-09 -1.35679e-07 1.35772e-07
1296.54 1747.6 7.18552e-09 -1.25149e-07 1.25355e-07
1300.79 1749.01 1.2794e-08 -7.75178e-08 7.85665e-08
1301.27 1746.85 1.03414e-09 -6.30075e-08 6.3016e-08
1297.67 1749.92 -1.83196e-09 -4.41628e-08 4.42007e-08
1297.09 1749.1 -1.97159e-08 -6.98154e-08 7.25459e-08
1300.99 1748.74 1.05959e-08 -7.36487e-08 7.44071e-08
1301.19 1747.87 -3.86996e-11 -1.06106e-07 1.06106e-07
1300.54 1749.29 1.671e-08 -6.21128e-08 6.43213e-08
1301.14 1746.99 -2.35631e-09 -1.3242e-07 1.32441e-07
1300.99 1748.72 1.62833e-08 -8.02836e-08 8.19183e-08
1296.7 1748.97 -3.58733e-09 -4.36601e-08 4.38072e-08
1297.28 1749.67 -3.66045e-09 -3.57697e-08 3.59565e-08
1301.19 1747.59 1.99298e-09 -1.17028e-07 1.17045e-07
1301.18 1747.94 4.82254e-09 -1.03985e-07 1.04097e-07
1300.89 1748.45 2.156e-08 -1.0556e-07 1.07739e-07
1296.5 1748.48 -3.13582e-09 -5.04409e-08 5.05382e-08
1296.51 1748.53 -4.08215e-09 -4.4725e-08 4.49109e-08
1301 1748.85 3.1653e-09 -5.29605e-08 5.3055e-08
1301.03 1745.49 -1.25969e-09 -1.111e-07 1.11107e-07
1296.7 1748.63 -1.6177e-08 -9.14229e-08 9.28431e-08
1296.65 1744.99 -5.14664e-09 -6.19017e-08 6.21152e-08
1296.4 1747.32 1.81426e-09 -6.18237e-08 6.18503e-08
1301.12 1747.24 -2.3695e-09 -1.34369e-07 1.3439e-07
1301.27 1747.52 5.50998e-09 -6.55783e-08 6.58094e-08
1301.15 1748.31 4.83708e-09 -8.6588e-08 8.6723e-08
1296.69 1746.11 4.69157e-09 -1.52573e-07 1.52646e-07
1296.54 1748.53 -4.70928e-09 -6.53564e-08 6.55259e-08
1301.01 1748.85 3.4092e-09 -4.25695e-08 4.27058e-08
1300.73 1749.14 8.68997e-09 -6.89395e-08 6.9485e-08
1300.74 1749 1.76196e-08 -8.0642e-08 8.25444e-08
1296.4 1747.06 -4.77678e-09 -6.43036e-08 6.44808e-08
1301 1748.56 1.43633e-08 -1.02049e-07 1.03055e-07
1301.16 1746.47 -5.3965e-09 -1.16953e-07 1.17077e-07
1298.56 1750.07 -1.45426e-09 -3.72015e-08 3.72299e-08
1296.75 1748.71 -1.53526e-08 -8.92308e-08 9.05419e-08
1296.68 1748.09 -9.11251e-09 -1.33184e-07 1.33495e-07
1296.61 1747.57 6.71906e-09 -1.39317e-07 1.39479e-07
1298.41 1750.04 -2.72926e-09 -3.83813e-08 3.84782e-08
1300.79 1748.82 2.1974e-08 -8.87974e-08 9.14759e-08
1301.09 1747.38 -5.57928e-10 -1.43808e-07 1.43809e-07
1296.65 1745.44 9.88345e-11 -1.17482e-07 1.17482e-07
1298.18 1749.86 -2.94288e-09 -3.1748e-08 3.18841e-08
1301.23 1748.11 9.97832e-09 -7.68601e-08 7.75051e-08
1301.08 1747.79 -3.32667e-09 -1.40144e-07 1.40184e-07
1296.49 1746.47 4.07721e-09 -1.07152e-07 1.07229e-07
1296.6 1747.53 7.29316e-09 -1.39093e-07 1.39284e-07
1301.15 1748.5 -5.54866e-09 -5.92297e-08 5.94891e-08
1301.05 1748.62 9.04036e-09 -8.07882e-08 8.12925e-08
1298.72 1750.03 -3.29024e-10 -3.18517e-08 3.18534e-08
1301.08 1748.42 8.0631e-09 -1.03081e-07 1.03395e-07
1296.98 1749.02 -1.99234e-08 -7.50675e-08 7.76665e-08
1301.07 1745.01 3.00284e-09 -4.2782e-08 4.28872e-08
1301.02 1746.62 -2.28609e-09 -1.5058e-07 1.50598e-07
1296.45 1744.92 -6.70795e-09 -2.41846e-08 2.50976e-08
1300.32 1749.62 8.74567e-09 -5.73108e-08 5.79743e-08
1300.87 1748.5 2.30299e-08 -1.06546e-07 1.09007e-07
1296.67 1748.92 -6.85907e-09 -4.13973e-08 4.19617e-08
1297.62 1749.87 -1.93207e-09 -4.08124e-08 4.08581e-08
1297.77 1749.95 -4.21347e-09 -3.90632e-08 3.92898e-08
1299.97 1749.69 6.91762e-09 -4.64431e-08 4.69555e-08
1298.45 1750.04 -2.49195e-09 -3.73279e-08 3.74109e-08
1299.04 1750.2 1.84557e-10 -3.87697e-08 3.87701e-08
1300.78 1748.71 2.68333e-08 -9.12759e-08 9.51384e-08
1300.14 1749.49 1.51526e-08 -4.30261e-08 4.56163e-08
