x z sxx syy szz sxy sxz syz
1300.17 1751.05 -944038 -1.01984e+06 -1.81617e+06 -213512 -346095 47259.2
1300.16 1751.07 -943356 -1.02054e+06 -1.81524e+06 -213621 -346223 47164.7
1300.16 1751.08 -942594 -1.02155e+06 -1.81495e+06 -213773 -346480 47081.1
1300.15 1751.1 -941437 -1.02219e+06 -1.81442e+06 -214230 -346654 46958.1
1300.15 1751.12 -941184 -1.02406e+06 -1.81583e+06 -214794 -347012 46917.1
1300.31 1751.3 -941200 -1.0168e+06 -1.8113e+06 -213211 -345660 47171.5
1300.31 1751.32 -940697 -1.01808e+06 -1.81148e+06 -213399 -345970 47117.5
1300.3 1751.34 -939680 -1.01872e+06 -1.8107e+06 -213655 -346135 46996
1300.3 1751.35 -938967 -1.02006e+06 -1.81105e+06 -214090 -346404 46952.5
1300.29 1751.37 -938852 -1.0221e+06 -1.8131e+06 -214936 -346720 46903.1
1300.46 1751.57 -938191 -1.01394e+06 -1.80725e+06 -213076 -345381 47085.5
1300.46 1751.59 -937589 -1.01501e+06 -1.80704e+06 -213371 -345678 46999.5
1300.45 1751.6 -937088 -1.01654e+06 -1.80762e+06 -213549 -345961 46984.2
1300.45 1751.62 -936708 -1.01817e+06 -1.80835e+06 -214085 -346208 46932.7
1300.44 1751.64 -936371 -1.02025e+06 -1.81044e+06 -215003 -346540 46919.4
1300.62 1751.85 -934418 -1.00999e+06 -1.80134e+06 -212879 -344933 46980.8
1300.61 1751.87 -934518 -1.01199e+06 -1.80256e+06 -213089 -345334 46949.2
1300.61 1751.88 -934435 -1.01392e+06 -1.80362e+06 -213346 -345660 46938.9
1300.6 1751.9 -934782 -1.01646e+06 -1.80599e+06 -213998 -346019 46935
1300.6 1751.92 -934756 -1.01891e+06 -1.80864e+06 -215129 -346363 46917.8
1300.79 1752.15 -930967 -1.0065e+06 -1.79649e+06 -212898 -344621 46827.5
1300.78 1752.17 -931072 -1.00837e+06 -1.79754e+06 -212974 -344947 46852.8
1300.78 1752.18 -931604 -1.01119e+06 -1.79976e+06 -213293 -345361 46821.4
1300.77 1752.2 -932166 -1.01399e+06 -1.80242e+06 -213932 -345727 46845.9
1300.77 1752.22 -932715 -1.01696e+06 -1.80593e+06 -215079 -346107 46883.4
1299.51 1750.23 -952417 -1.02714e+06 -1.82669e+06 -214494 -346832 47255
1299.51 1750.24 -951544 -1.0277e+06 -1.82594e+06 -214514 -347070 47180.5
1299.5 1750.26 -950101 -1.02759e+06 -1.82386e+06 -214453 -347116 47022.5
1299.5 1750.28 -948884 -1.02787e+06 -1.8222e+06 -214419 -347252 46911
1299.49 1750.29 -948119 -1.0289e+06 -1.822e+06 -214600 -347533 46819.2
1299.6 1750.42 -950152 -1.02478e+06 -1.82311e+06 -214127 -346553 47253.8
1299.6 1750.44 -949564 -1.02573e+06 -1.82266e+06 -214311 -346811 47109.3
1299.6 1750.45 -948164 -1.02569e+06 -1.8208e+06 -214262 -346882 46969.7
1299.59 1750.47 -946702 -1.02576e+06 -1.81902e+06 -214201 -347038 46897.4
1299.58 1750.49 -945868 -1.02669e+06 -1.81856e+06 -214337 -347281 46823.2
1299.7 1750.63 -948201 -1.02303e+06 -1.82036e+06 -213905 -346401 47220
1299.7 1750.64 -947124 -1.02327e+06 -1.81876e+06 -213930 -346504 47072.5
1299.69 1750.66 -945921 -1.02358e+06 -1.81718e+06 -213966 -346620 46938.1
1299.69 1750.68 -944719 -1.024e+06 -1.81607e+06 -214011 -346795 46883.8
1299.68 1750.69 -943794 -1.02475e+06 -1.81549e+06 -214239 -347003 46789.2
1299.81 1750.85 -945679 -1.02043e+06 -1.8161e+06 -213564 -346064 47166
1299.8 1750.86 -945122 -1.02138e+06 -1.81604e+06 -213686 -346293 47089.9
1299.8 1750.88 -943972 -1.02183e+06 -1.81441e+06 -213734 -346443 46916.3
1299.79 1750.9 -942688 -1.0221e+06 -1.81304e+06 -213923 -346548 46821.1
1299.78 1750.91 -942127 -1.02329e+06 -1.81343e+06 -214269 -346816 46767.5
1299.92 1751.08 -943091 -1.01745e+06 -1.81154e+06 -213322 -345653 47091.6
1299.91 1751.09 -942690 -1.01884e+06 -1.81199e+06 -213492 -345966 47024.1
1299.91 1751.11 -941526 -1.01959e+06 -1.81083e+06 -213456 -346177 46918.7
1299.9 1751.13 -940888 -1.02051e+06 -1.81086e+06 -213911 -346382 46790.8
1299.9 1751.14 -940102 -1.02141e+06 -1.81067e+06 -214333 -346630 46700.7
1300.03 1751.32 -940811 -1.01526e+06 -1.80816e+06 -213152 -345398 47028.9
1300.03 1751.34 -939719 -1.01603e+06 -1.80737e+06 -213235 -345612 46946.6
1300.03 1751.36 -938703 -1.01656e+06 -1.8062e+06 -213299 -345775 46813
1300.02 1751.37 -938292 -1.0179e+06 -1.80676e+06 -213821 -346049 46727.3
1300.01 1751.39 -937901 -1.01974e+06 -1.80816e+06 -214273 -346415 46701.7
1300.16 1751.58 -937726 -1.01227e+06 -1.80354e+06 -212940 -345114 46951.9
1300.16 1751.6 -936961 -1.01326e+06 -1.80319e+06 -213051 -345350 46874.6
1300.15 1751.62 -936296 -1.01431e+06 -1.80308e+06 -213233 -345563 46779.7
1300.15 1751.63 -935834 -1.01564e+06 -1.80331e+06 -213582 -345822 46712.6
1300.14 1751.65 -935396 -1.0173e+06 -1.80445e+06 -214336 -346110 46622.6
1300.29 1751.86 -933946 -1.00818e+06 -1.7974e+06 -212698 -344598 46823
1300.29 1751.88 -933553 -1.00965e+06 -1.79759e+06 -212870 -344907 46751.6
1300.28 1751.89 -933723 -1.01163e+06 -1.79895e+06 -213084 -345261 46697.1
1300.28 1751.91 -933637 -1.01359e+06 -1.80024e+06 -213488 -345614 46696.6
1300.27 1751.93 -933424 -1.01559e+06 -1.80191e+06 -214086 -345920 46695.3
1300.43 1752.15 -930934 -1.00519e+06 -1.79333e+06 -212664 -344348 46738
1300.43 1752.17 -930323 -1.00628e+06 -1.79262e+06 -212578 -344542 46677.1
1300.42 1752.19 -930829 -1.00859e+06 -1.79439e+06 -212866 -344910 46644.5
1300.42 1752.2 -931005 -1.01104e+06 -1.79622e+06 -213200 -345287 46665.8
1300.41 1752.22 -931125 -1.01333e+06 -1.79846e+06 -213953 -345614 46643.9
1299.34 1750.26 -951607 -1.02567e+06 -1.82386e+06 -214377 -346615 47167.1
1299.33 1750.28 -950320 -1.02588e+06 -1.82227e+06 -214319 -346741 47025.8
1299.33 1750.29 -949673 -1.02647e+06 -1.82169e+06 -214439 -346934 46931
1299.32 1750.31 -948374 -1.02672e+06 -1.81989e+06 -214315 -347094 46821.9
1299.32 1750.33 -947480 -1.02745e+06 -1.81917e+06 -214507 -347335 46687.2
1299.41 1750.45 -949724 -1.02373e+06 -1.82079e+06 -214178 -346365 47108.5
1299.41 1750.47 -948477 -1.0239e+06 -1.81893e+06 -214022 -346457 46992.2
1299.41 1750.49 -947365 -1.02414e+06 -1.8178e+06 -214150 -346623 46857.7
1299.4 1750.5 -946168 -1.02449e+06 -1.81626e+06 -214101 -346806 46759.4
1299.39 1750.52 -945234 -1.02514e+06 -1.81549e+06 -214204 -347039 46665.7
1299.49 1750.66 -947316 -1.02124e+06 -1.81669e+06 -213823 -346059 47039.7
1299.49 1750.67 -946398 -1.0218e+06 -1.81554e+06 -213837 -346202 46912.7
1299.48 1750.69 -945606 -1.02242e+06 -1.81482e+06 -213872 -346433 46847.1
1299.48 1750.71 -944094 -1.02243e+06 -1.81302e+06 -213851 -346540 46735.9
1299.47 1750.72 -942875 -1.02265e+06 -1.81138e+06 -213950 -346685 46610.3
1299.57 1750.87 -945016 -1.01882e+06 -1.8128e+06 -213461 -345770 47040.7
1299.57 1750.89 -944382 -1.0198e+06 -1.81253e+06 -213491 -346003 46924
1299.57 1750.9 -943589 -1.02039e+06 -1.81146e+06 -213645 -346179 46799.6
1299.56 1750.92 -942234 -1.02059e+06 -1.81009e+06 -213721 -346327 46684.8
1299.55 1750.94 -940933 -1.02086e+06 -1.80859e+06 -213891 -346472 46585
1299.66 1751.1 -942416 -1.01588e+06 -1.80828e+06 -213177 -345406 46973
1299.66 1751.12 -941525 -1.01667e+06 -1.80739e+06 -213286 -345612 46801.7
1299.66 1751.13 -940352 -1.01713e+06 -1.80591e+06 -213297 -345768 46678.8
1299.65 1751.15 -939936 -1.01827e+06 -1.80628e+06 -213634 -346052 46591.5
1299.64 1751.17 -939115 -1.01924e+06 -1.80611e+06 -213846 -346305 46542.2
1299.76 1751.34 -939376 -1.01251e+06 -1.80255e+06 -212801 -344894 46831.1
1299.76 1751.36 -938574 -1.01356e+06 -1.80239e+06 -212942 -345192 46742.7
1299.75 1751.37 -937919 -1.0144e+06 -1.80166e+06 -213068 -345423 46603.9
1299.75 1751.39 -937562 -1.01598e+06 -1.80286e+06 -213466 -345782 46561
1299.74 1751.41 -936698 -1.01673e+06 -1.80226e+06 -213760 -345961 46463.3
1299.86 1751.6 -936296 -1.00916e+06 -1.7973e+06 -212574 -344480 46712.4
1299.86 1751.61 -935759 -1.01062e+06 -1.79774e+06 -212716 -344845 46653.3
1299.85 1751.63 -935603 -1.01222e+06 -1.79859e+06 -212899 -345205 46609.8
1299.85 1751.65 -934949 -1.01329e+06 -1.79845e+06 -213234 -345449 46504.3
1299.84 1751.66 -934291 -1.01451e+06 -1.79882e+06 -213574 -345696 46423.1
1299.96 1751.87 -933407 -1.00625e+06 -1.79273e+06 -212350 -344150 46638.8
1299.96 1751.88 -932735 -1.00755e+06 -1.79296e+06 -212434 -344470 46605.8
1299.96 1751.9 -933080 -1.00954e+06 -1.79454e+06 -212743 -344856 46523.8
1299.95 1751.92 -932476 -1.01092e+06 -1.79476e+06 -213000 -345158 46464.9
1299.94 1751.93 -932258 -1.01261e+06 -1.79561e+06 -213376 -345449 46380.3
1300.08 1752.16 -929895 -1.00252e+06 -1.78734e+06 -212229 -343780 46510.5
1300.07 1752.17 -929727 -1.00439e+06 -1.78824e+06 -212283 -344152 46495.9
1300.07 1752.19 -930052 -1.00627e+06 -1.78949e+06 -212434 -344472 46470.8
1300.06 1752.21 -929964 -1.00818e+06 -1.79041e+06 -212584 -344822 46439.6
1300.06 1752.22 -929671 -1.00988e+06 -1.79117e+06 -212942 -345115 46391.9
1299.16 1750.29 -951001 -1.02438e+06 -1.82128e+06 -214352 -346371 47049.7
1299.16 1750.3 -949362 -1.02406e+06 -1.81866e+06 -214140 -346347 46908.3
1299.16 1750.32 -949112 -1.02527e+06 -1.81915e+06 -214288 -346721 46843.9
1299.15 1750.34 -947919 -1.02561e+06 -1.81757e+06 -214152 -346901 46734.5
1299.14 1750.35 -946641 -1.0259e+06 -1.81604e+06 -214305 -347101 46577.5
1299.22 1750.48 -948813 -1.02205e+06 -1.81723e+06 -213958 -346042 46981.2
1299.22 1750.49 -947540 -1.02213e+06 -1.81539e+06 -213855 -346119 46867.3
1299.21 1750.51 -946791 -1.0229e+06 -1.81525e+06 -213997 -346412 46769.6
1299.21 1750.53 -945207 -1.02271e+06 -1.81275e+06 -213919 -346531 46624.9
1299.2 1750.54 -944487 -1.02351e+06 -1.81209e+06 -214108 -346776 46494.8
1299.28 1750.68 -946449 -1.01947e+06 -1.81292e+06 -213694 -345701 46874.3
1299.28 1750.69 -945546 -1.01996e+06 -1.81187e+06 -213674 -345887 46794.4
1299.27 1750.71 -944814 -1.02081e+06 -1.81181e+06 -213880 -346189 46686.2
1299.27 1750.73 -943619 -1.02107e+06 -1.81012e+06 -213781 -346320 46584.1
1299.26 1750.74 -942140 -1.02104e+06 -1.80819e+06 -213756 -346467 46477.6
1299.34 1750.89 -943850 -1.01634e+06 -1.80802e+06 -213282 -345277 46830.7
1299.34 1750.91 -943872 -1.01821e+06 -1.80923e+06 -213571 -345701 46741.8
1299.34 1750.92 -942455 -1.01839e+06 -1.80751e+06 -213503 -345875 46634.6
1299.33 1750.94 -941594 -1.01908e+06 -1.80706e+06 -213584 -346130 46552.2
1299.32 1750.96 -940248 -1.0191e+06 -1.80501e+06 -213608 -346223 46419.1
1299.41 1751.11 -941632 -1.01393e+06 -1.80401e+06 -213004 -344971 46754.7
1299.41 1751.13 -940686 -1.01488e+06 -1.80372e+06 -213052 -345314 46679.9
1299.4 1751.15 -939620 -1.01521e+06 -1.80217e+06 -213151 -345468 46537.1
1299.4 1751.16 -939096 -1.01638e+06 -1.80247e+06 -213309 -345765 46460.6
1299.39 1751.18 -938419 -1.0173e+06 -1.80214e+06 -213519 -346016 46359.5
1299.48 1751.35 -939034 -1.01119e+06 -1.79983e+06 -212651 -344665 46744
1299.48 1751.37 -938123 -1.01209e+06 -1.79904e+06 -212767 -344954 46598.6
1299.47 1751.39 -937425 -1.01299e+06 -1.79868e+06 -212882 -345201 46478.3
1299.47 1751.4 -936886 -1.01405e+06 -1.79868e+06 -213162 -345495 46377.3
1299.46 1751.42 -935911 -1.01453e+06 -1.7977e+06 -213265 -345635 46279.3
1299.56 1751.61 -936216 -1.00815e+06 -1.79485e+06 -212400 -344272 46617.9
1299.55 1751.62 -935486 -1.00913e+06 -1.79424e+06 -212471 -344537 46506.1
1299.55 1751.64 -934902 -1.01017e+06 -1.79406e+06 -212539 -344832 46415.8
1299.54 1751.66 -934342 -1.01136e+06 -1.79446e+06 -212866 -345149 46320.3
1299.54 1751.67 -933490 -1.01216e+06 -1.79393e+06 -213071 -345350 46226.2
1299.64 1751.87 -932766 -1.00436e+06 -1.7887e+06 -212090 -343802 46481.4
1299.63 1751.89 -932532 -1.00604e+06 -1.78954e+06 -212207 -344183 46428.1
1299.63 1751.91 -932285 -1.00735e+06 -1.7895e+06 -212340 -344485 46304.4
1299.62 1751.92 -931766 -1.0085e+06 -1.78969e+06 -212591 -344767 46242.6
1299.62 1751.94 -930898 -1.00941e+06 -1.78937e+06 -212732 -344994 46146.8
1299.72 1752.16 -929613 -1.00095e+06 -1.78346e+06 -211873 -343442 46375.8
1299.72 1752.17 -929235 -1.0023e+06 -1.78364e+06 -211972 -343719 46295
1299.71 1752.19 -929335 -1.00402e+06 -1.78459e+06 -212057 -344083 46250.5
1299.71 1752.21 -929271 -1.00587e+06 -1.78537e+06 -212247 -344438 46178
1299.7 1752.22 -928843 -1.00718e+06 -1.78581e+06 -212417 -344747 46098.6
1298.99 1750.3 -950342 -1.02294e+06 -1.81818e+06 -214203 -346082 46922.5
1298.99 1750.32 -949188 -1.02311e+06 -1.8168e+06 -214229 -346226 46789.9
1298.98 1750.33 -948474 -1.0239e+06 -1.81625e+06 -214196 -346472 46718.4
1298.98 1750.35 -947371 -1.02432e+06 -1.81506e+06 -214133 -346704 46613.3
1298.97 1750.37 -946304 -1.02485e+06 -1.81382e+06 -214283 -346941 46430.5
1299.03 1750.49 -947857 -1.02031e+06 -1.81366e+06 -213848 -345730 46835
1299.02 1750.5 -947054 -1.0207e+06 -1.81262e+06 -213867 -345872 46731.8
1299.02 1750.52 -946453 -1.02174e+06 -1.8128e+06 -213914 -346208 46684.5
1299.01 1750.54 -945142 -1.02192e+06 -1.81114e+06 -213867 -346386 46545.6
1299.01 1750.56 -944129 -1.02248e+06 -1.80989e+06 -213957 -346612 46393.2
1299.07 1750.69 -946121 -1.01813e+06 -1.81027e+06 -213625 -345418 46777.7
1299.06 1750.7 -945106 -1.01885e+06 -1.80954e+06 -213592 -345695 46696.4
1299.06 1750.72 -944095 -1.01922e+06 -1.80852e+06 -213650 -345887 46592
1299.05 1750.74 -943123 -1.01982e+06 -1.8075e+06 -213584 -346115 46491.3
1299.05 1750.75 -941706 -1.01994e+06 -1.80558e+06 -213677 -346297 46306.2
1299.11 1750.9 -943762 -1.01555e+06 -1.80624e+06 -213294 -345141 46732.2
1299.11 1750.91 -943198 -1.01674e+06 -1.80616e+06 -213437 -345459 46622.2
1299.1 1750.93 -941695 -1.01665e+06 -1.80411e+06 -213395 -345585 46480.6
1299.1 1750.95 -940339 -1.01666e+06 -1.80217e+06 -213382 -345746 46354.8
1299.09 1750.97 -939500 -1.01738e+06 -1.80131e+06 -213335 -345944 46251.4
1299.15 1751.12 -941001 -1.0124e+06 -1.80093e+06 -212909 -344712 46631.4
1299.15 1751.14 -940339 -1.0135e+06 -1.80071e+06 -213102 -345042 46507.4
1299.15 1751.16 -938981 -1.01374e+06 -1.79919e+06 -213110 -345235 46367.5
1299.14 1751.17 -938187 -1.01426e+06 -1.79832e+06 -213150 -345460 46292.2
1299.13 1751.19 -937562 -1.01527e+06 -1.79785e+06 -213062 -345655 46208.7
1299.2 1751.36 -938991 -1.01008e+06 -1.79725e+06 -212706 -344460 46562
1299.2 1751.38 -937768 -1.01068e+06 -1.79604e+06 -212690 -344712 46472.8
1299.2 1751.39 -936864 -1.01122e+06 -1.79492e+06 -212693 -344899 46329.9
1299.19 1751.41 -936288 -1.01226e+06 -1.79507e+06 -212902 -345208 46240.9
1299.18 1751.43 -934652 -1.01209e+06 -1.79231e+06 -212702 -345193 46091.8
1299.25 1751.61 -936079 -1.00695e+06 -1.7919e+06 -212272 -344056 46474.8
1299.25 1751.63 -935003 -1.00757e+06 -1.79082e+06 -212224 -344268 46401.3
1299.25 1751.64 -934518 -1.00876e+06 -1.79094e+06 -212472 -344605 46247.2
1299.24 1751.66 -934019 -1.00979e+06 -1.79104e+06 -212657 -344912 46161.7
1299.23 1751.68 -932280 -1.00949e+06 -1.7881e+06 -212511 -344914 45985.2
1299.31 1751.88 -932312 -1.00284e+06 -1.7851e+06 -211838 -343530 46361.4
1299.31 1751.89 -932068 -1.00418e+06 -1.78548e+06 -211985 -343865 46277.9
1299.3 1751.91 -931686 -1.00552e+06 -1.78559e+06 -211984 -344170 46192.6
1299.3 1751.93 -931087 -1.00656e+06 -1.78554e+06 -212157 -344443 46081.8
1299.29 1751.94 -929841 -1.00667e+06 -1.78334e+06 -212145 -344488 45897.6
1299.37 1752.16 -929664 -999978 -1.78065e+06 -211637 -343206 46261.3
1299.36 1752.18 -928784 -1.00032e+06 -1.77912e+06 -211645 -343351 46128.1
1299.36 1752.19 -928932 -1.00238e+06 -1.78048e+06 -211715 -343820 46065
1299.35 1752.21 -928039 -1.00315e+06 -1.77964e+06 -211727 -343996 45980
1299.35 1752.23 -927489 -1.00409e+06 -1.77942e+06 -211871 -344211 45819.3
1298.81 1750.3 -950039 -1.02198e+06 -1.81632e+06 -214203 -345890 46838.9
1298.81 1750.32 -949019 -1.0223e+06 -1.81491e+06 -214163 -346061 46712.5
1298.81 1750.34 -948273 -1.02307e+06 -1.81443e+06 -214148 -346323 46644
1298.8 1750.35 -946939 -1.02308e+06 -1.81247e+06 -214104 -346473 46496.1
1298.79 1750.37 -946157 -1.02411e+06 -1.8122e+06 -214205 -346800 46351
1298.83 1750.49 -947695 -1.01937e+06 -1.81202e+06 -213875 -345537 46756.4
1298.83 1750.51 -947055 -1.02013e+06 -1.81111e+06 -213812 -345751 46663
1298.83 1750.52 -946343 -1.02093e+06 -1.81074e+06 -213888 -346042 46582.8
1298.82 1750.54 -944628 -1.02042e+06 -1.808e+06 -213776 -346127 46427.3
1298.81 1750.56 -943278 -1.02084e+06 -1.80651e+06 -213784 -346355 46239.5
1298.85 1750.69 -945736 -1.01708e+06 -1.80799e+06 -213524 -345235 46696
1298.85 1750.71 -945077 -1.01788e+06 -1.80749e+06 -213572 -345485 46605.4
1298.85 1750.72 -943581 -1.01779e+06 -1.80551e+06 -213486 -345625 46485.6
1298.84 1750.74 -942214 -1.01778e+06 -1.8036e+06 -213463 -345805 46328.8
1298.83 1750.76 -941169 -1.01843e+06 -1.8024e+06 -213472 -346038 46175.4
1298.88 1750.9 -943438 -1.01432e+06 -1.80356e+06 -213337 -344914 46590
1298.87 1750.92 -942590 -1.01506e+06 -1.80285e+06 -213362 -345170 46487.6
1298.87 1750.93 -941442 -1.01543e+06 -1.80153e+06 -213311 -345365 46382.9
1298.86 1750.95 -940222 -1.01557e+06 -1.79986e+06 -213249 -345528 46247.2
1298.86 1750.97 -938997 -1.01607e+06 -1.79843e+06 -213194 -345747 46101.2
1298.9 1751.12 -940792 -1.01112e+06 -1.79814e+06 -212890 -344472 46523.3
1298.9 1751.14 -940083 -1.01217e+06 -1.79785e+06 -212991 -344797 46397
1298.89 1751.16 -938559 -1.01232e+06 -1.79602e+06 -212927 -344996 46243.5
1298.89 1751.17 -937755 -1.01295e+06 -1.79536e+06 -212947 -345214 46160.1
1298.88 1751.19 -936782 -1.01354e+06 -1.79417e+06 -212858 -345366 46030.5
1298.93 1751.36 -938850 -1.00891e+06 -1.7946e+06 -212710 -344223 46449.3
1298.92 1751.38 -937804 -1.00967e+06 -1.79377e+06 -212727 -344505 46328.9
1298.92 1751.39 -936547 -1.01006e+06 -1.79251e+06 -212701 -344734 46186.5
1298.91 1751.41 -935778 -1.01071e+06 -1.79154e+06 -212627 -344913 46101
1298.91 1751.43 -934138 -1.01057e+06 -1.78897e+06 -212516 -344997 45925.2
1298.95 1751.61 -935400 -1.00493e+06 -1.7879e+06 -212317 -343705 46279.9
1298.95 1751.63 -934802 -1.00646e+06 -1.78839e+06 -212308 -344137 46248.6
1298.95 1751.64 -934296 -1.00754e+06 -1.7882e+06 -212361 -344399 46108.9
1298.94 1751.66 -933388 -1.00794e+06 -1.78683e+06 -212294 -344540 45989.3
1298.93 1751.68 -931363 -1.00733e+06 -1.78369e+06 -212140 -344557 45825.4
1298.98 1751.88 -932369 -1.00167e+06 -1.78229e+06 -211862 -343320 46184.4
1298.98 1751.89 -931014 -1.00184e+06 -1.78066e+06 -211727 -343483 46112.3
1298.97 1751.91 -931147 -1.00384e+06 -1.78196e+06 -211868 -343914 46018
1298.97 1751.93 -929960 -1.0041e+06 -1.78e+06 -211784 -344008 45836.4
1298.96 1751.94 -929097 -1.00466e+06 -1.77917e+06 -211859 -344223 45716.4
1299.01 1752.16 -929194 -998037 -1.77612e+06 -211397 -342846 46079.3
1299.01 1752.18 -928212 -998602 -1.77506e+06 -211339 -343033 45993.8
1299 1752.19 -927553 -999541 -1.77446e+06 -211286 -343304 45885
1299 1752.21 -926867 -1.00044e+06 -1.77389e+06 -211322 -343539 45734.3
1298.99 1752.23 -926216 -1.00115e+06 -1.7731e+06 -211406 -343723 45582.8
1298.64 1750.3 -950149 -1.02139e+06 -1.81502e+06 -214272 -345794 46750.5
1298.63 1750.31 -949040 -1.02187e+06 -1.81388e+06 -214176 -346000 46653.7
1298.63 1750.33 -947899 -1.02186e+06 -1.81209e+06 -214090 -346087 46560.6
1298.62 1750.35 -946529 -1.02189e+06 -1.80994e+06 -213983 -346242 46382.6
1298.62 1750.36 -945493 -1.02259e+06 -1.80886e+06 -213989 -346510 46227.3
1298.64 1750.48 -947987 -1.01876e+06 -1.81055e+06 -213919 -345379 46662
1298.64 1750.5 -947054 -1.01952e+06 -1.80973e+06 -213872 -345661 46566.7
1298.63 1750.52 -946048 -1.01975e+06 -1.80832e+06 -213789 -345805 46484.8
1298.63 1750.53 -944640 -1.0197e+06 -1.80616e+06 -213694 -345950 46322
1298.62 1750.55 -943261 -1.0201e+06 -1.80455e+06 -213751 -346209 46106.4
1298.64 1750.68 -945691 -1.01628e+06 -1.80631e+06 -213587 -345086 46615.3
1298.64 1750.7 -945045 -1.01712e+06 -1.80572e+06 -213564 -345348 46510.2
1298.63 1750.72 -943542 -1.01695e+06 -1.8035e+06 -213517 -345480 46372.5
1298.63 1750.73 -942364 -1.01705e+06 -1.80176e+06 -213458 -345632 46221.8
1298.62 1750.75 -940797 -1.01717e+06 -1.79951e+06 -213360 -345805 46031
1298.64 1750.9 -943262 -1.01342e+06 -1.80162e+06 -213346 -344752 46508.9
1298.64 1750.91 -942193 -1.01385e+06 -1.8002e+06 -213211 -344951 46394.2
1298.64 1750.93 -940884 -1.01398e+06 -1.7983e+06 -213174 -345112 46266.9
1298.63 1750.95 -939906 -1.01413e+06 -1.79682e+06 -213097 -345239 46130.5
1298.62 1750.96 -938826 -1.0149e+06 -1.79578e+06 -213113 -345519 45964.2
1298.64 1751.12 -940626 -1.01031e+06 -1.79613e+06 -212947 -344315 46389.1
1298.64 1751.14 -939640 -1.01085e+06 -1.79495e+06 -212845 -344520 46300.9
1298.64 1751.15 -938283 -1.01095e+06 -1.79321e+06 -212879 -344749 46141.4
1298.63 1751.17 -937467 -1.01129e+06 -1.79205e+06 -212777 -344862 46036.2
1298.62 1751.19 -935969 -1.01149e+06 -1.78982e+06 -212674 -345015 45860.9
1298.65 1751.36 -938030 -1.00722e+06 -1.7909e+06 -212514 -343887 46318.3
1298.65 1751.37 -937252 -1.00804e+06 -1.7903e+06 -212670 -344217 46172.5
1298.64 1751.39 -936368 -1.00866e+06 -1.78937e+06 -212642 -344460 46052.8
1298.64 1751.41 -935131 -1.0086e+06 -1.78723e+06 -212442 -344494 45907.5
1298.63 1751.42 -933130 -1.00829e+06 -1.78419e+06 -212265 -344579 45741
1298.65 1751.61 -935155 -1.00377e+06 -1.78506e+06 -212197 -343472 46176.2
1298.65 1751.63 -934028 -1.00413e+06 -1.78358e+06 -212226 -343682 46033.2
1298.64 1751.64 -933692 -1.00556e+06 -1.78402e+06 -212233 -344034 45967.3
1298.64 1751.66 -932300 -1.0055e+06 -1.78178e+06 -212081 -344105 45789.8
1298.63 1751.68 -930670 -1.00533e+06 -1.77922e+06 -211904 -344195 45632.3
1298.65 1751.88 -931730 -999854 -1.7782e+06 -211798 -342962 46006.5
1298.65 1751.89 -930525 -999960 -1.77658e+06 -211713 -343138 45910.8
1298.65 1751.91 -930022 -1.00121e+06 -1.77645e+06 -211730 -343443 45778.8
1298.64 1751.93 -928965 -1.00169e+06 -1.77486e+06 -211487 -343580 45640.7
1298.63 1751.94 -928187 -1.00251e+06 -1.77457e+06 -211577 -343854 45535.1
1298.65 1752.16 -928858 -996427 -1.77255e+06 -211406 -342566 45915.6
1298.65 1752.18 -927953 -997066 -1.77145e+06 -211224 -342744 45846.4
1298.65 1752.19 -926794 -997375 -1.76948e+06 -211073 -342866 45645.4
1298.64 1752.21 -925962 -997970 -1.76861e+06 -211065 -343085 45505.2
1298.64 1752.23 -924903 -998435 -1.76761e+06 -211045 -343302 45370
1298.46 1750.28 -949950 -1.02047e+06 -1.81295e+06 -214170 -345571 46656.3
1298.46 1750.29 -949053 -1.0213e+06 -1.81238e+06 -214120 -345859 46585.8
1298.46 1750.31 -947899 -1.02128e+06 -1.81086e+06 -214111 -345982 46477.9
1298.45 1750.33 -946541 -1.02145e+06 -1.80866e+06 -213989 -346168 46297.8
1298.44 1750.35 -945329 -1.02185e+06 -1.80714e+06 -213904 -346368 46126.6
1298.45 1750.47 -947806 -1.01796e+06 -1.80864e+06 -213867 -345226 46592.6
1298.44 1750.48 -946816 -1.01851e+06 -1.80768e+06 -213829 -345478 46489
1298.44 1750.5 -946034 -1.01905e+06 -1.80687e+06 -213816 -345670 46401.2
1298.43 1750.52 -944515 -1.01898e+06 -1.8045e+06 -213712 -345833 46216.2
1298.43 1750.54 -942791 -1.01886e+06 -1.80203e+06 -213640 -346004 46000.7
1298.43 1750.67 -945613 -1.01535e+06 -1.80424e+06 -213587 -344897 46508.6
1298.43 1750.69 -944903 -1.01624e+06 -1.80381e+06 -213642 -345212 46389.1
1298.42 1750.7 -943461 -1.01601e+06 -1.80142e+06 -213500 -345271 46259.9
1298.42 1750.72 -941726 -1.0157e+06 -1.79875e+06 -213372 -345402 46070.3
1298.41 1750.74 -940452 -1.01612e+06 -1.79721e+06 -213227 -345622 45939.9
1298.41 1750.88 -943145 -1.01233e+06 -1.79915e+06 -213303 -344521 46405
1298.41 1750.9 -942225 -1.01302e+06 -1.79822e+06 -213198 -344752 46297.9
1298.4 1750.92 -940610 -1.01273e+06 -1.79568e+06 -213065 -344878 46152.4
