x z szz sxx pp
1211.6 1651.93 -3.41785e+06 -2.47329e+06 193130
1405.95 1692.29 -4.89782e+06 -1.66633e+06 786944
1376.3 1236.99 -1.63296e+07 -1.17163e+07 5.13096e+06
169.653 1314.45 -9.12615e+06 -9.17569e+06 2.18631e+06
1449.53 1536.27 -9.56717e+06 -5.23994e+06 2.55813e+06
100.821 1007.63 -1.79545e+07 -1.48116e+07 3.8995e+06
1930.67 1126.99 -2.18592e+07 -1.52461e+07 7.34959e+06
1172.87 1674.69 -2.50912e+06 -2.14298e+06 0
967.347 921.305 -2.13244e+07 -1.74737e+07 6.79745e+06
910.276 1090.21 -1.6371e+07 -1.38675e+07 5.01054e+06
1304.57 1656.3 -4.455e+06 -2.39672e+06 623152
1197.24 1635.66 -3.62668e+06 -2.76821e+06 298160
1411.52 1627.85 -6.68523e+06 -3.06873e+06 1.45849e+06
1404.24 1661.74 -5.7218e+06 -2.4344e+06 1.0961e+06
1230.88 1633.02 -4.02368e+06 -2.72445e+06 442720
1392.07 1685.23 -4.8736e+06 -1.78184e+06 782148
1421.36 1682.2 -5.40143e+06 -1.96949e+06 976153
1363.79 1473.87 -1.01248e+07 -6.50168e+06 2.75088e+06
1162.23 1642.3 -3.34571e+06 -2.72704e+06 174051
1222.3 1651.8 -3.4185e+06 -2.38635e+06 190374
1897.26 1427.12 -1.40277e+07 -7.7096e+06 4.28815e+06
1414.9 1694.4 -5.0137e+06 -1.69113e+06 813187
1713.47 1016.24 -2.40803e+07 -1.78813e+07 8.26897e+06
1293.57 1693.46 -3.26445e+06 -1.66571e+06 132126
1180.72 1652.87 -3.17942e+06 -2.51492e+06 107635
1190.02 1690.06 -2.11056e+06 -1.78292e+06 0
731.032 1005.61 -1.84211e+07 -1.54612e+07 5.79423e+06
1203.48 1694.83 -2.23045e+06 -1.77414e+06 0
1325.82 1681.93 -3.99328e+06 -1.78021e+06 439580
1569.28 1161.9 -2.09084e+07 -1.42712e+07 6.70279e+06
1662.92 823.023 -2.88181e+07 -2.3657e+07 1.01917e+07
251.995 813.701 -2.27904e+07 -1.79322e+07 7.23637e+06
1223.91 1565.28 -5.78773e+06 -4.15118e+06 1.17504e+06
1224.47 1633.12 -3.96599e+06 -2.79126e+06 432228
100.636 1134.01 -1.43233e+07 -1.25455e+07 2.92151e+06
1348.92 1480.17 -9.67983e+06 -6.10291e+06 2.60639e+06
1427.23 1083.18 -2.08297e+07 -1.54778e+07 6.87698e+06
1423.8 1615.78 -7.1196e+06 -3.29111e+06 1.62969e+06
1281.4 1616.55 -5.21996e+06 -3.19457e+06 915891
25.3764 1388.23 -7.34351e+06 -7.83919e+06 347295
1249.97 1639.28 -4.15449e+06 -2.68063e+06 485264
1424.37 1676.79 -5.61744e+06 -2.11322e+06 1.04475e+06
1387.24 1640.54 -5.99065e+06 -2.71168e+06 1.20378e+06
693.398 1623.08 -1.97033e+06 -2.99762e+06 0
1211.6 1683.1 -2.40583e+06 -1.80757e+06 0
1159.89 1605.06 -4.14111e+06 -3.33314e+06 505830
1445.02 1632.28 -7.01792e+06 -3.0626e+06 1.59015e+06
902.525 1593.78 -2.88973e+06 -3.54042e+06 122958
1288.03 1619.51 -5.28915e+06 -3.1969e+06 926699
331.032 1124.38 -1.50394e+07 -1.29807e+07 4.44324e+06
1020.16 909.548 -2.1924e+07 -1.77957e+07 7.0182e+06
1731.27 1701.06 -6.58129e+06 -1.59012e+06 1.51055e+06
338.197 1064.12 -1.61825e+07 -1.36761e+07 4.89575e+06
1411.05 1516.12 -9.59475e+06 -5.52958e+06 2.54997e+06
245.012 1088.82 -1.55108e+07 -1.33725e+07 4.61514e+06
1412.09 1604.47 -7.30232e+06 -3.62853e+06 1.70472e+06
1360.39 1341.68 -1.34722e+07 -9.33392e+06 4.03282e+06
1990.44 1093.17 -2.2844e+07 -1.61386e+07 7.75555e+06
1196.91 1644.82 -3.50783e+06 -2.68253e+06 227673
1538.75 1190.99 -1.97498e+07 -1.33964e+07 6.29573e+06
1472.04 1590.64 -8.44375e+06 -3.92167e+06 2.1021e+06
1206.44 1329.61 -1.17659e+07 -9.27593e+06 3.41852e+06
1602.42 1443.89 -1.33925e+07 -7.32594e+06 3.94368e+06
315.667 1449.73 -5.85303e+06 -6.45078e+06 1.12685e+06
1319.18 1624.23 -5.40668e+06 -2.92476e+06 1.0104e+06
1301.45 1617.89 -5.32961e+06 -3.06889e+06 987256
1208.21 1657.82 -3.27696e+06 -2.44874e+06 128334
1481.18 1295.91 -1.61343e+07 -1.06133e+07 5.05293e+06
1245.94 1665.01 -3.32868e+06 -2.07511e+06 148142
1228.98 1687.99 -2.52357e+06 -1.74358e+06 0
1214.16 1637.96 -3.8717e+06 -2.84602e+06 373428
1454.65 1675.55 -6.0234e+06 -2.07981e+06 1.19907e+06
1364.84 1697.55 -4.25206e+06 -1.67563e+06 519788
1457.96 1680.58 -5.97971e+06 -2.01509e+06 1.1649e+06
1198.79 1598.49 -4.74542e+06 -3.63694e+06 753226
1201.96 1645.41 -3.49416e+06 -2.63212e+06 226917
64.062 1311.64 -9.9626e+06 -9.51981e+06 1.24353e+06
275.359 1262.39 -1.07106e+07 -1.00124e+07 2.91887e+06
1365.97 1645.41 -5.55749e+06 -2.59039e+06 1.04509e+06
1190.86 1644.02 -3.2739e+06 -2.53536e+06 161685
1153.62 1623.08 -3.62204e+06 -2.96732e+06 277795
1215.58 1637.65 -3.73189e+06 -2.70694e+06 331056
1422.81 1635.6 -6.67735e+06 -3.04768e+06 1.45212e+06
543.618 931.808 -2.07674e+07 -1.66873e+07 6.51009e+06
1026.28 934.941 -2.11086e+07 -1.71635e+07 6.77094e+06
1195.37 1600.47 -4.58254e+06 -3.49357e+06 692321
1237.04 1661.58 -3.50336e+06 -2.33346e+06 199233
1320.4 1636.73 -5.17656e+06 -2.82887e+06 908495
1553.02 1322.05 -1.66662e+07 -1.03538e+07 5.07394e+06
1961.43 957.983 -2.58619e+07 -1.95616e+07 8.98326e+06
1194.87 1596.08 -4.72785e+06 -3.6125e+06 756791
1944.78 1074.31 -2.32161e+07 -1.66457e+07 7.90452e+06
1402.22 1610.46 -7.04183e+06 -3.52326e+06 1.5965e+06
1190.43 1679.93 -2.373e+06 -1.96382e+06 0
532.692 1168.57 -1.40519e+07 -1.19876e+07 4.11961e+06
1240.95 1657.96 -3.48276e+06 -2.26762e+06 208560
1206.31 1692.52 -2.24295e+06 -1.76478e+06 0
704.023 1405.96 -7.70243e+06 -7.34351e+06 1.83614e+06
339.759 1440.97 -6.20035e+06 -6.51263e+06 1.26783e+06
1365.47 1679.59 -4.63989e+06 -1.91193e+06 696632
293.397 1509.66 -4.40904e+06 -5.27989e+06 567442
1173.63 1636.4 -3.50403e+06 -2.79348e+06 249786
745.583 858.262 -2.23287e+07 -1.79879e+07 7.17727e+06
1184.1 1673.59 -2.45118e+06 -2.01084e+06 0
268.871 972.338 -1.88562e+07 -1.54869e+07 5.8578e+06
1261.58 1664.54 -3.55552e+06 -2.10891e+06 261149
836.986 1206.56 -1.30566e+07 -1.14925e+07 3.82256e+06
401.95 919.854 -2.06015e+07 -1.65247e+07 6.48208e+06
1371.84 1623.44 -6.21509e+06 -3.05409e+06 1.29807e+06
1309.57 1686.1 -3.60057e+06 -1.70816e+06 289756
236.035 1071.84 -1.57552e+07 -1.35581e+07 4.64351e+06
719.003 861.589 -2.2285e+07 -1.78725e+07 7.13242e+06
1306.58 1689.06 -3.47513e+06 -1.61386e+06 233906
1178.75 1690.64 -2.13532e+06 -1.86138e+06 0
1304.69 1629.23 -5.22734e+06 -2.99856e+06 911560
1903.21 1234.22 -1.89399e+07 -1.24603e+07 6.19938e+06
1175.99 1609.37 -4.19828e+06 -3.32278e+06 525484
1170.93 1576.54 -4.98448e+06 -3.97014e+06 835479
321.135 1184.4 -1.34444e+07 -1.18675e+07 3.86918e+06
1347.54 1626.06 -5.94127e+06 -3.12827e+06 1.16346e+06
1397.95 1653.48 -5.76822e+06 -2.42073e+06 1.12985e+06
640.359 1304.14 -1.06633e+07 -9.5363e+06 2.84578e+06
495.634 1633.87 -1.42788e+06 -2.47991e+06 0
1961.75 1201.02 -2.0026e+07 -1.33165e+07 6.62583e+06
1359.5 1672.61 -4.70372e+06 -1.94987e+06 732806
1210.81 1651.32 -3.20377e+06 -2.34266e+06 121801
343.623 1555.55 -3.5587e+06 -4.46955e+06 224195
1136.16 1580.53 -4.69896e+06 -3.85495e+06 684324
1726.13 874.793 -2.74913e+07 -2.20397e+07 9.69573e+06
1355.22 1678.02 -4.55109e+06 -1.92144e+06 654549
386.145 935.566 -2.03464e+07 -1.64404e+07 6.34384e+06
499.478 1290.84 -1.06086e+07 -9.53419e+06 2.9002e+06
1795.05 1535.18 -1.10426e+07 -5.23829e+06 3.18794e+06
1446.6 1606.66 -7.68049e+06 -3.54693e+06 1.83069e+06
1379.26 1589.9 -7.16975e+06 -3.79357e+06 1.66568e+06
1728.94 893.574 -2.70536e+07 -2.15076e+07 9.48907e+06
1150.31 1673.12 -2.40224e+06 -2.1554e+06 0
561.336 951.542 -2.02099e+07 -1.63082e+07 6.26215e+06
1639.63 1453.95 -1.32314e+07 -7.16901e+06 3.91948e+06
1976.71 1417.09 -1.47261e+07 -8.11332e+06 4.56104e+06
1182.42 1379.27 -1.05176e+07 -8.3552e+06 2.89893e+06
1169.2 1667.38 -2.51543e+06 -2.12292e+06 0
1393.35 1661.37 -5.53924e+06 -2.29837e+06 1.0275e+06
1409.7 1696 -4.87213e+06 -1.62856e+06 769335
874.463 822.581 -2.36451e+07 -1.88353e+07 7.5604e+06
1205.18 1306.86 -1.23523e+07 -9.75914e+06 3.64941e+06
1172.85 1671.56 -2.38633e+06 -2.02836e+06 0
1070.13 1312.76 -1.14262e+07 -9.50184e+06 3.16503e+06
1179.19 1670 -2.44636e+06 -2.02754e+06 0
1830.16 1568.44 -1.04248e+07 -4.55521e+06 2.94104e+06
1157.92 1628.02 -3.44575e+06 -2.82673e+06 218066
1152.61 1628.78 -3.44082e+06 -2.83286e+06 203450
660.505 1446.71 -6.79482e+06 -6.64302e+06 1.4516e+06
285.909 1347.82 -8.78472e+06 -8.68487e+06 2.20161e+06
1790.36 1099.13 -2.21186e+07 -1.59374e+07 7.47928e+06
1360.65 1619.35 -6.09889e+06 -3.043e+06 1.27578e+06
1221.57 1624.88 -4.23557e+06 -3.03564e+06 537490
1494.35 1490.17 -1.13264e+07 -6.22467e+06 3.18256e+06
1291.48 1603.93 -5.48162e+06 -3.25834e+06 1.07016e+06
1369.02 1681.6 -4.7563e+06 -2.02292e+06 712039
1221.45 1676.53 -2.77992e+06 -1.98108e+06 0
1228.22 1661.23 -3.23224e+06 -2.20325e+06 109642
1360.86 1695.03 -4.28497e+06 -1.73811e+06 525717
1361.99 1649.44 -5.36413e+06 -2.4417e+06 981143
1254.22 1650.28 -3.8372e+06 -2.36201e+06 369311
1230.85 1637.36 -3.97323e+06 -2.7212e+06 424082
1382.45 1574.87 -7.71469e+06 -4.24202e+06 1.84552e+06
1222.37 1529.6 -6.92573e+06 -5.16799e+06 1.56021e+06
1397.38 1590.26 -7.43349e+06 -3.83295e+06 1.75371e+06
1364.19 1605.21 -6.5911e+06 -3.46677e+06 1.44005e+06
151.23 1326.77 -8.59028e+06 -8.81194e+06 1.90773e+06
1348.13 1630.06 -5.70536e+06 -2.92053e+06 1.10837e+06
1373.3 1681.49 -4.79702e+06 -1.99981e+06 733934
379.295 974.251 -1.89517e+07 -1.54307e+07 5.85577e+06
1178.77 1692.44 -2.05612e+06 -1.80644e+06 0
814.991 864.048 -2.22342e+07 -1.78641e+07 7.15634e+06
257.162 1198.68 -1.25179e+07 -1.14076e+07 3.55523e+06
380.84 949.329 -1.97034e+07 -1.59172e+07 6.11815e+06
293.858 1609.46 -1.9979e+06 -3.57432e+06 0
1619.41 1309.08 -1.70839e+07 -1.06217e+07 5.33803e+06
117.294 1207.23 -1.19791e+07 -1.10956e+07 2.59894e+06
1248.09 1692.85 -2.83185e+06 -1.75598e+06 11984.1
1429.45 1614.43 -7.23843e+06 -3.34249e+06 1.6713e+06
1986.82 1431.23 -1.43168e+07 -7.76378e+06 4.39962e+06
138.118 1575.11 -2.19312e+06 -4.13823e+06 0
1274.11 1636.69 -4.583e+06 -2.77907e+06 658460
1354.12 1674.19 -4.62319e+06 -1.98978e+06 686915
1383.48 1628.07 -6.27426e+06 -3.01408e+06 1.3147e+06
1248.71 1646.5 -3.91383e+06 -2.49734e+06 402428
1279.8 1650.39 -4.25793e+06 -2.44695e+06 538538
1166.72 1483.33 -7.44984e+06 -5.9125e+06 1.77711e+06
1413.59 1582.58 -7.89945e+06 -4.09313e+06 1.92376e+06
1329.46 1598.48 -6.18989e+06 -3.43436e+06 1.32462e+06
1302.62 1629.49 -4.9913e+06 -2.76619e+06 865836
1383.67 1546.51 -8.37384e+06 -4.7754e+06 2.11741e+06
1976.4 1473.02 -1.31675e+07 -6.69634e+06 3.95328e+06
1989.71 908.083 -2.72468e+07 -2.10633e+07 9.49836e+06
1808.95 1663.68 -8.0652e+06 -2.50282e+06 2.00467e+06
1782.96 1576.79 -9.92054e+06 -4.21914e+06 2.75323e+06
1048.3 1051.75 -1.83091e+07 -1.50805e+07 5.74466e+06
1361.75 1680.63 -4.62226e+06 -1.91415e+06 670312
1274.86 1635.85 -4.6347e+06 -2.81777e+06 678150
1367.98 1609.33 -6.60357e+06 -3.46531e+06 1.42805e+06
1268.56 1595.81 -5.68401e+06 -3.69735e+06 1.08087e+06
1231.25 1691.28 -2.45544e+06 -1.67977e+06 0
855.196 1326.89 -9.94539e+06 -9.06358e+06 2.65668e+06
1894.95 1058.47 -2.32586e+07 -1.68862e+07 7.90725e+06
1276.23 1601.48 -5.54665e+06 -3.4994e+06 1.03471e+06
1289 1690.36 -3.3371e+06 -1.75835e+06 158928
1378.57 1491.33 -9.82741e+06 -6.08848e+06 2.64661e+06
1346.85 1640.05 -5.37452e+06 -2.64124e+06 995408
1357.82 1663.22 -5.01903e+06 -2.2822e+06 827673
1415.59 1520.29 -9.52847e+06 -5.47419e+06 2.53854e+06
1436.3 1643.23 -6.60939e+06 -2.76624e+06 1.42448e+06
1265.98 1654.4 -3.93227e+06 -2.31742e+06 406995
560.7 1343.34 -9.52464e+06 -8.61214e+06 2.44379e+06
807.567 1448.66 -6.58919e+06 -6.55341e+06 1.46516e+06
1976.11 1191.32 -2.04451e+07 -1.36603e+07 6.77596e+06
305.366 1438.94 -6.27464e+06 -6.71751e+06 1.27905e+06
1546.3 1512.26 -1.15302e+07 -5.81316e+06 3.14855e+06
204.818 1430.28 -6.18602e+06 -6.96452e+06 1.27911e+06
1325.58 1567.61 -7.04778e+06 -4.20329e+06 1.62626e+06
987.196 1089.46 -1.70568e+07 -1.42159e+07 5.26664e+06
1158.92 1622.31 -3.63365e+06 -2.95911e+06 292411
1261.12 1652.66 -3.91574e+06 -2.38836e+06 399147
1428.54 1664.31 -5.932e+06 -2.20426e+06 1.17434e+06
1389.72 1667.13 -5.35828e+06 -2.22017e+06 957586
1328.17 1681.09 -4.10137e+06 -1.95165e+06 488323
1578.91 1395.2 -1.48333e+07 -8.53099e+06 4.42175e+06
1359.8 1637 -5.81574e+06 -2.91867e+06 1.11484e+06
1297.35 1670 -3.87216e+06 -2.00617e+06 405465
1210.99 1655.03 -3.2097e+06 -2.35085e+06 106101
1159.11 1667.67 -2.46974e+06 -2.18805e+06 0
40.534 1117.23 -1.47865e+07 -1.27768e+07 1.37121e+06
1060.48 1022.19 -1.90571e+07 -1.56531e+07 6.02103e+06
1282.1 1655.06 -4.22659e+06 -2.42156e+06 497800
1744.58 1019.33 -2.39793e+07 -1.79115e+07 8.24071e+06
1271.69 1605.09 -5.32593e+06 -3.38598e+06 977798
1264.48 1640.24 -4.34896e+06 -2.66037e+06 562319
1181.61 1607.19 -4.24464e+06 -3.31618e+06 561037
103.181 858.093 -2.20022e+07 -1.71094e+07 5.65391e+06
113.423 1152.21 -1.35999e+07 -1.21575e+07 2.98192e+06
1377.79 1626.76 -6.26047e+06 -3.07256e+06 1.29902e+06
1326.38 1693.9 -3.69454e+06 -1.65046e+06 338394
1974.61 1218.42 -1.96742e+07 -1.28549e+07 6.47229e+06
1389.9 839.015 -2.63939e+07 -2.11129e+07 9.06702e+06
1440.98 1642.11 -6.67765e+06 -2.73327e+06 1.45636e+06
1237.26 1675.13 -2.99599e+06 -1.95061e+06 44159.3
749.786 821.831 -2.34444e+07 -1.86984e+07 7.49013e+06
1180.21 1629.54 -3.7687e+06 -2.95939e+06 354001
22.5405 812.277 -2.31358e+07 -1.67021e+07 3.2314e+06
1204.71 1651.28 -3.20763e+06 -2.38918e+06 104778
31.8049 827.651 -2.25415e+07 -1.66331e+07 3.88988e+06
1214.68 1628.66 -4.15077e+06 -3.04233e+06 489074
1315.45 1686.9 -3.77516e+06 -1.83633e+06 340877
44.8657 834.016 -2.24457e+07 -1.69255e+07 4.48011e+06
1272.8 1626.33 -4.7271e+06 -2.89171e+06 741663
1330.59 1685.03 -4.03578e+06 -1.90065e+06 456287
1259.04 1684.53 -2.95692e+06 -1.6853e+06 26648.6
1419.28 1669.26 -5.71793e+06 -2.23815e+06 1.09499e+06
20.6233 1126.28 -1.4402e+07 -1.26732e+07 684079
1336.56 1689.97 -3.93482e+06 -1.64885e+06 421246
1412.61 1691.06 -5.06509e+06 -1.73902e+06 833509
1188.21 1688.13 -2.15879e+06 -1.79704e+06 0
1314.61 1685.11 -3.81402e+06 -1.88912e+06 373154
837.946 1232.12 -1.22706e+07 -1.08887e+07 3.54114e+06
1359.71 1666.26 -4.87451e+06 -2.08858e+06 798760
1166.57 1644.7 -3.23935e+06 -2.64718e+06 137760
1273.96 1641.12 -4.38419e+06 -2.57976e+06 592701
1149.34 1609.81 -3.89001e+06 -3.17033e+06 390471
1650.06 895.345 -2.73546e+07 -2.15464e+07 9.47431e+06
1298.14 1668.35 -3.92076e+06 -2.04208e+06 425137
1445.67 1605.57 -7.68239e+06 -3.54963e+06 1.84233e+06
1219.24 1671.07 -2.82376e+06 -1.97942e+06 0
1317.02 1057.32 -2.01253e+07 -1.57857e+07 6.59292e+06
1277.75 1644.65 -4.31063e+06 -2.48914e+06 572951
1264.74 1694.44 -2.85164e+06 -1.60314e+06 14228
1250.35 1193.62 -1.57041e+07 -1.2196e+07 4.92982e+06
1538.48 1530.87 -1.09198e+07 -5.27611e+06 2.95855e+06
1367.31 1606.59 -6.53711e+06 -3.34103e+06 1.43886e+06
1285.72 1063.02 -1.9554e+07 -1.52551e+07 6.39697e+06
1341.46 1110.74 -1.91921e+07 -1.46798e+07 6.20213e+06
1439.58 1667.3 -6.04637e+06 -2.32899e+06 1.21759e+06
1208.82 1621.21 -4.0995e+06 -3.00267e+06 500458
36.9393 960.881 -1.88314e+07 -1.53389e+07 1.80246e+06
1392.04 1670.39 -5.24508e+06 -2.056e+06 929515
330.665 1557.87 -3.16539e+06 -4.16066e+06 140907
1196.88 1369.56 -1.07751e+07 -8.58773e+06 3.01647e+06
1443.05 1072.65 -2.13712e+07 -1.59796e+07 7.06117e+06
1776.43 1535.17 -1.09715e+07 -5.1394e+06 3.14722e+06
1365.39 1141.32 -1.86621e+07 -1.39842e+07 6.01488e+06
699.207 1471.28 -5.97183e+06 -6.01007e+06 1.18913e+06
1326.03 1557.16 -7.33502e+06 -4.44144e+06 1.72839e+06
1187.3 1640.5 -3.3313e+06 -2.57863e+06 176054
1254.58 1672.23 -3.31815e+06 -2.02879e+06 140952
1382.95 1280.29 -1.53534e+07 -1.08966e+07 4.73165e+06
583.004 1522.78 -4.52663e+06 -4.78689e+06 595312
119.372 823.718 -2.29198e+07 -1.79867e+07 6.95396e+06
1398.73 1692.91 -4.80592e+06 -1.68314e+06 746421
1351.78 1682.42 -4.31664e+06 -1.76271e+06 589413
1407.37 1615.43 -6.97713e+06 -3.41736e+06 1.57258e+06
1247.97 1636.13 -4.18383e+06 -2.723e+06 506610
1212.53 1640.61 -3.65164e+06 -2.64337e+06 300666
1219.43 1672.47 -2.75839e+06 -1.9633e+06 0
1405.28 1628.06 -6.5541e+06 -3.00238e+06 1.41837e+06
290.445 1597.84 -2.21123e+06 -3.71348e+06 0
1281.37 1599.47 -5.7201e+06 -3.61995e+06 1.09579e+06
1280.69 1639.63 -4.6041e+06 -2.73012e+06 677737
1661.89 917.889 -2.67116e+07 -2.0604e+07 9.25712e+06
1243.61 1648.2 -3.84247e+06 -2.51533e+06 358426
1885.44 902.756 -2.70156e+07 -2.12857e+07 9.51223e+06
1249.79 1692.16 -2.85422e+06 -1.79511e+06 11984.1
477.726 1644.41 -1.49258e+06 -2.51092e+06 0
1277.72 1660.78 -4.01728e+06 -2.31437e+06 428302
1580.03 1113.78 -2.19628e+07 -1.52952e+07 7.17939e+06
1866.21 1508.24 -1.19695e+07 -5.89434e+06 3.51756e+06
1113.51 1619.45 -3.45582e+06 -3.02675e+06 206530
1315.48 1608.15 -5.81886e+06 -3.34366e+06 1.16495e+06
499.858 1632.64 -1.54172e+06 -2.56051e+06 0
1361.54 1678.97 -4.59324e+06 -1.85535e+06 680278
1196.78 1635.29 -3.65678e+06 -2.77769e+06 314583
963.252 1242.26 -1.29282e+07 -1.10981e+07 3.72764e+06
644.687 1385.18 -8.48559e+06 -7.91577e+06 2.08524e+06
1102.97 1036 -1.8755e+07 -1.52995e+07 5.94764e+06
1813.17 1641.22 -8.44017e+06 -2.88161e+06 2.19573e+06
1379.97 1575.42 -7.66265e+06 -4.22012e+06 1.83184e+06
1475.13 1592.23 -8.43942e+06 -3.90756e+06 2.11234e+06
1391.95 1663.77 -5.47973e+06 -2.28638e+06 1.00098e+06
1242.16 1661.76 -3.56946e+06 -2.32172e+06 230319
1422.93 1625.45 -6.94202e+06 -3.26004e+06 1.55322e+06
1526.23 949.994 -2.56081e+07 -1.93896e+07 8.60631e+06
1346.37 1611.72 -6.07738e+06 -3.16451e+06 1.27895e+06
354.454 931.507 -1.9953e+07 -1.60286e+07 6.2422e+06
466.699 1374.16 -8.56309e+06 -8.12404e+06 2.16625e+06
1703.85 1699.07 -6.82423e+06 -1.67711e+06 1.5664e+06
995.529 1452.86 -7.42675e+06 -6.59122e+06 1.68191e+06
1211.72 1672.11 -2.82089e+06 -2.10191e+06 15085.6
1426.88 1647.59 -6.38338e+06 -2.70595e+06 1.34667e+06
1326.28 1635.16 -5.31131e+06 -2.8726e+06 944433
341.51 1463.73 -5.6151e+06 -5.99526e+06 1.04661e+06
1252.57 1639.46 -4.25924e+06 -2.71772e+06 524381
1988.97 1208.72 -2.00853e+07 -1.31855e+07 6.62242e+06
1450.74 1669.53 -6.15908e+06 -2.27716e+06 1.2433e+06
729.695 810.398 -2.37133e+07 -1.86675e+07 7.59906e+06
1738.29 1466.8 -1.28526e+07 -6.87045e+06 3.86425e+06
311.877 1201.65 -1.23205e+07 -1.10773e+07 3.52849e+06
1366.94 1656.66 -5.34313e+06 -2.44762e+06 943304
1236.17 1635.53 -4.10363e+06 -2.77822e+06 475787
1264.23 1691.92 -3.0219e+06 -1.75042e+06 39763.2
1456.09 1622.04 -7.41514e+06 -3.26884e+06 1.73463e+06
1429.84 1659.35 -6.07442e+06 -2.34217e+06 1.22863e+06
114.455 1317.13 -9.49582e+06 -9.25907e+06 1.85684e+06
410.612 1635.92 -1.49112e+06 -2.63312e+06 0
1442.24 1648.18 -6.54796e+06 -2.70641e+06 1.41822e+06
1446.4 1643.98 -6.74049e+06 -2.8217e+06 1.48075e+06
325.504 991.118 -1.85253e+07 -1.51154e+07 5.73662e+06
1168.91 1254.56 -1.35256e+07 -1.08703e+07 4.04913e+06
994.805 1138.29 -1.55945e+07 -1.30873e+07 4.73022e+06
1751.49 1462.06 -1.30727e+07 -7.08811e+06 3.94658e+06
1362 1605.6 -6.53976e+06 -3.42747e+06 1.42248e+06
1378.97 1130.38 -1.90781e+07 -1.42284e+07 6.18108e+06
1162.82 1477.67 -7.76941e+06 -6.14517e+06 1.85802e+06
1414.94 1601.49 -7.42883e+06 -3.70431e+06 1.74572e+06
1668.96 1392.61 -1.46793e+07 -8.5432e+06 4.51785e+06
80.7685 1465.51 -5.52531e+06 -6.42054e+06 507813
1245.54 1607.14 -5.08277e+06 -3.43672e+06 849719
1341.56 1628.6 -5.63629e+06 -2.90192e+06 1.08677e+06
1751.24 1044.2 -2.34571e+07 -1.739e+07 7.97313e+06
1231.09 1628.36 -4.27997e+06 -2.97125e+06 544601
1913.89 1110.15 -2.23171e+07 -1.5754e+07 7.51981e+06
1333.9 1669.24 -4.46635e+06 -2.14981e+06 640985
1336.74 1620.8 -5.73258e+06 -3.03987e+06 1.13887e+06
1350.75 1611.21 -6.26612e+06 -3.3199e+06 1.31343e+06
1806.58 1559.94 -1.04737e+07 -4.67427e+06 2.946e+06
652.786 1639.68 -1.84231e+06 -2.69381e+06 0
650.221 1644.79 -1.68298e+06 -2.60356e+06 0
1292.68 1666.94 -3.91289e+06 -2.07709e+06 412290
1330.32 1620.54 -5.74594e+06 -3.13862e+06 1.1144e+06
1250.55 1078.56 -1.88906e+07 -1.51124e+07 6.09001e+06
1213.64 1654.39 -3.42641e+06 -2.49239e+06 183646
1171.37 1662.24 -2.69672e+06 -2.24038e+06 11419.5
1226.18 1672.65 -2.95903e+06 -2.0323e+06 23864.2
1187.93 1636.13 -3.42168e+06 -2.65931e+06 214103
1680.07 1677.02 -7.72764e+06 -2.15063e+06 1.81598e+06
1301.31 1665.45 -4.19728e+06 -2.27057e+06 512213
1260.5 1615.45 -4.87776e+06 -3.10192e+06 796723
1534.83 1406.41 -1.4196e+07 -8.32176e+06 4.18494e+06
1752.69 1609.38 -9.2423e+06 -3.56615e+06 2.48227e+06
440.244 1477.49 -5.39352e+06 -5.7157e+06 967070
1268.42 1668.77 -3.51338e+06 -2.02313e+06 245003
1273.23 1693.58 -3.06029e+06 -1.6933e+06 57586.5
1234.56 1670.62 -3.05418e+06 -2.00899e+06 36785.4
79.0109 1324.29 -9.31886e+06 -9.10697e+06 1.36767e+06
1460.13 1658.64 -6.55428e+06 -2.50807e+06 1.39381e+06
1277.67 1602.28 -5.37745e+06 -3.31435e+06 1.01794e+06
1455.74 1653.76 -6.63668e+06 -2.63682e+06 1.42269e+06
1268.89 1604.16 -5.31203e+06 -3.37138e+06 968331
1303.8 1674.91 -4.02569e+06 -2.12663e+06 427017
1368.06 1613.47 -6.38668e+06 -3.21309e+06 1.37373e+06
808.704 1166.46 -1.42368e+07 -1.23971e+07 4.2853e+06
148.72 1381.66 -7.48422e+06 -7.92336e+06 1.49834e+06
1400.74 1690.31 -4.85756e+06 -1.64245e+06 776858
1547.25 1521.53 -1.14431e+07 -5.74273e+06 3.09937e+06
1516.95 1529.2 -1.07572e+07 -5.50052e+06 2.91437e+06
1329.91 1614.65 -5.8743e+06 -3.25126e+06 1.17305e+06
888.772 1524.84 -5.01889e+06 -5.09272e+06 849546
531.078 1599.58 -2.60257e+06 -3.28681e+06 46620.9
1318.9 1657.79 -4.51921e+06 -2.2582e+06 659149
428.273 838.39 -2.30245e+07 -1.82527e+07 7.37655e+06
545.214 1537.54 -4.12215e+06 -4.44001e+06 437914
1200.66 1671.24 -2.66825e+06 -2.07627e+06 0
806.789 882.359 -2.17871e+07 -1.78019e+07 7.01379e+06
125.351 813.777 -2.29386e+07 -1.79816e+07 7.14594e+06
1295.17 1642.99 -4.56115e+06 -2.55596e+06 688870
1558.81 888.133 -2.73925e+07 -2.12259e+07 9.34856e+06
1230.96 1680.58 -2.80646e+06 -1.88406e+06 0
1420.96 1620.03 -7.03671e+06 -3.35295e+06 1.59522e+06
1214.58 1097.36 -1.79396e+07 -1.43582e+07 5.76202e+06
