x z szz sxx pp
1400.89 1748.15 -3.41266e+06 -1.21627e+06 196100
1291.73 1753.4 -1.67743e+06 -891372 0
1289.32 1710.41 -2.868e+06 -1.58078e+06 12414.8
1182.46 1702.72 -1.7673e+06 -1.47711e+06 0
1224.16 1715.42 -1.84014e+06 -1.36901e+06 0
1248.51 1730.05 -1.7538e+06 -1.14998e+06 0
1157.92 1706.92 -1.52597e+06 -1.44196e+06 0
1435.35 1714.89 -4.75527e+06 -1.83516e+06 710036
1180.23 1706.45 -1.56058e+06 -1.36521e+06 0
1422.44 1756.32 -3.51486e+06 -1.06734e+06 237721
1310.7 1727.21 -2.67588e+06 -1.3543e+06 0
1177.81 1702.29 -1.63511e+06 -1.38196e+06 0
1218.06 1720.86 -1.62451e+06 -1.27534e+06 0
1226.74 1720.81 -1.6439e+06 -1.20592e+06 0
1426.05 1723.81 -4.39452e+06 -1.64608e+06 577548
1385.16 1758.71 -2.90006e+06 -971075 24834.9
1424.7 1718.3 -4.51258e+06 -1.74777e+06 626019
1295.34 1704.44 -2.92986e+06 -1.55662e+06 35790
1294.63 1710.05 -2.72844e+06 -1.40513e+06 0
1168.88 1711.18 -1.54026e+06 -1.42156e+06 0
1317.86 1715.16 -3.05207e+06 -1.53597e+06 67336
654.17 1662.81 -1.18546e+06 -1.85801e+06 0
1247.48 1735.33 -1.51294e+06 -1.00132e+06 0
1430.16 1706.86 -4.88813e+06 -2.00242e+06 763850
1176.2 1711.88 -1.56736e+06 -1.41168e+06 0
1272.13 1745.78 -1.64647e+06 -1.00565e+06 0
1293.64 1714.99 -2.6709e+06 -1.38721e+06 0
1428.3 1754.09 -3.60933e+06 -1.05022e+06 290472
1364.58 1731.03 -3.21621e+06 -1.22738e+06 169102
1351.61 1753.52 -2.49993e+06 -947691 0
1246.35 1708.36 -2.35806e+06 -1.50383e+06 0
1331.02 1712.86 -3.28964e+06 -1.61332e+06 158805
1232.21 1709.54 -2.19795e+06 -1.49186e+06 0
1345.5 1710.53 -3.62913e+06 -1.72218e+06 269227
1418.79 1739.95 -3.82701e+06 -1.27467e+06 378079
1242.56 1731.2 -1.53316e+06 -1.03263e+06 0
1379.19 1750.23 -2.96184e+06 -999013 67449.5
1355.54 1719.77 -3.41642e+06 -1.48404e+06 228491
1305.12 1727.51 -2.50898e+06 -1.24644e+06 0
1342.14 1752.18 -2.4208e+06 -947211 0
1280.5 1747.07 -1.68065e+06 -897610 0
1391 1734.63 -3.58137e+06 -1.34975e+06 278998
1398.19 1752.58 -3.19415e+06 -1.02112e+06 139644
1179.26 1700.54 -1.6901e+06 -1.48182e+06 0
1267.27 1734.58 -1.90936e+06 -1.11075e+06 0
1325.3 1702.79 -3.39656e+06 -1.6359e+06 204267
1187.9 1705.31 -1.64826e+06 -1.40532e+06 0
1414.82 1756.25 -3.33521e+06 -960094 194368
1425.83 1710.99 -4.71187e+06 -1.91892e+06 701768
1212.53 1702.73 -1.93781e+06 -1.47173e+06 0
1304.8 1733.49 -2.2419e+06 -1.09306e+06 0
1388.08 1751.34 -3.08501e+06 -1.03825e+06 91591.1
1287.29 1751.05 -1.75077e+06 -943221 0
1403.34 1752.9 -3.24513e+06 -1.00706e+06 163463
1284.64 1707.31 -2.7451e+06 -1.48074e+06 8568.61
1168.13 1698.14 -1.72132e+06 -1.47523e+06 0
1295.73 1715.16 -2.69134e+06 -1.42049e+06 0
1234.06 1724.52 -1.74437e+06 -1.24195e+06 0
1334.82 1711.87 -3.40087e+06 -1.66489e+06 187394
1222.9 1708.88 -2.01557e+06 -1.47711e+06 0
1290.72 1701.49 -2.98037e+06 -1.6145e+06 44358.6
1425.24 1740.18 -3.94741e+06 -1.36302e+06 411505
1237.22 1705.27 -2.16433e+06 -1.41445e+06 0
1440.32 1759.91 -3.63439e+06 -1.06719e+06 302587
1402.12 1760.59 -3.10077e+06 -971243 77471.4
1244.87 1720.47 -2.05805e+06 -1.34983e+06 0
1330.56 1753.78 -2.11908e+06 -830583 0
1174.67 1706.47 -1.54024e+06 -1.40077e+06 0
1245.63 1719.25 -2.12575e+06 -1.40765e+06 0
1309.42 1730.12 -2.40051e+06 -1.11462e+06 0
1264.69 1744.63 -1.47373e+06 -814762 0
1311.03 1728.21 -2.52426e+06 -1.20163e+06 0
1292.17 1754.69 -1.71897e+06 -920867 0
1351.84 1721.97 -3.36318e+06 -1.51087e+06 191326
1226.89 1708.19 -1.99337e+06 -1.41093e+06 0
1295.91 1703.28 -3.05809e+06 -1.64385e+06 54237.8
1415.78 1731.34 -4.05141e+06 -1.54511e+06 455635
1262.78 1711.34 -2.50243e+06 -1.49054e+06 0
1308.17 1746.7 -2.11302e+06 -1.04808e+06 0
1341.63 1756.43 -2.32502e+06 -937592 0
1156.12 1705 -1.61335e+06 -1.47933e+06 0
1364.36 1750.94 -2.69186e+06 -950218 25326.7
1124.55 1701.51 -1.57422e+06 -1.55599e+06 0
1346.07 1753.23 -2.39788e+06 -888834 0
1318.45 1741.73 -2.26519e+06 -1.01673e+06 0
1242.82 1728.92 -1.79083e+06 -1.20291e+06 0
1285.72 1746.73 -1.62012e+06 -845744 0
1392.84 1751.5 -3.11225e+06 -1.01208e+06 116767
1409.51 1708.21 -4.57023e+06 -1.93012e+06 646050
1285.37 1753.14 -1.63343e+06 -863996 0
1437.34 1713.81 -4.79933e+06 -1.85702e+06 728707
1238.35 1737.43 -1.37831e+06 -1.0109e+06 0
1167.46 1703.03 -1.72634e+06 -1.51007e+06 0
1212.41 1711.56 -1.90088e+06 -1.44696e+06 0
1340.49 1736.14 -2.78623e+06 -1.1876e+06 33018.8
1169.25 1710.75 -1.47447e+06 -1.37939e+06 0
1209.94 1716.28 -1.67268e+06 -1.35023e+06 0
1210.31 1718.39 -1.65042e+06 -1.33185e+06 0
1282.91 1712.45 -2.50511e+06 -1.35298e+06 0
1359.81 1750.81 -2.70857e+06 -1.00878e+06 10572.9
1393.38 1709.04 -4.29391e+06 -1.84594e+06 551454
1276.46 1710.19 -2.69902e+06 -1.56414e+06 0
1158.27 1700.83 -1.72e+06 -1.52521e+06 0
1377.49 1726.97 -3.62443e+06 -1.48379e+06 288084
1392.69 1710.29 -4.25928e+06 -1.81377e+06 536093
1346.97 1743.76 -2.67623e+06 -1.0877e+06 13661.3
1344.85 1752.63 -2.45024e+06 -971686 0
1197.44 1697.89 -1.87308e+06 -1.46036e+06 0
1361.29 1752.9 -2.69221e+06 -993113 10572.9
1395.44 1755.75 -3.07722e+06 -979277 91718.4
1257.11 1743.01 -1.63948e+06 -1.00757e+06 0
1361.08 1748.18 -2.7165e+06 -968127 25326.7
1407.38 1711.16 -4.45269e+06 -1.84122e+06 606251
1223.94 1715.26 -1.71172e+06 -1.24482e+06 0
1246.03 1722.56 -1.80593e+06 -1.14171e+06 0
1300.93 1736.12 -2.1998e+06 -1.10116e+06 0
1374.32 1751.4 -2.89412e+06 -1.0183e+06 41558.1
1439.93 1716.59 -4.78969e+06 -1.85621e+06 719304
1223.67 1704.93 -2.04123e+06 -1.4225e+06 0
1238.16 1712.02 -2.00367e+06 -1.3017e+06 0
1385.7 1745.5 -3.21827e+06 -1.19984e+06 144375
1408 1743.74 -3.60747e+06 -1.21877e+06 280869
1360.65 1746.11 -2.87137e+06 -1.12321e+06 41787.7
1240.52 1725.4 -1.76812e+06 -1.20952e+06 0
1353.87 1725.02 -3.3517e+06 -1.49988e+06 174778
1356.45 1752.45 -2.53936e+06 -880270 13930.1
1436.87 1747.62 -3.91073e+06 -1.23605e+06 401831
1283.36 1737.77 -1.96925e+06 -1.06771e+06 0
1351.47 1738.57 -2.78753e+06 -1.07969e+06 36890.8
1376.44 1740.75 -3.16891e+06 -1.17238e+06 140344
1356.89 1723.1 -3.35897e+06 -1.44248e+06 202869
1368.59 1733.08 -3.23729e+06 -1.26037e+06 172811
1164.64 1709.77 -1.54113e+06 -1.42369e+06 0
1299.5 1705.7 -3.03563e+06 -1.61881e+06 42323.6
1120.39 1695.33 -1.54199e+06 -1.53269e+06 0
1409.08 1727.92 -4.06463e+06 -1.59808e+06 450255
1373.22 1744.77 -3.06292e+06 -1.13909e+06 86101.5
1264.4 1737.61 -1.63765e+06 -934819 0
1263.34 1748.34 -1.63013e+06 -989625 0
1242.75 1699.39 -2.4064e+06 -1.5065e+06 0
1112.86 1698.7 -1.57508e+06 -1.5785e+06 0
1303.11 1751.37 -1.85002e+06 -884154 0
1153.48 1706.53 -1.53948e+06 -1.44828e+06 0
1376.71 1724.94 -3.64161e+06 -1.52731e+06 300385
1296.36 1706.32 -2.8638e+06 -1.50929e+06 17320.3
1271.59 1754.1 -1.40288e+06 -871169 0
1172.25 1701.4 -1.66158e+06 -1.5064e+06 0
1319.09 1751.79 -2.00851e+06 -868352 0
1354.68 1729.6 -3.2399e+06 -1.41855e+06 132925
1329.88 1700.81 -3.51514e+06 -1.7037e+06 259167
648.194 1662.45 -1.16015e+06 -1.77719e+06 0
1242.25 1735.11 -1.40024e+06 -1.06942e+06 0
1360.98 1719.44 -3.59667e+06 -1.60379e+06 267624
1369.37 1754.82 -2.74361e+06 -992158 10572.9
1221.49 1700.23 -2.11877e+06 -1.49598e+06 0
1367.02 1718.55 -3.6752e+06 -1.59116e+06 310499
1347.84 1737.62 -2.84803e+06 -1.15019e+06 39937.3
1271.81 1752.29 -1.4846e+06 -926072 0
1342.56 1719.55 -3.29854e+06 -1.501e+06 159983
1435.38 1743.1 -3.98299e+06 -1.26626e+06 435098
1301.16 1749.78 -1.87751e+06 -900282 0
1453.69 1749.91 -4.09104e+06 -1.21838e+06 464631
1353.43 1757.64 -2.4327e+06 -872287 0
1109.05 1695.88 -1.57043e+06 -1.57289e+06 0
1442.14 1739.19 -4.22714e+06 -1.4308e+06 511425
1359.79 1724.96 -3.3979e+06 -1.47376e+06 206604
1238.88 1705.85 -2.34794e+06 -1.55915e+06 0
1346.48 1745.02 -2.71115e+06 -1.14069e+06 19357.6
1264.63 1728.24 -1.89578e+06 -1.07683e+06 0
1306.12 1706.19 -3.06806e+06 -1.59761e+06 82328.7
1359.07 1722.56 -3.50555e+06 -1.53809e+06 228871
1317.26 1707.43 -3.18146e+06 -1.6189e+06 101712
1379.43 1719.14 -3.82551e+06 -1.58623e+06 373692
1114.26 1689.4 -1.51333e+06 -1.56004e+06 0
1447.28 1764.03 -3.61608e+06 -999477 300149
1439.16 1718.17 -4.74126e+06 -1.82046e+06 697747
1358.68 1703.9 -3.86207e+06 -1.72608e+06 407953
1334.79 1703.52 -3.50812e+06 -1.6701e+06 262911
1331.5 1710.2 -3.38832e+06 -1.70079e+06 194250
1157.37 1702.25 -1.59703e+06 -1.5036e+06 0
1277.83 1714.8 -2.37805e+06 -1.31261e+06 0
1439.4 1711.57 -4.9094e+06 -1.96084e+06 766986
1312.07 1741.89 -2.30446e+06 -1.10054e+06 0
1329.97 1734.29 -2.67914e+06 -1.17656e+06 13661.3
1446.33 1726.97 -4.60781e+06 -1.72852e+06 657955
1403.98 1739.17 -3.60855e+06 -1.21863e+06 304886
1185.43 1709.44 -1.55412e+06 -1.34905e+06 0
1421.3 1711.54 -4.62736e+06 -1.85254e+06 671825
1153.9 1703.51 -1.63587e+06 -1.50071e+06 0
1303.78 1708.25 -2.99496e+06 -1.53629e+06 43719.3
1339.85 1725.67 -2.9911e+06 -1.26361e+06 70892.5
1313.68 1731.64 -2.53328e+06 -1.24296e+06 0
1344.91 1711.68 -3.44695e+06 -1.5563e+06 242923
1432.9 1745.24 -3.89357e+06 -1.19852e+06 400722
1444.36 1754.8 -3.82956e+06 -1.069e+06 367738
1188.28 1709.71 -1.63658e+06 -1.3997e+06 0
1318.23 1756.1 -1.90777e+06 -849017 0
1437.64 1743.63 -4.04328e+06 -1.34467e+06 443977
1411.65 1708.62 -4.58176e+06 -1.92292e+06 654581
1274.5 1718.01 -2.44178e+06 -1.38967e+06 0
1330.98 1748.35 -2.32673e+06 -993396 0
1147.28 1707.24 -1.54298e+06 -1.46911e+06 0
1444.44 1757.22 -3.77653e+06 -1.11103e+06 349993
1359.87 1727.14 -3.37633e+06 -1.43981e+06 187017
1434.85 1731.54 -4.33758e+06 -1.54667e+06 546664
638.181 1666.26 -1.15096e+06 -1.76494e+06 0
1269.35 1705.78 -2.58564e+06 -1.47047e+06 0
1197.71 1694.53 -1.96456e+06 -1.52665e+06 0
1425.68 1723.44 -4.38951e+06 -1.64294e+06 578084
1406.2 1757.16 -3.21445e+06 -970093 135875
1428.38 1757.78 -3.48854e+06 -952845 255314
1302.53 1730.22 -2.49311e+06 -1.26941e+06 0
1422.22 1718.63 -4.46155e+06 -1.69112e+06 606607
1375.68 1721.67 -3.75681e+06 -1.603e+06 334147
1189.66 1704.5 -1.7352e+06 -1.46526e+06 0
1161.04 1698.91 -1.70449e+06 -1.49161e+06 0
1336.53 1759.18 -2.12574e+06 -894241 0
1265.07 1703.25 -2.59583e+06 -1.50729e+06 0
1442 1763.61 -3.56584e+06 -1.00526e+06 276140
1182.85 1696.25 -1.78675e+06 -1.47342e+06 0
1255.55 1734.4 -1.61617e+06 -1.01036e+06 0
1409.79 1710.16 -4.5135e+06 -1.88239e+06 627242
1335.17 1721.84 -3.04172e+06 -1.36577e+06 79918.9
1226.87 1732 -1.46197e+06 -1.11759e+06 0
1411.98 1742.2 -3.67128e+06 -1.21747e+06 318965
1349.9 1718.19 -3.37746e+06 -1.4907e+06 208895
1111.76 1693.81 -1.56657e+06 -1.59045e+06 0
1305.27 1741.81 -2.15106e+06 -1.04815e+06 0
1180.44 1698.92 -1.76693e+06 -1.49618e+06 0
1174.51 1707.45 -1.53853e+06 -1.38733e+06 0
1365.79 1750.03 -2.73287e+06 -912960 30656.2
1285.57 1706.54 -2.86631e+06 -1.57897e+06 12414.8
1323.13 1746.48 -2.1926e+06 -911973 0
1353.84 1753.93 -2.54173e+06 -950046 0
1398.31 1710.58 -4.33803e+06 -1.86248e+06 564153
1356.87 1723.15 -3.32456e+06 -1.38599e+06 198058
1368.57 1748.17 -2.80942e+06 -948225 42052.8
1383.54 1717.5 -3.94207e+06 -1.67373e+06 413747
1361.58 1752.8 -2.60867e+06 -899613 13930.1
1158.33 1709.63 -1.54605e+06 -1.44786e+06 0
1328.99 1701.68 -3.48332e+06 -1.6724e+06 244351
1416.98 1725.59 -4.21088e+06 -1.64159e+06 513632
1189.73 1708.54 -1.63057e+06 -1.41058e+06 0
1332.35 1707.28 -3.41694e+06 -1.64779e+06 208737
1346.51 1711.21 -3.57723e+06 -1.66545e+06 264738
654.21 1665.75 -1.19157e+06 -1.89433e+06 0
1308.64 1731.81 -2.5152e+06 -1.25224e+06 0
1351.71 1740.01 -2.86441e+06 -1.14858e+06 40498
1352.57 1740.09 -2.82508e+06 -1.10431e+06 40206.1
1327.26 1732.7 -2.62498e+06 -1.12537e+06 0
1326.07 1704.95 -3.37752e+06 -1.6558e+06 189073
1298.42 1739.94 -1.97608e+06 -955267 0
1275.85 1723 -2.33241e+06 -1.30919e+06 0
1254.93 1740.38 -1.52221e+06 -1.0073e+06 0
1471.53 1739.09 -4.67558e+06 -1.50088e+06 654667
1263.11 1708.42 -2.59763e+06 -1.56025e+06 0
1288.65 1751.06 -1.70924e+06 -896590 0
1270.13 1702.11 -2.66241e+06 -1.52218e+06 0
1362.01 1720.6 -3.46947e+06 -1.42959e+06 256630
1175.38 1697.22 -1.75115e+06 -1.47445e+06 0
1329.81 1714.57 -3.25763e+06 -1.59043e+06 144360
1382.4 1713.29 -4.05179e+06 -1.75278e+06 452679
1394.42 1740.33 -3.48468e+06 -1.2539e+06 238260
1331.6 1721.62 -3.07121e+06 -1.46658e+06 84583
1447.09 1714.3 -4.95365e+06 -2.01115e+06 787666
1455.93 1744.56 -4.30956e+06 -1.38386e+06 526503
1359.1 1701.62 -3.92921e+06 -1.77567e+06 433714
1305.15 1726.56 -2.54224e+06 -1.26045e+06 0
1401.24 1731.1 -3.83091e+06 -1.4903e+06 373794
1359.64 1715.35 -3.61223e+06 -1.56136e+06 297245
1151.74 1707.69 -1.52494e+06 -1.44461e+06 0
1265.85 1699.58 -2.7029e+06 -1.57909e+06 0
1267.57 1711.4 -2.51342e+06 -1.46905e+06 0
1375.74 1752.98 -2.87757e+06 -993773 30161.5
1391.64 1735.47 -3.52392e+06 -1.26963e+06 274995
1285.35 1739.47 -1.94344e+06 -1.06774e+06 0
1383.4 1709.37 -4.19523e+06 -1.86229e+06 497235
1391.36 1725.24 -3.85149e+06 -1.55167e+06 377906
1157.07 1705.23 -1.5028e+06 -1.44275e+06 0
1298.88 1748.98 -1.80104e+06 -872331 0
1428.58 1723.7 -4.42875e+06 -1.72457e+06 597971
1267.74 1730.6 -2.08578e+06 -1.22248e+06 0
1152.93 1701.86 -1.60461e+06 -1.5099e+06 0
1282.03 1721.28 -2.40237e+06 -1.33759e+06 0
1333.11 1704.31 -3.49994e+06 -1.68401e+06 244274
1148.17 1704.36 -1.51098e+06 -1.44801e+06 0
1199.77 1704.23 -1.81558e+06 -1.43403e+06 0
1433 1725.75 -4.43891e+06 -1.63873e+06 593932
1336.5 1726.86 -2.97484e+06 -1.31212e+06 48508.4
1272.22 1730.82 -2.09942e+06 -1.23299e+06 0
1138.65 1697.14 -1.50615e+06 -1.47621e+06 0
1289.02 1756.13 -1.58848e+06 -838134 0
1434.79 1741.05 -4.06322e+06 -1.31126e+06 450731
1350.14 1755.8 -2.40542e+06 -874865 0
1248.26 1705.94 -2.25962e+06 -1.38292e+06 0
1304.6 1702.19 -3.0697e+06 -1.55862e+06 72352
1176.33 1696.31 -1.76199e+06 -1.48709e+06 0
1442.99 1713.8 -4.85982e+06 -1.83389e+06 755850
1226.56 1713.48 -1.79697e+06 -1.30291e+06 0
1308.91 1739.09 -2.32384e+06 -1.11285e+06 0
1351.41 1722.07 -3.41839e+06 -1.56394e+06 197331
1405.96 1754.43 -3.26866e+06 -1.0192e+06 160722
1348.99 1707.74 -3.6543e+06 -1.6945e+06 310404
1339.36 1731.79 -2.7815e+06 -1.12518e+06 36045.4
1376.76 1754.33 -2.83245e+06 -955879 30985.2
1379.18 1706.11 -4.17726e+06 -1.85311e+06 506895
1279.02 1716.59 -2.46438e+06 -1.37771e+06 0
1443.74 1722.64 -4.65494e+06 -1.67284e+06 675874
1366.61 1744.01 -2.99444e+06 -1.13275e+06 66512.9
1397.69 1708.21 -4.39902e+06 -1.91126e+06 585612
1241.65 1712.63 -2.01509e+06 -1.32127e+06 0
1382.98 1754.69 -2.95489e+06 -1.02137e+06 44423.5
1159.72 1701.2 -1.59179e+06 -1.42536e+06 0
1388.25 1755.65 -2.97898e+06 -951390 55126.7
1251.23 1699.15 -2.48394e+06 -1.51258e+06 0
1389.59 1760.97 -2.89769e+06 -953623 24834.9
1200.26 1711.69 -1.5776e+06 -1.30548e+06 0
1356.9 1735.35 -3.01946e+06 -1.18916e+06 91007.7
1205.15 1720.2 -1.57941e+06 -1.32416e+06 0
1405.24 1720.88 -4.13325e+06 -1.61587e+06 496138
1166.68 1700.46 -1.6064e+06 -1.4121e+06 0
1222.17 1715.93 -1.81709e+06 -1.32721e+06 0
1383.22 1753.29 -2.95346e+06 -959541 56052.9
1259.98 1706.97 -2.54085e+06 -1.52524e+06 0
1240.06 1740.27 -1.26189e+06 -934313 0
1302.87 1746.69 -2.05262e+06 -1.02881e+06 0
1405.17 1753.81 -3.29555e+06 -1.04087e+06 163637
1427.98 1750.42 -3.69372e+06 -1.18396e+06 327104
1356.23 1760.71 -2.44471e+06 -885602 0
1152.92 1703.92 -1.50115e+06 -1.44088e+06 0
1436.46 1707.09 -4.96664e+06 -2.01681e+06 793460
1414.95 1706.75 -4.65072e+06 -1.9206e+06 687411
1382.29 1718.25 -3.86482e+06 -1.58904e+06 397647
1243.41 1725.52 -1.84502e+06 -1.24621e+06 0
1421.06 1734.9 -4.0224e+06 -1.41484e+06 439838
1163.34 1705.43 -1.51085e+06 -1.41971e+06 0
1276.14 1750.43 -1.56332e+06 -911776 0
1329.95 1709.79 -3.35412e+06 -1.6187e+06 172608
1286.11 1703.46 -2.875e+06 -1.56308e+06 25888.9
1212.45 1720.83 -1.58003e+06 -1.28349e+06 0
1455.04 1749.78 -4.15568e+06 -1.20039e+06 465503
1275.55 1725.7 -2.28583e+06 -1.3123e+06 0
1148.46 1703.44 -1.5119e+06 -1.45462e+06 0
1330.19 1707.58 -3.3604e+06 -1.59379e+06 188997
1300.24 1737.49 -2.12475e+06 -1.04267e+06 0
1288.92 1702.73 -2.93633e+06 -1.57935e+06 38952.6
1217.11 1708.16 -1.92252e+06 -1.41797e+06 0
1280.15 1726.02 -2.26714e+06 -1.25607e+06 0
1306.65 1719.52 -2.63853e+06 -1.2838e+06 0
1399.46 1719.74 -4.13131e+06 -1.67962e+06 479361
1292.65 1712.29 -2.83671e+06 -1.56433e+06 12414.8
1348.64 1721.97 -3.25602e+06 -1.38512e+06 160507
1341.54 1736.79 -2.71684e+06 -1.08391e+06 22960.8
1356.57 1753.89 -2.55307e+06 -937079 0
1451.62 1754.73 -3.92379e+06 -1.04801e+06 402951
1283.72 1699.79 -2.91322e+06 -1.57885e+06 25888.9
1223.36 1717.66 -1.62646e+06 -1.20324e+06 0
1395.56 1730.54 -3.74585e+06 -1.36889e+06 346343
1330.29 1705.71 -3.45156e+06 -1.68989e+06 214559
1444.82 1708.45 -5.03764e+06 -1.9706e+06 817535
1161.81 1698.04 -1.71167e+06 -1.5055e+06 0
1303.91 1704.7 -3.14724e+06 -1.64998e+06 89033.8
1456.93 1729.57 -4.69378e+06 -1.59152e+06 669089
1298.83 1752.72 -1.72261e+06 -815817 0
1327.3 1709.28 -3.37384e+06 -1.6642e+06 175866
639.577 1663.15 -1.16007e+06 -1.78052e+06 0
1350.68 1735.52 -2.89074e+06 -1.15486e+06 63166.9
1370.46 1753.91 -2.75382e+06 -963196 21969.5
1430.92 1723.36 -4.47318e+06 -1.78238e+06 617730
1205 1702 -1.89504e+06 -1.47689e+06 0
1291.84 1747.63 -1.8029e+06 -947698 0
1253.75 1709.26 -2.42236e+06 -1.49788e+06 0
1250.06 1705.61 -2.45335e+06 -1.52123e+06 0
1339.04 1744.18 -2.59411e+06 -1.09222e+06 0
1387.09 1715.37 -4.00625e+06 -1.61496e+06 453064
1361.31 1722.55 -3.56449e+06 -1.56974e+06 248068
652.672 1657.08 -1.0629e+06 -1.74748e+06 0
1292.59 1734.06 -2.18198e+06 -1.14711e+06 0
1391.92 1758.79 -2.97511e+06 -932310 46953.5
1347.93 1704.9 -3.72981e+06 -1.7591e+06 334373
1294.61 1730.15 -2.32438e+06 -1.23172e+06 0
1272.85 1742.12 -1.81705e+06 -1.06709e+06 0
1366.28 1756.53 -2.66611e+06 -950782 10572.9
1445.59 1719.34 -4.77887e+06 -1.76632e+06 715306
1272.84 1708.29 -2.68054e+06 -1.53305e+06 0
1377.95 1739.04 -3.20043e+06 -1.13754e+06 162936
650.829 1659.37 -1.15614e+06 -1.79745e+06 0
1202.36 1707.31 -1.71208e+06 -1.38079e+06 0
1363.52 1753.44 -2.66315e+06 -943472 10572.9
1321.65 1748.75 -2.21609e+06 -994983 0
1472.89 1721.36 -5.13779e+06 -1.8888e+06 840585
1264.32 1726.36 -1.93311e+06 -1.11068e+06 0
1320.01 1755.1 -2.01545e+06 -922938 0
1237.18 1717.16 -1.80884e+06 -1.1918e+06 0
1146.6 1702.48 -1.64267e+06 -1.56013e+06 0
1330.22 1760.3 -2.01061e+06 -864199 0
1306.25 1705.29 -3.14135e+06 -1.63181e+06 78936.6
1199.96 1709.82 -1.63104e+06 -1.33415e+06 0
1361 1718.69 -3.54981e+06 -1.5164e+06 271623
1428.15 1750.8 -3.6835e+06 -1.17411e+06 325582
1350.92 1709.08 -3.71102e+06 -1.73307e+06 315184
1427.86 1721.33 -4.47695e+06 -1.7689e+06 620461
1272.75 1706.31 -2.71147e+06 -1.54502e+06 0
1444.01 1740.12 -4.20929e+06 -1.32299e+06 504959
1469.4 1730.28 -4.82888e+06 -1.67212e+06 735858
1377.18 1712.17 -4.04713e+06 -1.82505e+06 441178
1349.62 1706.96 -3.76609e+06 -1.77493e+06 332322
1169.04 1697.26 -1.73114e+06 -1.49279e+06 0
1425.2 1738.12 -3.97814e+06 -1.33199e+06 429953
1160.98 1699.4 -1.61995e+06 -1.51836e+06 0
1169.88 1704.6 -1.53879e+06 -1.42025e+06 0
1448.95 1752.3 -3.97696e+06 -1.12594e+06 414779
1450.6 1754.79 -3.91847e+06 -1.08037e+06 401270
1271.28 1728.45 -2.12269e+06 -1.25022e+06 0
1423.06 1757.34 -3.45196e+06 -1.07991e+06 233394
1423.78 1755.07 -3.55126e+06 -1.09581e+06 257274
1305.13 1713.53 -2.7719e+06 -1.39228e+06 0
1442.34 1749.41 -3.93759e+06 -1.2487e+06 413633
1300.7 1714.69 -2.69338e+06 -1.32454e+06 0
1341.83 1725.1 -3.18769e+06 -1.47865e+06 107125
1261.97 1728.33 -2.07409e+06 -1.23257e+06 0
1426.35 1755.56 -3.55287e+06 -998552 265631
1302.92 1742.63 -2.14764e+06 -1.09634e+06 0
1131.3 1697.89 -1.51928e+06 -1.52184e+06 0
1173.83 1699.61 -1.63839e+06 -1.3901e+06 0
1405.86 1739.37 -3.69344e+06 -1.37231e+06 314917
1232.01 1722.53 -1.61219e+06 -1.13957e+06 0
1277.38 1721.2 -2.39625e+06 -1.34933e+06 0
1413.35 1702.26 -4.72758e+06 -1.98237e+06 723141
1163.68 1704.5 -1.52129e+06 -1.43386e+06 0
1342.21 1744.48 -2.63259e+06 -1.09085e+06 13661.3
1305.91 1712.98 -2.93451e+06 -1.48785e+06 19865.5
1273.11 1711.36 -2.38593e+06 -1.30332e+06 0
1342.87 1733.93 -2.84189e+06 -1.15822e+06 39937.3
1176.76 1703.85 -1.56425e+06 -1.38424e+06 0
1223.57 1725.71 -1.47821e+06 -1.12744e+06 0
1398.55 1723.68 -3.97954e+06 -1.56731e+06 431751
1395.77 1721.46 -4.02252e+06 -1.62539e+06 439860
1230.34 1730.27 -1.43981e+06 -1.08153e+06 0
1391.44 1716.89 -4.05451e+06 -1.65934e+06 462271
1333.73 1754.52 -2.23293e+06 -950757 0
1448.02 1756.87 -3.80039e+06 -977700 363985
1253.67 1746.34 -1.47156e+06 -1.03933e+06 0
1126.84 1693.5 -1.51526e+06 -1.50617e+06 0
649.442 1663.35 -1.15905e+06 -1.7738e+06 0
1318.9 1706.1 -3.27626e+06 -1.65765e+06 159237
1223.08 1700.25 -2.13041e+06 -1.49979e+06 0
1328.96 1755.4 -2.13521e+06 -884217 0
1142.02 1703.97 -1.53896e+06 -1.47896e+06 0
1308.9 1704.72 -3.08254e+06 -1.55258e+06 72209.4
1431.98 1743.16 -3.9548e+06 -1.27326e+06 417426
1348.87 1755.76 -2.44603e+06 -941809 0
1143.55 1700.34 -1.51585e+06 -1.47346e+06 0
1227.28 1697.27 -2.258e+06 -1.52891e+06 0
1375.1 1710 -4.01441e+06 -1.75962e+06 442161
1448.12 1723.31 -4.70256e+06 -1.69193e+06 687081
1402.23 1743.69 -3.52056e+06 -1.25033e+06 248622
1158.67 1702.54 -1.50194e+06 -1.42356e+06 0
1267.09 1747.09 -1.54649e+06 -989961 0
642.125 1660.65 -1.13557e+06 -1.77506e+06 0
1317.67 1752.85 -2.03137e+06 -918605 0
1305.6 1730.96 -2.43641e+06 -1.19032e+06 0
1453.08 1746.66 -4.16177e+06 -1.37934e+06 499897
1455.07 1758.36 -3.92408e+06 -1.07032e+06 388971
1235.38 1699.92 -2.25005e+06 -1.50235e+06 0
1266.72 1706.66 -2.62675e+06 -1.55431e+06 0
1443.51 1758.29 -3.72077e+06 -986352 330440
1147.22 1700.62 -1.61085e+06 -1.48699e+06 0
