x y z state theta
1299.99 867.761 1747.67 1 3.16715
1301.25 884.53 1746.04 1 341.067
1301.29 884.595 1746.04 1 341.201
1293.69 907.92 1749.21 1 152.664
1293.67 907.95 1749.18 1 153.192
1300.52 871.466 1747.55 1 0.762223
1296.67 883.894 1747.58 1 166.791
1299.64 902.91 1745.74 1 326.321
1300.34 871.803 1747.14 1 353.856
1301.24 887.336 1745.68 1 336.768
1293.28 909.396 1747.46 1 180.646
1301.07 890.952 1745.8 1 337.4
1296.32 891.569 1748.43 1 126.146
1296.94 906.754 1750.92 1 91.0324
1300.83 873.889 1745.83 1 336.416
1294.43 904.504 1749.11 1 148.036
1294.08 907.02 1745.77 1 210.682
1294.12 907.023 1745.77 1 211.07
1301.19 887.321 1746.74 1 349.766
1301.19 887.296 1747.49 1 359.899
1301.2 887.769 1746.05 1 340.918
1301.19 887.826 1746.03 1 340.699
1300.22 870.492 1745.48 1 327.959
1300.23 870.518 1745.44 1 327.407
1301.2 887.199 1747.26 1 356.705
1301.28 883.005 1746.85 1 351.301
1301.24 883.017 1746.79 1 350.454
1300.99 876.435 1746.02 1 339.615
1301 876.429 1745.98 1 339.155
1301.03 876.397 1746.01 1 339.717
1301.09 890.142 1745.97 1 339.511
1300.17 868.496 1745.37 1 326.169
1300.21 868.53 1745.4 1 326.758
1300.2 868.476 1745.44 1 327.165
1300.2 868.465 1745.37 1 326.342
1295.83 895.254 1747.28 1 190.821
1295.81 895.211 1747.31 1 188.877
1301.22 880.765 1746.25 1 343.439
1301.17 888.304 1746.34 1 344.441
1301.17 888.357 1746.32 1 344.143
1299.46 902.384 1748.65 1 25.0919
1299.63 864.94 1746.21 1 333.945
1301.2 887.717 1747.37 1 358.181
1299.83 867.832 1746.59 1 342.066
1299.77 865.756 1746.34 1 337.309
1298.41 907.922 1745.84 1 310.209
1300.45 870.708 1747.6 1 1.69493
1300.45 870.758 1747.66 1 2.67125
1300.28 870.748 1748.17 1 11.5896
1301.26 883.125 1745.54 1 335.313
1300.79 894.236 1746.98 1 352.25
1300.25 897.064 1747.02 1 351.647
1299.65 902.81 1745.63 1 324.779
1301.27 883.404 1746.43 1 345.985
1300.49 894.967 1748.29 1 12.7359
1300.29 869.264 1746.11 1 337.011
1299.29 863.237 1747.03 1 348.383
1299.52 864.545 1746.67 1 341.82
1300.5 871.36 1746.19 1 339.452
1300.27 869.416 1746.7 1 346.279
1301.2 882.271 1746.05 1 340.908
1301.14 879.153 1747.24 1 356.394
1301.08 883.178 1748.59 1 14.9383
1301.08 890.124 1746.92 1 351.875
1301.05 890.53 1747.66 1 2.23683
1293.17 909.773 1747.47 1 180.472
1301.15 888.848 1745.78 1 337.483
1295.87 895.099 1747.23 1 193.39
1300.59 872.268 1746.74 2 348.068
1300.84 874.01 1746.48 1 345.131
1301.23 881.668 1746.65 1 348.656
1301.26 881.635 1746.7 1 349.408
1301.26 881.702 1746.66 1 348.872
1299.44 902.342 1748.68 1 25.7525
1299.47 902.373 1748.69 1 25.7806
1299.51 902.372 1748.67 1 25.007
1300.36 869.911 1745.74 1 332.352
1298.37 901.441 1750.61 1 66.3009
1301.22 881.219 1746.19 1 342.795
1293.36 908.968 1748.61 1 163.019
1299.41 863.932 1746.73 1 342.252
1299.35 863.929 1746.74 1 342.086
1300.91 875.218 1747.71 1 3.09471
1300.9 875.181 1747.75 1 3.70217
1299.6 864.957 1746.24 1 334.194
1299.42 903.983 1746.53 1 338.05
1301.12 877.906 1745.36 1 332.495
1301.07 877.916 1745.34 1 332.099
1301.12 877.98 1745.34 1 332.36
1293.85 906.976 1746.81 1 192.424
1295.23 900.487 1749.12 1 137.618
1299.43 902.4 1748.24 1 16.8839
1299.36 864.391 1747.75 1 6.0907
1301.27 883.933 1745.34 1 333.152
1300.43 895.152 1748.23 1 11.9867
1301.12 878.276 1746.13 1 341.62
1301.13 879.731 1747.99 1 6.81961
1301.15 879.771 1747.97 1 6.49656
1299.64 902.886 1745.77 1 326.781
1301.24 882.967 1747.02 1 353.603
1300.94 876.335 1745.55 1 333.675
1300.88 876.312 1745.58 1 333.676
1300.88 876.285 1745.54 1 333.195
1301.21 887.773 1747.31 1 357.433
1301.21 885.997 1747.95 1 6.08323
1300.99 876.285 1747.58 1 1.13038
1299.76 865.715 1746.28 1 336.142
1301 891.75 1745.53 1 333.832
1301.1 878.481 1747.68 1 2.48657
1300.44 870.718 1747.65 1 2.57184
1300.46 870.781 1747.62 1 2.04994
1296.18 891.721 1748.3 1 135.658
1296.18 891.672 1748.25 1 137.528
1296.15 891.703 1748.31 1 136.362
1296.21 891.671 1748.3 1 134.691
1296.2 891.703 1748.27 1 136.207
1300.98 877.474 1745.3 1 331.034
1301.29 884.802 1746.21 1 343.256
1294.68 902.777 1748.38 2 159.262
1300.93 875.098 1746.34 1 343.488
1300.93 875.031 1746.34 1 343.501
1300.91 875.055 1746.38 1 344.077
1299.76 865.877 1746.52 1 340.419
1299.76 865.867 1746.56 1 341.275
1296.15 908.505 1751.08 1 103.333
1301.12 889.785 1745.74 1 336.8
1300.95 877.236 1748.12 1 8.89097
1300.97 877.278 1748.09 1 8.48571
1299.92 868.604 1748.29 1 15.1359
1299.96 868.569 1748.22 1 13.7593
1301.01 876.794 1747.36 1 358.038
1297.62 904.87 1750.79 1 79.4035
1301.05 876.778 1745.62 1 335.125
1301.05 876.775 1745.55 1 334.326
1301.27 884.277 1747.57 1 0.967882
1301.27 884.207 1747.55 1 0.700911
1293.72 908.694 1746.84 1 191.412
1293.74 908.644 1746.81 1 191.883
1293.69 908.704 1746.79 1 192.195
1300.87 874.55 1745.42 1 331.724
1300.87 874.6 1745.41 1 331.705
1298.79 865.389 1748.94 1 38.8712
1299.83 867.198 1747.87 1 7.53437
1301.05 890.918 1747.29 1 357.054
1301.02 890.874 1747.26 1 356.647
1301.15 879.258 1746.71 1 349.291
1299.95 867.245 1747.54 1 0.859584
1299.93 867.268 1747.61 1 2.18641
1299.92 867.248 1747.58 1 1.50787
1300.58 873.74 1748.31 1 12.7137
1300.59 873.76 1748.34 1 13.1539
1295.48 897.998 1747.15 1 192.845
1298.85 862.189 1746.18 1 324.348
1301.04 891.021 1745.47 1 333.321
1301.22 884.249 1747.73 1 3.16521
1301.27 884.218 1747.76 1 3.51045
1301.27 884.288 1747.71 1 2.8274
1301.06 876.682 1745.8 1 337.268
1301.03 876.72 1745.83 1 337.459
1295.68 868.873 1747.85 1 165.179
1295.62 868.874 1747.84 1 166.053
1299.34 863.506 1747.01 1 348.231
1300.88 893.068 1746.96 1 352.085
1299.42 863.978 1746.36 1 334.794
1301.09 889.506 1747.19 1 355.663
1299.02 862.38 1745.95 1 322.629
1300.63 872.238 1747.24 1 355.899
1299.66 902.875 1745.65 1 325.156
1301.27 883.475 1746.44 1 346.005
1293.86 860.285 1747.62 1 177.886
1294.72 902.846 1747.62 1 176.928
1294.73 902.809 1747.64 1 176.4
1293.7 908.643 1747.11 1 186.766
1300.53 871.292 1747 1 351.922
1293.67 907.93 1749.08 1 154.618
1300.63 871.997 1745.91 1 336.347
1300.62 871.932 1745.89 1 336.04
1301.09 878.194 1746.63 1 347.991
1298.92 861.288 1745.31 1 311.284
1300.8 873.634 1747.19 1 355.287
1300.79 873.663 1747.21 1 355.597
1300.75 873.467 1745.56 1 332.663
1293.9 860.405 1746.04 1 205.179
1301.18 880.405 1747.28 1 356.967
1301.2 880.395 1747.32 1 357.603
1300.49 894.495 1748.22 1 11.5922
1300.48 894.509 1748.27 1 12.4038
1293.29 909.292 1748.31 1 167.719
1300.48 896.454 1745.4 1 328.857
1294.63 903.087 1748.55 1 156.001
1299.28 864.157 1745.96 1 325.932
1294.64 905.906 1750.15 1 131.681
1300.53 894.623 1748.3 1 12.7206
1301.28 884.732 1745.9 1 339.523
1301.29 884.732 1745.96 1 340.294
1296.51 907.992 1751.03 1 97.8838
1300.9 892.937 1747.78 1 4.09165
1300.87 892.97 1747.77 1 4.03144
1300.9 892.944 1747.71 1 3.0237
1300.89 892.993 1747.72 1 3.28358
1300.46 870.807 1746.33 1 341.249
1299.82 866.268 1746.76 1 345.27
1301.11 889.538 1747.58 1 1.16751
1301.1 889.587 1747.53 1 0.444296
1301.12 889.56 1747.52 1 0.255849
1294.26 860.147 1748.33 1 163.033
1301.01 891.022 1747.88 1 5.39437
1299.35 864.357 1745.95 1 326.509
1301 876.778 1747.6 1 1.392
1301.22 881.076 1747.78 1 3.74931
1301.23 881.109 1747.74 1 3.29297
1300.71 873.05 1745.55 1 332.313
1298.09 909.755 1749.05 1 55.0554
1300.96 892.105 1745.71 1 335.654
1301.22 880.08 1746.14 1 342.191
