x y z state
1296.08 872.662 1746.66 1
1296.05 872.649 1746.63 1
1300.39 896.397 1747.3 1
1300.41 896.376 1747.27 1
1300.4 896.436 1747.31 1
1295.76 872.166 1746.03 1
1295.47 869.704 1745.38 1
1299.96 867.257 1746.01 1
1299.95 867.241 1745.97 1
1295.71 870.992 1747.77 1
1296.34 892.023 1747.95 1
1296.47 883.375 1748.13 1
1300.98 877.968 1746.3 1
1296.14 875.763 1746.13 1
1296.05 873.169 1746.97 1
1295.87 871.9 1746.67 1
1301.14 878.42 1745.86 1
1301.15 879.708 1745.4 1
1295.95 873.615 1746.64 1
1300.97 878.881 1745.39 1
1295.88 873.131 1746.99 1
1295.89 873.172 1746.95 1
1296.39 887.121 1747.15 1
1295.75 871.98 1745.44 1
1295.9 872.234 1746.74 1
1299.57 902.474 1748.44 1
1301.01 877.377 1745.95 1
1295.98 873.821 1745.32 1
1300.92 887.215 1748.21 1
1300.91 887.167 1748.28 1
1299.82 867.767 1746.01 1
1300.34 896.412 1747.36 1
1295.87 873.153 1746.31 1
1301.05 878.199 1745.51 1
1301.07 878.25 1745.46 1
1301.07 878.241 1745.52 1
1297.13 893.049 1750.05 1
1295.1 867.18 1746.14 1
1294.48 863.67 1745.55 1
1301.12 879.294 1745.46 1
1301.17 879.267 1745.49 1
1296.09 874.345 1746.41 1
1296.12 874.298 1746.41 1
1295.94 871.574 1746.49 1
1299.66 902.199 1748.53 1
1295.21 867.927 1746.65 1
1295.73 871.797 1745.56 1
1295.72 871.779 1745.5 1
1295.8 871.943 1745.71 1
1295.82 871.898 1745.69 1
1295.16 867.54 1746.38 1
1296.52 884.368 1747.19 1
1296.5 884.344 1747.21 1
1298.77 861.738 1745.46 1
1295.81 872.507 1745.44 2
1295.81 872.491 1745.49 1
1298.88 861.515 1745.32 1
1301.15 887.878 1747.86 1
1296.08 892.201 1748.22 1
1295.86 872.802 1745.44 1
1296.48 884.364 1747.49 1
1298.04 885.781 1749.91 1
1296.36 880.531 1747.49 1
1296.38 880.532 1747.55 1
1296.36 905.611 1750.94 1
1301.2 886.708 1747.73 1
1296.39 879.716 1745.71 1
1296.35 879.724 1745.75 1
1300.77 894.37 1747.64 1
1298.61 885.915 1750.06 1
1295.69 871.224 1745.76 1
1295.67 871.217 1745.82 1
1301.13 886.73 1747.95 1
1295.91 895.062 1748.57 1
1296.17 874.057 1745.48 1
1296.13 874.045 1745.46 1
1296.53 893.873 1749.66 1
1301 879.553 1745.77 1
1300.35 896.678 1747.36 1
1295.98 871.962 1745.6 1
1295.89 871.588 1745.38 1
1295.94 871.531 1745.4 1
1296.49 888.649 1745.69 1
1300.69 894.633 1748.17 1
1300.69 894.676 1748.24 1
1300.84 891.913 1747.72 1
1296.1 875.743 1746.67 1
1296.06 874.135 1746.46 1
1296.06 874.165 1746.44 1
1295.9 873.58 1747.29 1
1295.92 893.918 1747.82 1
1295.72 871.852 1746.51 1
1300.72 894.572 1748.01 1
1295.61 870.549 1746.28 1
1301.16 878.691 1745.52 1
1295.83 872.634 1746.62 1
1295.82 872.599 1746.63 1
1295.89 871.387 1746.02 1
1295.85 871.372 1745.99 1
1295.9 872.22 1745.37 1
1298.41 885.541 1749.93 1
1296.1 873.719 1746.49 1
1296.45 880.799 1747.37 1
1301.22 881.574 1747.44 1
1301.21 879.621 1745.47 1
1294.82 865.612 1745.34 1
1296.31 876.362 1747.3 1
1295.55 870.116 1746.29 1
1301.05 878.682 1746.24 1
1299.5 864.307 1745.32 1
1297.68 907.76 1750.49 1
1297.72 907.792 1750.49 1
1297.67 907.778 1750.53 1
1295.56 870.22 1745.99 1
1299.16 862.592 1745.67 1
1300.95 887.129 1747.83 1
1300.98 887.197 1747.84 1
1301.08 879.598 1745.79 1
1300.31 869.787 1745.67 1
1299.87 867.496 1746.45 1
1299.86 867.487 1746.52 1
1299.89 867.486 1746.48 1
1296.11 873.833 1746.78 1
1295.65 870.468 1745.59 1
1300.33 896.412 1747.44 1
1300.98 878.627 1745.48 1
1300.97 878.564 1745.5 1
1300.94 878.583 1745.47 1
1301.08 877.524 1745.77 1
1300.53 896.556 1747.2 1
1300.55 896.504 1747.19 1
1301.11 877.525 1745.52 1
1299.96 867.085 1745.96 1
1295.81 872.005 1746.12 1
1299.86 868.039 1746.13 1
1299.45 903.723 1746.62 1
1300.98 886.738 1747.97 1
1296.12 892.065 1748.19 1
1298.38 885.408 1749.95 1
1299.9 867.466 1746.39 1
1300.89 878.124 1745.33 1
1300.92 878.1 1745.3 1
1296.16 873.685 1746.91 1
1296.18 873.673 1746.95 1
1301.11 877.848 1745.86 1
1301.11 877.911 1745.83 1
1295.83 870.875 1745.32 1
1295.83 870.812 1745.32 1
1298.62 861.179 1745.49 1
1295.66 871.119 1746.04 1
1296.13 874.007 1745.71 1
1296.15 873.995 1745.77 1
1300.51 896.758 1747.32 1
1300.51 896.801 1747.33 1
1300.89 877.999 1745.3 1
1296.15 875.849 1746.06 1
1300.97 887.695 1747.75 1
1296.16 873.684 1747.19 1
1296.38 891.913 1748.3 1
1299.35 863.389 1745.52 1
1299.66 902.388 1748.44 1
1299.64 902.356 1748.42 1
1299.61 902.336 1748.44 1
1296.17 876.079 1745.86 1
1294.83 865.571 1745.59 1
1300.54 896.407 1747.29 1
1300.56 896.443 1747.25 1
1295.92 871.347 1746.08 1
1295.88 871.355 1746.08 1
1300.05 867.659 1745.89 1
1298.83 862.168 1745.94 1
1301.05 877.213 1745.8 1
1296.02 874.361 1746.48 1
1296 874.328 1746.5 1
1295.99 874.383 1746.45 1
1299 861.995 1745.74 1
1295.08 867.012 1746.57 1
1295.06 866.978 1746.56 1
1300.01 867.472 1746.1 1
1300.99 878.256 1745.47 1
1300.97 878.248 1745.54 1
1301.03 878.263 1745.53 1
1297.54 908.111 1750.58 1
1300.72 894.265 1748.37 1
1300.72 894.29 1748.4 1
1296.12 874.576 1745.33 1
1294.52 864.071 1745.58 1
1296.28 876.232 1746.14 1
1296.25 876.194 1746.19 1
1296.25 876.232 1746.19 1
1295.31 868.501 1746.34 1
1295.83 895.272 1747.14 1
1300.67 895.008 1748.23 1
1300.66 894.995 1748.27 1
1300.94 878.519 1748.25 1
1296.04 874.556 1745.92 1
1299.35 879.735 1749.91 1
1300.98 888.11 1748.06 1
1295.37 869.075 1746.06 1
1296.25 874.645 1746.02 1
1296.42 877.464 1745.56 1
1294.85 865.685 1745.4 1
1294.82 865.67 1745.38 1
1295.42 868.574 1747.89 1
1299.34 879.212 1749.84 1
1295.96 871.595 1746.36 1
1295.9 873.509 1746.61 1
1295.93 873.521 1746.57 1
1296.16 874.069 1746.69 1
1295.79 868.849 1748.35 1
1297.34 892.869 1750.21 1
1295.69 871.304 1745.78 1
1295.77 871.946 1745.32 1
1295.51 869.123 1747.89 1
1296.36 876.104 1746.16 1
1298.26 885.985 1750.16 1
1299.37 884.204 1750.12 1
1298.62 881.287 1750.03 1
1298.6 881.252 1750.04 1
1298.55 881.273 1750.05 1
1300.58 896.165 1747.01 1
1301.06 877.185 1746.13 1
1301.01 877.207 1746.08 1
1298.63 881.461 1750.06 1
1301.17 878.634 1745.55 1
1301.16 878.565 1745.58 1
1301.12 877.663 1745.55 1
1301.11 877.593 1745.55 1
1295.37 868.901 1745.85 1
1295.89 873.44 1747.09 1
1295.88 873.401 1747.08 1
1295.91 873.433 1747.12 1
1295.39 869.177 1745.32 1
1296.15 876.198 1747.05 1
1296.13 876.171 1747 1
1296.16 876.203 1747 1
1296.25 878.05 1746.74 1
1296.4 886.913 1747.15 1
1296.29 875.979 1747.42 1
1296.08 873.685 1746.76 1
1295.36 867.602 1746.55 1
1295.96 872.003 1745.82 1
1299.35 863.6 1745.61 1
1299.37 863.635 1745.61 1
1299.4 863.643 1745.64 1
1300.57 896.184 1747.41 1
1296.19 876.423 1745.34 1
1299.21 862.701 1745.36 1
1296.02 873.567 1746.58 1
1296 872.231 1746.48 1
1296.39 891.619 1747.79 1
1295.82 870.965 1745.88 1
1296.59 884.381 1747.46 1
1299.01 878.871 1749.93 1
1295.87 871.78 1745.34 1
1295.4 869.227 1746.91 1
1299.31 878.86 1749.88 1
1296.56 884.314 1747.41 1
1296.58 884.27 1747.41 1
1298.19 892.004 1750.43 1
1300.76 894.279 1747.82 1
1300.66 894.949 1748.35 1
1300.66 894.961 1748.31 1
1298.79 861.879 1745.34 1
1298.86 861.871 1745.32 1
1301.03 879.42 1745.66 1
1296.24 876.307 1746.26 1
1295.64 870.861 1746.32 1
1301.01 879.107 1746.23 1
1295.89 871.863 1746.1 1
1295.8 872.436 1746.46 1
1301.04 888.065 1747.7 1
1301.03 888.101 1747.7 1
1301.04 888.076 1747.74 1
1295.52 868.884 1745.32 1
1296.21 874.9 1745.32 1
1296.16 874.93 1745.35 1
1296.19 876.146 1747.24 1
1296.23 876.118 1747.22 1
1296.15 876.117 1747.22 1
1295.65 871.044 1745.88 1
1296.12 875.037 1745.4 1
1296.11 873.317 1747.24 1
1301.15 878.802 1747.65 1
1300.97 887.8 1747.57 1
1295.55 868.8 1747.22 1
1295.43 869.264 1746.06 1
1300.9 886.566 1748.34 1
1296.06 872.708 1746.19 1
1296.28 874.867 1745.43 1
1295.79 872.46 1746.49 1
1296.11 875.843 1746.21 1
1295.12 867.302 1746.25 1
1298.9 861.365 1745.65 1
1300.64 890.545 1748.95 1
1299.12 862.401 1746.11 1
1296.22 874.229 1745.31 1
1296.17 874.214 1745.33 1
1301.07 879.391 1745.72 1
1301.03 879.41 1745.75 1
1301.08 879.434 1745.72 1
1299.42 879.514 1749.67 1
1296.07 873.816 1745.6 1
1300.93 878.834 1745.6 1
1296.03 871.185 1748.57 1
1295.58 868.786 1745.31 1
1295.65 871.014 1745.62 1
1295.89 871.637 1748.15 1
1300.92 877.599 1745.39 1
1295.15 867.221 1746.08 1
1295.62 896.885 1747.96 1
1296.66 884.198 1747.4 1
1296.31 875.15 1745.43 1
1297.06 877.572 1749.28 1
1295.85 871.486 1745.91 1
1296.39 880.766 1747.52 1
1296.05 872.321 1745.63 1
1298.53 885.489 1750.18 1
1301.18 879.843 1745.33 1
1295.51 868.431 1745.33 1
1295.55 868.428 1745.3 1
1296.48 888.815 1745.78 1
1301.07 887.827 1747.8 1
1300.48 894.689 1748.15 1
1299.18 862.9 1745.45 1
1296.21 891.643 1748.19 1
1296.15 891.675 1748.22 1
1295.19 867.678 1745.43 1
1295.69 870.006 1748.05 1
1299.18 862.591 1746.16 1
1299.18 862.546 1746.11 1
1299.14 862.562 1746.17 1
1300.09 867.986 1746.13 1
1300.08 867.973 1746.1 1
1301.17 878.56 1745.32 1
1295.44 869.395 1746.05 1
1295.41 869.379 1746.1 1
1300.07 867.797 1746.29 1
1300.02 867.789 1746.34 1
1296.32 878.996 1746.78 1
1295.82 868.849 1748.25 1
1295.81 868.81 1748.22 1
1295.84 868.864 1748.18 1
1295.86 868.811 1748.22 1
1296.36 880.507 1747.42 1
1296.39 880.466 1747.36 1
1296.47 888.396 1745.81 1
1296.15 873.173 1745.79 1
1296.08 872.727 1746.41 1
1296.21 874.047 1745.53 1
1301.14 878.24 1745.71 1
1301.13 878.3 1745.76 1
1296.12 874.843 1746.09 1
1296.1 873.062 1746.61 1
1296.09 873.031 1746.58 1
1296.11 873.093 1746.59 1
1295.71 871.405 1746.19 1
1299.21 862.871 1745.52 1
1297.98 885.695 1749.92 1
1301.19 879.456 1745.61 1
1295.81 871.962 1746.35 1
1295.25 868.251 1745.5 1
1295.9 871.944 1746.47 1
1299.93 867.113 1745.87 1
1295.83 872.307 1746.5 1
1295.83 872.296 1746.44 1
1295.86 872.339 1746.45 1
1295.8 872.328 1746.43 1
1299.37 879.068 1749.9 1
1299.36 879.107 1749.88 1
1299.42 879.12 1749.87 1
1297.97 885.461 1749.81 1
1300.3 869.733 1745.57 1
1300.28 869.726 1745.54 1
1296.17 891.526 1748.26 1
1296.19 891.515 1748.29 1
1295.11 867.418 1746.24 1
1295.88 871.816 1746.72 1
1295.12 867.37 1746.31 1
1296.02 872.425 1746.85 1
1300.77 887.906 1749.24 1
1296.11 874.654 1746.25 1
1296.09 892.321 1747.99 1
1300 867.325 1746.15 1
1300.56 896.459 1747.4 1
1295.98 873.183 1745.71 1
1295.05 866.843 1746.66 1
1296.08 874.88 1745.9 1
1301.1 878.022 1745.32 1
1296 874.263 1745.57 1
1299.91 867.936 1746.05 1
1301.18 887.277 1747.99 1
1295.79 872.464 1746.42 2
1295.79 872.419 1746.36 1
1301.12 878.474 1745.66 1
1301.16 878.442 1745.62 1
1296.2 877.175 1747.19 1
1299.93 867.05 1745.96 1
1296.09 875.132 1745.73 1
1296.31 876.414 1747.2 1
1300.91 886.643 1748.37 1
1300.97 886.696 1748.39 1
1295.52 870.063 1745.72 1
1295.52 870.064 1745.65 1
1300.98 879.508 1745.64 1
1300.68 894.921 1748.49 1
1300.66 894.888 1748.44 1
1300.66 894.928 1748.43 1
1298.68 907.489 1747.26 1
1295.67 871.297 1745.88 1
1299.34 904.019 1746.61 1
1295.39 868.56 1747.6 1
1299.31 879.411 1749.73 1
1301.28 881.858 1745.72 1
1298.4 885.624 1750 1
1298.41 885.671 1750 1
1298.35 885.645 1750.02 1
1296.09 873.525 1746.32 1
1295.83 872.611 1747.12 1
1296.05 873.478 1745.39 1
1296.04 873.415 1745.43 1
1296.28 876.309 1747.16 1
1296.26 876.341 1747.17 1
1296.28 876.385 1747.18 1
1300.73 894.354 1747.61 1
1300.7 894.317 1747.58 1
1300.97 877.97 1745.39 1
1295.61 869.132 1747.34 1
1300.98 877.994 1745.52 1
1300.03 867.552 1746.45 1
1300.02 867.523 1746.48 1
1297.44 875.975 1749.57 1
1299.37 904.162 1746.66 1
1300.56 896.275 1747.24 1
1300.57 896.266 1747.3 1
1295.61 868.865 1745.42 1
1295.58 868.866 1745.36 1
1296.12 875.629 1745.79 1
1295.76 871.544 1746.05 1
1295.72 871.55 1746.07 1
1300.76 894.211 1748.04 1
1300.74 894.242 1748.06 1
1300.74 894.273 1748.03 1
1300.75 894.241 1748.01 1
1295.86 868.455 1748.31 1
1295.21 867.099 1746.2 1
1299.64 902.361 1748.59 1
1300.96 887.06 1747.57 1
1295.96 872.417 1746.8 1
1295.92 872.404 1746.75 1
1295.36 868.946 1747.42 1
1296.33 888.851 1745.74 1
1300.23 869.688 1745.5 1
1295.57 870.068 1745.92 1
1299 906.275 1746.21 1
1298.93 861.669 1745.56 1
1295.76 872.127 1746.21 1
1296.06 875.089 1745.67 1
1301.1 887.045 1747.9 1
1301.08 887.068 1747.93 1
1301.07 887.014 1747.92 1
1296.17 874.325 1745.49 1
1295.49 869.97 1746.19 1
1295.5 870.022 1746.13 1
1298.91 862.395 1745.71 1
1299.97 867.205 1746.49 1
1299.97 867.196 1746.45 1
1296.08 875.112 1745.91 1
1299.26 878.89 1749.89 1
1295.85 873.034 1746.49 1
1295.88 873.102 1746.45 1
1296.24 874.583 1745.77 1
1295.99 874.533 1747.44 1
1296.19 873.719 1745.92 1
1296.15 873.743 1745.85 1
1300.04 867.497 1746.36 1
1296.24 891.888 1748.06 1
1296.26 891.829 1748.08 1
1296.21 891.834 1748.08 1
1295.75 869.111 1747.87 1
1300.66 894.408 1748.23 1
1298.97 861.709 1745.51 1
1296.06 872.518 1746.29 1
1295.63 896.919 1747.99 1
1296.28 905.55 1750.92 1
1296.32 905.545 1750.93 1
1296.11 875.455 1746.95 1
1295.61 870.686 1745.84 1
1296.39 880.904 1747.46 1
1296.39 880.913 1747.41 1
1301.15 878.523 1746.01 1
1301.15 878.594 1746.03 1
1296.3 875.819 1745.76 1
1296.34 875.825 1745.78 1
1295.82 872.449 1745.56 1
1295.81 872.408 1745.49 1
1295.51 869.912 1746.42 1
1300.08 867.942 1746.44 1
1300.08 867.921 1746.47 1
1301.02 878.453 1745.57 1
1301.01 878.475 1745.51 1
1300.73 894.436 1748.03 1
1300.73 894.479 1748.05 1
1295.56 870.345 1745.66 1
1301.12 877.892 1745.4 1
1298.8 861.789 1745.3 1
1296.25 876.079 1746.07 1
1296.26 876.082 1746.11 1
1296.28 876.09 1746.05 1
1299.75 865.785 1745.5 1
1295.54 868.669 1747.69 1
1295.8 872.258 1745.7 1
1295.8 872.272 1745.65 1
1301.12 878.414 1746.15 1
1301.15 878.382 1746.12 1
1300.95 879.474 1745.71 1
1295.97 872.522 1747.16 1
1295.26 867.762 1747.81 1
1296.21 875.131 1745.44 1
1301.29 884.306 1746.05 1
1298.77 885.676 1750.04 1
1298.71 885.632 1750.03 1
1298.74 885.633 1750.05 1
1295.43 868.389 1746.13 1
1298.07 892.195 1750.44 1
1300.02 867.552 1746.4 1
1295.73 895.924 1747.13 1
1295.77 895.919 1747.14 1
1296.47 881.111 1748.2 2
1296.46 881.054 1748.19 1
1296.32 876.412 1747.05 1
1300.48 896.81 1747.52 1
1294.8 865.524 1745.46 1
1294.79 865.489 1745.49 1
1294.8 865.515 1745.42 1
1295.04 866.936 1746.62 1
1298.88 885.698 1750.05 1
1298.85 860.966 1745.35 1
1298.83 861.015 1745.36 1
1298.9 885.524 1749.99 1
1295.91 873.364 1746.92 1
1295.12 866.999 1746.54 1
1295.1 867.048 1746.57 1
1301.05 886.658 1747.89 1
1295.71 869.543 1745.34 1
1301.14 878.505 1745.32 1
1296.47 884.242 1747.31 1
1296.48 884.316 1747.33 2
1296.45 884.281 1747.32 1
1296.12 892.05 1748.23 1
1296.08 875.064 1746.02 1
1294.34 909.068 1750.65 1
1300.92 877.046 1745.64 1
1300.99 877.036 1745.61 1
1299.42 878.878 1749.85 1
1300.91 877.264 1745.39 1
1300.85 877.252 1745.45 1
1296.12 875.873 1747.22 1
1298.66 881.746 1750.04 1
1296.16 874.44 1745.55 1
1296.13 875.808 1745.97 1
1301 878.63 1745.61 1
1300.98 878.684 1745.62 1
1295.86 872.387 1745.31 1
1295.84 872.639 1745.59 1
1295.86 872.582 1745.6 1
1296.2 891.972 1748.13 1
1301.12 887.91 1747.73 1
1300.95 887.049 1747.81 1
1300.95 887.071 1747.77 1
1296.25 875.486 1745.74 1
1295.9 871.693 1746.51 1
1295.87 871.695 1746.53 1
1295.38 869.124 1745.38 1
1297.2 892.871 1750.16 1
1295.89 872.931 1745.5 1
1301.05 879.111 1745.38 1
1301.11 879.146 1745.34 1
1295.77 872.019 1746.3 1
1295.74 871.997 1746.36 1
1301.1 878.508 1745.82 1
1301.15 878.528 1745.8 1
1295.88 873.119 1745.49 1
1295.87 873.05 1745.46 1
1298.29 885.526 1750.12 1
1299.08 862.22 1746.07 1
1296.07 872.916 1746.88 1
1298.69 885.64 1750.2 1
1298.67 885.679 1750.2 1
1301.2 886.692 1747.83 1
1299.63 879.303 1749.81 1
1299.61 879.268 1749.8 1
1297.04 892.854 1750.03 1
1296.21 875.653 1748.18 1
1295.28 868.34 1745.39 1
1300.12 867.968 1746.11 1
1300.28 869.497 1745.66 1
1296.17 874.384 1745.49 1
1296.2 893.848 1748.67 1
1295.12 867.482 1746.62 1
1295.8 895.847 1747.14 1
1296.3 877.687 1745.82 1
1296.34 877.685 1745.78 1
1301.04 878.27 1745.59 1
1294.88 865.877 1745.82 1
1295.08 866.897 1746.61 1
1295.23 867.37 1746.43 1
1296.37 891.869 1747.93 1
1296.33 891.882 1747.87 1
1296.35 891.926 1747.91 1
1296.35 891.916 1747.87 1
1301.15 878.358 1745.85 1
1297.03 892.895 1749.96 1
1300.92 887.934 1747.73 1
1296.28 891.718 1748.15 1
1298.62 885.808 1750.2 1
1296.11 875.356 1745.77 1
1300 867.246 1746.01 1
1301.08 879.106 1745.86 1
1296.05 874.431 1747.93 1
1296.09 874.453 1747.95 1
1301.03 877.369 1745.45 1
1300.93 887.276 1748.16 1
1296.44 884.427 1747.09 1
1296.09 873.927 1746.69 1
1296.11 873.948 1746.75 1
1295.98 873.534 1746.05 1
1295.99 873.49 1746.11 1
1301.18 881.926 1748.26 1
1295.94 873.93 1746.77 1
1295.96 873.904 1746.84 1
1296.01 873.602 1745.87 1
1298.38 885.889 1750.02 1
1296.27 875.823 1745.74 1
1296.27 875.797 1745.77 1
1296.26 875.834 1745.81 1
1296.27 905.696 1750.94 1
1299.81 865.964 1745.59 1
1296.56 884.329 1747.47 1
1300.24 869.748 1745.65 1
1300.92 876.999 1745.36 1
1300.48 896.887 1747.51 1
1300.05 867.658 1746.13 1
1298.32 909.003 1748.65 1
1299.6 864.721 1745.34 1
1295.37 868.491 1747.83 1
1297.29 875.852 1749.52 1
1295.62 870.642 1746.02 1
1300.9 878.4 1745.53 1
1299.35 879.511 1749.89 1
1295.86 872.8 1746.51 1
1295.83 872.823 1746.45 1
1295.85 872.857 1746.51 1
1296 874.359 1746.01 1
1301.1 878.058 1746.14 1
1295.95 873.35 1746.42 1
1299.13 862.574 1745.51 1
1299.1 862.624 1745.48 1
1295.76 871.326 1746.01 1
1295.74 871.302 1746.06 1
1295.8 871.33 1746.02 1
1295.75 871.338 1746.04 1
1301 878.382 1746.36 1
1295.85 872.602 1745.53 1
1295.85 872.57 1745.5 1
1295.81 872.546 1745.52 1
1298.54 881.433 1750.02 1
1295.85 873.073 1746.64 1
1295.87 873.124 1746.68 1
1295.86 873.126 1746.64 1
1295.56 869.243 1745.33 1
1298.61 886.364 1749.98 1
1295.81 872.652 1746.89 1
1295.9 870.969 1745.32 1
1295.91 873.287 1746.73 1
1298.47 885.521 1750.01 1
1298.78 885.451 1750.02 1
1300.88 876.739 1747.97 1
1300.04 867.644 1746.55 1
1300.04 867.658 1746.59 1
1299.99 867.682 1746.54 1
1296.29 876.014 1745.86 1
1295.91 871.122 1746.08 1
1294.84 865.539 1745.46 1
1296.12 874.43 1745.53 1
1296.17 874.399 1745.55 1
1295.69 871.604 1746.87 1
1296.15 891.924 1748.42 1
1295.91 895.109 1748.57 1
1295.89 895.098 1748.51 1
1295.82 895.779 1747.1 2
1295.82 895.812 1747.12 1
1301.01 877.725 1746.1 1
1300.89 878.113 1745.7 1
1299.67 902.369 1748.35 1
1295.45 868.47 1746.19 1
1296.17 873.365 1745.96 1
1298.9 862.431 1745.93 1
1300.93 878.744 1745.51 1
1298.57 885.801 1750.2 1
1299.16 862.563 1745.94 1
1300.74 894.377 1747.45 1
1295.66 870.848 1745.62 1
1299.02 861.879 1745.97 1
1299.8 867.606 1745.89 1
1299.8 867.571 1745.94 1
1296.35 891.69 1747.87 1
1296.1 875.66 1745.55 1
1296.08 892.175 1748.16 1
1299.27 879.528 1749.69 1
1295.67 871.167 1745.58 1
1296.33 878.905 1746.83 1
1300.7 894.321 1748.47 1
1298.07 891.932 1750.39 1
1299.35 904.459 1746.79 1
1296.44 880.619 1747.51 1
1296.15 876.28 1746.04 1
1295.91 873.52 1745.9 1
1297.4 874.923 1749.55 1
1300.97 877.857 1746.2 1
1300.39 897.468 1747.42 1
1300.42 897.432 1747.44 1
1296.27 891.821 1748.43 1
1295.72 871.653 1746.15 1
1299.51 879.035 1749.57 1
1301.14 878.072 1745.39 1
1295.44 869.551 1746.62 1
1295.82 871.031 1746.01 1
1298.68 885.602 1750.06 1
1295.62 870.991 1745.85 1
1300.68 894.408 1748.54 1
1297.17 909.023 1750.71 1
1298.98 861.75 1745.54 1
1298.92 861.7 1745.53 1
1295.4 868.402 1745.32 1
1295.43 868.349 1745.38 1
1294.87 865.74 1745.35 1
1294.87 865.773 1745.31 1
1295.61 870.679 1745.58 1
1296.2 876.263 1747.03 1
1298.54 885.278 1750.03 1
1297.92 885.681 1749.87 1
1295.64 871.133 1746.24 1
1295.63 871.099 1746.3 1
1300.69 895.255 1747.16 1
1296.02 873.505 1746.42 1
1295.09 867.066 1746.27 1
1296.07 873.288 1747.09 1
1301.01 878.785 1746.35 1
1295.77 871.925 1746.84 1
1295.87 871.123 1746.04 1
1301.01 888.477 1748.23 1
1295.84 871.99 1746.87 1
1301.14 879.324 1745.59 1
1301.12 879.271 1745.55 1
1301.16 879.303 1745.57 1
1298.25 891.261 1750.42 1
1300.49 896.666 1747.3 1
1300.52 896.645 1747.35 1
1300.5 896.624 1747.29 1
1300.98 886.637 1747.73 1
1301.1 878.001 1745.7 1
1301.14 877.989 1745.66 1
1301.14 878.034 1745.66 1
1301.14 878.042 1745.71 1
1300.63 894.766 1748.28 1
1300.69 894.77 1748.28 1
1295.62 870.824 1745.9 1
1298.38 885.717 1750.19 1
1301 879.489 1745.7 1
1300.44 896.459 1747.39 1
1301.07 878.915 1745.88 1
1300.12 868.136 1746.31 1
1295.64 869.997 1748.05 1
1301.16 879.198 1745.58 1
1296.07 873.634 1745.73 1
1298.46 885.538 1750.18 1
1296.43 887.111 1747.2 1
1295.13 867.19 1746.63 1
1295.12 867.152 1746.64 1
1301.14 878.051 1745.47 1
1300.64 890.597 1749.04 1
1296.12 873.382 1745.59 1
1295.8 871.193 1745.84 1
1295.94 872.399 1746.97 1
1301 877.177 1745.61 1
1295.3 868.453 1745.55 1
1295.78 895.613 1747.02 1
1296.1 875.203 1745.88 1
1295.53 868.833 1747.76 1
1295.48 868.786 1747.76 1
1296.49 880.719 1747.53 1
1299.06 862.291 1745.67 1
1299.08 862.269 1745.64 1
1299.07 862.326 1745.68 1
1301.2 879.732 1746.02 1
1298.84 862.2 1745.46 1
1295.97 873.151 1745.75 1
1295.66 871.173 1746.25 1
1295.67 871.211 1746.31 1
1296.1 872.811 1746.31 1
1296.11 874.226 1746.69 1
1300.02 867.457 1745.77 1
1295.92 873.553 1745.44 1
1296.01 874.735 1747.31 1
1296.16 891.959 1748.5 1
1296.5 880.885 1747.24 1
1299.59 864.781 1745.38 1
1299.57 864.765 1745.33 1
1296.5 884.389 1747.34 2
1301 878.25 1745.4 1
1300.57 894.536 1748.1 1
1300.61 894.509 1748.13 1
1295.38 869.184 1747.38 1
1295.53 869.972 1746.22 1
1295.53 869.948 1746.25 1
1296.22 876.061 1747.26 1
1295.77 870.659 1745.35 1
1295.79 870.698 1745.31 1
1298.47 885.69 1750.04 1
1295.85 872.816 1746.86 1
1295.76 872.234 1747.35 1
1296.37 877.093 1745.81 1
1298.38 885.587 1749.99 1
1300.9 878.233 1745.5 1
1299.21 863.021 1745.38 1
1299.25 863.022 1745.42 1
1295.96 871.695 1745.8 1
1301.03 878.71 1746.37 1
1301.12 877.8 1745.83 1
1296.44 884.504 1747.45 1
1296.44 884.493 1747.5 1
1301.06 878.434 1745.62 1
1296.03 872.4 1746.81 1
1301 877.598 1746.13 1
1296.39 876.428 1747.32 1
1296.38 876.389 1747.31 1
1301.01 877.144 1745.96 1
1295.94 872.407 1746.9 1
1296.4 877.188 1745.8 1
1296.42 877.148 1745.79 1
1298.1 885.891 1749.92 1
1294.84 865.609 1745.4 1
1295.38 868.407 1747.74 1
1300.78 876.802 1748 1
1300.73 894.508 1748.42 1
1300.84 877.509 1745.41 1
1300.84 877.46 1745.39 1
1300.87 877.484 1745.34 1
1295.2 867.934 1745.78 1
1296.8 865.286 1749.43 1
1295.75 870.974 1745.41 1
1295.73 871.006 1745.41 1
1295.72 870.989 1745.35 1
1296.39 888.402 1745.65 1
1301.11 878.02 1746.02 1
1298.97 862.514 1745.34 1
1295.77 871.253 1745.31 1
1295.97 872.998 1746.94 1
1301.02 877.62 1745.46 1
1296.45 880.691 1747.48 1
1296.48 880.675 1747.46 1
1296.43 880.656 1747.51 1
1295.7 871.438 1746.22 1
1301.24 886.414 1747.41 1
1301.16 881.141 1748.09 1
1301.01 878.661 1746.48 1
1295.52 869.992 1745.95 1
1295.5 870.022 1746 1
1295.52 870.027 1745.94 1
1300.01 867.319 1745.96 2
1300.01 867.286 1746 1
1300.03 867.318 1746 1
1296.35 888.495 1745.81 1
1296.34 876.04 1745.98 1
1298.81 903.449 1749.78 1
1295.94 872.687 1745.73 1
