x z r
1296.85 1744.93 2.56974
1296.45 1745.1 2.46191
1301 1747.86 4.01267
1296.42 1745.95 1.65435
1297.83 1749.87 2.50706
1296.54 1747.82 0.560179
1299.67 1749.84 3.54911
1297.51 1749.63 2.18674
1297.23 1749.3 1.8151
1301.16 1745.74 4.51632
1298.28 1749.87 2.69337
1296.58 1748.21 0.828765
1301.02 1746.48 4.1432
1297.15 1749.14 1.64439
1301.02 1745.71 4.40094
1296.52 1747.26 0.532815
1301.14 1746.31 4.31107
1296.52 1745.82 1.75032
1299.92 1749.95 3.81377
1297.42 1749.57 2.11455
1297.38 1749.37 1.90393
1296.49 1745.97 1.61257
1300.77 1749.05 4.07761
1297.47 1749.68 2.23264
1296.54 1747.98 0.6646
1298.06 1749.8 2.53653
1296.73 1745.09 2.42284
1301.2 1744.95 4.90964
1297.38 1749.47 2.00785
1301.27 1747.37 4.26857
1300.88 1745.11 4.55657
1296.52 1748.55 1.15201
1300.43 1749.51 3.97437
1296.66 1748.51 1.06561
1298.42 1750.16 3.01764
1300.63 1749.05 3.95003
1299.57 1750.08 3.64386
1301 1748.67 4.16909
1301.19 1747.75 4.19486
1301.19 1747.18 4.20147
1299.96 1749.94 3.83348
1300.9 1748.51 4.02316
1298.81 1749.94 3.0373
1301.06 1748.59 4.19982
1301.07 1746.46 4.20574
1301.25 1748 4.2828
1301.17 1746.04 4.41821
1301.3 1745.13 4.91149
1296.68 1746.73 0.834396
1300.93 1748.31 4.0096
1301.05 1747.72 4.0553
1300.85 1748.55 3.9883
1296.98 1749.26 1.75788
1301.12 1747.66 4.12798
1300.91 1749.03 4.19678
1296.7 1748.98 1.50976
1299.17 1750 3.30574
1300.79 1749.21 4.16186
1297.27 1749.63 2.1516
1296.85 1745.1 2.4089
1296.6 1747.38 0.421861
1296.41 1746.13 1.4941
1296.47 1746.58 1.06006
1297.1 1749.08 1.58556
1296.69 1748.1 0.672261
1301.05 1747.18 4.05899
1299.17 1750.18 3.44816
1298.6 1750.1 3.05085
1296.97 1749.33 1.82805
1296.49 1747.4 0.519555
1298.51 1750.21 3.09989
1299.87 1749.9 3.74519
1301.02 1745.88 4.33614
1300.61 1749 3.90809
1297.17 1749.26 1.76443
1301.06 1745.02 4.7575
1296.53 1747.13 0.595778
1301.12 1748.57 4.25425
1300.2 1749.57 3.80924
1301.1 1746.72 4.1737
1296.53 1745.17 2.37936
1300.78 1748.73 3.97834
1301.01 1748.85 4.23458
1300.95 1748.45 4.06626
1296.75 1748.93 1.44733
1301.12 1746.85 4.16981
1296.68 1748.07 0.655205
1298.66 1749.95 2.95618
1301.15 1748.35 4.23696
1301 1747.5 3.99672
1299.97 1749.65 3.66814
1296.88 1748.93 1.43604
1298.88 1750 3.12347
1300.86 1748.63 4.02446
1296.69 1745.53 1.99327
1297.3 1749.29 1.81881
1296.8 1748.71 1.22443
1298.17 1750.13 2.87913
1301.17 1745.87 4.47465
1298.16 1749.96 2.71969
1296.46 1747.16 0.636859
1300.25 1749.43 3.77667
1300.74 1749.19 4.10745
1296.48 1745.99 1.59359
1299.39 1750.15 3.57379
1296.6 1745.57 1.97017
1297.12 1749.41 1.91346
1298.27 1749.99 2.79923
1296.69 1748.12 0.690396
1300.93 1748.38 4.0307
1297.99 1749.79 2.4931
1301 1747.28 4.00707
1301 1747.45 4.00446
1300.19 1749.46 3.73984
1298.42 1750.17 3.02368
1296.48 1746.5 1.12568
1296.75 1748.37 0.907814
1296.67 1745.93 1.60218
1301.24 1745.8 4.57044
1296.57 1748.1 0.735198
1300.39 1749.47 3.9205
1301.02 1746.56 4.12509
1297.13 1749.51 2.01419
1296.62 1746.24 1.31536
1301.1 1745.22 4.68599
1297.96 1749.95 2.63072
1301.22 1748.08 4.25745
1297.45 1749.53 2.07584
1299.09 1750.07 3.31085
1297.06 1749.1 1.60218
1301.05 1745.08 4.71802
1296.62 1745.24 2.29641
1299.1 1750.11 3.34694
1296.55 1748.48 1.08098
1301.28 1746.2 4.47417
1299.3 1750.01 3.40845
1296.76 1745.16 2.35341
1297.59 1749.82 2.39682
1299.47 1750.01 3.51892
1296.69 1745.98 1.54718
1297.43 1749.51 2.05126
1296.91 1749.26 1.7669
1296.6 1748.3 0.8946
1296.67 1747.04 0.567172
1301.01 1746.83 4.06905
1298.13 1749.97 2.71626
1296.65 1745.3 2.23188
1301.19 1744.98 4.89562
1300.82 1748.62 3.98181
1297.59 1749.57 2.14888
1296.68 1744.95 2.57191
1300.38 1749.64 3.99735
1298.12 1749.9 2.65274
1301.22 1746.3 4.38464
1301.11 1745.72 4.47852
1296.48 1747.16 0.617289
1300.84 1749.14 4.17549
1299.92 1749.83 3.73463
1296.73 1748.33 0.875708
1300.74 1749.15 4.08583
1301.04 1747.41 4.04085
1301.24 1745.25 4.79564
1296.72 1748.28 0.830871
1300.42 1749.44 3.93444
1296.47 1746.82 0.860043
1299.32 1749.96 3.3877
1299.19 1750.19 3.4681
1298.16 1750.01 2.77089
1300.96 1748.56 4.1027
1296.52 1745.79 1.77644
1296.63 1746.69 0.888371
1300.88 1748.46 3.99602
1297.6 1749.68 2.2578
1301.07 1745.08 4.73333
1296.84 1748.63 1.14584
1300.37 1749.56 3.94596
1301.05 1748.14 4.09775
1296.63 1748.49 1.05419
1299.4 1749.95 3.42849
1300.72 1748.97 3.99739
1299.74 1749.73 3.53106
1301.13 1746.98 4.16565
1296.58 1746.91 0.723996
1300.94 1748.56 4.07628
1296.47 1748.36 1.0039
1301.12 1747.18 4.13313
1297.14 1749.13 1.6395
1301.29 1745.85 4.5983
1297.02 1749.1 1.59714
1296.6 1746.29 1.27461
1298.77 1750.01 3.07283
1296.62 1745.58 1.95599
1300.88 1748.82 4.10021
1299.2 1749.99 3.32622
1300.15 1749.7 3.84148
1301.02 1745.77 4.38069
1296.65 1747.34 0.381397
1296.51 1746.14 1.4433
1301.22 1748.19 4.27933
1296.61 1745.92 1.62882
1301.11 1748.62 4.26037
1301.02 1748.83 4.2307
1301.24 1747.07 4.26032
1297.14 1749.32 1.8214
1296.58 1748.04 0.68348
1296.54 1745.74 1.815
1299.76 1749.79 3.59101
1296.61 1747.72 0.453272
1296.58 1745.69 1.86313
1297.69 1749.61 2.21785
1297.15 1749.52 2.02251
1297.72 1749.88 2.48297
1298.65 1750.02 3.01202
1298.15 1749.93 2.69413
1296.54 1746.71 0.916944
1301.13 1747.23 4.14246
1301.17 1747.59 4.17062
1300.99 1747.65 3.99452
1296.53 1746.9 0.760881
1300.08 1749.64 3.7465
1296.45 1746.51 1.13383
1301.1 1746.06 4.34677
1296.83 1748.75 1.25818
1300.99 1745.24 4.58737
1296.66 1747.65 0.36806
1301.08 1744.97 4.79852
1298.93 1750.13 3.26693
1296.69 1748.7 1.23875
1299.05 1750.06 3.27793
1296.55 1748.4 1.00442
1301.13 1747.27 4.13405
1299.18 1750.16 3.43817
1300.92 1748.32 4.00637
1296.64 1747.68 0.401917
1298.49 1750.1 2.99618
1296.49 1746.65 0.993188
1297.38 1749.52 2.05699
1296.5 1747.04 0.679819
1301.09 1746.13 4.30786
1296.61 1748.09 0.704869
1296.63 1748.24 0.830214
1296.47 1747 0.73295
1301.19 1747.27 4.201
1298.89 1749.93 3.07894
1300.6 1749.43 4.0803
1296.68 1748.04 0.626736
1296.4 1747.42 0.606079
1301.19 1746.67 4.27443
1301.19 1747.6 4.19212
1299.53 1749.81 3.42796
1301.15 1745.94 4.43177
1296.66 1745 2.52391
1296.79 1744.92 2.58967
1296.56 1746.55 1.04221
1300.1 1749.54 3.71014
1301.28 1746.54 4.3854
1301.19 1747.65 4.19536
1301.11 1746.62 4.20027
1299.14 1750.12 3.37832
1301.07 1747.62 4.068
1296.63 1746.99 0.633123
1301.27 1747.18 4.27928
1296.44 1747.58 0.562238
1297.93 1749.76 2.44256
1301.08 1747.46 4.0812
1301.14 1746.19 4.34201
1301.3 1745.27 4.84191
1297.1 1749.07 1.5712
1300.63 1749.01 3.93375
1296.67 1747.21 0.439644
1298.2 1749.96 2.73832
1296.53 1748.1 0.758609
1300.09 1749.84 3.87265
1296.42 1745.52 2.05919
1298.24 1749.9 2.69994
1296.81 1748.52 1.04186
1296.52 1747.82 0.581117
1301.03 1745.17 4.65756
1296.77 1748.9 1.42341
1297.91 1749.72 2.39713
1297.45 1749.63 2.1768
1301.28 1746.5 4.39544
1301.16 1746.24 4.34647
1300.38 1749.41 3.88031
1299.51 1750.11 3.61606
1301.08 1748.7 4.24817
1301.16 1746.64 4.24511
1296.43 1747.54 0.570538
1297.12 1749.09 1.59236
1298.01 1749.89 2.59797
1296.67 1746.96 0.636242
1296.75 1748.34 0.881076
1297.51 1749.51 2.07212
1300.81 1748.78 4.0224
1301.21 1746.64 4.30244
1301.04 1746.23 4.23131
1300.88 1748.46 3.99568
1298.2 1749.9 2.68566
1299.04 1749.95 3.18173
1298.62 1750.11 3.07081
1296.49 1745.16 2.39335
1301.17 1747.88 4.19159
1298.7 1750.19 3.179
1300.31 1749.35 3.78823
1299.27 1750 3.37729
1296.4 1747.6 0.607695
1300.93 1748.3 4.01049
1296.73 1748.77 1.3
1296.98 1748.93 1.4297
1301.07 1747.9 4.0914
1296.68 1748.35 0.905249
1296.54 1747.13 0.58956
1296.6 1748.58 1.14622
1300.99 1748.63 4.14334
1300.6 1749.03 3.90909
1296.4 1747.25 0.653805
1296.53 1745.9 1.66631
1297.76 1749.87 2.4883
1300.55 1749.29 3.97538
1296.53 1747.29 0.517451
1296.43 1745.32 2.24868
1300.81 1749.04 4.11413
1301.15 1746 4.41547
1297.13 1749.4 1.90432
1296.64 1746.07 1.47935
1301.2 1745.31 4.73434
1297.69 1749.82 2.4225
1301.01 1746.19 4.22069
1296.67 1746.98 0.612779
1301.17 1745.07 4.83038
1301.01 1745.07 4.69218
1301.15 1748.18 4.20983
1296.65 1748.76 1.31011
1300.95 1748.2 4.00957
1296.42 1746.55 1.11471
1300.94 1748.81 4.15103
1296.57 1745.19 2.35347
1299.1 1750.19 3.41073
1301.02 1748.15 4.07095
1300.09 1749.79 3.84825
1296.69 1748.41 0.96046
1297.89 1749.71 2.38059
1296.75 1748.93 1.45582
1296.47 1747.47 0.535221
1301 1746.84 4.05448
1300.88 1748.93 4.13291
1298.29 1750.09 2.8965
1296.6 1746.92 0.699868
1296.57 1745.5 2.04875
1301.02 1747.77 4.03144
1296.54 1748.61 1.20261
1300.64 1749.35 4.08299
1297.51 1749.62 2.18178
1299.33 1750.06 3.4626
1299.84 1749.99 3.7816
1296.55 1747.39 0.462226
1296.95 1748.94 1.44583
1296.42 1746.28 1.35203
1301.12 1747.74 4.13083
1299.83 1749.76 3.62144
1296.67 1747.34 0.36458
1296.56 1746.18 1.38694
1296.58 1747.1 0.579111
1296.62 1745.56 1.97489
1296.67 1747.84 0.473897
1298.38 1750.05 2.90182
1301.08 1745.97 4.35256
1301 1747.36 4.00053
1296.66 1746.21 1.33195
1297.82 1749.98 2.60942
1301.28 1746.32 4.43988
1301 1746.87 4.05424
1301.22 1745.86 4.52368
1297.76 1749.65 2.27948
1301.21 1746.58 4.31006
1296.67 1746.82 0.753689
1301.18 1746.14 4.391
1301.02 1746.05 4.27604
1298 1749.79 2.49775
1298.59 1750.03 2.98738
1296.68 1746.45 1.1007
1300.12 1749.69 3.81294
1296.57 1745.35 2.1946
1296.66 1746.83 0.754749
1301.09 1746.39 4.24277
1301.11 1745.94 4.40031
1296.55 1745.99 1.57376
1301.29 1746.2 4.48396
1301.26 1747.71 4.26493
1296.48 1746.63 1.01609
1299.65 1750.02 3.65764
1301.16 1745.17 4.7652
1301.19 1747.31 4.19516
1300.16 1749.68 3.83544
1299.86 1749.86 3.70598
1301.2 1746.91 4.24576
1298.02 1750.09 2.78273
1296.69 1745.73 1.80189
1298.6 1749.96 2.93633
1300.05 1749.73 3.78031
1301.3 1745.25 4.85068
1298.36 1750.03 2.87423
1296.77 1748.97 1.49225
1296.79 1744.95 2.55547
1296.41 1746.44 1.21306
1296.61 1748.41 0.99228
1296.5 1746.5 1.12157
1301.29 1745.85 4.5978
1296.66 1747.5 0.340073
1296.47 1746.13 1.47029
1301.04 1748.44 4.14905
1301.14 1747.57 4.1375
1300.89 1745.2 4.5175
1296.57 1746.71 0.897778
1300.94 1745.19 4.5667
1298.89 1749.94 3.08593
1300.96 1748.38 4.05373
1296.6 1748.78 1.33836
1296.53 1746.57 1.03948
1301.23 1746.11 4.45538
1301.12 1748.16 4.17216
1301.24 1745.53 4.67611
1296.76 1748.38 0.910925
1301 1747.79 4.01154
1296.57 1745.56 1.98561
1301.02 1746.8 4.07592
1300.72 1748.81 3.94627
1300.97 1748.13 4.01658
1300.05 1749.57 3.68269
1296.54 1747.61 0.469353
1300.15 1749.81 3.90366
1296.67 1747.25 0.414785
1301.08 1747.28 4.08794
1301.11 1745.26 4.68371
1299.04 1749.99 3.21408
1297.92 1750.05 2.70956
1297.31 1749.53 2.05189
1299.85 1749.95 3.75769
1298.19 1749.85 2.63287
1298.36 1750.09 2.92672
1300.07 1749.86 3.87475
1298.12 1749.97 2.71525
1296.73 1748.96 1.48448
1297.54 1749.8 2.35729
1301.09 1745.19 4.69377
1301.1 1748.12 4.14441
1297.36 1749.64 2.16723
1301.3 1745.02 4.9644
1296.58 1745.11 2.43049
1301.04 1745.24 4.6315
1296.52 1748.24 0.879399
1301.07 1747.51 4.07274
1300.74 1749.27 4.13817
1296.69 1746.3 1.24401
1298.75 1750.01 3.05827
1296.42 1745.77 1.82526
1301.16 1746.52 4.27888
1296.58 1748.51 1.09541
1300.82 1748.62 3.98162
1301.26 1747.18 4.26959
1300.9 1745.09 4.58821
1301.23 1748.18 4.28549
1296.61 1745.45 2.088
1296.7 1745.69 1.83728
1300.88 1745.23 4.49722
1300.01 1749.59 3.66619
1301.2 1747.78 4.21282
1296.39 1747.77 0.665802
1301.17 1746.15 4.38051
1300.84 1748.58 3.98813
1299.48 1749.97 3.4952
1297.15 1749.17 1.67238
1298.63 1750.15 3.10587
1296.4 1747.7 0.62974
1296.52 1745.14 2.4091
1298.48 1749.97 2.88341
1300.47 1749.2 3.86372
1297.3 1749.57 2.08801
1297.99 1749.78 2.48597
1296.57 1747.4 0.440218
1301.27 1746.59 4.36573
1299.74 1749.85 3.61277
1296.86 1748.83 1.33837
1298.35 1749.94 2.78952
1300.46 1749.26 3.8795
1301.02 1745.13 4.66518
1300.53 1749.42 4.01738
1301.27 1747.24 4.27968
1301.16 1746.17 4.36651
1296.68 1744.92 2.59824
1298.48 1749.89 2.81734
1299.68 1749.75 3.50165
1301.27 1747.45 4.26695
1296.45 1745.4 2.16742
1300.56 1749.06 3.88874
1301.09 1745.85 4.40942
1296.48 1745.43 2.13508
1296.58 1745.24 2.29643
1299.18 1750.19 3.46463
1300.51 1749.14 3.87494
1296.67 1747.44 0.331487
1300.88 1748.98 4.15057
1296.59 1748.54 1.11686
1301.01 1746.32 4.1782
1301.04 1746.85 4.09274
1297.98 1750.04 2.72339
1301.24 1746.29 4.40588
1296.55 1747.94 0.627659
1298.23 1750.09 2.8676
1300.6 1749.39 4.06771
1296.55 1746.15 1.42434
1296.56 1745.21 2.33054
1298.69 1749.95 2.97158
1297.24 1749.52 2.03612
1301.2 1746.99 4.23495
1296.59 1746.75 0.852664
1296.66 1747.78 0.441294
1301 1746.89 4.05116
1301.06 1746.34 4.22469
1301.22 1746.08 4.45399
1296.62 1746.75 0.8431
1296.61 1746.02 1.52872
1296.58 1747.04 0.620914
1297.49 1749.78 2.32815
1296.61 1747.61 0.402497
1296.57 1747.02 0.642034
1296.53 1748.41 1.02454
1296.7 1744.99 2.52582
1300.16 1749.81 3.9134
1301.03 1746.58 4.13247
1296.57 1745.27 2.27372
1298.97 1749.93 3.12421
1299.74 1749.74 3.53902
1301.11 1747.99 4.14401
1301.15 1745.41 4.64684
1296.75 1744.91 2.60518
1298.53 1750.05 2.97104
1296.55 1747.05 0.635894
1301.19 1744.97 4.8931
1296.48 1748.11 0.804819
1296.64 1747.36 0.387893
1299.06 1749.94 3.19381
1301.28 1746.76 4.34172
1296.74 1748.53 1.06711
1298.56 1749.96 2.91478
1301.18 1747.62 4.18451
1299.89 1749.76 3.67234
1301.05 1747.44 4.05389
1298.32 1750.16 2.97113
1296.57 1746.38 1.19749
1296.67 1747.44 0.336886
1296.45 1745.34 2.2307
1296.66 1747.78 0.438474
1296.47 1747.55 0.536714
1296.56 1746.98 0.679815
1301.01 1747.21 4.01984
1297.83 1749.71 2.36297
1297.45 1749.68 2.22193
1300.99 1744.98 4.72471
1298.33 1750 2.82927
1300.55 1749.24 3.94995
1301.02 1745.09 4.68975
1301.23 1744.98 4.92793
1296.53 1746.21 1.37084
1300.32 1749.52 3.88747
1296.68 1746.11 1.42558
1297.69 1749.64 2.24746
1301.1 1745.43 4.59186
1301.02 1745.69 4.41035
1296.74 1748.9 1.42597
1299.71 1749.84 3.58615
1301.07 1748.17 4.12827
1300.87 1748.87 4.10519
1301.11 1747.07 4.13502
1296.51 1746.6 1.02651
1301.28 1746.48 4.39753
1298.21 1750.1 2.86558
1296.57 1745.03 2.50192
1297.55 1749.55 2.12399
1296.6 1746.6 0.982058
1299.47 1749.86 3.41419
1297.61 1749.56 2.14823
1296.62 1745.05 2.47905
1297.84 1749.68 2.33694
1298.14 1750.13 2.86288
1298.46 1750.1 2.98194
1301.25 1746.42 4.38048
1297.16 1749.29 1.79492
1296.67 1746.76 0.808915
1301.08 1746.6 4.17441
1296.71 1745 2.51829
1301.27 1745.54 4.70287
1301.09 1747.6 4.09415
1296.55 1746.07 1.50293
1296.54 1747.92 0.623359
1297.78 1749.91 2.52804
1296.55 1745.03 2.50697
1298.67 1750.06 3.05124
1301.07 1747.71 4.07226
1300.61 1749.16 3.96961
1296.43 1747.64 0.589392
1299.74 1749.75 3.54828
1299.23 1750.07 3.40033
1296.56 1744.95 2.58476
1296.58 1747.76 0.49649
1301.14 1746.27 4.31717
1298.82 1750.2 3.26184
1301.01 1748.69 4.17992
1300.68 1749.2 4.04772
1301.25 1745.02 4.91854
1301.17 1748.05 4.21065
1301.15 1747.98 4.17537
1296.51 1745.49 2.06662
1296.45 1746.16 1.44814
1301.26 1746.33 4.4162
1297.47 1749.8 2.35135
1300.9 1748.6 4.05223
1296.7 1745.22 2.30147
1299.01 1750.21 3.36878
1296.57 1746.27 1.30339
1296.41 1746.7 0.988296
1296.77 1745.01 2.49752
1297.9 1749.85 2.5156
1296.68 1746.45 1.10112
1296.58 1746.17 1.39694
1296.54 1747.59 0.464529
1296.42 1745.27 2.30842
1301.11 1745.42 4.60295
1300.27 1749.65 3.91412
1300.91 1745.09 4.59609
1301.06 1748.31 4.14447
1296.88 1748.99 1.49036
1301.02 1746.03 4.27757
1297.85 1749.79 2.43972
1301.11 1747.48 4.11415
1301.05 1745.11 4.70099
1301.04 1748.33 4.12055
1296.52 1747.54 0.48305
1301.21 1746.39 4.35671
1301.09 1746.35 4.25276
1301.1 1747.85 4.11386
1297.68 1749.68 2.28379
1301.14 1748.21 4.19585
1297.04 1749.19 1.6892
1296.49 1746.25 1.3544
1296.61 1747.24 0.468114
1298.94 1749.97 3.14042
1296.98 1749 1.50307
1296.61 1745.33 2.20736
1296.49 1745.77 1.80794
1300.82 1749.04 4.11999
1296.69 1748.92 1.45163
1296.61 1748.56 1.12837
1301.28 1746.47 4.4
1300.72 1749.05 4.03181
1296.61 1748.79 1.34907
1301.29 1746.25 4.46489
1296.87 1749.2 1.70414
1299.82 1749.98 3.75701
1298.59 1750.13 3.07742
1301.29 1745.45 4.75647
1296.44 1747.12 0.682511
1300.86 1748.63 4.01798
1301 1747.29 4.00716
1299.71 1750 3.68258
1300.88 1748.86 4.11381
1301.07 1746.88 4.1204
1296.61 1746.33 1.23366
1297.22 1749.39 1.90089
1296.46 1747.74 0.592128
1301.27 1745.1 4.89865
1296.69 1745.51 2.01451
1296.42 1747.12 0.696394
1296.77 1749.06 1.57354
1301.17 1748.43 4.27458
1296.54 1747.57 0.466321
1301 1747.49 4.00036
1301.29 1745.64 4.67554
1296.46 1745.88 1.70849
1300.02 1749.88 3.84742
1301.22 1745.32 4.75146
1296.4 1747.67 0.623186
1297.41 1749.43 1.9701
1299.58 1750.07 3.64479
1296.67 1747.14 0.490307
1300.8 1748.95 4.07034
1301.01 1746.33 4.1774
1297.01 1749.15 1.64957
1296.57 1747.55 0.438168
1296.53 1748.32 0.948812
1300.99 1747.76 3.99521
1301.1 1748.44 4.20742
1297.86 1749.86 2.51146
1301.05 1748.03 4.08123
1301.03 1745.45 4.5194
1301.15 1747.25 4.15358
1296.67 1747.86 0.491937
1296.56 1744.99 2.54951
1296.4 1747.97 0.761316
1296.59 1745.04 2.49307
1301.07 1746.92 4.11485
1300.27 1749.64 3.90979
1301.18 1747.05 4.20304
1301.2 1747.51 4.20316
1300.68 1749.06 3.99408
1300.46 1749.37 3.93298
1296.71 1748.22 0.771947
1296.79 1748.69 1.20857
1300.62 1749.19 3.99626
1296.58 1746.63 0.97171
1301.08 1746.36 4.23826
1300.7 1749.06 4.01532
1300.63 1749.3 4.0521
1301.28 1747.02 4.30249
1299.06 1750.15 3.35416
1297.86 1750 2.64048
1296.97 1748.89 1.39191
1296.7 1748.15 0.720289
1296.46 1747.76 0.596096
1301.19 1746.98 4.22168
1298.05 1749.8 2.53348
1299.77 1749.76 3.57069
1296.6 1745.44 2.09654
1296.4 1746.79 0.928434
1301.07 1746.68 4.15076
1300.99 1747.77 3.99999
1296.95 1749.09 1.5931
1301.1 1748.62 4.25262
1300.08 1749.65 3.75407
1296.77 1748.62 1.14202
1296.5 1744.89 2.65822
1298.94 1749.98 3.15228
1297.03 1749.3 1.7955
1300.61 1749.24 4.01046
1296.47 1747.44 0.538029
1296.67 1747.99 0.595835
1300.84 1748.57 3.99007
1297.44 1749.76 2.29779
1296.59 1747.15 0.533656
1300.52 1749.53 4.06812
1297.09 1749.05 1.55432
1301.07 1746.89 4.11441
1300.91 1748.37 4.00794
1297.65 1749.79 2.37841
1297.66 1749.89 2.4766
1296.55 1747.66 0.473685
1297.37 1749.38 1.91486
1297.31 1749.59 2.11211
1301.06 1747.32 4.06566
1296.55 1747.46 0.456202
1301.21 1746.11 4.43507
1300.5 1749.23 3.90266
1301.08 1746.19 4.28632
1300.57 1749.06 3.8926
1296.5 1745.52 2.04545
1301.13 1747.89 4.15226
1296.68 1746.44 1.10984
1296.61 1746.6 0.978309
1301.09 1747.19 4.10112
1296.48 1744.95 2.60697
1301.27 1747.46 4.26976
1299.58 1750.01 3.59811
1300.31 1749.69 3.96819
1299.24 1750.03 3.37985
1296.53 1746.4 1.19371
1297.62 1749.55 2.1412
1297.44 1749.74 2.28539
1296.43 1745.17 2.40301
1296.8 1744.89 2.61613
1301.19 1746.77 4.25704
1298.99 1750.19 3.34508
1297.29 1749.66 2.17794
1301.06 1747.27 4.06289
1299.25 1749.93 3.31611
1296.55 1745.82 1.73647
1296.53 1746.36 1.2294
1296.47 1747.94 0.685523
1296.43 1745.71 1.87728
1300.51 1749.54 4.06526
1296.92 1749.12 1.62638
1301.15 1748.49 4.26127
1300.42 1749.56 3.99195
1296.47 1747.55 0.536938
1299.37 1750.14 3.5449
1301.2 1748.3 4.27803
1300.31 1749.34 3.79019
1296.57 1745.76 1.79111
1296.97 1749.16 1.66488
1297.18 1749.27 1.78118
1298.93 1750.06 3.20837
1296.71 1745.2 2.32152
1298.03 1750.06 2.76418
1300.67 1748.92 3.92986
1296.85 1744.98 2.52369
1300.3 1749.71 3.97625
1301.05 1747.64 4.05223
1296.4 1747.84 0.690569
1299.94 1749.82 3.75053
1299.65 1749.8 3.50616
1298.75 1749.99 3.043
1298.87 1750.18 3.27089
1296.57 1746.53 1.06148
1300 1749.64 3.68235
1296.57 1747.23 0.505557
1296.55 1746.45 1.14333
1296.68 1746.43 1.11737
1296.55 1748.18 0.819486
1301.07 1747.06 4.09855
1297.09 1749.07 1.57272
1296.81 1748.88 1.39057
1300.31 1749.58 3.90849
1300.89 1745.01 4.61216
1296.78 1748.85 1.36528
1297.92 1749.82 2.49953
1296.45 1747.04 0.718439
1301.04 1748.38 4.13104
1296.41 1746.69 1.00325
1298.3 1750.03 2.84023
1296.44 1746.17 1.44079
1300.96 1748.78 4.15717
1296.53 1747.23 0.538143
1301 1747.1 4.02234
1300.27 1749.67 3.92641
1301.18 1747.12 4.19913
1296.83 1748.92 1.42619
1301.08 1747.64 4.08614
1296.55 1746.49 1.10518
1296.63 1746.19 1.35835
1296.55 1745.36 2.19011
1297.44 1749.43 1.98187
1297.99 1749.84 2.5364
1301.19 1745.03 4.86254
1300.94 1744.95 4.69464
1298.01 1749.85 2.55868
1296.84 1748.79 1.2987
1298.8 1749.94 3.03066
1296.69 1746.14 1.39594
1296.87 1748.99 1.49552
1296.85 1745.07 2.42979
1296.54 1746.47 1.12988
1301.24 1745.12 4.86408
1301.2 1747.04 4.22885
1301.06 1747.49 4.06229
1296.61 1747.12 0.549026
1298.92 1750.09 3.22834
1296.66 1747.6 0.350469
1301.07 1745.79 4.41162
1296.74 1748.49 1.02241
1300.14 1749.5 3.72475
1299.9 1749.66 3.61799
1296.61 1747.46 0.39169
1297.96 1749.78 2.47563
1297.78 1749.74 2.36943
1300.92 1748.33 4.0058
1300.76 1748.87 4.00397
1301.03 1745.32 4.5769
1299.31 1749.89 3.32069
1299.19 1750.03 3.34639
1296.41 1746.92 0.825431
1298.86 1750.22 3.29456
1298.16 1749.84 2.61163
1296.69 1745.62 1.90768
1300.88 1748.68 4.05898
1301.15 1746.78 4.21099
1296.61 1746.84 0.772611
1296.42 1745.37 2.20179
1298.97 1750.05 3.22034
1296.44 1744.97 2.59326
1299.67 1749.83 3.54323
1296.42 1745.94 1.6612
1296.83 1745.07 2.43965
1300.1 1749.65 3.77435
1296.42 1745.46 2.11631
1300.91 1748.75 4.10543
1297.83 1750 2.63966
1301.07 1747.04 4.09237
1296.48 1747.76 0.582818
1301.22 1746.43 4.35553
1296.81 1748.56 1.08036
1296.52 1746.63 0.993604
1301.02 1746.66 4.10574
1301.03 1745.18 4.64546
1297.15 1749.53 2.03546
1297.96 1749.82 2.50582
1300.62 1749.25 4.02353
1300.23 1749.66 3.88769
1296.72 1745.18 2.33592
1300.94 1748.66 4.1117
1300.04 1749.56 3.66623
1296.67 1746.62 0.939463
1296.41 1746.73 0.970846
1301.16 1745.03 4.84056
1300.93 1745.22 4.53797
1296.88 1748.91 1.41059
1301.24 1746.83 4.29309
1296.4 1747.79 0.664317
1296.41 1746.44 1.21761
1296.55 1748.07 0.721255
1300.97 1745.09 4.6449
1297.18 1749.34 1.84625
1301.21 1746.95 4.24847
1297.71 1749.78 2.39324
1299.41 1749.85 3.36666
1296.69 1745.48 2.03949
1301.23 1745.91 4.5165
1301.17 1745.58 4.59548
1299.42 1750.13 3.56883
1301.08 1746.19 4.28205
1301.19 1745.44 4.67201
1299.69 1749.93 3.62807
1297.11 1749.3 1.80809
1299.45 1749.93 3.44818
1298.51 1750.12 3.02478
1296.62 1745.41 2.12671
1299.91 1749.89 3.76689
1300.91 1745.07 4.60535
1296.95 1749.01 1.51123
1301.01 1745.28 4.58506
1296.4 1747.28 0.641331
1300.06 1749.54 3.68093
1301.26 1747.74 4.26777
1298.46 1750.05 2.94195
1300.4 1749.28 3.83672
1297.26 1749.25 1.76925
1296.54 1747.02 0.666335
1297.61 1749.89 2.46617
1296.85 1745.15 2.35187
1299.78 1750.02 3.75281
1300.78 1749.06 4.08791
1296.63 1748.04 0.658316
1299.12 1749.92 3.21724
1300.82 1749.18 4.1721
1300.24 1749.76 3.94786
1296.42 1747.7 0.614459
1301.06 1748.74 4.24677
1296.72 1745.19 2.32981
1301.12 1746.47 4.24946
