x z r
1298.98 1750.05 3.22859
1299.14 1749.91 3.22465
1299.7 1749.75 3.51492
1301.18 1745.57 4.60521
1296.5 1745.54 2.02249
1299.98 1749.8 3.7677
1301.24 1748.09 4.28399
1296.87 1749.18 1.68606
1296.5 1748.49 1.11146
1300.47 1749.56 4.03581
1301.02 1745.38 4.54351
1296.68 1746.78 0.790547
1296.73 1748.67 1.19739
1296.55 1746.74 0.889728
1300.27 1749.48 3.82846
1296.63 1745.73 1.8126
1296.63 1745.54 1.98961
1298.84 1750.21 3.2762
1298.08 1750.07 2.7909
1296.68 1748.37 0.92614
1301.09 1745.65 4.48843
1296.6 1746.54 1.04418
1296.67 1747.39 0.345864
1297.34 1749.6 2.12583
1299.1 1750.2 3.42523
1299.33 1750.03 3.43745
1298.05 1750 2.70644
1300.24 1749.56 3.83566
1296.75 1748.57 1.10086
1296.48 1748.41 1.04778
1301.01 1748.63 4.16835
1297.58 1749.75 2.32324
1301.28 1746.41 4.41876
1296.71 1748.47 1.01435
1297.05 1749.1 1.5967
1298.38 1750.09 2.93589
1298.36 1749.95 2.79638
1300.57 1749.38 4.03446
1300.38 1749.54 3.94946
1296.55 1745.04 2.50298
1301.29 1746.4 4.42777
1301.03 1747.46 4.03472
1300.43 1749.31 3.87963
1297.83 1749.96 2.59425
1296.6 1748.36 0.947483
1296.6 1746.47 1.10947
1301.04 1748.14 4.09337
1301.14 1746.52 4.25858
1299.94 1749.66 3.6498
1296.58 1747.62 0.4336
1301.27 1747.27 4.27273
1299.82 1749.9 3.70538
1301.26 1747.93 4.28229
1299.77 1750.02 3.74021
1296.54 1748.34 0.955315
1299.53 1750.03 3.57884
1297.84 1749.77 2.4253
1298.03 1749.83 2.54249
1301.2 1745.39 4.6982
1296.54 1745.58 1.96998
1300.96 1748.13 4.01061
1298.64 1750.03 3.0146
1296.84 1745.17 2.33772
1301.14 1746.85 4.18557
1299.75 1749.81 3.5964
1297.37 1749.45 1.98866
1297.62 1749.63 2.21567
1299.83 1749.69 3.57795
1300.05 1749.55 3.67622
1301.01 1744.96 4.74863
1299.74 1749.86 3.6155
1301.08 1746.15 4.29736
1296.49 1747.77 0.579652
1296.67 1745 2.52224
1299.7 1749.76 3.5228
1300.06 1749.87 3.87618
1299.42 1750.07 3.53346
1300.9 1748.96 4.16053
1298.69 1750.06 3.06853
1301.12 1745.08 4.77793
1298.1 1749.94 2.67196
1301.02 1745.5 4.49363
1300.76 1749.04 4.05775
1301.04 1747.92 4.05904
1297.43 1749.69 2.23339
1297.41 1749.74 2.27789
1299.14 1750.06 3.33924
1296.45 1747.4 0.563047
1301.17 1745.55 4.60701
1301.07 1745.64 4.47356
1297.02 1749 1.49641
1299.9 1749.95 3.79453
1297.95 1750.05 2.72417
1300.72 1748.97 4.00597
1301.15 1748.5 4.26951
1301.03 1745.52 4.48614
1298.78 1750.12 3.16467
1296.45 1747.36 0.565615
1297.39 1749.72 2.25618
1296.68 1747.99 0.586963
1301.24 1744.99 4.92438
1301.13 1745.95 4.40944
1301.02 1747.93 4.04665
1301.07 1748.26 4.14132
1296.49 1746.58 1.05509
1301.07 1745.37 4.5972
1301.01 1747.06 4.03414
1301.25 1747.79 4.25635
1296.68 1746.59 0.968995
1296.69 1745.95 1.58494
1297.44 1749.45 2.00248
1296.62 1745.42 2.11841
1296.54 1747.05 0.647098
1298.37 1750.14 2.97606
1301.2 1746.22 4.39126
1301.01 1748.01 4.04425
1297.55 1749.5 2.07618
1297.64 1749.72 2.31002
1301.29 1746.36 4.4346
1297.98 1750.07 2.753
1296.84 1748.61 1.12182
1301.17 1746.74 4.24315
1300.5 1749.55 4.05291
1300.77 1748.87 4.0117
1298.11 1750.11 2.83551
1297.15 1749.39 1.90043
1301.15 1747.68 4.14935
1301.3 1745.15 4.89738
1297.24 1749.35 1.86849
1298.08 1749.84 2.57304
1301.1 1746.69 4.18207
1300.92 1748.58 4.06897
1300.92 1748.32 4.00451
1297.4 1749.62 2.16108
1296.55 1745.68 1.87804
1297.34 1749.44 1.96609
1296.61 1745.98 1.5702
1298 1749.96 2.6568
1296.71 1745.15 2.36831
1301.28 1746.15 4.48984
1301 1747.25 4.00736
1301.07 1747.52 4.07503
1299.2 1750.14 3.43138
1296.61 1745.18 2.35657
1301.03 1748.41 4.1335
1296.65 1748.67 1.22026
1297.11 1749.1 1.60636
1301.02 1745.86 4.3426
1296.45 1747.53 0.55145
1297.37 1749.58 2.10962
1296.42 1746.61 1.06171
1296.4 1747.52 0.603359
1301.07 1747.71 4.07595
1296.54 1745.71 1.84486
1301.2 1746.52 4.31276
1297.07 1749.25 1.75551
1301.2 1746.97 4.2346
1298.51 1750.14 3.03805
1296.44 1748.19 0.88483
1301.02 1747.86 4.03616
1300.92 1748.71 4.09769
1301.01 1747 4.03885
1301.19 1747.94 4.2165
1301.04 1748.2 4.09952
1296.63 1746.28 1.27602
1298.68 1750.01 3.02528
1301.22 1746.86 4.27141
1299.49 1750.12 3.61323
1296.68 1746.73 0.831075
1297.08 1749.47 1.97285
1296.67 1747.57 0.338797
1300.16 1749.81 3.91849
1300.99 1747.34 3.99761
1299.68 1749.92 3.60617
1296.71 1748.23 0.7836
1301.23 1745.1 4.8592
1296.43 1745.94 1.66423
1296.49 1745.27 2.28468
1301.02 1746.28 4.2001
1298.93 1749.97 3.13175
1296.55 1745.43 2.1236
1301.22 1746.06 4.46204
1298.74 1750.19 3.20218
1296.76 1748.7 1.22199
1296.61 1746.76 0.834951
1301.09 1748.15 4.14329
1296.41 1747.33 0.616624
1296.68 1746.39 1.15875
1296.97 1749.24 1.7449
1298.75 1750.19 3.20928
1297.89 1749.71 2.38482
1301.22 1746.78 4.28304
1301.18 1746 4.4375
1300.35 1749.66 3.98284
1296.62 1745 2.52449
1301.14 1747.06 4.16332
1301.3 1745.11 4.92062
1296.53 1746.5 1.10852
1298.85 1750.02 3.12641
1301.18 1745.13 4.80322
1298.04 1749.79 2.51807
1301.19 1747.62 4.19352
1301.26 1747.85 4.27366
1296.55 1748.06 0.716344
1296.41 1746.36 1.28688
1300.98 1748.03 4.01571
1300.9 1745.08 4.59354
1301.27 1746.73 4.3431
1299.12 1750.03 3.30243
1301.3 1745.23 4.85919
1296.49 1748.18 0.853703
1301.16 1746.95 4.19175
1298.61 1749.92 2.91273
1301.15 1748.19 4.20401
1296.9 1749.07 1.57253
1300.94 1745.13 4.59408
1296.5 1748.47 1.08796
1300.55 1749.29 3.9786
1296.41 1747.18 0.673308
1298.56 1750.11 3.03489
1301.14 1747.12 4.16048
1300.57 1749.12 3.92169
1296.56 1745.43 2.12036
1301.01 1748.61 4.15814
1296.78 1748.64 1.16453
1301.24 1746.14 4.45217
1298.71 1750.15 3.15489
1301.15 1746.1 4.37619
1301.07 1748.01 4.10531
1300.94 1744.96 4.68653
1299.24 1750.07 3.40656
1300.3 1749.48 3.8437
1301.3 1745.33 4.81504
1301.05 1748.76 4.24628
1299.18 1749.9 3.24716
1299.12 1750.19 3.42969
1298.68 1750.22 3.19578
1299.05 1750.11 3.32371
1296.55 1744.95 2.58971
1301.23 1746.01 4.47942
1296.69 1746.19 1.34641
1301.22 1746.68 4.30133
1301.29 1745.81 4.61318
1301.22 1748.25 4.28312
1296.6 1748.57 1.14064
1300.68 1749.33 4.11529
1296.5 1745.1 2.4519
1296.62 1745.15 2.38557
1296.8 1748.99 1.50342
1298.9 1750.13 3.24208
1300.84 1748.74 4.0364
1301.01 1746.76 4.07755
1296.94 1749.22 1.72037
1299.42 1750.05 3.51724
1298.45 1749.92 2.81534
1299.17 1749.97 3.29329
1296.63 1746.09 1.45431
1297.24 1749.34 1.85079
1300.64 1748.98 3.93254
1301.22 1745.99 4.48522
1297.51 1749.66 2.22326
1297.12 1749.12 1.62198
1300.37 1749.47 3.90576
1299.59 1750.05 3.63468
1296.54 1746.97 0.704643
1301.28 1746.49 4.39257
1298.24 1750.15 2.92191
1296.63 1745.09 2.43563
1297.06 1749.02 1.52342
1296.39 1747.88 0.720398
1296.75 1748.9 1.42739
1299.36 1750.14 3.54106
1299.98 1749.9 3.82774
1296.48 1746.33 1.28471
1296.51 1744.98 2.56523
1296.54 1747.48 0.458455
1301.21 1748.26 4.28283
1296.58 1747.14 0.552607
1301.17 1745.25 4.73569
1301.21 1745.47 4.66819
1298.48 1750.08 2.98045
1296.95 1749.18 1.67695
1297.11 1749.3 1.80216
1301.11 1745.45 4.58896
1297.86 1749.95 2.60028
1300.62 1749.32 4.05208
1301.22 1746.45 4.34508
1296.41 1746.19 1.43695
1296.47 1745.59 1.97778
1297.8 1749.84 2.4682
1296.68 1746.81 0.764951
1301.14 1746.54 4.2472
1296.46 1746.22 1.39433
1301.09 1748.23 4.1529
1299.11 1749.98 3.25079
1301.12 1745.4 4.62184
1296.44 1747.71 0.59428
1301.08 1745.2 4.68454
1296.66 1748.17 0.751323
1296.48 1745.02 2.53841
1300.03 1749.75 3.76877
1297.42 1749.55 2.09781
1299.56 1749.98 3.56118
1296.49 1745.66 1.91345
1296.41 1747.15 0.686956
1301.01 1745.22 4.60885
1301.24 1748.02 4.27627
1299.49 1750.04 3.55813
1300.21 1749.77 3.93261
1300.86 1748.89 4.09996
1296.79 1744.97 2.54027
1301.06 1748.51 4.18053
1296.63 1748.15 0.746404
1296.46 1747.84 0.634978
1300.92 1745.11 4.58959
1301.05 1748.18 4.10443
1296.84 1748.64 1.14971
1301.2 1748 4.22541
1297.38 1749.38 1.91454
1301.04 1748.12 4.08318
1296.78 1748.83 1.34282
1300.37 1749.58 3.96091
1298.03 1749.99 2.68918
1297.77 1749.75 2.37543
1296.89 1749 1.50904
1296.59 1745.54 2.00768
1301.13 1746.43 4.26473
1296.67 1748.63 1.1792
1297.24 1749.38 1.89965
1301.27 1746.92 4.31075
1296.54 1746.28 1.30777
1296.54 1748.22 0.859533
1300.24 1749.72 3.92595
1296.59 1747.68 0.446776
1298.7 1750.15 3.14469
1298.04 1749.88 2.59954
1301.21 1745.37 4.72021
1296.51 1745.89 1.68168
1299.95 1749.77 3.72218
1297.15 1749.14 1.64519
1298.26 1750.01 2.80559
1300.65 1749 3.94642
1296.66 1747.52 0.337703
1298.58 1749.91 2.88002
1299.32 1750.09 3.47928
1300.38 1749.38 3.87086
1297.66 1749.69 2.28705
1301.09 1748.33 4.17728
1301.2 1745.46 4.66774
1296.39 1747.75 0.656942
1300.6 1749.27 4.01313
1300.88 1745.04 4.5938
1301.08 1745.98 4.34972
1296.43 1746.34 1.2919
1301.26 1747.85 4.27349
1296.4 1746.6 1.08238
1296.46 1746.65 1.00543
1300.47 1749.4 3.95194
1296.65 1744.93 2.59216
1301.27 1746.46 4.39755
1300.2 1749.59 3.81583
1301.22 1747.41 4.21793
1300.89 1745.15 4.5389
1299.55 1750.04 3.59874
1300.99 1748.41 4.09242
1301.2 1747.85 4.21114
1301.19 1747.45 4.1887
1297.71 1749.84 2.44539
1301 1747.96 4.03065
1296.6 1747.45 0.405143
1296.65 1748.25 0.825821
1301.25 1745.77 4.5893
1300.34 1749.49 3.89039
1300.38 1749.34 3.8499
1296.43 1747.03 0.738451
1296.59 1746.65 0.94374
1301.14 1745.04 4.81475
1301.07 1745.28 4.63426
1296.46 1745.64 1.94097
1296.59 1748.54 1.11252
1296.69 1745.43 2.09418
1296.56 1746.91 0.734308
1296.63 1746.02 1.52694
1300.82 1749.17 4.17477
1296.64 1745.58 1.95468
1298.09 1749.87 2.60381
1300.35 1749.4 3.85284
1296.68 1748.71 1.2478
1300.66 1749.05 3.96987
1296.51 1745.41 2.15214
1300.54 1749.18 3.91853
1299.78 1749.72 3.55517
1296.64 1746.37 1.18237
1296.62 1746 1.54455
1300.44 1749.21 3.8437
1296.67 1746.88 0.704962
1296.43 1744.98 2.58191
1296.58 1748.45 1.03724
1300.34 1749.67 3.98291
1301.07 1748.6 4.21292
1297.7 1749.91 2.50813
1301.15 1747.7 4.15255
1301.02 1745.55 4.46736
1296.53 1746.72 0.910481
1297.97 1749.78 2.4754
1296.68 1746.04 1.49757
1297.97 1749.89 2.5816
1299.88 1749.89 3.74519
1301.23 1745.96 4.49723
1301.04 1748.46 4.15648
1300.43 1749.23 3.84069
1298.9 1750.07 3.19376
1301.21 1748.26 4.28135
1297.35 1749.71 2.24078
1300.14 1749.5 3.72137
1297.24 1749.39 1.90964
1296.7 1745.34 2.17988
1300.36 1749.5 3.91269
1299.39 1749.98 3.44413
1296.4 1747.1 0.718367
1301.03 1748.81 4.2388
1301.22 1745.32 4.74781
1296.51 1744.93 2.61446
1298.72 1750.07 3.0954
1296.5 1746.71 0.933033
1300.67 1749.05 3.98241
1301.06 1748.56 4.19289
1296.92 1749.04 1.54495
1301 1747.37 3.99814
1296.55 1747.72 0.497179
1296.68 1748.81 1.34408
1300.93 1748.68 4.10047
1299.52 1749.82 3.42437
1300.44 1749.53 3.99492
1296.68 1746.66 0.900607
1301.09 1746 4.35317
1297.27 1749.56 2.08021
1299.09 1750.01 3.26441
1296.41 1746.66 1.02432
1299.14 1750.19 3.4414
1301.1 1747.11 4.11941
1296.42 1745.54 2.04454
1296.59 1748.29 0.889239
1301.01 1746.84 4.06511
1301.08 1746.03 4.33579
1296.85 1749.09 1.59923
1299.5 1749.87 3.44492
1301.28 1746.63 4.3655
1301.14 1747.89 4.16292
1296.72 1744.99 2.52715
1301.3 1745.02 4.96696
1296.85 1745.03 2.47066
1296.5 1745.73 1.84223
1299.02 1749.99 3.20047
1301.2 1747.01 4.22415
1297.17 1749.17 1.68079
1296.5 1748.08 0.765891
1296.42 1748.11 0.841614
1296.46 1746.45 1.18677
1296.53 1745.86 1.70865
1298.06 1750.09 2.79542
1301.27 1747.16 4.28662
1301.09 1745.73 4.45076
1296.42 1745.62 1.96951
1296.47 1745.79 1.79512
1296.6 1745.05 2.48368
1299.88 1749.74 3.64879
1297.47 1749.6 2.15239
1298.75 1750.03 3.08131
1297.97 1749.96 2.64343
1296.7 1748.94 1.47595
1296.55 1745.68 1.87673
1300.34 1749.68 3.98534
1298.95 1750.02 3.18673
1297.64 1749.88 2.46642
1301.2 1745.73 4.55248
1301.02 1748.83 4.22926
1298.14 1750.1 2.83811
1301.15 1745.96 4.42933
1297.43 1749.63 2.17526
1300.72 1749.31 4.13905
1296.48 1745.84 1.73995
1296.84 1749.14 1.6476
1300.88 1748.94 4.14073
1298.36 1750.16 2.98443
1296.81 1748.54 1.05551
1297.16 1749.39 1.89465
1299.54 1749.82 3.44161
1296.54 1748.58 1.17219
1296.65 1747.96 0.575517
1301.01 1746.73 4.08084
1297.59 1749.62 2.20311
1301.25 1745.53 4.68165
1301.01 1748.81 4.21645
1296.49 1747.37 0.527005
1300.27 1749.74 3.96677
1299.32 1749.88 3.32549
1301.23 1747.1 4.24924
1301.14 1747.42 4.13635
1296.81 1749.12 1.62685
1296.64 1748.24 0.82193
1296.74 1749.04 1.55899
1296.69 1745.27 2.24651
1296.62 1747.67 0.419696
1298.03 1750.06 2.75316
1300.56 1749.47 4.07343
1296.63 1746.21 1.34455
1296.43 1745.59 1.99675
1299.41 1750 3.47507
1296.67 1746.52 1.03338
1301.15 1747.04 4.17199
1298.08 1750.1 2.81915
1296.46 1747.78 0.609269
1296.49 1745.91 1.67105
1296.68 1746.22 1.31606
1299.38 1750.05 3.48539
1301.16 1748.42 4.25748
1301.3 1745.36 4.80026
1297.75 1749.72 2.34286
1299.63 1749.95 3.59287
1296.73 1748.72 1.25094
1296.78 1745.17 2.34312
1296.6 1746.4 1.17484
1296.43 1745.53 2.05293
1296.53 1748.17 0.819185
1301.27 1747.49 4.26815
1301.28 1745.33 4.79888
1300.66 1749.19 4.02873
1296.51 1744.97 2.5755
1301.24 1747.3 4.24213
1301 1745.04 4.69856
1300.41 1749.23 3.8288
1296.72 1745.11 2.40736
1296.68 1746.64 0.921372
1297.7 1749.78 2.38268
1296.53 1746.4 1.19702
1297.13 1749.19 1.69311
1297.31 1749.39 1.91589
1301.2 1745.68 4.58211
1296.47 1746.31 1.30321
1296.42 1745.47 2.10587
1301.15 1745.68 4.53174
1301.01 1745.24 4.60515
1298.08 1750.01 2.7349
1301.09 1746.09 4.32574
1300.94 1748.27 4.0099
1297.05 1749.36 1.85589
1299.37 1750.15 3.54984
1296.51 1745.52 2.03803
1296.64 1747.13 0.514368
1301.03 1748.25 4.09974
1298.7 1750.19 3.18003
1301.08 1746.8 4.14396
1301.13 1748.28 4.20491
1297.03 1749.09 1.58846
1296.45 1746.01 1.5887
1298.73 1750.06 3.09102
1301.22 1746.38 4.36829
1301.23 1745.02 4.90141
1301.3 1745.42 4.77507
1300.65 1749.11 3.99222
1296.45 1747.56 0.552752
1299.96 1749.79 3.74609
1301.1 1748.64 4.25447
1296.67 1747.6 0.343543
1301 1747.36 4.0071
1301.29 1745.77 4.62877
1296.66 1748.46 1.0202
1300.57 1749.37 4.02782
1301.05 1746.8 4.11303
1296.46 1747.59 0.549905
1296.4 1747.6 0.605947
1296.62 1746.53 1.04293
1296.66 1748.5 1.05837
1296.43 1745.91 1.68592
1296.39 1747.65 0.627363
1296.41 1746.76 0.947365
1296.49 1746.95 0.744414
1296.48 1747.39 0.532012
1296.48 1748.25 0.91478
1301.29 1746.09 4.51412
1297.71 1749.95 2.55356
1299.83 1749.83 3.66385
1301.22 1745.66 4.6035
1296.68 1745.95 1.57923
1300.25 1749.68 3.91114
1296.5 1745.22 2.33088
1296.67 1748.34 0.902727
1297 1749.34 1.83763
1300.71 1748.85 3.9469
1301 1748.49 4.12249
1301.02 1746.14 4.24079
1300.27 1749.55 3.86069
1296.57 1748.7 1.27887
1301.02 1748.02 4.05521
1297.36 1749.46 1.99159
1300.93 1748.31 4.01203
1296.59 1746.63 0.957559
1301.27 1746.13 4.48162
1301.2 1746.19 4.39741
1301.22 1746.5 4.34008
1296.48 1747.09 0.661825
1301.09 1746.5 4.21573
1298 1749.76 2.47316
1300.84 1748.75 4.03318
1300.8 1749.08 4.11403
1301 1748.86 4.22852
1301.21 1747.1 4.22943
1296.88 1748.72 1.22818
1296.68 1748.06 0.647308
1300.64 1749.39 4.09991
1301.25 1747.93 4.27309
1301.17 1746.11 4.39928
1296.61 1747.02 0.617043
1301.07 1747.15 4.08527
1301.12 1746.73 4.19137
1301.24 1746.1 4.47095
1296.52 1745.01 2.53242
1296.56 1744.99 2.54724
1297.55 1749.76 2.3277
1299.23 1749.9 3.2819
1296.65 1745.11 2.41137
1296.52 1748.2 0.854566
1297.59 1749.77 2.34754
1299.75 1749.82 3.597
1296.55 1748.03 0.693469
1296.65 1745.08 2.44385
1301.15 1747.13 4.16369
1297.37 1749.39 1.92722
1296.67 1747.76 0.42052
1296.41 1746.99 0.779869
1296.89 1748.77 1.2712
1296.42 1747.91 0.705269
1296.41 1746.28 1.35351
1296.46 1747.53 0.541291
1296.69 1748.08 0.660869
1299.79 1750.02 3.75373
1296.53 1747.81 0.56285
1297.33 1749.68 2.20983
1296.63 1746.83 0.766723
1301.01 1746.29 4.18781
1298.11 1750 2.73354
1300.38 1749.29 3.81867
1296.4 1747.01 0.774621
1296.62 1745.79 1.75082
1301.28 1746.24 4.45933
1301.2 1745.14 4.82012
1297.6 1749.54 2.12995
1296.64 1747.96 0.585662
1301.25 1746.25 4.42871
1296.4 1747.89 0.717997
1296.92 1748.77 1.27394
1296.68 1747.97 0.571912
1297.63 1749.74 2.32886
1296.99 1748.93 1.42537
1298.35 1749.89 2.74602
1297.49 1749.46 2.01992
1297.23 1749.62 2.13517
1300.97 1748.04 4.00849
1301.08 1748.1 4.1231
1296.92 1749 1.50346
1299.35 1750 3.43227
1300.93 1748.72 4.11801
1296.5 1745.51 2.05379
1298.95 1750.08 3.22847
1296.49 1745.94 1.63624
1296.55 1746.77 0.854392
1301.14 1746.73 4.21036
1298.06 1749.78 2.51565
1296.57 1747.67 0.461986
1296.6 1748.38 0.970195
1296.86 1748.82 1.32709
1297.37 1749.43 1.96493
1299.4 1750.12 3.55612
1301.09 1745.57 4.52017
1301.07 1745.75 4.43292
1296.63 1748.34 0.92177
1296.61 1745.63 1.91532
1296.41 1745.91 1.69848
1301.03 1745.65 4.43821
1296.69 1745.32 2.19942
1301.26 1747.89 4.27548
1296.81 1745.12 2.39068
1301.22 1745.36 4.73516
1296.62 1748.76 1.31749
1297.18 1749.44 1.95119
1297.33 1749.67 2.19652
1299.79 1749.86 3.65501
1297.9 1749.89 2.54761
1299.98 1749.73 3.72311
1296.65 1748.73 1.27955
1301.27 1747.26 4.27831
1301.15 1747.69 4.1575
1296.85 1745.1 2.40876
1296.42 1746.03 1.58307
1296.56 1746.86 0.782976
1296.47 1746.64 1.015
1301.21 1746.36 4.36201
1298.78 1750.05 3.11288
1296.85 1745.04 2.46014
1300.81 1748.65 3.98216
1301.13 1748.54 4.26177
1296.43 1746.63 1.04266
1297.92 1749.91 2.57947
1301.13 1746.04 4.37815
1296.74 1748.67 1.19805
1296.45 1745.49 2.08347
1301.14 1745.58 4.56673
1300.97 1745.24 4.56749
1297.44 1749.53 2.07376
1296.61 1744.92 2.60585
1300.26 1749.73 3.95212
1296.42 1745.71 1.88169
1299.31 1750.09 3.4671
1297.39 1749.41 1.94642
1296.6 1747.75 0.470535
1300.47 1749.18 3.85508
1301.23 1745.18 4.82322
1296.49 1746.88 0.797784
1297.77 1749.67 2.30754
1299.06 1750.02 3.25938
1299.51 1750.04 3.56855
1301 1747.69 4.0053
1301.13 1746.11 4.36145
1301.07 1747.04 4.09688
1301.27 1747.48 4.26843
1301.15 1745.74 4.51038
1300.36 1749.51 3.92004
1296.59 1747.02 0.630774
1299.71 1749.97 3.66201
1297.52 1749.84 2.39858
1296.49 1745.77 1.79809
1301.15 1746.35 4.30363
1297.31 1749.42 1.95023
1299.2 1749.91 3.26679
1296.65 1748.86 1.4088
1300.23 1749.6 3.8486
1298.9 1750.19 3.29432
1296.69 1748.62 1.16536
1301.24 1747.84 4.25742
1296.67 1748.38 0.9417
1301.22 1746.28 4.39513
1296.86 1749.18 1.68966
1299.87 1749.81 3.68754
1300.95 1748.63 4.10619
1296.86 1748.69 1.19987
1300.74 1748.9 3.98936
1300.88 1748.97 4.15193
1296.67 1747.91 0.527788
1296.59 1744.92 2.61157
1300.97 1748.24 4.0412
1297.63 1749.87 2.45307
1300.58 1749.14 3.93989
1298.8 1750.09 3.1574
1298.25 1750.08 2.8638
1300.05 1749.61 3.711
1301.05 1747.31 4.05041
1301.02 1747.87 4.03723
1296.48 1748 0.722074
1296.68 1746.2 1.33886
1296.56 1746.01 1.55005
1301.17 1745.78 4.51137
1299.63 1749.98 3.60985
1301.1 1745.85 4.41452
1298.17 1749.9 2.66477
1301.21 1745.6 4.6217
1296.53 1745.44 2.1118
1297.08 1749.37 1.87263
1301.18 1745.03 4.85967
1296.65 1745.99 1.55128
1298.26 1749.85 2.66368
1297.06 1749.03 1.53067
1299.25 1749.99 3.35049
1296.41 1746.48 1.17385
1300.95 1748.48 4.06749
1300.93 1748.26 4.00735
1296.5 1748.11 0.788128
1296.41 1746.84 0.886213
1296.52 1747.89 0.614298
1296.57 1748.44 1.033
1296.89 1748.9 1.40068
1296.61 1745.24 2.29551
1298.67 1750.2 3.17677
1299 1749.98 3.18746
1297.14 1749.44 1.94419
1299.78 1750.01 3.74346
1298.67 1750.15 3.12916
1297.65 1749.83 2.42075
1296.52 1745.17 2.37764
1301.14 1745.6 4.54948
1300.32 1749.43 3.84424
1301.16 1746.22 4.34978
1296.61 1745.11 2.41946
1296.54 1747.38 0.472142
1299.17 1750.13 3.4142
1296.8 1748.86 1.37306
1298.15 1749.92 2.67694
1298.5 1750.02 2.93088
1299.21 1750.02 3.35076
1299.22 1750.06 3.39062
1299.66 1750.05 3.68512
1296.74 1748.75 1.27459
1299.07 1750.19 3.39535
1298.8 1750.07 3.13503
1296.72 1748.98 1.50186
1296.6 1748.06 0.690705
1296.79 1745.12 2.39074
1298.63 1750 2.98341
1296.5 1746.16 1.42809
1301.09 1748.42 4.1876
1301.29 1745.72 4.64328
1301.02 1748.24 4.0843
1301.07 1748.39 4.17094
1296.5 1747.89 0.637445
1301.06 1747.96 4.08553
1301.09 1746.06 4.33578
1300.16 1749.78 3.90037
1297.06 1749.33 1.83388
1296.49 1746.53 1.09255
1296.51 1747.34 0.514546
1296.47 1745.6 1.96893
1301.07 1745.7 4.45293
1297.53 1749.84 2.40324
1301.19 1745.42 4.68019
1297.72 1749.83 2.43586
1300.75 1748.82 3.97584
1301.03 1748.04 4.06616
1300.26 1749.55 3.84841
1296.86 1748.74 1.24503
1296.48 1747.02 0.706361
1297.73 1749.78 2.39688
1296.42 1746.33 1.31037
1296.42 1745.43 2.14655
1301.1 1745.27 4.66289
1301.29 1745.27 4.83729
1301.22 1747.93 4.24041
1301.04 1747.81 4.05101
1301.03 1745.43 4.52731
1300.72 1748.82 3.94707
1297.42 1749.63 2.16881
1297.97 1749.88 2.5755
1299.8 1749.99 3.74176
1297.57 1749.76 2.33402
1299.56 1750.03 3.59986
1296.46 1747.46 0.53772
1296.63 1744.96 2.56166
1300.04 1749.79 3.8069
1297.49 1749.65 2.20285
1296.53 1746.78 0.859212
1300.27 1749.73 3.95797
1296.59 1745.04 2.491
1296.66 1747.02 0.591226
1299.47 1749.86 3.41276
1296.68 1746.42 1.12434
1301.27 1745.9 4.56139
1296.54 1747.95 0.646799
1301.02 1745.93 4.31746
1300.7 1749.34 4.12853
1301.22 1746.58 4.32324
1301.19 1748.37 4.27675
1296.49 1747.64 0.526856
1297.57 1749.86 2.43099
1300.82 1748.77 4.02517
1299.38 1750.14 3.55309
1296.49 1745.5 2.06492
1296.54 1746.53 1.07499
1297.67 1749.7 2.30309
1298.99 1750.12 3.28868
1301.16 1745.39 4.6647
1296.42 1746.58 1.08655
1296.59 1747.87 0.550258
1300.98 1748.36 4.06631
1301.29 1745.47 4.74733
1301.18 1748.06 4.21815
1301.14 1745.53 4.58773
1298.84 1750.04 3.13943
1299.12 1749.93 3.2261
1296.61 1748.74 1.29484
1296.8 1748.8 1.31714
1297.18 1749.28 1.78845
1301.17 1747.86 4.18124
1298.56 1750.04 2.97998
1300.98 1748.04 4.01809
1296.55 1747.36 0.467017
1299.08 1750.21 3.41508
1297.33 1749.65 2.17508
1296.68 1746.26 1.27712
1301.09 1746.64 4.18092
1298.55 1750.19 3.10004
1296.59 1745.6 1.94372
1296.61 1747.24 0.471374
1296.52 1748.25 0.88949
1300.16 1749.82 3.92185
1300.26 1749.64 3.90577
1300.35 1749.68 3.99922
1300.48 1749.27 3.90565
1301.14 1745.29 4.6963
1301.28 1746.71 4.35071
1300.37 1749.65 3.99793
1301.11 1748.11 4.15746
1300.26 1749.75 3.96086
1296.43 1748.19 0.896778
1299.69 1749.76 3.51344
1296.66 1747.63 0.366143
1297.33 1749.44 1.97231
1296.55 1746.1 1.46912
1300 1749.81 3.78505
1296.49 1745.25 2.30735
1298.14 1750.05 2.79458
1301.16 1746.11 4.38657
1296.61 1747.43 0.3947
1297.63 1749.69 2.27521
1300.73 1749.22 4.1101
1296.59 1747.2 0.507016
1299.81 1749.7 3.56819
1301.18 1746.27 4.35744
1296.7 1748.55 1.0904
1296.45 1746.89 0.819074
1298.66 1750.12 3.09928
1297.8 1749.86 2.49038
1297.04 1749.22 1.72402
1296.85 1749.12 1.62459
1296.45 1747.49 0.552435
1296.99 1749.36 1.85957
1296.69 1745.98 1.5525
1297.28 1749.38 1.90491
1297.09 1749.48 1.98098
1299.84 1749.68 3.57454
1296.55 1745.95 1.61272
1301.03 1745.4 4.54163
1299.61 1749.81 3.48497
1301.07 1746.77 4.13406
1301.14 1745.12 4.77631
1296.69 1745.41 2.1096
1301.03 1745.9 4.33136
1300.25 1749.44 3.7843
1301.16 1745.2 4.7533
