x y z
1294.83 902.492 1749.25
1294.73 903.093 1749.32
1294.74 902.943 1749.26
1294.65 903.544 1749.34
1294.66 903.393 1749.28
1294.56 903.994 1749.36
1294.57 903.844 1749.3
1294.47 904.444 1749.37
1294.48 904.294 1749.32
1294.38 904.895 1749.39
1294.39 904.745 1749.33
1294.29 905.345 1749.41
1294.3 905.195 1749.35
1294.19 905.796 1749.43
1294.2 905.646 1749.37
1294.09 906.246 1749.45
1294.11 906.096 1749.39
1293.99 906.697 1749.46
1294.01 906.547 1749.41
1293.89 907.147 1749.48
1293.91 906.997 1749.42
1293.79 907.598 1749.5
1293.8 907.447 1749.44
1293.68 908.048 1749.52
1293.7 907.898 1749.46
1293.57 908.498 1749.54
1293.59 908.348 1749.48
1293.46 908.949 1749.55
1293.48 908.799 1749.5
1293.35 909.399 1749.57
1293.37 909.249 1749.51
1293.23 909.85 1749.59
1293.25 909.7 1749.53
1296.46 885.075 1748.48
1296.44 884.925 1748.42
1296.45 885.526 1748.49
1296.44 885.375 1748.43
1296.44 885.976 1748.51
1296.43 885.826 1748.45
1296.43 886.426 1748.53
1296.42 886.276 1748.47
1296.42 886.877 1748.54
1296.41 886.727 1748.48
1296.41 887.327 1748.56
1296.4 887.177 1748.5
1296.39 887.778 1748.58
1296.38 887.628 1748.52
1296.37 888.228 1748.59
1296.36 888.078 1748.53
1296.35 888.679 1748.61
1296.34 888.529 1748.55
1296.33 889.129 1748.63
1296.32 888.979 1748.57
1296.31 889.58 1748.64
1296.3 889.429 1748.59
1296.28 890.03 1748.66
1296.27 889.88 1748.6
1296.25 890.48 1748.68
1296.25 890.33 1748.62
1296.22 890.931 1748.7
1296.22 890.781 1748.64
1296.19 891.381 1748.71
1296.19 891.231 1748.65
1296.16 891.832 1748.73
1296.15 891.682 1748.67
1296.12 892.282 1748.75
1296.12 892.132 1748.69
1296.09 892.733 1748.76
1296.08 892.583 1748.7
1296.05 893.183 1748.78
1296.04 893.033 1748.72
1296.01 893.634 1748.8
1296 893.483 1748.74
1295.96 894.084 1748.81
1295.96 893.934 1748.76
1295.92 894.535 1748.83
1295.92 894.384 1748.77
1295.87 894.985 1748.85
1295.87 894.835 1748.79
1295.82 895.435 1748.87
1295.82 895.285 1748.81
1295.77 895.886 1748.88
1295.77 895.736 1748.82
1295.72 896.336 1748.9
1295.72 896.186 1748.84
1295.66 896.787 1748.92
1295.66 896.637 1748.86
1295.6 897.237 1748.94
1295.61 897.087 1748.88
1295.55 897.688 1748.95
1295.55 897.538 1748.89
1295.48 898.138 1748.97
1295.49 897.988 1748.91
1295.42 898.589 1748.99
1295.43 898.438 1748.93
1295.36 899.039 1749
1295.36 898.889 1748.95
1295.29 899.489 1749.02
1295.3 899.339 1748.96
1295.22 899.94 1749.04
1295.23 899.79 1748.98
1295.15 900.39 1749.06
1295.16 900.24 1749
1295.08 900.841 1749.07
1295.09 900.691 1749.02
1295 901.291 1749.09
1295.01 901.141 1749.03
1294.92 901.742 1749.11
1294.93 901.592 1749.05
1294.85 902.192 1749.13
1294.86 902.042 1749.07
1294.76 902.643 1749.14
1294.78 902.492 1749.08
1294.68 903.093 1749.16
1294.69 902.943 1749.1
1294.6 903.544 1749.18
1294.61 903.393 1749.12
1294.51 903.994 1749.2
1294.52 903.844 1749.14
1294.42 904.444 1749.22
1294.43 904.294 1749.16
1294.33 904.895 1749.23
1294.34 904.745 1749.17
1294.23 905.345 1749.25
1294.25 905.195 1749.19
1294.14 905.796 1749.27
1294.15 905.646 1749.21
1294.04 906.246 1749.29
1294.06 906.096 1749.23
1293.94 906.697 1749.3
1293.96 906.547 1749.25
1293.84 907.147 1749.32
1293.86 906.997 1749.26
1293.73 907.598 1749.34
1293.75 907.447 1749.28
1293.63 908.048 1749.36
1293.65 907.898 1749.3
1293.52 908.498 1749.38
1293.54 908.348 1749.32
1293.41 908.949 1749.39
1293.43 908.799 1749.33
1293.29 909.399 1749.41
1293.32 909.249 1749.35
1293.18 909.85 1749.43
1293.2 909.7 1749.37
1296.42 885.075 1748.31
1296.41 884.925 1748.25
1296.41 885.526 1748.33
1296.4 885.375 1748.27
1296.4 885.976 1748.35
1296.39 885.826 1748.29
1296.39 886.426 1748.36
1296.38 886.276 1748.3
1296.38 886.877 1748.38
1296.37 886.727 1748.32
1296.36 887.327 1748.4
1296.36 887.177 1748.34
1296.35 887.778 1748.42
1296.34 887.628 1748.36
1296.33 888.228 1748.43
1296.32 888.078 1748.37
1296.31 888.679 1748.45
1296.31 888.529 1748.39
1296.29 889.129 1748.47
1296.28 888.979 1748.41
1296.26 889.58 1748.48
1296.26 889.429 1748.42
1296.24 890.03 1748.5
1296.24 889.88 1748.44
1296.21 890.48 1748.52
1296.21 890.33 1748.46
1296.18 890.931 1748.53
1296.18 890.781 1748.47
1296.15 891.381 1748.55
1296.15 891.231 1748.49
1296.12 891.832 1748.57
1296.12 891.682 1748.51
1296.08 892.282 1748.58
1296.08 892.132 1748.52
1296.04 892.733 1748.6
1296.05 892.583 1748.54
1296 893.183 1748.62
1296.01 893.033 1748.56
1295.96 893.634 1748.64
1295.97 893.483 1748.58
1295.92 894.084 1748.65
1295.92 893.934 1748.59
1295.88 894.535 1748.67
1295.88 894.384 1748.61
1295.83 894.985 1748.69
1295.83 894.835 1748.63
1295.78 895.435 1748.7
1295.78 895.285 1748.64
1295.73 895.886 1748.72
1295.73 895.736 1748.66
1295.67 896.336 1748.74
1295.68 896.186 1748.68
1295.62 896.787 1748.76
1295.63 896.637 1748.7
1295.56 897.237 1748.77
1295.57 897.087 1748.71
1295.5 897.688 1748.79
1295.51 897.538 1748.73
1295.44 898.138 1748.81
1295.45 897.988 1748.75
1295.38 898.589 1748.83
1295.39 898.438 1748.77
1295.31 899.039 1748.84
1295.32 898.889 1748.78
1295.25 899.489 1748.86
1295.26 899.339 1748.8
1295.18 899.94 1748.88
1295.19 899.79 1748.82
1295.11 900.39 1748.89
1295.12 900.24 1748.83
1295.03 900.841 1748.91
1295.05 900.691 1748.85
1294.96 901.291 1748.93
1294.97 901.141 1748.87
1294.88 901.742 1748.95
1294.9 901.592 1748.89
1294.8 902.192 1748.96
1294.82 902.042 1748.9
1294.72 902.643 1748.98
1294.74 902.492 1748.92
1294.64 903.093 1749
1294.65 902.943 1748.94
1294.55 903.544 1749.02
1294.57 903.393 1748.96
1294.47 903.994 1749.04
1294.48 903.844 1748.97
1294.38 904.444 1749.05
1294.39 904.294 1748.99
1294.28 904.895 1749.07
1294.3 904.745 1749.01
1294.19 905.345 1749.09
1294.21 905.195 1749.03
1294.09 905.796 1749.11
1294.11 905.646 1749.05
1294 906.246 1749.12
1294.02 906.096 1749.06
1293.9 906.697 1749.14
1293.92 906.547 1749.08
1293.79 907.147 1749.16
1293.82 906.997 1749.1
1293.69 907.598 1749.18
1293.71 907.447 1749.12
1293.58 908.048 1749.2
1293.61 907.898 1749.14
1293.47 908.498 1749.21
1293.5 908.348 1749.15
1293.36 908.949 1749.23
1293.39 908.799 1749.17
1293.25 909.399 1749.25
1293.28 909.249 1749.19
1293.14 909.85 1749.27
1293.16 909.7 1749.21
1296.38 885.075 1748.15
1296.38 884.925 1748.09
1296.38 885.526 1748.17
1296.37 885.375 1748.11
1296.37 885.976 1748.18
1296.37 885.826 1748.12
1296.36 886.426 1748.2
1296.36 886.276 1748.14
1296.35 886.877 1748.22
1296.34 886.727 1748.16
1296.33 887.327 1748.23
1296.33 887.177 1748.17
1296.32 887.778 1748.25
1296.32 887.628 1748.19
1296.3 888.228 1748.27
1296.3 888.078 1748.21
1296.28 888.679 1748.29
1296.28 888.529 1748.22
1296.26 889.129 1748.3
1296.26 888.979 1748.24
1296.23 889.58 1748.32
1296.23 889.429 1748.26
1296.21 890.03 1748.34
1296.21 889.88 1748.28
1296.18 890.48 1748.35
1296.18 890.33 1748.29
1296.15 890.931 1748.37
1296.15 890.781 1748.31
1296.12 891.381 1748.39
1296.12 891.231 1748.33
1296.09 891.832 1748.4
1296.09 891.682 1748.34
1296.05 892.282 1748.42
1296.06 892.132 1748.36
1296.01 892.733 1748.44
1296.02 892.583 1748.38
1295.97 893.183 1748.45
1295.98 893.033 1748.39
1295.93 893.634 1748.47
1295.94 893.483 1748.41
1295.89 894.084 1748.49
1295.9 893.934 1748.43
1295.84 894.535 1748.51
1295.85 894.384 1748.45
1295.8 894.985 1748.52
1295.81 894.835 1748.46
1295.75 895.435 1748.54
1295.76 895.285 1748.48
1295.7 895.886 1748.56
1295.71 895.736 1748.5
1295.64 896.336 1748.57
1295.65 896.186 1748.51
1295.59 896.787 1748.59
1295.6 896.637 1748.53
1295.53 897.237 1748.61
1295.54 897.087 1748.55
1295.47 897.688 1748.63
1295.48 897.538 1748.57
1295.41 898.138 1748.64
1295.42 897.988 1748.58
1295.35 898.589 1748.66
1295.36 898.438 1748.6
1295.28 899.039 1748.68
1295.3 898.889 1748.62
1295.22 899.489 1748.7
1295.23 899.339 1748.63
1295.15 899.94 1748.71
1295.16 899.79 1748.65
1295.08 900.39 1748.73
1295.09 900.24 1748.67
1295 900.841 1748.75
1295.02 900.691 1748.69
1294.93 901.291 1748.77
1294.95 901.141 1748.7
1294.85 901.742 1748.78
1294.87 901.592 1748.72
1294.77 902.192 1748.8
1294.79 902.042 1748.74
1294.69 902.643 1748.82
1294.71 902.492 1748.76
1294.61 903.093 1748.84
1294.63 902.943 1748.77
1294.52 903.544 1748.85
1294.54 903.393 1748.79
1294.43 903.994 1748.87
1294.46 903.844 1748.81
1294.34 904.444 1748.89
1294.37 904.294 1748.83
1294.25 904.895 1748.91
1294.28 904.745 1748.84
1294.16 905.345 1748.92
1294.18 905.195 1748.86
1294.06 905.796 1748.94
1294.09 905.646 1748.88
1293.96 906.246 1748.96
1293.99 906.096 1748.9
1293.86 906.697 1748.98
1293.89 906.547 1748.92
1293.76 907.147 1748.99
1293.79 906.997 1748.93
1293.66 907.598 1749.01
1293.69 907.447 1748.95
1293.55 908.048 1749.03
1293.58 907.898 1748.97
1293.44 908.498 1749.05
1293.47 908.348 1748.99
1293.33 908.949 1749.07
1293.36 908.799 1749.01
1293.22 909.399 1749.08
1293.25 909.249 1749.02
1293.1 909.85 1749.1
1293.13 909.7 1749.04
1296.37 885.075 1747.98
1296.36 884.925 1747.92
1296.36 885.526 1748
1296.36 885.375 1747.94
1296.35 885.976 1748.02
1296.35 885.826 1747.96
1296.34 886.426 1748.04
1296.34 886.276 1747.97
1296.33 886.877 1748.05
1296.33 886.727 1747.99
1296.31 887.327 1748.07
1296.31 887.177 1748.01
1296.3 887.778 1748.09
1296.3 887.628 1748.02
1296.28 888.228 1748.1
1296.28 888.078 1748.04
1296.26 888.679 1748.12
1296.26 888.529 1748.06
1296.24 889.129 1748.14
1296.24 888.979 1748.08
1296.21 889.58 1748.15
1296.22 889.429 1748.09
1296.19 890.03 1748.17
1296.19 889.88 1748.11
1296.16 890.48 1748.19
1296.17 890.33 1748.13
1296.13 890.931 1748.2
1296.14 890.781 1748.14
1296.1 891.381 1748.22
1296.11 891.231 1748.16
1296.07 891.832 1748.24
1296.07 891.682 1748.18
1296.03 892.282 1748.25
1296.04 892.132 1748.19
1295.99 892.733 1748.27
1296 892.583 1748.21
1295.95 893.183 1748.29
1295.96 893.033 1748.23
1295.91 893.634 1748.31
1295.92 893.483 1748.24
1295.87 894.084 1748.32
1295.88 893.934 1748.26
1295.82 894.535 1748.34
1295.84 894.384 1748.28
1295.78 894.985 1748.36
1295.79 894.835 1748.3
1295.73 895.435 1748.37
1295.74 895.285 1748.31
1295.68 895.886 1748.39
1295.69 895.736 1748.33
1295.62 896.336 1748.41
1295.64 896.186 1748.35
1295.57 896.787 1748.43
1295.58 896.637 1748.36
1295.51 897.237 1748.44
1295.53 897.087 1748.38
1295.45 897.688 1748.46
1295.47 897.538 1748.4
1295.39 898.138 1748.48
1295.41 897.988 1748.42
1295.33 898.589 1748.49
1295.35 898.438 1748.43
1295.26 899.039 1748.51
1295.28 898.889 1748.45
1295.2 899.489 1748.53
1295.22 899.339 1748.47
1295.13 899.94 1748.55
1295.15 899.79 1748.49
1295.06 900.39 1748.56
1295.08 900.24 1748.5
1294.98 900.841 1748.58
1295 900.691 1748.52
1294.91 901.291 1748.6
1294.93 901.141 1748.54
1294.83 901.742 1748.62
1294.85 901.592 1748.55
1294.75 902.192 1748.63
1294.77 902.042 1748.57
1294.67 902.643 1748.65
1294.69 902.492 1748.59
1294.59 903.093 1748.67
1294.61 902.943 1748.61
1294.5 903.544 1748.69
1294.53 903.393 1748.62
1294.41 903.994 1748.7
1294.44 903.844 1748.64
1294.32 904.444 1748.72
1294.35 904.294 1748.66
1294.23 904.895 1748.74
1294.26 904.745 1748.68
1294.14 905.345 1748.76
1294.17 905.195 1748.69
1294.04 905.796 1748.77
1294.07 905.646 1748.71
1293.94 906.246 1748.79
1293.97 906.096 1748.73
1293.84 906.697 1748.81
1293.87 906.547 1748.75
1293.74 907.147 1748.83
1293.77 906.997 1748.77
1293.64 907.598 1748.85
1293.67 907.447 1748.78
1293.53 908.048 1748.86
1293.56 907.898 1748.8
1293.42 908.498 1748.88
1293.45 908.348 1748.82
1293.31 908.949 1748.9
1293.34 908.799 1748.84
1293.2 909.399 1748.92
1293.23 909.249 1748.86
1293.08 909.85 1748.94
1293.12 909.7 1748.87
1296.36 885.075 1747.82
1296.36 884.925 1747.76
1296.35 885.526 1747.84
1296.35 885.375 1747.77
1296.34 885.976 1747.85
1296.34 885.826 1747.79
1296.33 886.426 1747.87
1296.33 886.276 1747.81
1296.32 886.877 1747.89
1296.32 886.727 1747.82
1296.31 887.327 1747.9
1296.31 887.177 1747.84
1296.29 887.778 1747.92
1296.29 887.628 1747.86
1296.27 888.228 1747.94
1296.28 888.078 1747.87
1296.25 888.679 1747.95
1296.26 888.529 1747.89
1296.23 889.129 1747.97
1296.24 888.979 1747.91
1296.21 889.58 1747.99
1296.21 889.429 1747.93
1296.18 890.03 1748
1296.19 889.88 1747.94
1296.15 890.48 1748.02
1296.16 890.33 1747.96
1296.12 890.931 1748.04
1296.13 890.781 1747.98
1296.09 891.381 1748.05
1296.1 891.231 1747.99
1296.06 891.832 1748.07
1296.07 891.682 1748.01
1296.02 892.282 1748.09
1296.03 892.132 1748.03
1295.99 892.733 1748.11
1296 892.583 1748.04
1295.95 893.183 1748.12
1295.96 893.033 1748.06
1295.9 893.634 1748.14
1295.92 893.483 1748.08
1295.86 894.084 1748.16
1295.88 893.934 1748.09
1295.82 894.535 1748.17
1295.83 894.384 1748.11
1295.77 894.985 1748.19
1295.78 894.835 1748.13
1295.72 895.435 1748.21
1295.74 895.285 1748.15
1295.67 895.886 1748.22
1295.69 895.736 1748.16
1295.62 896.336 1748.24
1295.63 896.186 1748.18
1295.56 896.787 1748.26
1295.58 896.637 1748.2
1295.5 897.237 1748.28
1295.52 897.087 1748.21
1295.44 897.688 1748.29
1295.46 897.538 1748.23
1295.38 898.138 1748.31
1295.4 897.988 1748.25
1295.32 898.589 1748.33
1295.34 898.438 1748.27
1295.26 899.039 1748.34
1295.28 898.889 1748.28
1295.19 899.489 1748.36
1295.21 899.339 1748.3
1295.12 899.94 1748.38
1295.14 899.79 1748.32
1295.05 900.39 1748.4
1295.07 900.24 1748.34
1294.97 900.841 1748.41
1295 900.691 1748.35
1294.9 901.291 1748.43
1294.92 901.141 1748.37
1294.82 901.742 1748.45
1294.85 901.592 1748.39
1294.74 902.192 1748.47
1294.77 902.042 1748.4
1294.66 902.643 1748.48
1294.69 902.492 1748.42
1294.58 903.093 1748.5
1294.61 902.943 1748.44
1294.49 903.544 1748.52
1294.52 903.393 1748.46
1294.41 903.994 1748.54
1294.43 903.844 1748.47
1294.32 904.444 1748.55
1294.35 904.294 1748.49
1294.22 904.895 1748.57
1294.25 904.745 1748.51
1294.13 905.345 1748.59
1294.16 905.195 1748.53
1294.03 905.796 1748.61
1294.07 905.646 1748.54
1293.94 906.246 1748.62
1293.97 906.096 1748.56
1293.84 906.697 1748.64
1293.87 906.547 1748.58
1293.73 907.147 1748.66
1293.77 906.997 1748.6
1293.63 907.598 1748.68
1293.66 907.447 1748.62
1293.52 908.048 1748.7
1293.56 907.898 1748.63
1293.41 908.498 1748.71
1293.45 908.348 1748.65
1293.3 908.949 1748.73
1293.34 908.799 1748.67
1293.19 909.399 1748.75
1293.23 909.249 1748.69
1293.07 909.85 1748.77
1293.11 909.7 1748.71
1296.36 885.075 1747.65
1296.36 884.925 1747.59
1296.35 885.526 1747.67
1296.35 885.375 1747.61
1296.34 885.976 1747.69
1296.34 885.826 1747.62
1296.33 886.426 1747.7
1296.34 886.276 1747.64
1296.32 886.877 1747.72
1296.32 886.727 1747.66
1296.3 887.327 1747.74
1296.31 887.177 1747.67
1296.29 887.778 1747.75
1296.3 887.628 1747.69
1296.27 888.228 1747.77
1296.28 888.078 1747.71
1296.25 888.679 1747.79
1296.26 888.529 1747.72
1296.23 889.129 1747.8
1296.24 888.979 1747.74
1296.21 889.58 1747.82
1296.21 889.429 1747.76
1296.18 890.03 1747.84
1296.19 889.88 1747.78
1296.15 890.48 1747.85
1296.16 890.33 1747.79
1296.12 890.931 1747.87
1296.13 890.781 1747.81
1296.09 891.381 1747.89
1296.1 891.231 1747.83
1296.06 891.832 1747.9
1296.07 891.682 1747.84
1296.02 892.282 1747.92
1296.04 892.132 1747.86
1295.99 892.733 1747.94
1296 892.583 1747.88
1295.95 893.183 1747.96
1295.96 893.033 1747.89
1295.9 893.634 1747.97
1295.92 893.483 1747.91
1295.86 894.084 1747.99
1295.88 893.934 1747.93
1295.82 894.535 1748.01
1295.83 894.384 1747.94
1295.77 894.985 1748.02
1295.79 894.835 1747.96
1295.72 895.435 1748.04
1295.74 895.285 1747.98
1295.67 895.886 1748.06
1295.69 895.736 1748
1295.62 896.336 1748.07
1295.63 896.186 1748.01
1295.56 896.787 1748.09
1295.58 896.637 1748.03
1295.5 897.237 1748.11
1295.52 897.087 1748.05
1295.44 897.688 1748.13
1295.47 897.538 1748.06
1295.38 898.138 1748.14
1295.41 897.988 1748.08
1295.32 898.589 1748.16
1295.34 898.438 1748.1
1295.26 899.039 1748.18
1295.28 898.889 1748.12
1295.19 899.489 1748.19
1295.21 899.339 1748.13
1295.12 899.94 1748.21
1295.14 899.79 1748.15
1295.05 900.39 1748.23
1295.07 900.24 1748.17
1294.98 900.841 1748.25
1295 900.691 1748.18
1294.9 901.291 1748.26
1294.93 901.141 1748.2
1294.82 901.742 1748.28
1294.85 901.592 1748.22
1294.74 902.192 1748.3
1294.77 902.042 1748.24
1294.66 902.643 1748.32
1294.69 902.492 1748.25
1294.58 903.093 1748.33
1294.61 902.943 1748.27
1294.49 903.544 1748.35
1294.52 903.393 1748.29
1294.41 903.994 1748.37
1294.44 903.844 1748.31
1294.32 904.444 1748.39
1294.35 904.294 1748.32
1294.22 904.895 1748.4
1294.26 904.745 1748.34
1294.13 905.345 1748.42
1294.16 905.195 1748.36
1294.03 905.796 1748.44
1294.07 905.646 1748.38
1293.94 906.246 1748.46
1293.97 906.096 1748.39
1293.84 906.697 1748.47
1293.87 906.547 1748.41
1293.73 907.147 1748.49
1293.77 906.997 1748.43
1293.63 907.598 1748.51
1293.67 907.447 1748.45
1293.52 908.048 1748.53
1293.56 907.898 1748.46
1293.41 908.498 1748.54
1293.45 908.348 1748.48
1293.3 908.949 1748.56
1293.34 908.799 1748.5
1293.19 909.399 1748.58
1293.23 909.249 1748.52
1293.07 909.85 1748.6
1293.11 909.7 1748.54
1296.36 885.075 1747.48
1296.36 884.925 1747.42
1296.35 885.526 1747.5
1296.35 885.375 1747.44
1296.34 885.976 1747.52
1296.35 885.826 1747.46
1296.33 886.426 1747.53
1296.34 886.276 1747.47
1296.32 886.877 1747.55
1296.33 886.727 1747.49
1296.31 887.327 1747.57
1296.31 887.177 1747.51
1296.29 887.778 1747.59
1296.3 887.628 1747.52
1296.27 888.228 1747.6
1296.28 888.078 1747.54
1296.25 888.679 1747.62
1296.26 888.529 1747.56
1296.23 889.129 1747.64
1296.24 888.979 1747.57
1296.21 889.58 1747.65
1296.22 889.429 1747.59
1296.18 890.03 1747.67
1296.19 889.88 1747.61
1296.15 890.48 1747.69
1296.17 890.33 1747.63
1296.13 890.931 1747.7
1296.14 890.781 1747.64
1296.09 891.381 1747.72
1296.11 891.231 1747.66
1296.06 891.832 1747.74
1296.07 891.682 1747.68
1296.03 892.282 1747.75
1296.04 892.132 1747.69
1295.99 892.733 1747.77
1296 892.583 1747.71
1295.95 893.183 1747.79
1295.96 893.033 1747.73
1295.91 893.634 1747.81
1295.92 893.483 1747.74
1295.86 894.084 1747.82
1295.88 893.934 1747.76
1295.82 894.535 1747.84
1295.84 894.384 1747.78
1295.77 894.985 1747.86
1295.79 894.835 1747.79
1295.72 895.435 1747.87
1295.74 895.285 1747.81
1295.67 895.886 1747.89
1295.69 895.736 1747.83
1295.62 896.336 1747.91
1295.64 896.186 1747.85
1295.56 896.787 1747.92
1295.58 896.637 1747.86
1295.51 897.237 1747.94
1295.53 897.087 1747.88
1295.45 897.688 1747.96
1295.47 897.538 1747.9
1295.39 898.138 1747.98
1295.41 897.988 1747.91
1295.32 898.589 1747.99
1295.35 898.438 1747.93
1295.26 899.039 1748.01
1295.28 898.889 1747.95
1295.19 899.489 1748.03
1295.22 899.339 1747.97
1295.12 899.94 1748.04
1295.15 899.79 1747.98
1295.05 900.39 1748.06
1295.08 900.24 1748
1294.98 900.841 1748.08
1295 900.691 1748.02
1294.9 901.291 1748.1
1294.93 901.141 1748.03
1294.83 901.742 1748.11
1294.85 901.592 1748.05
1294.75 902.192 1748.13
1294.77 902.042 1748.07
1294.67 902.643 1748.15
1294.69 902.492 1748.09
1294.58 903.093 1748.17
1294.61 902.943 1748.1
1294.5 903.544 1748.18
1294.53 903.393 1748.12
1294.41 903.994 1748.2
1294.44 903.844 1748.14
1294.32 904.444 1748.22
1294.35 904.294 1748.16
1294.23 904.895 1748.24
1294.26 904.745 1748.17
1294.13 905.345 1748.25
1294.17 905.195 1748.19
1294.04 905.796 1748.27
1294.07 905.646 1748.21
1293.94 906.246 1748.29
1293.97 906.096 1748.23
1293.84 906.697 1748.31
1293.87 906.547 1748.24
1293.74 907.147 1748.32
1293.77 906.997 1748.26
1293.63 907.598 1748.34
1293.67 907.447 1748.28
1293.53 908.048 1748.36
1293.56 907.898 1748.3
1293.42 908.498 1748.38
1293.46 908.348 1748.31
1293.31 908.949 1748.39
1293.35 908.799 1748.33
1293.19 909.399 1748.41
1293.23 909.249 1748.35
1293.08 909.85 1748.43
1293.12 909.7 1748.37
1296.36 885.075 1747.32
1296.36 884.925 1747.26
1296.35 885.526 1747.33
1296.36 885.375 1747.27
1296.35 885.976 1747.35
1296.35 885.826 1747.29
1296.34 886.426 1747.37
1296.34 886.276 1747.31
1296.32 886.877 1747.38
1296.33 886.727 1747.32
1296.31 887.327 1747.4
1296.32 887.177 1747.34
1296.29 887.778 1747.42
1296.3 887.628 1747.36
1296.28 888.228 1747.44
1296.28 888.078 1747.37
1296.26 888.679 1747.45
1296.26 888.529 1747.39
1296.23 889.129 1747.47
1296.24 888.979 1747.41
1296.21 889.58 1747.49
1296.22 889.429 1747.42
1296.19 890.03 1747.5
1296.19 889.88 1747.44
1296.16 890.48 1747.52
1296.17 890.33 1747.46
1296.13 890.931 1747.54
1296.14 890.781 1747.48
1296.1 891.381 1747.55
1296.11 891.231 1747.49
1296.06 891.832 1747.57
1296.08 891.682 1747.51
1296.03 892.282 1747.59
1296.04 892.132 1747.53
1295.99 892.733 1747.6
1296 892.583 1747.54
1295.95 893.183 1747.62
1295.97 893.033 1747.56
1295.91 893.634 1747.64
1295.93 893.483 1747.58
1295.87 894.084 1747.65
1295.88 893.934 1747.59
1295.82 894.535 1747.67
1295.84 894.384 1747.61
1295.77 894.985 1747.69
1295.79 894.835 1747.63
1295.73 895.435 1747.71
1295.74 895.285 1747.64
1295.67 895.886 1747.72
1295.69 895.736 1747.66
1295.62 896.336 1747.74
1295.64 896.186 1747.68
1295.57 896.787 1747.76
1295.59 896.637 1747.7
1295.51 897.237 1747.77
1295.53 897.087 1747.71
1295.45 897.688 1747.79
1295.47 897.538 1747.73
1295.39 898.138 1747.81
1295.41 897.988 1747.75
1295.33 898.589 1747.83
1295.35 898.438 1747.76
1295.26 899.039 1747.84
1295.28 898.889 1747.78
1295.19 899.489 1747.86
1295.22 899.339 1747.8
1295.13 899.94 1747.88
1295.15 899.79 1747.82
1295.05 900.39 1747.89
1295.08 900.24 1747.83
1294.98 900.841 1747.91
1295.01 900.691 1747.85
1294.91 901.291 1747.93
1294.93 901.141 1747.87
1294.83 901.742 1747.95
1294.86 901.592 1747.88
1294.75 902.192 1747.96
1294.78 902.042 1747.9
1294.67 902.643 1747.98
1294.7 902.492 1747.92
1294.59 903.093 1748
1294.61 902.943 1747.94
1294.5 903.544 1748.02
1294.53 903.393 1747.95
1294.41 903.994 1748.03
1294.44 903.844 1747.97
1294.32 904.444 1748.05
1294.35 904.294 1747.99
1294.23 904.895 1748.07
1294.26 904.745 1748.01
1294.14 905.345 1748.08
1294.17 905.195 1748.02
1294.04 905.796 1748.1
1294.08 905.646 1748.04
1293.94 906.246 1748.12
1293.98 906.096 1748.06
1293.84 906.697 1748.14
1293.88 906.547 1748.08
1293.74 907.147 1748.16
1293.78 906.997 1748.09
1293.64 907.598 1748.17
1293.67 907.447 1748.11
1293.53 908.048 1748.19
1293.57 907.898 1748.13
1293.42 908.498 1748.21
1293.46 908.348 1748.15
1293.31 908.949 1748.23
1293.35 908.799 1748.16
1293.2 909.399 1748.24
1293.24 909.249 1748.18
1293.08 909.85 1748.26
1293.12 909.7 1748.2
1296.36 885.075 1747.15
1296.36 884.925 1747.09
1296.36 885.526 1747.17
1296.36 885.375 1747.11
1296.35 885.976 1747.18
1296.35 885.826 1747.12
1296.34 886.426 1747.2
1296.34 886.276 1747.14
1296.33 886.877 1747.22
1296.33 886.727 1747.16
1296.31 887.327 1747.23
1296.32 887.177 1747.17
1296.3 887.778 1747.25
1296.3 887.628 1747.19
1296.28 888.228 1747.27
1296.29 888.078 1747.21
1296.26 888.679 1747.29
1296.27 888.529 1747.22
1296.24 889.129 1747.3
1296.25 888.979 1747.24
1296.21 889.58 1747.32
1296.22 889.429 1747.26
1296.19 890.03 1747.34
1296.2 889.88 1747.27
1296.16 890.48 1747.35
1296.17 890.33 1747.29
1296.13 890.931 1747.37
1296.14 890.781 1747.31
1296.1 891.381 1747.39
1296.11 891.231 1747.32
1296.07 891.832 1747.4
1296.08 891.682 1747.34
1296.03 892.282 1747.42
1296.04 892.132 1747.36
1295.99 892.733 1747.44
1296.01 892.583 1747.38
1295.95 893.183 1747.45
1295.97 893.033 1747.39
1295.91 893.634 1747.47
1295.93 893.483 1747.41
1295.87 894.084 1747.49
1295.89 893.934 1747.43
1295.82 894.535 1747.5
1295.84 894.384 1747.44
1295.78 894.985 1747.52
1295.79 894.835 1747.46
1295.73 895.435 1747.54
1295.75 895.285 1747.48
1295.68 895.886 1747.56
1295.7 895.736 1747.49
1295.62 896.336 1747.57
1295.64 896.186 1747.51
1295.57 896.787 1747.59
1295.59 896.637 1747.53
1295.51 897.237 1747.61
1295.53 897.087 1747.55
1295.45 897.688 1747.62
1295.47 897.538 1747.56
1295.39 898.138 1747.64
1295.41 897.988 1747.58
1295.33 898.589 1747.66
1295.35 898.438 1747.6
1295.26 899.039 1747.68
1295.29 898.889 1747.61
1295.2 899.489 1747.69
1295.22 899.339 1747.63
1295.13 899.94 1747.71
1295.15 899.79 1747.65
1295.06 900.39 1747.73
1295.08 900.24 1747.66
1294.98 900.841 1747.74
1295.01 900.691 1747.68
1294.91 901.291 1747.76
