x y z
1300.26 899.339 1745.57
1300.17 899.94 1745.54
1300.2 899.79 1745.59
1300.11 900.39 1745.56
1300.13 900.24 1745.61
1300.04 900.841 1745.57
1300.06 900.691 1745.62
1299.97 901.291 1745.59
1299.99 901.141 1745.64
1299.89 901.742 1745.61
1299.92 901.592 1745.66
1299.82 902.192 1745.63
1299.84 902.042 1745.67
1299.74 902.643 1745.64
1299.77 902.492 1745.69
1299.66 903.093 1745.66
1299.69 902.943 1745.71
1299.58 903.544 1745.68
1299.61 903.393 1745.73
1299.5 903.994 1745.69
1299.52 903.844 1745.74
1299.41 904.444 1745.71
1299.44 904.294 1745.76
1299.32 904.895 1745.73
1299.35 904.745 1745.78
1299.24 905.345 1745.74
1299.27 905.195 1745.79
1299.14 905.796 1745.76
1299.17 905.646 1745.81
1299.05 906.246 1745.78
1299.08 906.096 1745.83
1298.96 906.697 1745.79
1298.99 906.547 1745.84
1298.86 907.147 1745.81
1298.89 906.997 1745.86
1298.76 907.598 1745.83
1298.79 907.447 1745.88
1298.66 908.048 1745.85
1298.69 907.898 1745.89
1298.56 908.498 1745.86
1298.59 908.348 1745.91
1298.45 908.949 1745.88
1298.49 908.799 1745.93
1298.34 909.399 1745.9
1298.38 909.249 1745.94
1298.23 909.85 1745.91
1298.27 909.7 1745.96
1301.34 884.625 1745.14
1301.34 884.474 1745.19
1301.29 887.327 1745.24
1301.28 887.778 1745.26
1301.28 887.628 1745.31
1301.26 888.228 1745.27
1301.26 888.078 1745.32
1301.24 888.679 1745.29
1301.25 888.529 1745.34
1301.22 889.129 1745.31
1301.23 888.979 1745.36
1301.2 889.58 1745.32
1301.21 889.429 1745.37
1301.17 890.03 1745.34
1301.18 889.88 1745.39
1301.15 890.48 1745.36
1301.16 890.33 1745.41
1301.12 890.931 1745.37
1301.13 890.781 1745.42
1301.09 891.381 1745.39
1301.1 891.231 1745.44
1301.06 891.832 1745.41
1301.07 891.682 1745.46
1301.03 892.282 1745.42
1301.04 892.132 1745.47
1300.99 892.733 1745.44
1301 892.583 1745.49
1300.95 893.183 1745.46
1300.97 893.033 1745.51
1300.91 893.634 1745.47
1300.93 893.483 1745.52
1300.87 894.084 1745.49
1300.89 893.934 1745.54
1300.83 894.535 1745.51
1300.84 894.384 1745.56
1300.79 894.985 1745.52
1300.8 894.835 1745.57
1300.74 895.435 1745.54
1300.75 895.285 1745.59
1300.69 895.886 1745.56
1300.71 895.736 1745.61
1300.64 896.336 1745.57
1300.66 896.186 1745.62
1300.59 896.787 1745.59
1300.61 896.637 1745.64
1300.54 897.237 1745.61
1300.55 897.087 1745.66
1300.48 897.688 1745.62
1300.5 897.538 1745.67
1300.42 898.138 1745.64
1300.44 897.988 1745.69
1300.36 898.589 1745.66
1300.38 898.438 1745.71
1300.3 899.039 1745.67
1300.32 898.889 1745.72
1300.24 899.489 1745.69
1300.26 899.339 1745.74
1300.17 899.94 1745.71
1300.19 899.79 1745.76
1300.1 900.39 1745.72
1300.13 900.24 1745.77
1300.03 900.841 1745.74
1300.06 900.691 1745.79
1299.96 901.291 1745.76
1299.99 901.141 1745.81
1299.89 901.742 1745.78
1299.91 901.592 1745.83
1299.81 902.192 1745.79
1299.84 902.042 1745.84
1299.74 902.643 1745.81
1299.76 902.492 1745.86
1299.66 903.093 1745.83
1299.68 902.943 1745.88
1299.58 903.544 1745.84
1299.6 903.393 1745.89
1299.49 903.994 1745.86
1299.52 903.844 1745.91
1299.41 904.444 1745.88
1299.44 904.294 1745.93
1299.32 904.895 1745.89
1299.35 904.745 1745.94
1299.23 905.345 1745.91
1299.26 905.195 1745.96
1299.14 905.796 1745.93
1299.17 905.646 1745.98
1299.05 906.246 1745.94
1299.08 906.096 1745.99
1298.96 906.697 1745.96
1298.99 906.547 1746.01
1298.86 907.147 1745.98
1298.89 906.997 1746.03
1298.76 907.598 1745.99
1298.79 907.447 1746.04
1298.66 908.048 1746.01
1298.69 907.898 1746.06
1298.56 908.498 1746.03
1298.59 908.348 1746.08
1298.45 908.949 1746.04
1298.48 908.799 1746.09
1298.34 909.399 1746.06
1298.38 909.249 1746.11
1298.23 909.85 1746.08
1298.27 909.7 1746.13
1301.34 884.625 1745.31
1301.34 884.474 1745.36
1301.27 887.778 1745.42
1301.26 888.228 1745.44
1301.26 888.078 1745.49
1301.24 888.679 1745.46
1301.24 888.529 1745.51
1301.22 889.129 1745.47
1301.22 888.979 1745.52
1301.2 889.58 1745.49
1301.2 889.429 1745.54
1301.17 890.03 1745.51
1301.18 889.88 1745.56
1301.15 890.48 1745.52
1301.15 890.33 1745.57
1301.12 890.931 1745.54
1301.13 890.781 1745.59
1301.09 891.381 1745.56
1301.1 891.231 1745.61
1301.06 891.832 1745.57
1301.07 891.682 1745.62
1301.02 892.282 1745.59
1301.03 892.132 1745.64
1300.99 892.733 1745.61
1301 892.583 1745.66
1300.95 893.183 1745.62
1300.96 893.033 1745.67
1300.91 893.634 1745.64
1300.92 893.483 1745.69
1300.87 894.084 1745.66
1300.88 893.934 1745.71
1300.83 894.535 1745.67
1300.84 894.384 1745.72
1300.78 894.985 1745.69
1300.8 894.835 1745.74
1300.74 895.435 1745.71
1300.75 895.285 1745.76
1300.69 895.886 1745.72
1300.7 895.736 1745.78
1300.64 896.336 1745.74
1300.65 896.186 1745.79
1300.59 896.787 1745.76
1300.6 896.637 1745.81
1300.53 897.237 1745.77
1300.55 897.087 1745.83
1300.48 897.688 1745.79
1300.49 897.538 1745.84
1300.42 898.138 1745.81
1300.44 897.988 1745.86
1300.36 898.589 1745.83
1300.38 898.438 1745.88
1300.3 899.039 1745.84
1300.32 898.889 1745.89
1300.23 899.489 1745.86
1300.25 899.339 1745.91
1300.17 899.94 1745.88
1300.19 899.79 1745.93
1300.1 900.39 1745.89
1300.12 900.24 1745.94
1300.03 900.841 1745.91
1300.05 900.691 1745.96
1299.96 901.291 1745.93
1299.98 901.141 1745.98
1299.89 901.742 1745.94
1299.91 901.592 1745.99
1299.81 902.192 1745.96
1299.84 902.042 1746.01
1299.73 902.643 1745.98
1299.76 902.492 1746.03
1299.66 903.093 1745.99
1299.68 902.943 1746.04
1299.57 903.544 1746.01
1299.6 903.393 1746.06
1299.49 903.994 1746.03
1299.52 903.844 1746.08
1299.41 904.444 1746.04
1299.43 904.294 1746.09
1299.32 904.895 1746.06
1299.35 904.745 1746.11
1299.23 905.345 1746.08
1299.26 905.195 1746.13
1299.14 905.796 1746.09
1299.17 905.646 1746.14
1299.05 906.246 1746.11
1299.08 906.096 1746.16
1298.95 906.697 1746.13
1298.98 906.547 1746.18
1298.85 907.147 1746.15
1298.89 906.997 1746.2
1298.76 907.598 1746.16
1298.79 907.447 1746.21
1298.65 908.048 1746.18
1298.69 907.898 1746.23
1298.55 908.498 1746.2
1298.58 908.348 1746.25
1298.45 908.949 1746.21
1298.48 908.799 1746.26
1298.34 909.399 1746.23
1298.37 909.249 1746.28
1298.23 909.85 1746.25
1298.27 909.7 1746.3
1301.34 884.625 1745.47
1301.34 884.474 1745.52
1301.25 888.228 1745.61
1301.24 888.679 1745.62
1301.24 888.529 1745.67
1301.22 889.129 1745.64
1301.22 888.979 1745.69
1301.19 889.58 1745.66
1301.2 889.429 1745.71
1301.17 890.03 1745.67
1301.18 889.88 1745.72
1301.14 890.48 1745.69
1301.15 890.33 1745.74
1301.12 890.931 1745.71
1301.12 890.781 1745.76
1301.09 891.381 1745.73
1301.09 891.231 1745.78
1301.05 891.832 1745.74
1301.06 891.682 1745.79
1301.02 892.282 1745.76
1301.03 892.132 1745.81
1300.99 892.733 1745.77
1301 892.583 1745.82
1300.95 893.183 1745.79
1300.96 893.033 1745.84
1300.91 893.634 1745.81
1300.92 893.483 1745.86
1300.87 894.084 1745.83
1300.88 893.934 1745.88
1300.83 894.535 1745.84
1300.84 894.384 1745.89
1300.78 894.985 1745.86
1300.79 894.835 1745.91
1300.73 895.435 1745.88
1300.75 895.285 1745.93
1300.69 895.886 1745.89
1300.7 895.736 1745.94
1300.64 896.336 1745.91
1300.65 896.186 1745.96
1300.58 896.787 1745.93
1300.6 896.637 1745.98
1300.53 897.237 1745.94
1300.55 897.087 1745.99
1300.47 897.688 1745.96
1300.49 897.538 1746.01
1300.42 898.138 1745.98
1300.43 897.988 1746.03
1300.36 898.589 1745.99
1300.37 898.438 1746.04
1300.29 899.039 1746.01
1300.31 898.889 1746.06
1300.23 899.489 1746.03
1300.25 899.339 1746.08
1300.16 899.94 1746.04
1300.19 899.79 1746.09
1300.1 900.39 1746.06
1300.12 900.24 1746.11
1300.03 900.841 1746.08
1300.05 900.691 1746.13
1299.96 901.291 1746.09
1299.98 901.141 1746.14
1299.88 901.742 1746.11
1299.91 901.592 1746.16
1299.81 902.192 1746.13
1299.83 902.042 1746.18
1299.73 902.643 1746.14
1299.76 902.492 1746.19
1299.65 903.093 1746.16
1299.68 902.943 1746.21
1299.57 903.544 1746.18
1299.6 903.393 1746.23
1299.49 903.994 1746.19
1299.51 903.844 1746.24
1299.4 904.444 1746.21
1299.43 904.294 1746.26
1299.32 904.895 1746.23
1299.34 904.745 1746.28
1299.23 905.345 1746.25
1299.26 905.195 1746.3
1299.14 905.796 1746.26
1299.17 905.646 1746.31
1299.04 906.246 1746.28
1299.07 906.096 1746.33
1298.95 906.697 1746.3
1298.98 906.547 1746.35
1298.85 907.147 1746.31
1298.88 906.997 1746.36
1298.75 907.598 1746.33
1298.78 907.447 1746.38
1298.65 908.048 1746.35
1298.68 907.898 1746.4
1298.55 908.498 1746.36
1298.58 908.348 1746.41
1298.44 908.949 1746.38
1298.48 908.799 1746.43
1298.34 909.399 1746.4
1298.37 909.249 1746.45
1298.23 909.85 1746.42
1298.26 909.7 1746.47
1301.33 884.625 1745.64
1301.34 884.474 1745.69
1301.23 888.679 1745.79
1301.21 889.129 1745.81
1301.22 888.979 1745.86
1301.19 889.58 1745.82
1301.2 889.429 1745.87
1301.17 890.03 1745.84
1301.17 889.88 1745.89
1301.14 890.48 1745.86
1301.15 890.33 1745.91
1301.11 890.931 1745.88
1301.12 890.781 1745.93
1301.08 891.381 1745.89
1301.09 891.231 1745.94
1301.05 891.832 1745.91
1301.06 891.682 1745.96
1301.02 892.282 1745.93
1301.03 892.132 1745.98
1300.98 892.733 1745.94
1300.99 892.583 1745.99
1300.95 893.183 1745.96
1300.96 893.033 1746.01
1300.91 893.634 1745.98
1300.92 893.483 1746.03
1300.87 894.084 1745.99
1300.88 893.934 1746.04
1300.82 894.535 1746.01
1300.84 894.384 1746.06
1300.78 894.985 1746.03
1300.79 894.835 1746.08
1300.73 895.435 1746.04
1300.75 895.285 1746.09
1300.68 895.886 1746.06
1300.7 895.736 1746.11
1300.63 896.336 1746.08
1300.65 896.186 1746.13
1300.58 896.787 1746.09
1300.6 896.637 1746.14
1300.53 897.237 1746.11
1300.54 897.087 1746.16
1300.47 897.688 1746.13
1300.49 897.538 1746.18
1300.41 898.138 1746.14
1300.43 897.988 1746.19
1300.35 898.589 1746.16
1300.37 898.438 1746.21
1300.29 899.039 1746.18
1300.31 898.889 1746.23
1300.23 899.489 1746.19
1300.25 899.339 1746.24
1300.16 899.94 1746.21
1300.18 899.79 1746.26
1300.09 900.39 1746.23
1300.12 900.24 1746.28
1300.02 900.841 1746.24
1300.05 900.691 1746.29
1299.95 901.291 1746.26
1299.98 901.141 1746.31
1299.88 901.742 1746.28
1299.9 901.592 1746.33
1299.8 902.192 1746.29
1299.83 902.042 1746.35
1299.73 902.643 1746.31
1299.75 902.492 1746.36
1299.65 903.093 1746.33
1299.67 902.943 1746.38
1299.57 903.544 1746.35
1299.59 903.393 1746.4
1299.48 903.994 1746.36
1299.51 903.844 1746.41
1299.4 904.444 1746.38
1299.43 904.294 1746.43
1299.31 904.895 1746.4
1299.34 904.745 1746.45
1299.22 905.345 1746.41
1299.25 905.195 1746.46
1299.13 905.796 1746.43
1299.16 905.646 1746.48
1299.04 906.246 1746.45
1299.07 906.096 1746.5
1298.94 906.697 1746.46
1298.98 906.547 1746.51
1298.85 907.147 1746.48
1298.88 906.997 1746.53
1298.75 907.598 1746.5
1298.78 907.447 1746.55
1298.65 908.048 1746.52
1298.68 907.898 1746.57
1298.54 908.498 1746.53
1298.58 908.348 1746.58
1298.44 908.949 1746.55
1298.47 908.799 1746.6
1298.33 909.399 1746.57
1298.37 909.249 1746.62
1298.22 909.85 1746.58
1298.26 909.7 1746.63
1301.33 884.625 1745.81
1301.33 884.474 1745.86
1301.21 889.129 1745.98
1301.19 889.58 1745.99
1301.2 889.429 1746.04
1301.16 890.03 1746.01
1301.17 889.88 1746.06
1301.14 890.48 1746.03
1301.15 890.33 1746.08
1301.11 890.931 1746.04
1301.12 890.781 1746.09
1301.08 891.381 1746.06
1301.09 891.231 1746.11
1301.05 891.832 1746.08
1301.06 891.682 1746.13
1301.02 892.282 1746.09
1301.03 892.132 1746.14
1300.98 892.733 1746.11
1300.99 892.583 1746.16
1300.94 893.183 1746.13
1300.95 893.033 1746.18
1300.9 893.634 1746.14
1300.92 893.483 1746.19
1300.86 894.084 1746.16
1300.88 893.934 1746.21
1300.82 894.535 1746.18
1300.83 894.384 1746.23
1300.77 894.985 1746.19
1300.79 894.835 1746.24
1300.73 895.435 1746.21
1300.74 895.285 1746.26
1300.68 895.886 1746.23
1300.7 895.736 1746.28
1300.63 896.336 1746.24
1300.65 896.186 1746.29
1300.58 896.787 1746.26
1300.59 896.637 1746.31
1300.52 897.237 1746.28
1300.54 897.087 1746.33
1300.47 897.688 1746.29
1300.49 897.538 1746.34
1300.41 898.138 1746.31
1300.43 897.988 1746.36
1300.35 898.589 1746.33
1300.37 898.438 1746.38
1300.29 899.039 1746.34
1300.31 898.889 1746.39
1300.22 899.489 1746.36
1300.24 899.339 1746.41
1300.16 899.94 1746.38
1300.18 899.79 1746.43
1300.09 900.39 1746.39
1300.11 900.24 1746.45
1300.02 900.841 1746.41
1300.04 900.691 1746.46
1299.95 901.291 1746.43
1299.97 901.141 1746.48
1299.88 901.742 1746.45
1299.9 901.592 1746.5
1299.8 902.192 1746.46
1299.83 902.042 1746.51
1299.72 902.643 1746.48
1299.75 902.492 1746.53
1299.65 903.093 1746.5
1299.67 902.943 1746.55
1299.56 903.544 1746.51
1299.59 903.393 1746.56
1299.48 903.994 1746.53
1299.51 903.844 1746.58
1299.4 904.444 1746.55
1299.42 904.294 1746.6
1299.31 904.895 1746.56
1299.34 904.745 1746.61
1299.22 905.345 1746.58
1299.25 905.195 1746.63
1299.13 905.796 1746.6
1299.16 905.646 1746.65
1299.04 906.246 1746.62
1299.07 906.096 1746.67
1298.94 906.697 1746.63
1298.97 906.547 1746.68
1298.84 907.147 1746.65
1298.88 906.997 1746.7
1298.74 907.598 1746.67
1298.78 907.447 1746.72
1298.64 908.048 1746.68
1298.68 907.898 1746.73
1298.54 908.498 1746.7
1298.57 908.348 1746.75
1298.44 908.949 1746.72
1298.47 908.799 1746.77
1298.33 909.399 1746.74
1298.36 909.249 1746.79
1298.22 909.85 1746.75
1298.25 909.7 1746.8
1301.33 884.625 1745.97
1301.33 884.474 1746.02
1301.19 889.58 1746.16
1301.16 890.03 1746.18
1301.17 889.88 1746.23
1301.14 890.48 1746.19
1301.14 890.33 1746.24
1301.11 890.931 1746.21
1301.12 890.781 1746.26
1301.08 891.381 1746.23
1301.09 891.231 1746.28
1301.05 891.832 1746.24
1301.06 891.682 1746.29
1301.01 892.282 1746.26
1301.02 892.132 1746.31
1300.98 892.733 1746.28
1300.99 892.583 1746.33
1300.94 893.183 1746.29
1300.95 893.033 1746.34
1300.9 893.634 1746.31
1300.91 893.483 1746.36
1300.86 894.084 1746.33
1300.87 893.934 1746.38
1300.82 894.535 1746.34
1300.83 894.384 1746.39
1300.77 894.985 1746.36
1300.79 894.835 1746.41
1300.73 895.435 1746.38
1300.74 895.285 1746.43
1300.68 895.886 1746.39
1300.69 895.736 1746.44
1300.63 896.336 1746.41
1300.64 896.186 1746.46
1300.57 896.787 1746.43
1300.59 896.637 1746.48
1300.52 897.237 1746.44
1300.54 897.087 1746.49
1300.46 897.688 1746.46
1300.48 897.538 1746.51
1300.41 898.138 1746.48
1300.42 897.988 1746.53
1300.35 898.589 1746.5
1300.37 898.438 1746.55
1300.28 899.039 1746.51
1300.3 898.889 1746.56
1300.22 899.489 1746.53
1300.24 899.339 1746.58
1300.16 899.94 1746.55
1300.18 899.79 1746.6
1300.09 900.39 1746.56
1300.11 900.24 1746.61
1300.02 900.841 1746.58
1300.04 900.691 1746.63
1299.95 901.291 1746.6
1299.97 901.141 1746.65
1299.87 901.742 1746.61
1299.9 901.592 1746.66
1299.8 902.192 1746.63
1299.82 902.042 1746.68
1299.72 902.643 1746.65
1299.75 902.492 1746.7
1299.64 903.093 1746.66
1299.67 902.943 1746.71
1299.56 903.544 1746.68
1299.59 903.393 1746.73
1299.48 903.994 1746.7
1299.5 903.844 1746.75
1299.39 904.444 1746.72
1299.42 904.294 1746.77
1299.31 904.895 1746.73
1299.33 904.745 1746.78
1299.22 905.345 1746.75
1299.25 905.195 1746.8
1299.13 905.796 1746.77
1299.15 905.646 1746.82
1299.03 906.246 1746.78
1299.06 906.096 1746.83
1298.94 906.697 1746.8
1298.97 906.547 1746.85
1298.84 907.147 1746.82
1298.87 906.997 1746.87
1298.74 907.598 1746.84
1298.77 907.447 1746.89
1298.64 908.048 1746.85
1298.67 907.898 1746.9
1298.54 908.498 1746.87
1298.57 908.348 1746.92
1298.43 908.949 1746.89
1298.47 908.799 1746.94
1298.32 909.399 1746.9
1298.36 909.249 1746.95
1298.22 909.85 1746.92
1298.25 909.7 1746.97
1301.33 884.625 1746.14
1301.33 884.474 1746.19
1301.16 890.03 1746.34
1301.13 890.48 1746.36
1301.14 890.33 1746.41
1301.1 890.931 1746.38
1301.11 890.781 1746.43
1301.08 891.381 1746.39
1301.08 891.231 1746.44
1301.04 891.832 1746.41
1301.05 891.682 1746.46
1301.01 892.282 1746.43
1301.02 892.132 1746.48
1300.97 892.733 1746.44
1300.99 892.583 1746.49
1300.94 893.183 1746.46
1300.95 893.033 1746.51
1300.9 893.634 1746.48
1300.91 893.483 1746.53
1300.86 894.084 1746.49
1300.87 893.934 1746.54
1300.81 894.535 1746.51
1300.83 894.384 1746.56
1300.77 894.985 1746.53
1300.78 894.835 1746.58
1300.72 895.435 1746.54
1300.74 895.285 1746.59
1300.67 895.886 1746.56
1300.69 895.736 1746.61
1300.62 896.336 1746.58
1300.64 896.186 1746.63
1300.57 896.787 1746.59
1300.59 896.637 1746.65
1300.52 897.237 1746.61
1300.53 897.087 1746.66
1300.46 897.688 1746.63
1300.48 897.538 1746.68
1300.4 898.138 1746.65
1300.42 897.988 1746.7
1300.34 898.589 1746.66
1300.36 898.438 1746.71
1300.28 899.039 1746.68
1300.3 898.889 1746.73
1300.22 899.489 1746.7
1300.24 899.339 1746.75
1300.15 899.94 1746.71
1300.17 899.79 1746.76
1300.08 900.39 1746.73
1300.11 900.24 1746.78
1300.02 900.841 1746.75
1300.04 900.691 1746.8
1299.94 901.291 1746.76
1299.97 901.141 1746.81
1299.87 901.742 1746.78
1299.89 901.592 1746.83
1299.8 902.192 1746.8
1299.82 902.042 1746.85
1299.72 902.643 1746.81
1299.74 902.492 1746.87
1299.64 903.093 1746.83
1299.66 902.943 1746.88
1299.56 903.544 1746.85
1299.58 903.393 1746.9
1299.47 903.994 1746.87
1299.5 903.844 1746.92
1299.39 904.444 1746.88
1299.42 904.294 1746.93
1299.3 904.895 1746.9
1299.33 904.745 1746.95
1299.21 905.345 1746.92
1299.24 905.195 1746.97
1299.12 905.796 1746.93
1299.15 905.646 1746.98
1299.03 906.246 1746.95
1299.06 906.096 1747
1298.93 906.697 1746.97
1298.96 906.547 1747.02
1298.84 907.147 1746.99
1298.87 906.997 1747.04
1298.74 907.598 1747
1298.77 907.447 1747.05
1298.64 908.048 1747.02
1298.67 907.898 1747.07
1298.53 908.498 1747.04
1298.57 908.348 1747.09
1298.43 908.949 1747.05
1298.46 908.799 1747.11
1298.32 909.399 1747.07
1298.36 909.249 1747.12
1298.21 909.85 1747.09
1298.25 909.7 1747.14
1301.33 884.625 1746.31
1301.33 884.474 1746.36
1301.13 890.48 1746.53
1301.1 890.931 1746.54
1301.11 890.781 1746.59
1301.07 891.381 1746.56
1301.08 891.231 1746.61
1301.04 891.832 1746.58
1301.05 891.682 1746.63
1301.01 892.282 1746.59
1301.02 892.132 1746.64
1300.97 892.733 1746.61
1300.98 892.583 1746.66
1300.93 893.183 1746.63
1300.95 893.033 1746.68
1300.9 893.634 1746.64
1300.91 893.483 1746.69
1300.85 894.084 1746.66
1300.87 893.934 1746.71
1300.81 894.535 1746.68
1300.82 894.384 1746.73
1300.77 894.985 1746.69
1300.78 894.835 1746.74
1300.72 895.435 1746.71
1300.73 895.285 1746.76
1300.67 895.886 1746.73
1300.69 895.736 1746.78
1300.62 896.336 1746.75
1300.64 896.186 1746.8
1300.57 896.787 1746.76
1300.59 896.637 1746.81
1300.51 897.237 1746.78
1300.53 897.087 1746.83
1300.46 897.688 1746.8
1300.48 897.538 1746.85
1300.4 898.138 1746.81
1300.42 897.988 1746.86
1300.34 898.589 1746.83
1300.36 898.438 1746.88
1300.28 899.039 1746.85
1300.3 898.889 1746.9
1300.21 899.489 1746.86
1300.24 899.339 1746.91
1300.15 899.94 1746.88
1300.17 899.79 1746.93
1300.08 900.39 1746.9
1300.1 900.24 1746.95
1300.01 900.841 1746.91
1300.03 900.691 1746.96
1299.94 901.291 1746.93
1299.96 901.141 1746.98
1299.87 901.742 1746.95
1299.89 901.592 1747
1299.79 902.192 1746.97
1299.82 902.042 1747.02
1299.71 902.643 1746.98
1299.74 902.492 1747.03
1299.64 903.093 1747
1299.66 902.943 1747.05
1299.55 903.544 1747.02
1299.58 903.393 1747.07
1299.47 903.994 1747.03
1299.5 903.844 1747.08
1299.39 904.444 1747.05
1299.41 904.294 1747.1
1299.3 904.895 1747.07
1299.33 904.745 1747.12
1299.21 905.345 1747.09
1299.24 905.195 1747.14
1299.12 905.796 1747.1
1299.15 905.646 1747.15
1299.03 906.246 1747.12
1299.06 906.096 1747.17
1298.93 906.697 1747.14
1298.96 906.547 1747.19
1298.83 907.147 1747.15
1298.86 906.997 1747.2
1298.73 907.598 1747.17
1298.77 907.447 1747.22
1298.63 908.048 1747.19
1298.67 907.898 1747.24
1298.53 908.498 1747.21
1298.56 908.348 1747.26
1298.42 908.949 1747.22
1298.46 908.799 1747.27
1298.32 909.399 1747.24
1298.35 909.249 1747.29
1298.21 909.85 1747.26
1298.24 909.7 1747.31
1301.32 884.625 1746.48
1301.32 884.474 1746.53
1301.1 890.931 1746.71
1301.07 891.381 1746.73
1301.08 891.231 1746.78
1301.04 891.832 1746.74
1301.05 891.682 1746.79
1301 892.282 1746.76
1301.02 892.132 1746.81
1300.97 892.733 1746.78
1300.98 892.583 1746.83
1300.93 893.183 1746.79
1300.94 893.033 1746.84
1300.89 893.634 1746.81
1300.9 893.483 1746.86
1300.85 894.084 1746.83
1300.86 893.934 1746.88
1300.81 894.535 1746.84
1300.82 894.384 1746.9
1300.76 894.985 1746.86
1300.78 894.835 1746.91
1300.72 895.435 1746.88
1300.73 895.285 1746.93
1300.67 895.886 1746.9
1300.68 895.736 1746.95
1300.62 896.336 1746.91
1300.63 896.186 1746.96
1300.57 896.787 1746.93
1300.58 896.637 1746.98
1300.51 897.237 1746.95
1300.53 897.087 1747
1300.46 897.688 1746.96
1300.47 897.538 1747.01
1300.4 898.138 1746.98
1300.42 897.988 1747.03
1300.34 898.589 1747
1300.36 898.438 1747.05
1300.28 899.039 1747.01
1300.3 898.889 1747.06
1300.21 899.489 1747.03
1300.23 899.339 1747.08
1300.15 899.94 1747.05
1300.17 899.79 1747.1
1300.08 900.39 1747.07
1300.1 900.24 1747.12
1300.01 900.841 1747.08
1300.03 900.691 1747.13
1299.94 901.291 1747.1
1299.96 901.141 1747.15
1299.86 901.742 1747.12
1299.89 901.592 1747.17
1299.79 902.192 1747.13
1299.81 902.042 1747.18
1299.71 902.643 1747.15
1299.74 902.492 1747.2
1299.63 903.093 1747.17
1299.66 902.943 1747.22
1299.55 903.544 1747.18
1299.58 903.393 1747.24
1299.47 903.994 1747.2
1299.49 903.844 1747.25
1299.38 904.444 1747.22
1299.41 904.294 1747.27
1299.3 904.895 1747.24
1299.32 904.745 1747.29
1299.21 905.345 1747.25
1299.23 905.195 1747.3
1299.12 905.796 1747.27
1299.14 905.646 1747.32
1299.02 906.246 1747.29
1299.05 906.096 1747.34
1298.93 906.697 1747.31
1298.96 906.547 1747.36
1298.83 907.147 1747.32
1298.86 906.997 1747.37
1298.73 907.598 1747.34
1298.76 907.447 1747.39
1298.63 908.048 1747.36
1298.66 907.898 1747.41
1298.53 908.498 1747.37
1298.56 908.348 1747.42
1298.42 908.949 1747.39
1298.45 908.799 1747.44
1298.31 909.399 1747.41
1298.35 909.249 1747.46
1298.2 909.85 1747.43
1298.24 909.7 1747.48
1301.32 884.625 1746.64
1301.32 884.474 1746.69
1301.07 891.381 1746.89
1301.04 891.832 1746.91
1301.05 891.682 1746.96
1301 892.282 1746.93
1301.01 892.132 1746.98
1300.97 892.733 1746.94
1300.98 892.583 1746.99
1300.93 893.183 1746.96
1300.94 893.033 1747.01
1300.89 893.634 1746.98
1300.9 893.483 1747.03
1300.85 894.084 1747
1300.86 893.934 1747.05
1300.81 894.535 1747.01
1300.82 894.384 1747.06
1300.76 894.985 1747.03
1300.78 894.835 1747.08
1300.71 895.435 1747.05
1300.73 895.285 1747.1
1300.67 895.886 1747.06
1300.68 895.736 1747.11
1300.62 896.336 1747.08
1300.63 896.186 1747.13
1300.56 896.787 1747.1
1300.58 896.637 1747.15
1300.51 897.237 1747.11
1300.53 897.087 1747.16
1300.45 897.688 1747.13
1300.47 897.538 1747.18
1300.39 898.138 1747.15
1300.41 897.988 1747.2
1300.33 898.589 1747.16
1300.35 898.438 1747.21
1300.27 899.039 1747.18
1300.29 898.889 1747.23
1300.21 899.489 1747.2
1300.23 899.339 1747.25
1300.14 899.94 1747.22
1300.16 899.79 1747.27
1300.08 900.39 1747.23
1300.1 900.24 1747.28
1300.01 900.841 1747.25
1300.03 900.691 1747.3
1299.93 901.291 1747.27
1299.96 901.141 1747.32
1299.86 901.742 1747.28
1299.88 901.592 1747.33
1299.79 902.192 1747.3
1299.81 902.042 1747.35
1299.71 902.643 1747.32
1299.73 902.492 1747.37
1299.63 903.093 1747.34
1299.65 902.943 1747.39
1299.55 903.544 1747.35
1299.57 903.393 1747.4
1299.46 903.994 1747.37
1299.49 903.844 1747.42
1299.38 904.444 1747.39
1299.41 904.294 1747.44
1299.29 904.895 1747.4
1299.32 904.745 1747.45
1299.2 905.345 1747.42
1299.23 905.195 1747.47
1299.11 905.796 1747.44
1299.14 905.646 1747.49
1299.02 906.246 1747.46
1299.05 906.096 1747.51
1298.92 906.697 1747.47
1298.95 906.547 1747.52
1298.83 907.147 1747.49
1298.86 906.997 1747.54
1298.73 907.598 1747.51
1298.76 907.447 1747.56
1298.63 908.048 1747.53
1298.66 907.898 1747.58
1298.52 908.498 1747.54
1298.56 908.348 1747.59
1298.42 908.949 1747.56
1298.45 908.799 1747.61
1298.31 909.399 1747.58
1298.34 909.249 1747.63
1298.2 909.85 1747.6
1298.24 909.7 1747.65
1301.32 884.625 1746.81
1301.32 884.474 1746.86
1301.03 891.832 1747.08
1301 892.282 1747.09
1301.01 892.132 1747.14
1300.96 892.733 1747.11
1300.97 892.583 1747.16
1300.93 893.183 1747.13
1300.94 893.033 1747.18
1300.89 893.634 1747.15
1300.9 893.483 1747.2
1300.85 894.084 1747.16
1300.86 893.934 1747.21
1300.8 894.535 1747.18
