x z sxx syy szz sxy sxz syz
1308.16 1746.31 -1.01817e+06 -1.21701e+06 -2.05597e+06 -214080 -358318 67595.6
1308.16 1746.32 -1.01729e+06 -1.21556e+06 -2.05025e+06 -214208 -358256 67266.2
1308.16 1746.33 -1.01548e+06 -1.21573e+06 -2.04784e+06 -214146 -358575 67017.7
1308.15 1746.35 -1.0129e+06 -1.21529e+06 -2.04409e+06 -214173 -358958 66822.7
1308.15 1746.36 -1.0101e+06 -1.21446e+06 -2.04031e+06 -214114 -359248 66561.5
1308.69 1746.26 -1.01816e+06 -1.21784e+06 -2.05835e+06 -213970 -358518 67710.2
1308.69 1746.27 -1.01651e+06 -1.21818e+06 -2.05615e+06 -213901 -358849 67470.9
1308.68 1746.28 -1.01463e+06 -1.21698e+06 -2.05318e+06 -213897 -358926 67260.9
1308.68 1746.29 -1.01211e+06 -1.21654e+06 -2.04938e+06 -213922 -359302 67063.5
1308.68 1746.3 -1.01163e+06 -1.21864e+06 -2.04792e+06 -214852 -360089 66611.9
1309.24 1746.2 -1.01815e+06 -1.21868e+06 -2.06083e+06 -213858 -358723 67829.3
1309.24 1746.21 -1.01652e+06 -1.21906e+06 -2.05868e+06 -213780 -359058 67592.3
1309.24 1746.22 -1.01467e+06 -1.21788e+06 -2.05574e+06 -213769 -359136 67383.3
1309.23 1746.23 -1.01217e+06 -1.21746e+06 -2.05194e+06 -213788 -359514 67186
1309.23 1746.24 -1.01088e+06 -1.21996e+06 -2.05348e+06 -214583 -360441 66867.2
1309.82 1746.15 -1.01639e+06 -1.21801e+06 -2.06534e+06 -213457 -358971 68136
1309.82 1746.15 -1.01451e+06 -1.21801e+06 -2.06004e+06 -213233 -359182 67781.2
1309.82 1746.16 -1.01471e+06 -1.21881e+06 -2.05842e+06 -213638 -359350 67511
1309.82 1746.17 -1.01208e+06 -1.21818e+06 -2.0549e+06 -213555 -359660 67260.2
1309.81 1746.18 -1.01099e+06 -1.22098e+06 -2.05629e+06 -214439 -360665 66999.1
1310.43 1746.08 -1.01653e+06 -1.22038e+06 -2.06885e+06 -213274 -359442 68237.2
1310.43 1746.09 -1.01482e+06 -1.21935e+06 -2.06604e+06 -213246 -359526 68033.5
1310.43 1746.1 -1.01274e+06 -1.21784e+06 -2.05995e+06 -213085 -359484 67704.9
1310.42 1746.11 -1.01292e+06 -1.2215e+06 -2.06275e+06 -212784 -360581 67613.6
1310.42 1746.12 -1.01484e+06 -1.22762e+06 -2.06807e+06 -214009 -361961 67571.1
1311.07 1746.02 -1.02038e+06 -1.2271e+06 -2.08089e+06 -212852 -360766 68825.5
1311.07 1746.03 -1.01868e+06 -1.22604e+06 -2.07801e+06 -212809 -360839 68620
1311.07 1746.03 -1.01779e+06 -1.22921e+06 -2.08062e+06 -213617 -361861 68328.1
1311.07 1746.04 -1.0156e+06 -1.22753e+06 -2.07422e+06 -213416 -361796 67991.1
1311.06 1746.05 -1.00873e+06 -1.22364e+06 -2.06372e+06 -213175 -362049 67556.3
1311.74 1745.95 -1.02036e+06 -1.22795e+06 -2.08373e+06 -212673 -360970 68969.8
1311.74 1745.96 -1.0187e+06 -1.22695e+06 -2.08094e+06 -212622 -361046 68767.4
1311.74 1745.96 -1.01787e+06 -1.2302e+06 -2.0837e+06 -213419 -362077 68481.9
1311.74 1745.97 -1.016e+06 -1.22889e+06 -2.08048e+06 -213342 -362118 68267.2
1311.73 1745.98 -1.00947e+06 -1.22393e+06 -2.06785e+06 -212912 -361980 67701.4
1312.45 1745.88 -1.02134e+06 -1.2286e+06 -2.08581e+06 -211402 -361159 69341.4
1312.45 1745.89 -1.02073e+06 -1.23214e+06 -2.08903e+06 -212196 -362217 69074.5
1312.45 1745.89 -1.019e+06 -1.23099e+06 -2.08606e+06 -212130 -362267 68866.8
1312.44 1745.9 -1.01286e+06 -1.22649e+06 -2.07678e+06 -211832 -362238 68432.2
1312.44 1745.9 -1.00861e+06 -1.22674e+06 -2.07674e+06 -212139 -362744 68006.1
1313.19 1745.8 -1.02236e+06 -1.23407e+06 -2.09495e+06 -212019 -362367 69443.3
1313.19 1745.81 -1.02078e+06 -1.23308e+06 -2.0922e+06 -211944 -362425 69244.9
1313.19 1745.81 -1.01763e+06 -1.23325e+06 -2.09147e+06 -211192 -362916 69042.6
1313.18 1745.82 -1.01159e+06 -1.22891e+06 -2.08247e+06 -210874 -362902 68618.3
1313.18 1745.82 -1.00991e+06 -1.2278e+06 -2.07964e+06 -210802 -362954 68412.5
1313.97 1745.73 -1.02822e+06 -1.24532e+06 -2.1143e+06 -210817 -363928 70321.4
1313.96 1745.73 -1.02666e+06 -1.24435e+06 -2.11161e+06 -210733 -363984 70124.2
1313.96 1745.73 -1.02072e+06 -1.24015e+06 -2.10282e+06 -210399 -363979 69710.9
1313.96 1745.74 -1.01911e+06 -1.23911e+06 -2.10007e+06 -210321 -364029 69507.7
1313.96 1745.74 -1.01745e+06 -1.238e+06 -2.09725e+06 -210243 -364076 69300.5
1314.78 1745.65 -1.02251e+06 -1.24224e+06 -2.10752e+06 -208952 -364288 70229.1
1314.78 1745.65 -1.021e+06 -1.24131e+06 -2.10497e+06 -208873 -364343 70031.4
1314.78 1745.65 -1.01943e+06 -1.24032e+06 -2.10234e+06 -208793 -364396 69829.6
1315.64 1745.56 -1.01887e+06 -1.24162e+06 -2.10792e+06 -208084 -364713 70293.5
1315.64 1745.56 -1.01742e+06 -1.24076e+06 -2.10548e+06 -207996 -364772 70095.9
1316.54 1745.47 -1.02383e+06 -1.25107e+06 -2.12478e+06 -207391 -365612 70987.1
1303.79 1747.08 -996513 -1.17671e+06 -1.98051e+06 -213093 -354316 65497.2
1303.79 1747.1 -996012 -1.18038e+06 -1.98365e+06 -213947 -355166 65263.7
1303.79 1747.11 -994622 -1.17994e+06 -1.98197e+06 -214056 -355304 65087.5
1303.78 1747.13 -993851 -1.18264e+06 -1.98217e+06 -214056 -356003 64860.3
1303.77 1747.15 -987053 -1.17664e+06 -1.97112e+06 -213913 -355652 64253.5
1304.1 1747.07 -996141 -1.17684e+06 -1.98116e+06 -212971 -354388 65529.5
1304.1 1747.09 -995620 -1.18052e+06 -1.98429e+06 -213823 -355242 65294.4
1304.09 1747.11 -994202 -1.18005e+06 -1.98257e+06 -213925 -355379 65117
1304.09 1747.12 -993395 -1.18275e+06 -1.98274e+06 -213915 -356082 64888.5
1304.08 1747.14 -986505 -1.17667e+06 -1.97154e+06 -213760 -355727 64275.8
1304.42 1747.06 -995757 -1.17698e+06 -1.98185e+06 -212848 -354465 65563.5
1304.42 1747.08 -995216 -1.18066e+06 -1.98498e+06 -213698 -355322 65326.8
1304.42 1747.1 -994600 -1.18261e+06 -1.98545e+06 -213736 -355861 65157.7
1304.41 1747.11 -992930 -1.18287e+06 -1.98335e+06 -213772 -356167 64918.5
1304.4 1747.13 -991257 -1.18207e+06 -1.98122e+06 -213865 -356269 64728.3
1304.76 1747.05 -995360 -1.17713e+06 -1.98259e+06 -212723 -354547 65599.4
1304.76 1747.07 -994802 -1.18082e+06 -1.98571e+06 -213571 -355409 65361
1304.76 1747.08 -994159 -1.18276e+06 -1.98616e+06 -213601 -355949 65191.1
1304.75 1747.1 -992457 -1.18299e+06 -1.98402e+06 -213628 -356257 64950.5
1304.74 1747.12 -990755 -1.18217e+06 -1.98185e+06 -213714 -356360 64758.8
1305.12 1747.04 -994951 -1.17729e+06 -1.98338e+06 -212598 -354634 65637.1
1305.12 1747.06 -994378 -1.18098e+06 -1.9865e+06 -213444 -355500 65397.2
1305.11 1747.07 -993710 -1.18291e+06 -1.98692e+06 -213465 -356044 65226.4
1305.11 1747.09 -991978 -1.18313e+06 -1.98475e+06 -213483 -356354 64984.6
1305.1 1747.1 -990251 -1.18229e+06 -1.98253e+06 -213563 -356457 64791.5
1305.49 1747.03 -996923 -1.18059e+06 -1.99108e+06 -212706 -354937 66025.5
1305.49 1747.05 -994298 -1.18004e+06 -1.98744e+06 -213282 -355279 65403.7
1305.49 1747.06 -993254 -1.18308e+06 -1.98774e+06 -213328 -356144 65264
1305.48 1747.08 -991495 -1.18329e+06 -1.98554e+06 -213338 -356457 65021.1
1305.47 1747.09 -991824 -1.18604e+06 -1.9894e+06 -214206 -357441 64966.4
1305.88 1747.02 -996545 -1.18083e+06 -1.99211e+06 -212585 -355039 66074.1
1305.88 1747.04 -996249 -1.18333e+06 -1.99517e+06 -213381 -355585 65794.9
1305.88 1747.05 -994988 -1.18704e+06 -1.99505e+06 -214017 -357164 65453.9
1305.87 1747.06 -993149 -1.18717e+06 -1.99268e+06 -214003 -357466 65205.1
1305.87 1747.08 -991304 -1.18617e+06 -1.99019e+06 -214048 -357546 65003.8
1306.3 1747.01 -996159 -1.18108e+06 -1.9932e+06 -212463 -355146 66125.3
1306.29 1747.02 -999024 -1.19008e+06 -2.00541e+06 -214034 -357055 66019.9
1306.29 1747.04 -994502 -1.1872e+06 -1.99596e+06 -213872 -357271 65495.5
1306.29 1747.05 -992644 -1.18732e+06 -1.99357e+06 -213851 -357575 65246.2
1306.28 1747.06 -990787 -1.18632e+06 -1.99106e+06 -213891 -357658 65044.1
1306.73 1747 -1.00158e+06 -1.18929e+06 -2.00679e+06 -212352 -354261 66012.2
1306.73 1747.01 -1.00217e+06 -1.19451e+06 -2.01248e+06 -213082 -355249 65741.1
1306.72 1747.02 -999921 -1.19457e+06 -2.00956e+06 -213158 -355706 65572.4
1306.72 1747.04 -995568 -1.19156e+06 -2.00021e+06 -212897 -355823 64959.1
1306.71 1747.05 -993625 -1.19046e+06 -1.99755e+06 -212946 -355942 64760.7
1307.18 1746.99 -1.0011e+06 -1.18947e+06 -2.00789e+06 -212232 -354399 66072.9
1307.18 1747 -1.00169e+06 -1.19471e+06 -2.01363e+06 -212958 -355395 65801.7
1307.18 1747.01 -999392 -1.19589e+06 -2.01083e+06 -212957 -356056 65580.3
1307.18 1747.02 -997473 -1.19479e+06 -2.00809e+06 -212992 -356174 65376.5
1307.17 1747.04 -993069 -1.19059e+06 -1.99852e+06 -212795 -356089 64811.8
1307.66 1746.97 -1.00628e+06 -1.19687e+06 -2.02106e+06 -212103 -355284 66701
1307.66 1746.98 -1.00686e+06 -1.2021e+06 -2.02681e+06 -212818 -356278 66433.2
1307.66 1747 -999316 -1.19507e+06 -2.01239e+06 -212786 -355880 65612.4
1307.65 1747.01 -996980 -1.195e+06 -2.0093e+06 -212855 -356329 65439.6
1307.65 1747.02 -994981 -1.19382e+06 -2.00644e+06 -212882 -356444 65230.7
1308.16 1746.96 -1.00611e+06 -1.20058e+06 -2.02854e+06 -211801 -356061 66935.4
1308.16 1746.97 -1.0057e+06 -1.20298e+06 -2.03145e+06 -212584 -356615 66643.8
1308.16 1746.98 -1.00382e+06 -1.20307e+06 -2.02891e+06 -212531 -356938 66389
1308.15 1746.99 -1.00211e+06 -1.20229e+06 -2.0224e+06 -212702 -357201 66068.2
1308.15 1747 -999223 -1.2014e+06 -2.01852e+06 -212655 -357502 65800.4
1308.69 1746.94 -1.01004e+06 -1.2071e+06 -2.04136e+06 -212771 -357613 67353.4
1308.69 1746.95 -1.00962e+06 -1.20954e+06 -2.04433e+06 -213554 -358174 67058.6
1308.68 1746.96 -1.00772e+06 -1.20962e+06 -2.04175e+06 -213488 -358499 66801.3
1308.68 1746.98 -1.00519e+06 -1.2092e+06 -2.03797e+06 -213523 -358887 66600.6
1308.68 1746.99 -1.0023e+06 -1.20829e+06 -2.03402e+06 -213464 -359183 66330.5
1309.24 1746.93 -1.00757e+06 -1.20545e+06 -2.04167e+06 -212223 -357690 67501.6
1309.24 1746.94 -1.00926e+06 -1.21126e+06 -2.04664e+06 -213352 -358597 67110.8
1309.24 1746.95 -1.00732e+06 -1.21005e+06 -2.0436e+06 -213349 -358688 66894.1
1309.23 1746.96 -1.0053e+06 -1.20874e+06 -2.04044e+06 -213344 -358774 66672.1
1309.23 1746.97 -1.00195e+06 -1.20876e+06 -2.03593e+06 -213312 -359378 66425.1
1309.82 1746.91 -1.00748e+06 -1.20635e+06 -2.04687e+06 -212241 -358012 67717.7
1309.82 1746.92 -1.00679e+06 -1.2097e+06 -2.04719e+06 -212801 -358695 67263.4
1309.82 1746.93 -1.00487e+06 -1.20851e+06 -2.04416e+06 -212792 -358791 67045.5
1309.82 1746.94 -1.00204e+06 -1.20773e+06 -2.04037e+06 -212710 -359109 66779.4
1309.81 1746.95 -998845 -1.20696e+06 -2.03276e+06 -211912 -359597 66518.7
1310.43 1746.89 -1.00834e+06 -1.20766e+06 -2.04966e+06 -211049 -358329 68028.1
1310.43 1746.9 -1.00805e+06 -1.21152e+06 -2.05335e+06 -211716 -359146 67707.1
1310.43 1746.91 -1.00584e+06 -1.2099e+06 -2.04709e+06 -211556 -359113 67368.9
1310.42 1746.92 -1.00308e+06 -1.20917e+06 -2.04341e+06 -211464 -359435 67108.8
1310.42 1746.93 -997811 -1.20879e+06 -2.0387e+06 -212159 -360373 66614.6
1311.07 1746.88 -1.00943e+06 -1.21304e+06 -2.05844e+06 -211568 -359247 68033.2
1311.07 1746.88 -1.00769e+06 -1.21202e+06 -2.0556e+06 -211545 -359346 67823.7
1311.07 1746.89 -1.00506e+06 -1.21145e+06 -2.0521e+06 -211436 -359678 67573
1311.07 1746.9 -1.00088e+06 -1.21122e+06 -2.04757e+06 -211843 -360520 67221.6
1311.06 1746.91 -1.00036e+06 -1.21327e+06 -2.04989e+06 -212713 -361264 66931.4
1311.74 1746.86 -1.0126e+06 -1.21827e+06 -2.06844e+06 -211147 -360410 68611
1311.74 1746.86 -1.01086e+06 -1.21723e+06 -2.06555e+06 -211120 -360499 68396.9
1311.74 1746.87 -1.00827e+06 -1.21669e+06 -2.06212e+06 -211004 -360831 68147.3
1311.74 1746.88 -1.00359e+06 -1.21562e+06 -2.05846e+06 -211642 -361502 67644.4
1311.73 1746.88 -998849 -1.21525e+06 -2.05479e+06 -211822 -361896 67082.4
1312.45 1746.84 -1.01216e+06 -1.21863e+06 -2.07066e+06 -210911 -360589 68742.4
1312.45 1746.84 -1.00971e+06 -1.21829e+06 -2.06747e+06 -210781 -360938 68504.4
1312.45 1746.85 -1.00361e+06 -1.21387e+06 -2.05829e+06 -210508 -360934 68065.6
1312.44 1746.86 -1.00205e+06 -1.21758e+06 -2.0634e+06 -210721 -362131 67804
1312.44 1746.86 -1.00021e+06 -1.21632e+06 -2.06029e+06 -210669 -362191 67583.1
1313.19 1746.82 -1.01093e+06 -1.21968e+06 -2.07266e+06 -210562 -361030 68858.8
1313.19 1746.82 -1.00356e+06 -1.21674e+06 -2.06594e+06 -209618 -361479 68434.3
1313.19 1746.83 -1.00347e+06 -1.21936e+06 -2.06914e+06 -210476 -362274 68172.4
1313.18 1746.83 -1.00178e+06 -1.21826e+06 -2.06624e+06 -210413 -362344 67959.4
1313.18 1746.84 -1.00002e+06 -1.21709e+06 -2.06326e+06 -210351 -362409 67742.4
1313.97 1746.8 -1.01061e+06 -1.22228e+06 -2.07831e+06 -208559 -361734 69313.6
1313.96 1746.8 -1.00628e+06 -1.22177e+06 -2.0756e+06 -209141 -362468 68849.6
1313.96 1746.8 -1.00475e+06 -1.22085e+06 -2.07296e+06 -209077 -362546 68645
1313.96 1746.81 -1.00314e+06 -1.21985e+06 -2.07022e+06 -209014 -362620 68435.6
1313.96 1746.81 -1.00146e+06 -1.21877e+06 -2.0674e+06 -208953 -362692 68222
1314.78 1746.77 -1.00578e+06 -1.21946e+06 -2.07483e+06 -207929 -361849 69274.8
1314.78 1746.78 -1.00598e+06 -1.22243e+06 -2.0786e+06 -208764 -362671 69035
1314.78 1746.78 -1.00453e+06 -1.22161e+06 -2.07611e+06 -208687 -362755 68835.2
1314.78 1746.78 -1.00301e+06 -1.22072e+06 -2.07353e+06 -208612 -362836 68630.9
1314.78 1746.78 -1.00142e+06 -1.21976e+06 -2.07089e+06 -208539 -362914 68422.5
1315.64 1746.75 -1.00734e+06 -1.22676e+06 -2.09002e+06 -207560 -363398 69965.7
1315.64 1746.75 -1.00601e+06 -1.22606e+06 -2.08764e+06 -207475 -363482 69767
1315.64 1746.75 -1.00909e+06 -1.23002e+06 -2.09172e+06 -207699 -363941 69744.1
1315.64 1746.75 -1.00017e+06 -1.22013e+06 -2.07523e+06 -207825 -363132 68841.2
1315.64 1746.75 -998715 -1.21932e+06 -2.07278e+06 -207742 -363217 68636.8
1316.54 1746.72 -1.01269e+06 -1.23416e+06 -2.10442e+06 -206103 -363982 71081.1
1316.54 1746.72 -1.00585e+06 -1.22535e+06 -2.08828e+06 -206144 -363516 70285.8
1316.54 1746.72 -1.00485e+06 -1.22665e+06 -2.08948e+06 -206940 -363810 69816.5
1316.54 1746.72 -1.00348e+06 -1.22594e+06 -2.08715e+06 -206844 -363896 69614.6
1316.54 1746.72 -995489 -1.21889e+06 -2.07431e+06 -206347 -363482 68921
1303.79 1747.41 -993650 -1.17361e+06 -1.97566e+06 -212794 -354082 65331.4
1303.79 1747.43 -992021 -1.17448e+06 -1.97426e+06 -212964 -354562 65187.3
1303.79 1747.44 -991705 -1.17687e+06 -1.97715e+06 -213768 -355086 64915.1
1303.78 1747.46 -985689 -1.1733e+06 -1.96825e+06 -213566 -355142 64311.6
1303.77 1747.47 -984039 -1.17356e+06 -1.96624e+06 -213624 -355449 64074.6
1304.1 1747.42 -993065 -1.17351e+06 -1.97595e+06 -212659 -354140 65349.7
1304.1 1747.44 -991410 -1.17437e+06 -1.9745e+06 -212823 -354620 65204.1
1304.09 1747.45 -991065 -1.17675e+06 -1.97738e+06 -213625 -355148 64929.7
1304.09 1747.47 -984961 -1.17311e+06 -1.96837e+06 -213410 -355203 64321
1304.08 1747.49 -983267 -1.17335e+06 -1.9663e+06 -213461 -355512 64081.7
1304.42 1747.44 -992455 -1.17341e+06 -1.97627e+06 -212523 -354202 65368.8
1304.42 1747.45 -990775 -1.17425e+06 -1.97476e+06 -212681 -354683 65221.8
1304.42 1747.47 -990403 -1.17663e+06 -1.97764e+06 -213480 -355215 64945.2
1304.41 1747.48 -989460 -1.17927e+06 -1.97768e+06 -213457 -355928 64708
1304.4 1747.5 -982475 -1.17314e+06 -1.9664e+06 -213296 -355580 64089.8
1304.76 1747.45 -991820 -1.1733e+06 -1.97661e+06 -212385 -354269 65388.8
1304.76 1747.47 -990430 -1.17297e+06 -1.97505e+06 -212498 -354431 65207.6
1304.76 1747.48 -989719 -1.17651e+06 -1.97794e+06 -213335 -355287 64961.6
1304.75 1747.5 -988736 -1.17913e+06 -1.97793e+06 -213302 -356004 64722.8
1304.74 1747.51 -981665 -1.17293e+06 -1.96652e+06 -213132 -355654 64098.9
1305.12 1747.47 -991161 -1.17319e+06 -1.97698e+06 -212246 -354341 65409.7
1305.12 1747.48 -989745 -1.17283e+06 -1.97538e+06 -212353 -354503 65227.2
1305.11 1747.5 -989016 -1.17638e+06 -1.97826e+06 -213189 -355364 64979.1
1305.11 1747.51 -987994 -1.17899e+06 -1.97823e+06 -213146 -356086 64738.7
1305.1 1747.53 -980840 -1.17272e+06 -1.96669e+06 -212967 -355734 64109.4
1305.49 1747.48 -990478 -1.17307e+06 -1.97738e+06 -212107 -354418 65431.7
1305.49 1747.5 -989039 -1.1727e+06 -1.97574e+06 -212207 -354581 65247.9
1305.49 1747.51 -989089 -1.17869e+06 -1.98087e+06 -212979 -355855 65006.2
1305.48 1747.53 -987235 -1.17885e+06 -1.97856e+06 -212991 -356174 64756
1305.47 1747.54 -982028 -1.1761e+06 -1.97298e+06 -213603 -356708 64257.3
1305.88 1747.5 -992243 -1.17618e+06 -1.98484e+06 -212210 -354715 65810.9
1305.88 1747.52 -988311 -1.17255e+06 -1.97614e+06 -212060 -354663 65269.9
1305.88 1747.53 -988344 -1.17857e+06 -1.98128e+06 -212831 -355946 65026.5
1305.87 1747.54 -988576 -1.18241e+06 -1.98521e+06 -213648 -357172 64918.6
1305.87 1747.56 -981160 -1.17587e+06 -1.97321e+06 -213432 -356795 64270.6
1306.3 1747.52 -991569 -1.17611e+06 -1.98545e+06 -212076 -354805 65842.4
1306.29 1747.53 -990029 -1.17561e+06 -1.98355e+06 -212155 -354962 65647.2
1306.29 1747.55 -989732 -1.18218e+06 -1.98811e+06 -213504 -356955 65196.3
1306.29 1747.56 -987767 -1.18224e+06 -1.9856e+06 -213486 -357266 64938.5
1306.28 1747.57 -980282 -1.17564e+06 -1.9735e+06 -213261 -356889 64285.9
1306.73 1747.54 -994348 -1.18007e+06 -1.99179e+06 -211111 -352976 65544.9
1306.73 1747.55 -994945 -1.18327e+06 -1.99626e+06 -212013 -354061 65504.1
1306.72 1747.57 -994834 -1.1892e+06 -2.00117e+06 -212773 -355364 65247.1
1306.72 1747.58 -990338 -1.18609e+06 -1.99165e+06 -212515 -355488 64625.4
1306.71 1747.59 -982688 -1.17933e+06 -1.97929e+06 -212288 -355125 63965.7
1307.18 1747.56 -995837 -1.18379e+06 -1.99905e+06 -211816 -354015 65742.2
1307.18 1747.57 -995030 -1.18574e+06 -1.99935e+06 -211797 -354604 65556.5
1307.18 1747.59 -994384 -1.18797e+06 -2.00199e+06 -212592 -355165 65250.5
1307.18 1747.6 -991935 -1.18899e+06 -1.999e+06 -212602 -355825 65019.5
1307.17 1747.61 -981743 -1.17905e+06 -1.97963e+06 -212125 -355256 63990.7
1307.66 1747.58 -994334 -1.18429e+06 -2.00299e+06 -211585 -354328 65920.2
1307.66 1747.59 -994192 -1.18555e+06 -1.99996e+06 -211657 -354734 65597.7
1307.66 1747.61 -992238 -1.18569e+06 -1.99748e+06 -211630 -355084 65335.2
1307.65 1747.62 -991099 -1.18883e+06 -1.99964e+06 -212454 -355965 65059.2
1307.65 1747.63 -983354 -1.18196e+06 -1.98707e+06 -212205 -355601 64389.1
1308.16 1747.6 -993468 -1.18411e+06 -2.00375e+06 -211452 -354463 65967.7
1308.16 1747.62 -992665 -1.18604e+06 -2.00401e+06 -211419 -355052 65782
1308.16 1747.63 -990736 -1.18617e+06 -2.00152e+06 -211386 -355400 65520.2
1308.15 1747.64 -989638 -1.18929e+06 -2.00362e+06 -212204 -356275 65242.6
1308.15 1747.65 -977245 -1.1786e+06 -1.9801e+06 -211763 -355807 64125.1
1308.69 1747.63 -996245 -1.1891e+06 -2.01497e+06 -210897 -355223 66631.3
1308.69 1747.64 -997478 -1.19305e+06 -2.01677e+06 -211277 -355923 66394.8
1308.68 1747.65 -989849 -1.186e+06 -2.00236e+06 -211236 -355548 65571.4
1308.68 1747.66 -989091 -1.18808e+06 -2.00477e+06 -212007 -356106 65259
1308.68 1747.67 -975832 -1.17915e+06 -1.98441e+06 -211502 -356133 64323.8
1309.24 1747.65 -996402 -1.19185e+06 -2.0189e+06 -210677 -355825 66721.2
1309.24 1747.66 -994617 -1.19094e+06 -2.01629e+06 -210717 -355972 66506.5
1309.24 1747.67 -992637 -1.19102e+06 -2.01372e+06 -210666 -356322 66240.7
1309.23 1747.68 -989791 -1.19182e+06 -2.01143e+06 -211635 -356866 65653.3
1309.23 1747.69 -980764 -1.18623e+06 -1.99746e+06 -211336 -357012 64951.5
1309.82 1747.68 -996048 -1.19247e+06 -2.02368e+06 -210704 -356147 66918.5
1309.82 1747.69 -993741 -1.19206e+06 -2.01776e+06 -210481 -356354 66532
1309.82 1747.7 -994513 -1.19535e+06 -2.02154e+06 -210228 -357075 66439.6
1309.82 1747.71 -987396 -1.19116e+06 -2.01135e+06 -209930 -357288 65940.3
1309.81 1747.71 -979297 -1.18522e+06 -1.99826e+06 -209718 -357230 65286.9
1310.43 1747.71 -996658 -1.19351e+06 -2.0261e+06 -209527 -356466 67211.8
1310.43 1747.71 -994855 -1.19376e+06 -2.02375e+06 -209448 -356825 66958.4
1310.43 1747.72 -994259 -1.19604e+06 -2.02645e+06 -210205 -357400 66650.9
1310.42 1747.73 -986719 -1.19128e+06 -2.01291e+06 -209738 -357479 66027.3
1310.42 1747.74 -978846 -1.1842e+06 -2.00003e+06 -209444 -357101 65337.9
1311.07 1747.73 -1.00131e+06 -1.201e+06 -2.03897e+06 -209342 -358289 67828.3
1311.07 1747.74 -999549 -1.20005e+06 -2.03623e+06 -209367 -358414 67606.7
1311.07 1747.75 -993878 -1.19949e+06 -2.0321e+06 -209790 -359119 67039.3
1311.07 1747.76 -992010 -1.19831e+06 -2.0291e+06 -209810 -359222 66810.4
1311.06 1747.76 -982303 -1.19043e+06 -2.01278e+06 -210312 -358705 65752.7
1311.74 1747.76 -1.00293e+06 -1.20569e+06 -2.04864e+06 -209904 -359413 68158.9
1311.74 1747.77 -996879 -1.20135e+06 -2.03954e+06 -209666 -359430 67715.5
1311.74 1747.78 -995519 -1.20428e+06 -2.04192e+06 -210334 -360264 67369.1
1311.74 1747.78 -987515 -1.19705e+06 -2.02872e+06 -209997 -359863 66663.6
1311.73 1747.79 -984655 -1.19741e+06 -2.02835e+06 -209398 -360395 66463.5
1312.45 1747.8 -1.00211e+06 -1.20562e+06 -2.05023e+06 -209660 -359569 68268.7
1312.45 1747.8 -995222 -1.20181e+06 -2.04061e+06 -209304 -359834 67796.3
1312.45 1747.81 -993662 -1.20581e+06 -2.04626e+06 -209446 -360871 67505
1312.44 1747.81 -985752 -1.19872e+06 -2.03329e+06 -209092 -360484 66808.3
1312.44 1747.82 -985258 -1.20085e+06 -2.03569e+06 -209943 -361256 66517.8
1313.19 1747.83 -996009 -1.20264e+06 -2.04502e+06 -209037 -359875 68140.9
1313.19 1747.83 -993301 -1.20336e+06 -2.04506e+06 -208407 -360444 67936.8
1313.19 1747.84 -992968 -1.206e+06 -2.0484e+06 -209146 -361058 67636
1313.18 1747.84 -985095 -1.19896e+06 -2.03552e+06 -208775 -360677 66941.6
1313.18 1747.85 -984666 -1.20117e+06 -2.03805e+06 -209612 -361457 66655.3
1313.97 1747.86 -991356 -1.2005e+06 -2.0442e+06 -206769 -360190 68416.9
1313.96 1747.87 -991203 -1.20341e+06 -2.04796e+06 -207509 -360826 68125.8
1313.96 1747.87 -983286 -1.19635e+06 -2.03502e+06 -207107 -360439 67428.4
1313.96 1747.88 -987534 -1.20361e+06 -2.04468e+06 -208237 -361632 67347.9
1313.96 1747.88 -985903 -1.2026e+06 -2.04191e+06 -208199 -361732 67130.2
1314.78 1747.9 -990568 -1.19917e+06 -2.04382e+06 -205566 -360211 68859.9
1314.78 1747.9 -987621 -1.2004e+06 -2.04555e+06 -205918 -360905 68569.3
1314.78 1747.91 -979802 -1.19495e+06 -2.03547e+06 -206341 -360688 67593.2
1314.78 1747.91 -979650 -1.19756e+06 -2.03862e+06 -207175 -361512 67318.5
1314.78 1747.91 -978158 -1.19671e+06 -2.03604e+06 -207130 -361623 67101.9
1315.64 1747.94 -988433 -1.20135e+06 -2.05053e+06 -205533 -360958 68984
1315.64 1747.94 -980617 -1.19446e+06 -2.03783e+06 -205088 -360575 68291.6
1315.64 1747.94 -980673 -1.19734e+06 -2.04142e+06 -205920 -361419 68029.1
1315.64 1747.94 -979361 -1.19673e+06 -2.03918e+06 -205876 -361542 67817.1
1315.64 1747.95 -970957 -1.19067e+06 -2.02875e+06 -206353 -361361 66898.7
1316.54 1747.98 -987961 -1.20179e+06 -2.0535e+06 -205094 -361139 69207.1
1316.54 1747.98 -981527 -1.19844e+06 -2.04676e+06 -205498 -361480 68470.1
1316.54 1747.98 -973236 -1.19099e+06 -2.03378e+06 -205097 -361124 67849.7
1316.54 1747.98 -972138 -1.19062e+06 -2.03191e+06 -205040 -361263 67648.2
1316.54 1747.98 -970977 -1.19019e+06 -2.02997e+06 -204986 -361401 67442.6
1303.79 1747.74 -990823 -1.17055e+06 -1.97087e+06 -212492 -353851 65169.4
1303.79 1747.75 -989186 -1.17145e+06 -1.96949e+06 -212666 -354338 65023.8
