x z pbsig pbstate
1301.18 1746.53 -267.089 3
1296.46 1746.13 1625.86 3
1301.13 1747.15 -173.217 3
1301.1 1747.17 360.236 3
1301.24 1747.96 -489.962 3
1301.24 1748.01 1265.56 3
1296.62 1746.37 21.5719 3
1296.57 1746.39 403.036 3
1299.52 1749.84 -213.273 3
1299.52 1749.81 38.0363 3
1299.54 1749.85 -1.05686 3
1301.06 1745.98 313.512 3
1301.02 1745.92 5.47963 3
1301.25 1745.65 -361.629 3
1299.5 1750.04 85.6394 3
1296.68 1745.34 233.651 3
1297.92 1749.95 69.3759 3
1296.57 1747.51 -278.896 3
1301.02 1747.45 -120.591 3
1296.51 1748.27 -397.719 3
1296.55 1748.3 184.948 3
1296.59 1748.29 -106.172 3
1298.07 1750.05 38.9506 3
1297.86 1749.99 1001.86 3
1301.15 1746.6 -76.5081 3
1301.08 1746.61 11.3565 3
1296.48 1745.52 -829.328 3
1296.52 1745.57 -609.709 3
1299.97 1749.78 6.32094 3
1296.68 1746.76 -50.8118 3
1296.65 1746.8 357.964 3
1296.52 1746.73 -57.3894 3
1298.05 1750.07 117.915 3
1296.58 1746.54 127.056 3
1297.33 1749.64 1522.95 3
1299.35 1750.01 -23.2634 3
1297.05 1749.21 107.08 3
1300.22 1749.53 -145.262 3
1297.56 1749.76 47.1458 3
1301.25 1746.4 1434.96 3
1301.02 1747.48 -98.0234 3
1301.06 1747.45 -16.0519 3
1299.91 1749.68 395.022 3
1296.59 1747.65 -29.519 3
1299.77 1750.01 77.643 3
1299.56 1750.04 37.3522 3
1296.51 1746.92 375.684 3
1297.36 1749.42 -313.275 3
1297.63 1749.66 -148.713 3
1300.08 1749.55 719.896 3
1300.97 1744.96 224.157 3
1299.78 1749.87 94.6057 3
1296.47 1747.77 336.463 3
1296.66 1744.99 86.7148 3
1300.92 1748.97 229.207 3
1301.05 1745.51 36.9549 3
1300.74 1749.01 313.297 3
1301.02 1747.93 122.467 3
1301.01 1747.96 -86.1483 3
1297.46 1749.67 46.3989 3
1297.43 1749.72 307.377 3
1299.12 1750.03 -44.5829 3
1297 1748.96 295.659 3
1299.94 1749.93 263.706 3
1301.12 1748.48 2186.76 3
1296.48 1747.33 1143.03 3
1297.36 1749.7 233.792 3
1296.66 1747.97 -77.1545 3
1301.2 1745.02 337.107 3
1301.23 1745.02 203.848 3
1296.46 1746.6 1547.05 3
1296.68 1745.92 -17.361 3
1296.59 1745.42 300.532 3
1296.56 1747.03 445.337 3
1296.51 1747.05 236.398 3
1301.01 1747.99 168.829 3
1297.52 1749.48 202.602 3
1297.66 1749.69 -8.69354 3
1298.01 1750.08 33.7808 3
1300.73 1748.86 -129.132 3
1298.08 1750.1 275.771 3
1301.26 1745.17 -309.952 3
1298.07 1749.81 -224.191 3
1301.12 1746.71 232.44 3
1301.09 1746.72 19.3868 3
1300.97 1748.6 -225.757 3
1297.36 1749.64 97.9168 3
1297.36 1749.4 -1.07855 3
1297.35 1749.43 90.86 3
1297.31 1749.41 239.175 3
1296.62 1746 -127.585 3
1296.64 1745.97 237.842 3
1296.59 1745.94 -307.277 3
1298.03 1749.99 55.8783 3
1296.62 1745.21 -576.276 3
1296.57 1745.19 350.983 3
1296.65 1748.7 521.162 3
1297.11 1749.11 217.289 3
1301.11 1747.7 -50.0948 3
1296.52 1745.74 557.843 3
1296.67 1747.63 7.15566 3
1296.67 1747.68 184.542 3
1298.53 1750.16 498.329 3
1301 1748.19 -20.8715 3
1296.68 1746.77 200.398 3
1297.11 1749.45 343.112 3
1300.16 1749.8 527.095 3
1296.49 1745.31 -166.648 3
1301.18 1746.08 -496.355 3
1301.26 1746.07 1559.49 3
1301.23 1746.08 577.622 3
1301.23 1746.02 -100.337 3
1298.72 1750.17 220.221 3
1298.73 1750.17 137.739 3
1298.78 1750.16 187.74 3
1301.15 1746.01 73.454 3
1301.25 1747.83 479.98 3
1300.33 1749.63 231.866 3
1298.81 1750.04 -33.7458 3
1298.01 1749.79 740.529 3
1296.52 1748.07 432.756 3
1301.01 1748.04 139.713 3
1300.93 1745.05 -369.604 3
1300.9 1745.05 -63.1586 3
1299.15 1750 -100.27 3
1299.11 1750 -254.319 3
1296.91 1749.06 48.21 3
1296.87 1749.08 438.047 3
1296.41 1747.14 -245.112 3
1298.58 1750.13 225.793 3
1301.11 1747.13 -307.401 3
1300.58 1749.13 98.6103 3
1301.26 1746.11 -805.656 3
1301.2 1746.12 977.814 3
1298.69 1750.15 108.1 3
1301.16 1746.1 178.1 3
1301.14 1746.07 400.796 3
1301.04 1747.99 526.415 3
1301.03 1748.02 -200.821 3
1300.27 1749.46 -56.3334 3
1299.06 1750.15 650.673 3
1296.53 1744.96 66.3788 3
1301.25 1746.7 2837.96 3
1296.59 1748.52 541.126 3
1296.61 1748.6 224.908 3
1298.85 1750.13 39.1345 3
1300.81 1748.73 48.443 3
1300.83 1748.77 219.516 3
1301.04 1746.77 117.752 3
1299.4 1750.02 37.8165 3
1297.24 1749.37 -44.0115 3
1301.19 1745.97 656.207 3
1297.15 1749.15 238.584 3
1300.37 1749.49 44.6067 3
1296.41 1747.9 -10.0126 3
1296.72 1748.93 1248.85 3
1301.19 1745.5 -255.656 3
1296.95 1749.18 74.6954 3
1300.59 1749.35 111.976 3
1301.23 1746.47 1511.79 3
1296.43 1746.25 4166.03 3
1301.12 1745.38 -164.261 3
1296.42 1747.68 -182.84 3
1301.09 1745.24 -317.628 3
1300.03 1749.75 93.2021 3
1297.41 1749.59 184.214 3
1300.24 1749.76 316.161 3
1300.89 1748.93 627.103 3
1296.64 1748.13 86.5384 3
1301.04 1748.17 87.646 3
1301 1748.12 -4.07264 3
1298.02 1749.96 22.5099 3
1297.78 1749.72 59.4454 3
1296.92 1748.99 -124.461 3
1296.57 1748.25 -210.63 3
1296.67 1747.48 279.802 3
1299.35 1750.11 361.64 3
1301.05 1745.96 163.923 3
1296.43 1746.62 -1004.85 3
1296.47 1746.69 -458.725 3
1300.48 1749.41 48.6996 3
1300.97 1748.45 121.479 3
1301.03 1748.4 -337.34 3
1300.95 1748.39 106.043 3
1301.23 1747.47 3581.12 3
1301.2 1747.45 251.04 3
1300.99 1748 129.125 3
1296.63 1747.43 304.146 3
1296.68 1748.25 -188.926 3
1301.27 1745.81 2904.46 3
1296.63 1746.63 517.985 3
1301.1 1745.31 23.6162 3
1296.44 1745.64 526.018 3
1296.65 1745.99 239.217 3
1296.6 1746.05 292.815 3
1296.65 1745.54 -44.2973 3
1296.65 1748.73 1676.21 3
1296.51 1745.42 12.6109 3
1296.49 1745.44 283.961 3
1299.79 1749.71 72.6162 3
1301.05 1748.62 184.855 3
1301.16 1747.71 209.672 3
1301.04 1745.53 -252.386 3
1296.67 1746.01 -62.992 3
1301.03 1748.47 11.9736 3
1301.2 1748.3 2752.81 3
1299.37 1749.99 86.5315 3
1296.44 1747.1 99.4454 3
1298.72 1750.04 -99.6871 3
1296.49 1746.69 46.0268 3
1300.66 1749.08 350.51 3
1301 1747.36 -33.4901 3
1299.55 1749.81 210.944 3
1299.49 1749.85 53.3412 3
1300.4 1749.52 20.8509 3
1301.08 1746.01 -56.3119 3
1301.12 1745.98 -300.157 3
1296.46 1745.52 1770.54 3
1301.28 1746.67 -126.754 3
1296.46 1745.72 1051.3 3
1301.21 1747.05 733.513 3
1301.22 1746.99 -287.766 3
1296.43 1746.47 4396.14 3
1296.5 1745.83 -939.887 3
1296.55 1745.88 -158.523 3
1298.69 1749.96 15.8195 3
1296.44 1745.82 3547.91 3
1296.61 1745.08 -647.497 3
1297.43 1749.61 54.9643 3
1297.49 1749.58 -197.532 3
1297.99 1749.93 94.5495 3
1296.54 1745.64 -216.925 3
1300.35 1749.67 560.879 3
1298.95 1749.98 -507.826 3
1297.65 1749.86 181.292 3
1301.2 1745.71 -304.623 3
1301.01 1748.82 985.516 3
1297.45 1749.6 -150.412 3
1297.44 1749.67 326.94 3
1300.85 1748.92 273.715 3
1300.85 1748.95 -57.0815 3
1298.38 1750.13 142.147 3
1299.57 1749.81 38.0566 3
1301.04 1746.74 87.9005 3
1301.27 1745.49 -292.307 3
1296.5 1747.35 474.254 3
1299.34 1749.92 -268.953 3
1296.63 1748.27 413.243 3
1296.69 1745.3 -165.864 3
1296.7 1745.26 -39.3056 3
1296.66 1745.26 -25.6476 3
1296.59 1747.67 105.855 3
1296.65 1746.24 -253.707 3
1297.04 1749.31 24.8413 3
1296.64 1746.53 319.049 3
1298.11 1750.08 267.387 3
1296.5 1745.95 -207.087 3
1296.68 1746.24 80.7326 3
1301.15 1748.45 938.291 3
1301.3 1745.32 2158.12 3
1296.78 1745.14 -67.522 3
1296.81 1745.15 257.217 3
1296.62 1746.39 132.998 3
1296.52 1748.19 341.093 3
1301.01 1745.04 65.9875 3
1300.39 1749.26 249.869 3
1296.69 1745.11 220.34 3
1296.72 1745.08 -154.499 3
1297.71 1749.74 -20.0801 3
1297.34 1749.41 166.828 3
1297.29 1749.39 80.7979 3
1301.19 1745.71 -484.571 3
1296.44 1746.28 -649.67 3
1296.44 1745.48 164.878 3
1301.11 1745.69 10.203 3
1301.02 1745.26 -222.192 3
1298.08 1750.04 213.211 3
1298.05 1750 14.9597 3
1300.96 1748.27 20.2678 3
1297.05 1749.35 145.266 3
1296.48 1745.53 646.553 3
1298.68 1750.15 238.775 3
1301.04 1746.81 -59.9171 3
1301.16 1748.28 270.184 3
1296.48 1746 380.752 3
1298.69 1750.06 76.5374 3
1300.62 1749.13 34.0667 3
1299.97 1749.76 76.8798 3
1300.6 1749.38 1088.83 3
1296.46 1747.56 412.065 3
1296.67 1748.54 106.181 3
1299.79 1749.82 153.626 3
1299.82 1749.81 -96.1566 3
1300.72 1748.87 -154.647 3
1300.69 1748.89 143.297 3
1300.95 1748.33 22.081 3
1300.96 1748.29 -58.4816 3
1296.57 1746.64 138.311 3
1301.24 1746.14 -268.078 3
1301.16 1746.18 620.245 3
1301.03 1747.47 -37.2622 3
1296.48 1747.06 199.256 3
1300.85 1748.79 740.279 3
1296.66 1748.09 122.691 3
1296.61 1746.98 280.05 3
1301.13 1746.76 214.733 3
1301.23 1746.07 1327.62 3
1296.59 1744.96 228.636 3
1296.58 1745 181.992 3
1299.22 1749.91 33.2433 3
1296.65 1745.1 -111.95 3
1296.63 1745.11 187.217 3
1296.68 1745.12 115.475 3
1296.52 1748.23 50.4082 3
1299.78 1749.8 64.3958 3
1296.58 1748.05 -131.042 3
1296.52 1748.02 -138.977 3
1296.62 1745.06 -229.108 3
1296.69 1745.07 47.2982 3
1296.44 1747.02 -632.189 3
1296.43 1747.56 2012.47 3
1299.75 1750.01 -21.7513 3
1297.33 1749.67 431.487 3
1301.2 1746.23 488.885 3
1297.6 1749.72 159.275 3
1301.11 1746.76 -297.699 3
1296.59 1747.71 -55.057 3
1301.05 1745.55 133.446 3
1296.58 1745.65 591.102 3
1297.21 1749.43 -35.0526 3
1296.54 1746.82 -74.057 3
1296.71 1748.65 -113.539 3
1300.99 1745.23 -72.728 3
1300.51 1749.18 30.9825 3
1301.26 1745.19 651.592 3
1299.54 1750.03 21.7815 3
1301.06 1747 222.855 3
1301.11 1745.75 174.451 3
1300.35 1749.55 378.129 3
1296.56 1747.03 834.562 3
1299.74 1749.99 162.035 3
1297.55 1749.82 511.12 3
1301.17 1746.31 -512.846 3
1297.27 1749.42 108.645 3
1300.7 1748.91 12.9727 3
1300.88 1748.95 332.407 3
1300.95 1748.25 -61.202 3
1297.61 1749.86 429.799 3
1298.8 1750.08 28.1754 3
1298.78 1750.05 -119.451 3
1298.17 1750.08 49.1294 3
1301.14 1745.79 -171.156 3
1301.12 1745.86 295.99 3
1296.51 1745.42 -78.4315 3
1297.11 1749.41 284.079 3
1297.03 1749.37 -130.393 3
1296.67 1745.98 7.65407 3
1299.24 1750.02 -122.01 3
1296.55 1748.43 -232.851 3
1296.62 1745.21 -251.599 3
1297.62 1749.81 96.1303 3
1296.82 1748.85 30.3814 3
1298.16 1749.94 45.9636 3
1298.53 1750.02 47.3034 3
1299.22 1750.06 -55.2852 3
1298.82 1750.05 -7.64163 3
1296.73 1748.93 3089.86 3
1296.59 1748.02 86.1047 3
1296.57 1748.08 486.313 3
1296.75 1745.12 88.2824 3
1296.53 1746.13 1133.9 3
1300.14 1749.75 325.715 3
1301.01 1748.02 288.706 3
1301.29 1745.24 76.1191 3
1301.18 1747.94 -16.0308 3
1297.58 1749.8 501.085 3
1300.07 1749.78 215.313 3
1299.45 1749.89 -117.855 3
1301.28 1745.86 -215.225 3
1301.25 1745.91 -129.73 3
1296.56 1747.97 -140.23 3
1300.72 1749.32 106.745 3
1301.19 1746.57 754.546 3
1296.51 1745.46 571.083 3
1298.57 1750.07 -7.29178 3
1298.56 1750 -165.572 3
1296.54 1747.34 19.2033 3
1297.33 1749.66 595.164 3
1301.15 1746.14 -84.3061 3
1299.81 1749.75 -356.341 3
1296.43 1746.87 -655.599 3
1297.03 1749.2 72.1545 3
1296.47 1747.47 750.763 3
1301.18 1745.09 -339.291 3
1301.15 1745.16 -348.112 3
1296.65 1746.29 163.105 3
1299.33 1749.94 94.0618 3
1296.48 1746.47 -442.748 3
1296.53 1746.04 165.099 3
1300.36 1749.49 32.1475 3
1301.16 1746.41 -148.948 3
1296.95 1748.96 123.253 3
1298.57 1750.06 -53.8486 3
1298.58 1750.06 -58.284 3
1299.59 1749.84 -207.649 3
1298.06 1750.07 100.145 3
1301.03 1747.56 2.58516 3
1299.27 1750.18 193.559 3
1301.2 1745.04 657.887 3
1301.15 1745.06 -428.799 3
1301.06 1748.45 61.2877 3
1300.92 1745.09 73.8784 3
1300.79 1748.91 -202.572 3
1301.06 1748.7 334.047 3
1300.98 1745.2 64.635 3
1301.25 1745.98 134.061 3
1301.04 1747.6 57.6404 3
1296.63 1747.4 -192.977 3
1300.92 1745.02 236.782 3
1301 1748.25 -114.012 3
1298.59 1750.13 167.28 3
1296.99 1749.13 278.41 3
1296.64 1745.89 -107.146 3
1299.36 1749.97 10.716 3
1296.45 1745.81 1477.71 3
1296.54 1747.07 -155.186 3
1296.76 1748.78 46.048 3
1301.23 1745.05 74.7503 3
1301.05 1747.59 159.431 3
1296.53 1745.79 -589.511 3
1298.58 1750.09 32.32 3
1296.52 1746.52 36.5415 3
1300.15 1749.58 -16.7226 3
1296.53 1746.21 88.497 3
1296.49 1745.72 -649.095 3
1300.99 1747.96 98.9432 3
1301.26 1745.23 160.862 3
1301.14 1745.11 418.325 3
1298.59 1750.09 51.4762 3
1296.5 1747.47 373.725 3
1301.26 1747.68 913.183 3
1301.19 1748.09 1620.57 3
1301.15 1748.08 -30.179 3
1299.53 1750.01 109.686 3
1300.94 1748.42 -82.5334 3
1296.42 1747.83 1786.31 3
1301.19 1746.2 606.238 3
1301.17 1746.22 312.446 3
1301.21 1746.19 923.585 3
1297.85 1749.83 -118.253 3
1301.05 1746.4 -169.986 3
1301.09 1748.1 299.582 3
1298.28 1750.14 148.342 3
1296.44 1745.06 -211.933 3
1301.03 1746.97 -496.913 3
1301.07 1746.97 211.727 3
1301.21 1747.06 -349.905 3
1300.6 1749.45 165.467 3
1296.5 1747.8 1543.03 3
1301.12 1746.86 604.627 3
1300.43 1749.58 1546.22 3
1301.29 1745.01 689.322 3
1300.68 1749.09 165.552 3
1297.72 1749.9 912.307 3
1297.74 1749.88 177.875 3
1296.59 1747.47 -330.518 3
1301.17 1746.26 971.914 3
1296.94 1749.31 76.7293 3
1300.99 1748.2 138.854 3
1296.78 1748.73 185.39 3
1300.89 1748.65 334.923 3
1298.25 1749.94 -132.573 3
1301.02 1747 231.582 3
1301.27 1747.1 -123.018 3
1301.23 1747.06 2222.35 3
1296.8 1748.76 50.5551 3
1296.59 1745.75 526.903 3
1297.56 1749.83 506.027 3
1296.46 1745.8 1451.67 3
1301.1 1747.63 157.328 3
1301.13 1746.41 55.2059 3
1300.94 1748.4 125.459 3
1298.65 1750.12 17.8082 3
1300.22 1749.46 -227.863 3
1300.92 1745.18 129.25 3
1296.66 1745.02 -181.352 3
1297.64 1749.65 142.086 3
1297.32 1749.67 -34.5861 3
1296.63 1746.4 464.599 3
1301.1 1748.53 1172.08 3
1297.03 1749.4 176.301 3
1301.02 1747.11 -34.3216 3
1296.6 1746.21 -21.3654 3
1296.63 1746.25 25.4822 3
1296.67 1745.5 -4.23402 3
1298.42 1749.94 -30.4641 3
1300.95 1745.2 -155.894 3
1298.69 1749.98 111.121 3
1301.12 1745.72 -296.038 3
1301.14 1744.98 199.773 3
1301.07 1748.4 -60.3306 3
1301.04 1748.36 251.355 3
1299.35 1750.13 459.592 3
1296.77 1745.06 43.9952 3
1296.65 1745.87 -49.7057 3
1296.66 1745.91 243.367 3
1298.72 1750.1 -14.7951 3
1301.05 1746.97 206.635 3
1298.2 1750.07 24.0765 3
1301.15 1745.26 -70.0318 3
1301.14 1747.87 -188.201 3
1301.23 1747.72 2598.97 3
1299.09 1749.95 -325.399 3
1296.79 1748.71 529.178 3
1296.79 1748.91 1062.22 3
1296.67 1746.93 15.7752 3
1296.68 1747.13 72.0326 3
1301.08 1745.38 -483.161 3
1297.43 1749.48 -418.35 3
1301.2 1748.19 2794.22 3
1299.34 1750.13 655.698 3
1301.15 1748.02 171.18 3
1301.18 1748.04 28.3644 3
1301.05 1748.26 439.787 3
1301.15 1746.93 684.886 3
1301.11 1746.9 -10.5618 3
1296.5 1745.6 -345.583 3
1296.53 1745.59 503.956 3
1301.21 1745.93 82.5506 3
1298.6 1750.18 156.084 3
1299.08 1750.04 -121.375 3
1301.24 1748.09 1259 3
1301.2 1748.07 308.632 3
1301.07 1747.11 85.2849 3
1301.24 1746.83 -556.325 3
1298.91 1750.17 480.79 3
1296.46 1745.56 566.226 3
1301.15 1746.95 34.3733 3
1301.06 1746.99 -117.704 3
1299.89 1749.74 85.8449 3
1297.5 1749.64 165.565 3
1301.15 1747.69 732.841 3
1296.54 1745.05 -215.795 3
1299.15 1750.07 -11.4789 3
1301.06 1745.42 33.8731 3
1297.95 1750.03 -30.2534 3
1296.44 1745.06 -282.498 3
1298.81 1749.99 -620.487 3
1296.62 1746.65 139.989 3
1301.04 1748.73 2524.35 3
1296.68 1748.54 61.8056 3
1300.92 1748.39 238.545 3
1300.97 1748.39 237.32 3
1301.02 1745.82 -219.701 3
1300.99 1748.83 361.717 3
1301.18 1746.67 -505.264 3
1301.25 1746.65 2313.07 3
1299.18 1750.15 284.272 3
1301.19 1746.22 131.459 3
1301.03 1747.87 111.781 3
1298.92 1750.17 335.59 3
1300.95 1748.22 170.626 3
1300.46 1749.47 124.297 3
1296.66 1748.46 199.184 3
1297.85 1749.82 -56.8147 3
1297.19 1749.45 -6.20743 3
1297.04 1749.07 -110.573 3
1300.99 1748.42 -5.86963 3
1298.23 1749.87 209.605 3
1300.57 1749.32 -100.985 3
1297.02 1748.93 59.055 3
1300.85 1749.06 -61.3694 3
1296.66 1748.35 111.422 3
1298.02 1749.94 150.379 3
1298.03 1750.01 568.836 3
1297.56 1749.65 -52.9195 3
1296.61 1745.62 39.0245 3
1298.59 1750.13 69.9486 3
1301.1 1747.81 655.519 3
1298.97 1749.97 480.164 3
1296.55 1748.51 248.563 3
1298.21 1749.9 -37.8259 3
1299.92 1749.74 247.067 3
1301.23 1747.84 2463 3
1300.53 1749.14 437.977 3
1299.92 1749.8 38.5735 3
1299.97 1749.86 -56.8556 3
1300.5 1749.18 201.045 3
1301.29 1746.33 376.377 3
1297.25 1749.45 -32.5022 3
1296.48 1745.6 -724.682 3
1296.68 1746.31 126.1 3
1296.57 1747.41 68.3196 3
1300.83 1749.01 -158.228 3
1301.02 1748.75 1230 3
1297.28 1749.66 27.9336 3
1296.53 1748.49 -229.038 3
1301.04 1745.49 103.97 3
1296.73 1748.65 -111.252 3
1300.69 1749.14 -134.539 3
1301.19 1746.49 819.562 3
1296.8 1748.72 -265.845 3
1301.07 1747.79 -33.2603 3
1297.59 1749.85 519.679 3
1299.32 1750.17 27.0604 3
1296.63 1746.9 -111.549 3
1296.67 1747.8 205.918 3
1296.58 1748.65 547.996 3
1301.04 1745.58 -315.435 3
1297.49 1749.8 48.1167 3
1300.34 1749.33 949.093 3
1296.5 1745.99 1176.74 3
1299.05 1750.05 33.183 3
1296.52 1746.96 73.6155 3
1301.08 1746.92 -11.7387 3
1297.86 1749.81 -57.3445 3
1301.17 1747.79 1820.65 3
1298.55 1750.06 51.9915 3
1296.52 1746.97 61.0602 3
1301.17 1746.83 241.272 3
1301.27 1746.65 1078.59 3
1298.87 1750.06 -104.073 3
1296.6 1748.56 289.533 3
1296.58 1748.6 721.107 3
1297.38 1749.49 7.41943 3
1297.42 1749.5 204.214 3
1301.19 1745.96 -264.049 3
1301.27 1747.15 2058.82 3
1296.45 1745.82 11.3397 3
1301.23 1747.37 1029.13 3
1296.83 1748.95 -184.247 3
1296.66 1745.84 269.279 3
1301.12 1745.88 165.525 3
1301.18 1746.52 -43.316 3
1298.38 1749.95 55.0851 3
1299.68 1750 679.582 3
1301.11 1747.32 221.827 3
1296.45 1747.96 1413.21 3
1296.48 1747.96 38.8389 3
1296.48 1745.18 -275.233 3
1299.2 1750 -1.81895 3
1296.55 1746.64 951.744 3
1296.6 1746.59 244.21 3
1296.48 1746.84 723.83 3
1296.68 1748.68 621.792 3
1296.5 1746.45 39.9831 3
1297.99 1750.01 145.32 3
1296.71 1748.68 186.947 3
1299.18 1749.99 -177.094 3
1300.8 1748.69 -23.035 3
1301.04 1746.09 -217.133 3
1296.54 1747.84 191.728 3
1296.68 1746.33 5.0237 3
1296.66 1745.37 -294.308 3
1300.69 1749.33 1450.27 3
1301.22 1746.89 613.756 3
1300.02 1749.88 113.845 3
1296.66 1745.68 -97.0307 3
1296.61 1745.18 -592.028 3
1301.12 1747.86 600.055 3
1298.68 1750.2 254.964 3
1297.67 1749.78 7.78149 3
1301.18 1745.52 305.731 3
1296.41 1747.68 2480.88 3
1298.42 1749.99 -140.302 3
1301.16 1746.82 -575.454 3
1296.61 1747.94 386.928 3
1296.55 1746.99 -410.631 3
1296.54 1748.32 852.284 3
1296.53 1748.34 221.527 3
1298.16 1749.84 16.2394 3
1301.02 1747.41 -116.727 3
1296.68 1748.5 791.314 3
1296.98 1749.37 2358.73 3
1301.3 1745.5 -23.5436 3
1301.26 1745.5 1874.77 3
1296.59 1748.3 -62.7121 3
1301.29 1745.94 2358.77 3
1297.6 1749.68 48.8245 3
1296.7 1748.3 246.37 3
1297.02 1749.16 42.1207 3
1297.02 1749.18 357.335 3
1297.06 1749.16 59.4036 3
1298.18 1750.1 124.059 3
1301.11 1745.6 -358.046 3
1296.61 1745.89 178.77 3
1296.55 1746.97 -315.982 3
1301.06 1745.69 -53.3387 3
1301.12 1745.68 14.2369 3
1296.47 1746.51 545.04 3
1301.02 1747.23 -113.312 3
1296.61 1748.45 740.561 3
1296.57 1748.5 277.405 3
1298.42 1749.93 -539.238 3
1301.03 1747.75 66.7263 3
1301.11 1747.75 629.056 3
1301.09 1747.74 60.7499 3
1296.58 1746.84 514.094 3
1296.64 1746.81 288.141 3
1298.12 1749.95 156.87 3
1301.23 1747.7 847.325 3
1301 1745.04 -332.783 3
1296.5 1746.59 -139.478 3
1296.49 1746.04 168.326 3
1296.48 1746.01 904.596 3
1296.63 1747.25 162.468 3
1296.75 1748.68 -8.46269 3
1296.78 1748.7 324.024 3
1301.07 1746.21 39.5384 3
1301.08 1746.23 318.842 3
1296.65 1745.71 366.704 3
1296.6 1745.43 -386.865 3
1301.07 1745.84 39.8662 3
1298.88 1750.06 75.0295 3
1301.13 1746.65 -16.4917 3
1301.15 1746.67 -248.061 3
1296.52 1747.96 1084.97 3
1301.12 1748.36 -65.8212 3
1297.41 1749.57 39.0641 3
1297.19 1749.51 1055.71 3
1296.48 1746.38 -605.752 3
1300.96 1748.61 207.078 3
1300.93 1748.66 64.9893 3
1299.47 1749.89 -456.648 3
1296.5 1747.88 639.757 3
1301.15 1748.42 -221.04 3
1301.04 1746.81 488.326 3
1296.64 1745.81 277.979 3
1301.12 1745.69 181.965 3
1297.51 1749.65 33.3209 3
1298.31 1749.88 174.56 3
1301.27 1747.34 295.549 3
1299.58 1750.07 320.774 3
1301.05 1748.63 1135.47 3
1301.17 1746 42.5347 3
1296.99 1749.22 459.262 3
1301.16 1747.68 736.053 3
1296.48 1746.58 333.606 3
1296.44 1746.6 3087.67 3
1301.06 1747.13 -36.3688 3
1301.05 1748.34 14.2566 3
1296.68 1745.51 -97.2493 3
1299.36 1750.16 -40.0667 3
1296.49 1746.54 -206.671 3
1296.76 1748.4 148.109 3
1297.44 1749.55 -139.864 3
1301.01 1745.07 152.547 3
1296.59 1745.26 165.722 3
1299.11 1750.07 -45.3737 3
1301.28 1746.19 308.677 3
1299.48 1750.03 239.813 3
1297.43 1749.47 -204.916 3
1296.94 1749.28 108.91 3
1301.04 1746.84 244.338 3
1296.64 1745.31 110.751 3
1299.89 1749.86 145.6 3
1298.16 1750.05 271.907 3
1296.62 1746.68 -16.6347 3
1297.56 1749.68 -63.8143 3
1297.57 1749.65 90.7131 3
1297.57 1749.68 -28.919 3
1296.81 1748.65 68.9815 3
1296.59 1748.5 364.839 3
1296.55 1746.93 686.953 3
1301.08 1747.19 61.6041 3
1297.12 1749.11 394.845 3
1297.06 1749.1 19.1062 3
1296.59 1746.28 -5.09829 3
1300.14 1749.69 -11.8013 3
1296.5 1746.11 -233.434 3
1296.6 1745.9 -294.922 3
1301.15 1747.62 -181.861 3
1296.8 1748.75 -52.8065 3
1300.97 1745.21 -336.28 3
1301.11 1744.97 69.3068 3
1299.02 1750.03 -51.3481 3
1300.63 1749.4 -60.6747 3
1301.19 1746.63 25.4464 3
1300.77 1748.77 47.869 3
1296.65 1745.03 -625.457 3
1296.69 1745.01 -48.8678 3
1301.24 1746.54 1721.07 3
1301.23 1747.66 2230.6 3
1299.15 1750.12 20.4478 3
1296.42 1747.55 -73.7686 3
1300.61 1749.01 159.824 3
1296.67 1747.2 -14.6459 3
1296.67 1747.25 269.935 3
1298.22 1749.92 239.756 3
1298 1749.9 109.227 3
1298.17 1749.89 457.905 3
1299.03 1749.98 -113.671 3
1296.51 1745.19 -793.136 3
1296.6 1748.6 729.999 3
1297.76 1749.88 35.3396 3
1300.84 1749.03 -132.445 3
1301.17 1748.16 94.4939 3
1296.46 1746.56 -582.846 3
1296.41 1746.59 2783.26 3
1296.42 1746.52 16.8969 3
1296.7 1748.43 203.793 3
1301 1746.87 224.963 3
1296.64 1746.92 85.9733 3
1297.47 1749.6 277 3
1300.67 1749.03 18.2597 3
1301.16 1747.72 -506.733 3
1296.56 1746.19 130.227 3
1301.21 1746.55 -51.4829 3
1301.2 1746.16 712.583 3
1296.67 1746.41 -164.243 3
1296.67 1746.79 26.8477 3
1301.26 1746.19 2094.93 3
1296.45 1746.61 -1077.88 3
1301.13 1745.18 -69.9266 3
1301.19 1747.35 520.31 3
1298.61 1749.96 52.0251 3
1296.5 1746.46 -398.785 3
1301.04 1748.43 221.085 3
1301.26 1746.14 3737.19 3
1301.15 1748.16 54.2631 3
1296.6 1745.55 144.81 3
1299.02 1749.99 159.147 3
1299.04 1749.96 42.9491 3
1297.31 1749.52 103.617 3
1298.22 1749.88 -456.295 3
1301.13 1748.1 -666.075 3
1296.41 1745.8 -26.8387 3
1300.89 1745.06 304.036 3
1300.92 1745.2 -48.756 3
1301.26 1746.31 2447.59 3
1296.54 1747.91 35.2528 3
1298.25 1750.12 1029.29 3
1296.55 1746.17 109.018 3
1301.21 1746.04 704.479 3
1299.04 1749.96 -64.184 3
1298.52 1749.93 -214.372 3
1297.49 1749.68 8.23979 3
1301.26 1744.98 231.88 3
1296.52 1746.62 59.4098 3
1301.24 1746.5 495.949 3
