Stage,Water,Delta N,Rate (/day),Cumulative N
s1,W-110,2,751,92,2,751
s2,W-90,3,021,604,5,772
s3,W-70,5,298,1,060,11,070
s4,W-50,6,768,1,354,17,838
s5,W-30,2,553,511,20,391
s6,W-10,14,570,486,34,961
s7,W-30,1,509,302,36,470
s8,W-50,553,111,37,023
s9,W-70,480,96,37,503
s10,W-90,389,78,37,892
s11,W-110,88,3,37,980
Indices,A_wet = 1.48,A_frz = 0.085,D_total = 1.83%,s1 = service baseline
